parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:3_x:20.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,3,p,m,gr,20.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:4_x:20.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,4,p,m,gr,20.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:5_x:20.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,5,p,m,gr,20.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:6_x:20.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,6,p,m,gr,20.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:7_x:20.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,7,p,m,gr,20.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:8_x:20.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,8,p,m,gr,20.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:9_x:20.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,9,p,m,gr,20.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:10_x:20.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,10,p,m,gr,20.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:11_x:20.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,11,p,m,gr,20.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:12_x:20.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,12,p,m,gr,20.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:13_x:20.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,13,p,m,gr,20.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:14_x:20.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,14,p,m,gr,20.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:15_x:20.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,15,p,m,gr,20.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:16_x:20.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,16,p,m,gr,20.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:17_x:20.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,17,p,m,gr,20.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:18_x:20.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,18,p,m,gr,20.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:20_j:19_x:20.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,20,0,19,p,m,gr,20.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:0_x:21.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,0,p,m,gr,21.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:1_x:21.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,1,p,m,gr,21.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:2_x:21.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,2,p,m,gr,21.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:3_x:21.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,3,p,m,gr,21.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:4_x:21.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,4,p,m,gr,21.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:5_x:21.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,5,p,m,gr,21.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:6_x:21.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,6,p,m,gr,21.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:7_x:21.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,7,p,m,gr,21.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:8_x:21.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,8,p,m,gr,21.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:9_x:21.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,9,p,m,gr,21.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:10_x:21.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,10,p,m,gr,21.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:11_x:21.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,11,p,m,gr,21.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:12_x:21.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,12,p,m,gr,21.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:13_x:21.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,13,p,m,gr,21.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:14_x:21.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,14,p,m,gr,21.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:15_x:21.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,15,p,m,gr,21.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:16_x:21.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,16,p,m,gr,21.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:17_x:21.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,17,p,m,gr,21.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:18_x:21.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,18,p,m,gr,21.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:21_j:19_x:21.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,21,0,19,p,m,gr,21.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:0_x:22.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,0,p,m,gr,22.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:1_x:22.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,1,p,m,gr,22.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:2_x:22.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,2,p,m,gr,22.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:3_x:22.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,3,p,m,gr,22.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:4_x:22.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,4,p,m,gr,22.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:5_x:22.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,5,p,m,gr,22.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:6_x:22.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,6,p,m,gr,22.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:7_x:22.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,7,p,m,gr,22.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:8_x:22.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,8,p,m,gr,22.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:9_x:22.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,9,p,m,gr,22.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:10_x:22.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,10,p,m,gr,22.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:11_x:22.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,11,p,m,gr,22.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:12_x:22.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,12,p,m,gr,22.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:13_x:22.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,13,p,m,gr,22.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:14_x:22.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,14,p,m,gr,22.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:15_x:22.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,15,p,m,gr,22.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:16_x:22.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,16,p,m,gr,22.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:17_x:22.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,17,p,m,gr,22.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:18_x:22.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,18,p,m,gr,22.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:22_j:19_x:22.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,22,0,19,p,m,gr,22.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:0_x:23.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,0,p,m,gr,23.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:1_x:23.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,1,p,m,gr,23.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:2_x:23.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,2,p,m,gr,23.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:3_x:23.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,3,p,m,gr,23.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:4_x:23.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,4,p,m,gr,23.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:5_x:23.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,5,p,m,gr,23.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:6_x:23.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,6,p,m,gr,23.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:7_x:23.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,7,p,m,gr,23.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:8_x:23.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,8,p,m,gr,23.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:9_x:23.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,9,p,m,gr,23.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:10_x:23.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,10,p,m,gr,23.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:11_x:23.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,11,p,m,gr,23.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:12_x:23.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,12,p,m,gr,23.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:13_x:23.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,13,p,m,gr,23.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:14_x:23.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,14,p,m,gr,23.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:15_x:23.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,15,p,m,gr,23.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:16_x:23.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,16,p,m,gr,23.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:17_x:23.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,17,p,m,gr,23.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:18_x:23.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,18,p,m,gr,23.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:23_j:19_x:23.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,23,0,19,p,m,gr,23.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:0_x:24.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,0,p,m,gr,24.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:1_x:24.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,1,p,m,gr,24.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:2_x:24.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,2,p,m,gr,24.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:3_x:24.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,3,p,m,gr,24.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:4_x:24.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,4,p,m,gr,24.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:5_x:24.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,5,p,m,gr,24.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:6_x:24.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,6,p,m,gr,24.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:7_x:24.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,7,p,m,gr,24.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:8_x:24.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,8,p,m,gr,24.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:9_x:24.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,9,p,m,gr,24.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:10_x:24.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,10,p,m,gr,24.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:11_x:24.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,11,p,m,gr,24.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:12_x:24.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,12,p,m,gr,24.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:13_x:24.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,13,p,m,gr,24.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:14_x:24.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,14,p,m,gr,24.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:15_x:24.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,15,p,m,gr,24.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:16_x:24.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,16,p,m,gr,24.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:17_x:24.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,17,p,m,gr,24.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:18_x:24.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,18,p,m,gr,24.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:24_j:19_x:24.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,24,0,19,p,m,gr,24.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:0_x:25.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,0,p,m,gr,25.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:1_x:25.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,1,p,m,gr,25.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:2_x:25.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,2,p,m,gr,25.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:3_x:25.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,3,p,m,gr,25.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:4_x:25.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,4,p,m,gr,25.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:5_x:25.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,5,p,m,gr,25.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:6_x:25.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,6,p,m,gr,25.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:7_x:25.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,7,p,m,gr,25.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:8_x:25.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,8,p,m,gr,25.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:9_x:25.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,9,p,m,gr,25.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:10_x:25.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,10,p,m,gr,25.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:11_x:25.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,11,p,m,gr,25.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:12_x:25.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,12,p,m,gr,25.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:13_x:25.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,13,p,m,gr,25.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:14_x:25.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,14,p,m,gr,25.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:15_x:25.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,15,p,m,gr,25.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:16_x:25.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,16,p,m,gr,25.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:17_x:25.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,17,p,m,gr,25.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:18_x:25.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,18,p,m,gr,25.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:25_j:19_x:25.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,25,0,19,p,m,gr,25.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:0_x:26.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,0,p,m,gr,26.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:1_x:26.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,1,p,m,gr,26.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:2_x:26.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,2,p,m,gr,26.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:3_x:26.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,3,p,m,gr,26.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:4_x:26.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,4,p,m,gr,26.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:5_x:26.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,5,p,m,gr,26.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:6_x:26.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,6,p,m,gr,26.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:7_x:26.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,7,p,m,gr,26.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:8_x:26.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,8,p,m,gr,26.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:9_x:26.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,9,p,m,gr,26.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:10_x:26.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,10,p,m,gr,26.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:11_x:26.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,11,p,m,gr,26.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:12_x:26.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,12,p,m,gr,26.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:13_x:26.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,13,p,m,gr,26.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:14_x:26.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,14,p,m,gr,26.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:15_x:26.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,15,p,m,gr,26.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:16_x:26.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,16,p,m,gr,26.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:26_j:17_x:26.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,26,0,17,p,m,gr,26.00,17.00
