X	Y	default	
557317.60474264	395122.02139243	320.04153442383	
557352.40804843	395122.21808561	322.52239990234	
557387.2113543	395122.41496216	324.47225952148	
557422.01466025	395122.61202206	326.60882568359	
557456.81796627	395122.80926533	328.54656982422	
557491.62127237	395123.00669197	330.02188110352	
557526.42457854	395123.20430197	330.59121704102	
557561.22788479	395123.40209533	330.43569946289	
557596.03119112	395123.60007206	330.10546875	
557630.83449753	395123.79823215	329.65585327148	
557665.63780401	395123.9965756	328.72702026367	
557700.44111057	395124.19510242	327.48974609375	
557735.24441721	395124.3938126	326.1042175293	
557770.04772392	395124.59270615	324.89263916016	
557804.85103072	395124.79178306	324.00466918945	
557839.65433759	395124.99104333	323.11840820312	
557874.45764453	395125.19048697	322.08084106445	
557909.26095156	395125.39011397	320.81643676758	
557944.06425866	395125.58992434	319.24822998047	
557978.86756584	395125.78991807	317.56344604492	
558013.6708731	395125.99009517	316.47912597656	
558048.47418044	395126.19045562	315.25112915039	
558083.27748785	395126.39099945	314.08959960938	
558118.08079534	395126.59172664	313.19586181641	
558152.88410292	395126.79263719	312.61517333984	
558187.68741056	395126.9937311	312.74740600586	
558222.49071829	395127.19500839	314.4365234375	
558257.2940261	395127.39646903	316.57144165039	
558292.09733398	395127.59811304	314.70758056641	
558326.90064194	395127.79994042	313.54443359375	
558361.70394998	395128.00195115	312.79339599609	
552027.73696949	395046.01885915	323.09481811523	
552062.54051861	395046.18768121	323.07302856445	
552097.34406779	395046.35668663	323.07553100586	
552132.14761703	395046.52587542	323.14373779297	
552166.95116635	395046.69524756	323.25787353516	
552201.75471573	395046.86480306	323.35824584961	
552236.55826518	395047.03454192	323.41583251953	
552271.36181469	395047.20446414	323.42193603516	
552306.16536427	395047.37456973	323.39660644531	
552340.96891391	395047.54485867	323.40286254883	
552375.77246362	395047.71533097	323.45965576172	
552410.5760134	395047.88598664	323.50778198242	
552445.37956324	395048.05682566	323.51278686523	
552480.18311315	395048.22784805	323.46743774414	
552514.98666313	395048.3990538	323.40734863281	
552549.79021317	395048.5704429	323.37106323242	
552584.59376329	395048.74201537	323.36572265625	
552619.39731346	395048.9137712	323.36416625977	
552654.20086371	395049.08571039	323.39151000977	
552689.00441402	395049.25783294	323.482421875	
552723.8079644	395049.43013884	323.65280151367	
552758.61151484	395049.60262812	323.88800048828	
552793.41506535	395049.77530075	324.15426635742	
552828.21861594	395049.94815674	324.41799926758	
552863.02216658	395050.12119609	324.6604309082	
552897.8257173	395050.29441881	324.87246704102	
552932.62926808	395050.46782488	325.04000854492	
552967.43281893	395050.64141431	325.17672729492	
553002.23636985	395050.81518711	325.29516601562	
553037.03992083	395050.98914327	325.40054321289	
553071.84347189	395051.16328278	325.4953918457	
553106.647023	395051.33760566	325.5832824707	
553141.45057419	395051.5121119	325.67004394531	
553176.25412545	395051.6868015	325.75994873047	
553211.05767678	395051.86167446	325.85275268555	
553245.86122817	395052.03673078	325.94241333008	
553280.66477963	395052.21197047	326.03460693359	
553315.46833116	395052.38739351	326.1423034668	
553350.27188276	395052.56299992	326.26910400391	
553385.07543442	395052.73878968	326.40576171875	
553419.87898616	395052.91476281	326.54516601562	
553454.68253796	395053.0909193	326.6921081543	
553489.48608983	395053.26725915	326.8420715332	
553524.28964177	395053.44378236	326.9856262207	
553559.09319378	395053.62048893	327.12350463867	
553593.89674586	395053.79737887	327.25997924805	
553628.70029801	395053.97445216	327.39404296875	
553663.50385022	395054.15170881	327.52209472656	
553698.30740251	395054.32914883	327.66799926758	
553733.11095486	395054.50677221	327.85971069336	
553767.91450728	395054.68457895	328.06335449219	
553802.71805978	395054.86256905	328.2610168457	
553837.52161234	395055.04074251	328.44964599609	
553872.32516497	395055.21909934	328.63272094727	
553907.12871767	395055.39763952	328.81213378906	
553941.93227044	395055.57636307	328.98754882812	
553976.73582328	395055.75526997	329.18560791016	
554011.53937619	395055.93436024	329.47055053711	
554046.34292917	395056.11363387	329.78060913086	
554081.14648222	395056.29309087	330.09594726562	
554115.95003534	395056.47273122	330.42346191406	
554150.75358853	395056.65255493	330.7717590332	
554185.55714179	395056.83256201	331.13143920898	
554220.36069512	395057.01275245	331.47146606445	
554255.16424852	395057.19312625	331.8034362793	
554289.96780199	395057.37368341	332.0163269043	
554324.77135553	395057.55442393	332.25378417969	
554359.57490914	395057.73534782	332.64303588867	
554394.37846282	395057.91645507	333.17379760742	
554429.18201657	395058.09774567	333.79263305664	
554463.98557039	395058.27921964	334.49685668945	
554498.78912428	395058.46087698	335.30932617188	
554533.59267825	395058.64271767	336.2380065918	
554568.39623228	395058.82474172	337.11206054688	
554603.19978639	395059.00694914	338.08248901367	
554638.00334056	395059.18933992	339.15853881836	
554672.80689481	395059.37191406	340.20977783203	
554707.61044913	395059.55467157	341.14492797852	
554742.41400352	395059.73761243	342.23611450195	
554777.21755798	395059.92073666	344.61743164062	
554812.02111251	395060.10404424	347.71063232422	
554846.82466712	395060.2875352	352.66006469727	
554881.62822179	395060.47120951	358.55462646484	
554916.43177654	395060.65506718	363.4489440918	
554951.23533136	395060.83910822	365.89910888672	
554986.03888625	395061.02333262	365.46765136719	
555020.84244121	395061.20774038	362.50952148438	
555055.64599624	395061.3923315	359.25717163086	
555090.44955135	395061.57710599	359.21997070312	
555125.25310653	395061.76206383	359.49774169922	
555160.05666177	395061.94720504	359.53259277344	
555194.8602171	395062.13252961	359.3981628418	
555229.66377249	395062.31803755	359.38778686523	
555264.46732796	395062.50372885	359.52926635742	
555299.2708835	395062.6896035	358.87026977539	
555334.07443911	395062.87566152	357.43951416016	
555368.87799479	395063.06190291	357.73236083984	
555403.68155055	395063.24832765	358.4990234375	
555438.48510638	395063.43493576	358.34332275391	
555473.28866227	395063.62172723	357.22891235352	
555508.09221825	395063.80870206	356.45223999023	
555542.8957743	395063.99586026	357.1926574707	
555577.69933042	395064.18320181	357.00366210938	
555612.50288661	395064.37072673	352.19845581055	
555647.30644287	395064.55843502	348.09426879883	
555682.10999921	395064.74632666	345.80270385742	
555716.91355563	395064.93440167	346.15209960938	
555751.71711211	395065.12266004	348.70700073242	
555786.52066867	395065.31110177	351.07690429688	
555821.3242253	395065.49972687	349.77172851562	
555856.12778201	395065.68853532	348.66052246094	
555890.93133879	395065.87752715	348.94561767578	
555925.73489564	395066.06670233	349.23303222656	
555960.53845256	395066.25606087	348.80285644531	
555995.34200956	395066.44560278	347.67462158203	
556030.14556664	395066.63532805	346.13238525391	
556064.94912379	395066.82523669	344.62692260742	
556099.75268101	395067.01532868	344.20260620117	
556134.5562383	395067.20560405	343.48233032227	
556169.35979568	395067.39606277	342.2048034668	
556204.16335312	395067.58670485	341.43099975586	
556238.96691064	395067.7775303	340.86538696289	
556273.77046823	395067.96853911	340.3288269043	
556308.5740259	395068.15973129	339.87982177734	
556343.37758364	395068.35110682	339.60217285156	
556378.18114146	395068.54266572	339.68649291992	
556412.98469935	395068.73440799	339.7975769043	
556447.78825731	395068.92633361	339.30258178711	
556482.59181535	395069.1184426	338.25280761719	
556517.39537347	395069.31073495	336.48178100586	
556552.19893166	395069.50321067	334.50088500977	
556587.00248992	395069.69586975	332.7004699707	
556621.80604826	395069.88871219	330.35946655273	
556656.60960668	395070.081738	328.8515625	
556691.41316517	395070.27494716	327.25201416016	
556726.21672373	395070.46833969	325.49948120117	
556761.02028237	395070.66191559	323.92590332031	
556795.82384109	395070.85567485	322.60919189453	
556830.62739988	395071.04961747	321.18218994141	
556865.43095875	395071.24374345	319.10928344727	
556900.23451769	395071.4380528	316.3935546875	
556935.03807671	395071.63254551	314.35110473633	
556969.8416358	395071.82722159	314.16500854492	
557004.64519497	395072.02208102	314.85879516602	
557039.44875422	395072.21712383	315.66790771484	
557074.25231354	395072.41234999	316.64157104492	
557109.05587294	395072.60775952	317.62365722656	
557143.85943241	395072.80335241	317.60931396484	
557178.66299197	395072.99912867	315.70465087891	
557213.46655159	395073.19508829	312.26110839844	
557248.27011129	395073.39123127	310.41006469727	
557283.07367107	395073.58755761	312.39419555664	
557317.87723093	395073.78406732	315.77029418945	
557352.68079086	395073.9807604	318.75350952148	
557387.48435087	395074.17763683	321.36468505859	
557422.28791096	395074.37469663	324.12326049805	
557457.09147112	395074.5719398	326.63348388672	
557491.89503136	395074.76936632	328.21722412109	
557526.69859167	395074.96697622	328.43005371094	
557561.50215207	395075.16476947	327.94415283203	
557596.30571254	395075.36274609	327.56747436523	
557631.10927308	395075.56090608	327.20199584961	
557665.91283371	395075.75924942	326.2585144043	
557700.71639441	395075.95777613	325.08026123047	
557735.51995519	395076.15648621	323.75473022461	
557770.32351604	395076.35537965	322.57763671875	
557805.12707698	395076.55445645	321.67889404297	
557839.93063799	395076.75371662	320.89999389648	
557874.73419908	395076.95316015	320.1884765625	
557909.53776025	395077.15278704	319.49096679688	
557944.34132149	395077.3525973	318.72799682617	
557979.14488281	395077.55259093	318.05383300781	
558013.94844421	395077.75276791	317.50149536133	
558048.75200569	395077.95312826	316.47613525391	
558083.55556724	395078.15367198	315.19616699219	
558118.35912888	395078.35439906	314.21090698242	
558153.16269059	395078.5553095	313.60064697266	
558187.96625238	395078.75640331	313.22668457031	
558222.76981425	395078.95768048	313.31729125977	
558257.5733762	395079.15914102	314.70913696289	
558292.37693822	395079.36078492	314.07806396484	
558327.18050033	395079.56261219	313.78082275391	
558361.98406251	395079.76462282	313.18078613281	
558396.78762477	395079.96681681	312.25051879883	
558431.59118711	395080.16919417	311.0475769043	
558466.39474953	395080.37175489	310.65405273438	
558501.19831203	395080.57449898	310.56311035156	
551923.55941752	394997.27618694	323.45364379883	
551958.36322058	394997.44445883	323.35754394531	
551993.16702369	394997.61291408	323.21514892578	
552027.97082688	394997.78155268	323.14724731445	
552062.77463013	394997.95037466	323.09436035156	
552097.57843345	394998.11937998	323.06988525391	
552132.38223683	394998.28856867	323.10806274414	
552167.18604028	394998.45794072	323.21499633789	
552201.98984379	394998.62749614	323.33847045898	
552236.79364737	394998.79723491	323.44467163086	
552271.59745102	394998.96715704	323.51409912109	
552306.40125473	394999.13726253	323.548828125	
552341.20505851	394999.30755138	323.58166503906	
552376.00886236	394999.47802359	323.62408447266	
552410.81266627	394999.64867916	323.6653137207	
552445.61647025	394999.8195181	323.66821289062	
552480.42027429	394999.99054039	323.63861083984	
552515.2240784	395000.16174604	323.60525512695	
552550.02788258	395000.33313506	323.59140014648	
552584.83168683	395000.50470743	323.5998840332	
552619.63549114	395000.67646317	323.62258911133	
552654.43929552	395000.84840226	323.66677856445	
552689.24309996	395001.02052472	323.74426269531	
552724.04690448	395001.19283054	323.86920166016	
552758.85070906	395001.36531971	324.04632568359	
552793.6545137	395001.53799225	324.25942993164	
552828.45831842	395001.71084815	324.47915649414	
552863.2621232	395001.88388741	324.67929077148	
552898.06592805	395002.05711003	324.85311889648	
