time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.500000000,34.66945987,37.78184481,38.14941934,40.96815884,35.72751347,34.48352437,35.69049338,34.22345997,37.89287277,36.81777280,34.16596660,35.70646903,34.87028540
3683.500000000,34.68370221,37.82208528,38.19045521,41.01623215,35.71565593,34.48584207,35.67487767,34.19382904,37.91124250,36.76200511,34.16744977,35.69302098,34.78145675
3712.500000000,34.73115556,37.94265964,38.31318671,41.15181930,35.77995021,34.53660568,35.73108245,34.21928601,38.00224468,36.79720400,34.20367153,35.74910397,34.80687557
3743.500000000,34.79189298,38.11975486,38.49527928,41.35718149,35.89909101,34.61080715,35.84030043,34.26829717,38.15179610,36.90670668,34.25524282,35.85937217,34.89584423
3773.500000000,34.83907769,38.28617468,38.66886367,41.56255763,36.01195759,34.66894901,35.94460332,34.30815154,38.30018716,37.02670484,34.29495614,35.96636953,34.98132520
3804.500000000,34.85694192,38.39842158,38.78956311,41.72544046,36.07199428,34.68472050,35.99783000,34.31897948,38.40629475,37.10472040,34.30466754,36.02214660,35.01554493
3834.500000000,34.83505106,38.41225293,38.81067250,41.80405342,36.04024544,34.64196158,35.96152814,34.28915507,38.43010158,37.09347692,34.27333633,35.98502227,34.96459369
3865.500000000,34.77451416,38.31580606,38.71872761,41.75021186,35.90521956,34.54096061,35.82212882,34.21869283,38.30639573,36.96450845,34.20120527,35.84188459,34.82101951
3896.500000000,34.69057242,38.12944507,38.53253504,41.58826082,35.69177714,34.40508663,35.60324272,34.12377974,38.08704902,36.73730937,34.10495513,35.61650939,34.61263543
3926.500000000,34.60583951,37.90415454,38.30314625,41.36989333,35.45241475,34.26915841,35.35662453,34.02825415,37.82178330,36.46505732,34.00863005,35.36136743,34.38954653
3957.500000000,34.53707994,37.68208199,38.07326279,41.13733618,35.22806926,34.15891112,35.12226888,33.94980091,37.54861603,36.18889161,33.93012924,35.11674130,34.18943546
3987.500000000,34.50483870,37.53017578,37.91218043,40.96115968,35.08207100,34.10653028,34.93707679,33.90952454,35.06825705,35.72858582,33.89119438,34.94198297,34.06590032
4018.500000000,34.51508771,37.47767112,37.85080920,40.87374746,35.03880934,34.12125057,34.83076121,33.91312127,34.35358975,35.37585071,33.89755530,34.85851021,34.03607419
4049.500000000,34.56269322,37.53442580,37.90139575,40.89256187,35.10249020,34.19484022,34.82460120,33.95577823,34.02768864,35.19072776,33.94357813,34.87525371,34.09776652
4077.500000000,34.62967784,37.66816244,38.03289221,40.99490986,35.23716660,34.29829794,34.89833824,34.01953513,33.91042540,35.14775031,34.01022959,34.96565392,34.21625238
4108.500000000,34.70878938,37.86641004,38.23307771,41.16739309,35.42742219,34.41996711,35.02863309,34.09530447,33.90184705,35.19100586,34.08821870,35.10807606,34.37277704
4138.500000000,34.76954183,38.05142360,38.42326352,41.33769864,35.59628108,34.51224279,35.14797703,34.15190390,33.93242254,35.25528315,34.14569466,35.23321448,34.49925863
4169.500000000,34.79811278,38.18011714,38.55889779,41.45992090,35.70185755,34.55367267,35.21109837,34.17425760,33.93164351,35.28050588,34.16759514,35.29624869,34.55848383
4199.500000000,34.78420128,38.20621830,38.59114224,41.48345576,35.70469734,34.52948961,35.18035838,34.15306731,33.84619433,35.21948657,34.14520033,35.25994931,34.52221742
4230.500000000,34.73019672,38.12122998,38.50938196,41.39037716,35.59738570,34.44232942,35.04239202,34.08771420,33.64338157,35.04454354,34.07761835,35.11094686,34.38529752
4261.500000000,34.65158764,37.94431083,38.33149117,41.19419656,35.40561686,34.31699610,34.82266411,33.99681749,33.33869149,34.77489615,33.98457071,34.87588697,34.17846731
4291.500000000,34.57121475,37.72690481,38.10897856,40.94370280,35.18313350,34.18921564,34.57394708,33.90442931,32.98614106,34.46303887,33.89046485,34.60954770,33.95417308
4322.500000000,34.50628910,37.51200323,37.88530465,40.67869029,34.97298167,34.08580511,34.33644429,33.82852297,32.62377894,34.14716957,33.81354047,34.35265604,33.75137568
4352.500000000,34.47720009,37.36623808,37.72949621,40.47273774,34.83905523,34.03901934,34.17560667,33.79165239,32.33688188,33.90493482,33.77660207,34.17372255,33.62706677
4383.500000000,34.50941084,37.36269030,37.71685737,40.40288836,34.85017877,34.08753896,34.15920857,33.82105278,32.20658896,33.81137292,33.80719255,34.14183602,33.64178000
