time,PC4_AMS,PROF_2,PZB,PROF_1,MW04,PP_202,PC1_AMS_BIS,MW07,MW05,PIEZ13,PIEZM7,PROF_5,MW08,PROF_3,PROF_6,MW02,MW01,P1003,MW03,MW06,PROF_4,PZ7,PIEZM8,PIEZM1,PIEZM2,PIEZM3,PZP1_BIS,P1002,PIEZ14,PIEZM6,PIEZ15,PIEZ17,PIEZ16,PIEZM5,PIEZ11,PIEZ9,PROF_11,PC2_AMS,PC3_AMS,PIEZ8,PIEZ7,PIEZ6,PIEZ5,PIEZ3,PIEZ2,PIEZ1,PROF_21,PZ18,PZ20,PZ4,PZ1,MM35,MM97,MM32,PZ_ALER,PROF_22,SP1_PZEST
339754363.2838,28.05616492,18.87624438,0.7259196693,0.3017892676E-04,143.5818747,0.1368649041E-02,113.8766887,24.77283715,7.338392745,49.52241304,61.26377589,73.58821176,25.44372390,0.5069177078E-01,69.92592219,178.1895892,200.0000000,12.34258253,77.80179412,98.45473176,4.795117445,39.41447130,61.29269636,10.62924873,36.28159884,53.16257785,0.2781939362E-04,0.8342236608E-02,39.62206553,31.50560973,28.71473740,18.82637492,23.03001739,48.95619162,50.51069866,52.67945401,0.2615229791E-05,0.1181944448E-03,0.3253128722,45.21547783,33.92197626,21.20182195,13.34984896,4.829048386,1.881847244,0.5518124073,0.7463436045E-08,0.1073110059E-04,0.1510582054E-08,0.2952127624E-05,0.3454227224E-18,0.8070838810E-01,0.1258792589E-13,0.3107430957E-13,0.9377075769E-08,0.1893391201E-06,0.2065482876E-09
713484162.8959,30.48758339,19.18815182,0.7784609415,0.3719071568E-04,151.1838820,0.1596578195E-02,122.4250699,28.15184911,8.253085790,60.74498198,69.87926571,83.58936446,30.08114308,0.5520195203E-01,77.48995263,182.0114075,200.0000000,12.88174586,82.52330980,106.9826197,5.100310300,43.79570813,72.75201568,11.73276332,40.66362841,64.48779346,0.3473751264E-04,0.9371913092E-02,48.37223861,37.88559427,34.93696136,22.75869498,28.02930431,59.11009208,60.75520504,61.98688257,0.3472528783E-05,0.1446428338E-03,0.3541111040,52.49966966,38.89193130,23.98679275,15.01927442,5.376852803,2.085931340,0.6101724725,0.1192388058E-07,0.1301834507E-04,0.2524388976E-08,0.3901937853E-05,0.8273217675E-18,0.9804227946E-01,0.2255002153E-13,0.6658636867E-13,0.1483882647E-07,0.2829784973E-06,0.3629286130E-09
1124586942.469,30.59374187,19.19248397,0.7805107044,0.3798018093E-04,151.4056429,0.1615100674E-02,122.7576318,28.37813295,8.310960350,61.94118136,70.46371413,84.26401028,30.49064503,0.5539845864E-01,77.90512049,182.0685397,200.0000000,12.89543901,82.68085188,107.3631114,5.110868606,44.04213607,73.76850938,11.78932435,40.92151085,65.62609595,0.3557516372E-04,0.9439191725E-02,49.28135118,38.49513969,35.57143242,23.14555769,28.53981792,60.10363997,61.73627230,62.76821583,0.3610968547E-05,0.1475407067E-03,0.3554383664,53.05988297,39.24141106,24.16364163,15.12055466,5.407279465,2.096846361,0.6132471873,0.1320094595E-07,0.1328783929E-04,0.2849533295E-08,0.4051286091E-05,0.1139778679E-17,0.9979165077E-01,0.2624123281E-13,0.8550771762E-13,0.1638166059E-07,0.3027439903E-06,0.4191402045E-09
1576800000.000,30.59685793,19.19254489,0.7805679096,0.3803825136E-04,151.4103554,0.1616108528E-02,122.7665420,28.38804734,8.313418014,62.02114940,70.48921307,84.29414022,30.51390293,0.5540457519E-01,77.92051783,182.0692923,200.0000000,12.89570908,82.68467642,107.3747259,5.111132579,44.05147803,73.82555765,11.79123612,40.93137232,65.69807887,0.3564193894E-04,0.9442316248E-02,49.34060448,38.53177787,35.61202761,23.16946182,28.57251917,60.16479947,61.79542877,62.80977486,0.3625756092E-05,0.1477519306E-03,0.3554814452,53.08731207,39.25714128,24.17088391,15.12453277,5.408385344,2.097231884,0.6133556417,0.1343442656E-07,0.1331110446E-04,0.2915980783E-08,0.4066681212E-05,0.1265275018E-17,0.9990232372E-01,0.2709477926E-13,0.9177362230E-13,0.1666192623E-07,0.3054183441E-06,0.4319264955E-09
