time,INFLOW-EXT,INFLOW,OUTFLOW,STAGE,DEPTH
300.0000000000,524.4991398300000,441.7410080841731,-441.2697279353745,51.62753396447318,5.606592677202588
600.0000000000,539.1361371900000,445.2516199957644,-444.4005515090606,51.65277783481152,5.634743086879007
900.0000000000,553.4506260600000,449.4367925586814,-448.1917037231187,51.68299598361383,5.667950715570296
1200.000000000,567.2857739300000,454.3313620074730,-452.6771441123795,51.71839472378483,5.706422715908322
1500.000000000,580.4900000000000,459.9725823542981,-457.8923854248663,51.75918291196277,5.750376283150119
1800.000000000,592.9186360200000,466.4049632672192,-463.8783408515979,51.80560310398438,5.800077040256286
2100.000000000,604.4355112500000,473.6845202960433,-470.6857598940925,51.85796155267843,5.855862959943309
2400.000000000,614.9144443900000,481.8736211388308,-478.3744301523163,51.91660279003069,5.918076772194944
2700.000000000,624.2406260600000,491.0146359781406,-486.9965714336765,51.98174945063740,5.986828512958507
3000.000000000,632.3118766699999,501.0820828659301,-496.5585513454495,52.05319276691620,6.061631414214575
3300.000000000,639.0397658900000,511.9371980750424,-506.9736739633797,52.12997666042734,6.141136485253608
3600.000000000,644.3505815800000,523.3215589085934,-518.0374020439892,52.21032121109500,6.223218696889323
3900.000000000,648.1861373100000,534.9044554739454,-529.4504819986107,52.29191268524585,6.305428699619593
4200.000000000,650.5044099500000,546.3569116514556,-540.8818584669827,52.37241025723254,6.385530350948599
4500.000000000,651.2800000000000,557.4068791486975,-552.0332605318451,52.44986274565317,6.461809764040522
4800.000000000,650.5044099500000,567.8527491019394,-562.6716202850712,52.52284651088149,6.533075531324307
5100.000000000,648.1861373100000,577.5469807981523,-572.6257361558588,52.59037169513427,6.598494590249521
5400.000000000,644.3505815800000,586.3744221894202,-581.7666467720748,52.65172070014979,6.657435904509224
5700.000000000,639.0397658900000,594.2395183195950,-589.9908128340131,52.70633460215161,6.709391023885892
6000.000000000,632.3118766699999,601.0626461836307,-597.2124436970850,52.75376661020675,6.753952994627140
6300.000000000,624.2406260600000,606.7804548102079,-603.3620714673393,52.79367246166183,6.790815887668574
6600.000000000,614.9144443900000,611.3465506828086,-608.3870301040147,52.82580960053934,6.819774401976719
6900.000000000,604.4355112500000,614.7314542412302,-612.2516547434311,52.85003405470875,6.840719452997708
7200.000000000,592.9186360200000,616.9219639006873,-614.9368315764076,52.86629430822993,6.853631445114594
7500.000000000,580.4900000000000,617.9202150253209,-616.4391274064195,52.87462388878981,6.858572928043977
7800.000000000,567.2857739300000,617.7425883959615,-616.7697113021416,52.87513380095520,6.855681352608388
8100.000000000,553.4506260600000,616.4185287627815,-615.9531689172345,52.86800520964354,6.845162111030193
8400.000000000,539.1361371900000,613.9893011252331,-614.0262511125092,52.85348246015225,6.827281882382266
8700.000000000,524.4991398300000,610.5067045686749,-611.0365799877411,52.83186643234963,6.802362269159028
9000.000000000,509.7000000000000,606.0317618902548,-607.0413310571737,52.80350821035339,6.770773707524670
9300.000000000,494.9008601700000,600.6334027533750,-602.1059091899042,52.76880305001727,6.732929637569567
9600.000000000,480.2638628100000,594.3871577846511,-596.3026354054979,52.72818463205375,6.689280926263923
9900.000000000,465.9493739400000,587.3738806749261,-589.7094611566678,52.68211959590248,6.640310543421450
10200.00000000,452.1142260700000,579.6785148741470,-582.4087262051798,52.63110235747400,6.586528499108852
10500.00000000,438.9100000000000,571.3889208192743,-574.4859755298892,52.57565022200717,6.528467059011961
10800.00000000,426.4813639800000,562.5947787701563,-566.0288498532145,52.51629881101240,6.466676261884700
11100.00000000,414.9644887500000,553.3865812355986,-557.1260633141762,52.45359782928026,6.401719770026077
11400.00000000,404.4855556100000,543.8547276511379,-547.8664805503450,52.38810720393111,6.334171089447532
11700.00000000,395.1593739400000,534.0887324326715,-538.3383039889975,52.32039363219563,6.264610200694994
12000.00000000,387.0881233300000,524.1765557933780,-528.6283805090374,52.25102757776444,6.193620643818800
12300.00000000,380.3602341100000,514.2040647920143,-518.8216348415650,52.18058075678137,6.121787101292675
12600.00000000,375.0494184200000,504.2546299865317,-509.0006351447257,52.10962415342519,6.049693520176446
12900.00000000,371.2138626900000,494.4088607860018,-499.2452941188772,52.03872660089499,5.977921808679355
13200.00000000,368.8955900500000,484.7444800800865,-489.6327067946851,51.96845395558587,5.907051131375312
13500.00000000,368.1200000000000,475.3363358812623,-480.2371236595253,51.89936887903279,5.837657810070104
13800.00000000,368.8955900500000,466.2565443711398,-471.1300549537043,51.83203122201417,5.770315811572793
14100.00000000,371.2138626900000,457.5747546351017,-462.3804985500668,51.76699897559058,5.705597766543265
14400.00000000,375.0494184200000,449.3585201234996,-454.0552795047009,51.70482971159692,5.644076411623367
14700.00000000,380.3602341100000,441.6737549992115,-446.2194836870558,51.64608237626211,5.586326276112961
15000.00000000,387.0881233300000,434.5852444322333,-438.9369603002343,51.59131922080319,5.532925340441202
15300.00000000,395.1593739400000,428.1571659784198,-432.2708579447412,51.54110754797272,5.484456273767243
15600.00000000,404.4855556100000,422.4535639855241,-426.2841455559956,51.49602082152644,5.441506712870477
15900.00000000,414.9644887500000,417.5387005304969,-421.0400527171993,51.45663852907699,5.404667881762233
16200.00000000,426.4813639800000,413.4771856957127,-416.6023438335779,51.42354401949446,5.374530690852961
16500.00000000,438.9100000000000,410.3337696521856,-413.0353190170362,51.39731938017420,5.351678333257682
16800.00000000,452.1142260700000,408.1726639905404,-410.4034148252026,51.37853632359916,5.336674372718003
17100.00000000,465.9493739400000,407.0562577785108,-408.7702664718169,51.36774208613959,5.330045471495835
17400.00000000,480.2638628100000,407.0431151058190,-408.1970989557526,51.36543959219519,5.332258323350961
17700.00000000,494.9008601700000,408.1851960645943,-408.7403489385500,51.37206168903595,5.343691099580247
18000.00000000,509.7000000000000,410.5243392670831,-410.4484924845219,51.38794015745409,5.364600779315944
18300.00000000,524.4991398300000,414.0881786688279,-413.3581703043632,51.41327140325757,5.395088993732903
18600.00000000,539.1361371900000,418.8858229030714,-417.4898536923106,51.44808204691350,5.435070196985675
18900.00000000,553.4506260600000,424.9037666565541,-422.8434550811370,51.49219871757721,5.484246703490255
19200.00000000,567.2857739300000,432.1025849750131,-429.3944145127771,51.54522680859141,5.542095026047603
19500.00000000,580.4900000000000,440.4149413681734,-437.0908386132276,51.60654242217689,5.607866813912024
19800.00000000,592.9186360200000,449.7453020539367,-445.8521961853417,51.67530013488638,5.680605648698261
20100.00000000,604.4355112500000,459.9715126250725,-455.5698816715710,51.75045683419033,5.759178476493005
20400.00000000,614.9144443900000,470.9481166477994,-466.1096837092560,51.83080931019639,5.842318197105664
20700.00000000,624.2406260600000,482.5110505814304,-477.3159111535520,51.91504123380341,5.928672489388124
21000.00000000,632.3118766699999,494.4831953519171,-489.0167077073282,52.00177412930113,6.016853619971272
21300.00000000,639.0397658900000,506.6802269702634,-501.0299779416679,52.08961709792136,6.105484678265397
21600.00000000,644.3505815800000,518.9162735890081,-513.1693603940106,52.17721113409561,6.193239036064618
21900.00000000,648.1861373100000,531.0090156391217,-525.2497893023733,52.26326544299595,6.278871385121606
22200.00000000,650.5044099500000,542.7840144142281,-537.0923386864164,52.34658474949256,6.361240081338131
22500.00000000,651.2800000000000,554.0781875305788,-548.5281961526575,52.42608785802998,6.439321510049800
22800.00000000,650.5044099500000,564.7424482890488,-559.4017390532341,52.50081854214805,6.512217740415586
23100.00000000,648.1861373100000,574.6435862952815,-569.5727703217543,52.56995022854466,6.579158926519838
23400.00000000,644.3505815800000,583.6654945213095,-578.9180170520178,52.63278599681279,6.639501852871729
23700.00000000,639.0397658900000,591.7098529360776,-587.3320105839708,52.68875526780427,6.692725825066645
24000.00000000,632.3118766699999,598.6963703593572,-594.7274632434775,52.73740830933521,6.738426858919993
24300.00000000,624.2406260600000,604.5626716605304,-601.0352432097941,52.77840942336773,6.776310878440633
24600.00000000,614.9144443900000,609.2639016548587,-606.2040318356413,52.81152943755988,6.806186423044646
24900.00000000,604.4355112500000,612.7721027075929,-610.1997310667512,52.83663792550026,6.827957197485281
25200.00000000,592.9186360200000,615.0754112780008,-613.0046743315563,52.85369542792693,6.841614673398405
25500.00000000,580.4900000000000,616.1771096300772,-614.6166830164912,52.86274583748276,6.847230863306313
25800.00000000,567.2857739300000,616.0945624312162,-615.0480022941358,52.86390903450430,6.844951328938677
26100.00000000,553.4506260600000,614.8580634868158,-614.3241441798607,52.85737381292876,6.834988448638460
26400.00000000,539.1361371900000,612.5096149185206,-612.4826617088914,52.84339110647566,6.817614947330686
26700.00000000,524.4991398300000,609.1016592352688,-609.5718755262441,52.82226751002368,6.793157682245537
27000.00000000,509.7000000000000,604.6957835957669,-605.6495725212870,52.79435908514990,6.761991674710009
27300.00000000,494.9008601700000,599.3614148256665,-600.7816950627348,52.76006543890315,6.724534380251413
27600.00000000,480.2638628100000,593.1745232124407,-595.0410386303532,52.71982406875728,6.681240194150933
27900.00000000,465.9493739400000,586.2163525959907,-588.5059750012235,52.67410497274258,6.632595196161347
28200.00000000,452.1142260700000,578.5721936920762,-581.2592174944351,52.62340553088586,6.579112145464063
28500.00000000,438.9100000000000,570.3302168554486,-573.3866440180891,52.56824567154623,6.521325744451483
28800.00000000,426.4813639800000,561.5803795664200,-564.9761927417130,52.50916334347788,6.459788197111470
29100.00000000,414.9644887500000,552.4134227877252,-556.1168441081162,52.44671032108968,6.395065094286752
29400.00000000,404.4855556100000,542.9199689843427,-546.8977015945295,52.38144837608297,6.327731663551122
29700.00000000,395.1593739400000,533.1897330361154,-537.4071821416028,52.31394585314455,6.258369425555155
30000.00000000,387.0881233300000,523.3108555168568,-527.7323255077747,52.24477469035138,6.187563301075622
30300.00000000,380.3602341100000,513.3693658796395,-517.9582299959084,52.17450792604973,6.115899213198324
30600.00000000,375.0494184200000,503.4487809830223,-508.1676200541763,52.10371773274352,6.043962226473266
30900.00000000,371.2138626900000,493.6298421045327,-498.4405491745097,52.03297401432506,5.972335258682911
31200.00000000,368.8955900500000,483.9903910693461,-488.8542392725454,51.96284359490318,5.901598389918110
31500.00000000,368.1200000000000,474.6053832760957,-479.4830552626184,51.89389001424426,5.832328776381098
31800.00000000,368.8955900500000,465.5470320582620,-470.3986107069238,51.82667392464118,5.765101150576096
32100.00000000,371.2138626900000,456.8850747149459,-461.6699970018475,51.76175405440552,5.700488852463494
32400.00000000,375.0494184200000,448.6871453027698,-453.3641242423921,51.69968866092292,5.639065284182587
32700.00000000,380.3602341100000,441.0192324065213,-445.5461562312266,51.64103733736190,5.581405609977753
33000.00000000,387.0881233300000,433.9461910097414,-438.2800145061038,51.58636295726730,5.528088428887632
33300.00000000,395.1593739400000,427.5322656608852,-431.6289161039230,51.53623343631660,5.479697027703505
33600.00000000,404.4855556100000,421.8415669251846,-425.6558964520253,51.49122285832566,5.436819676275695
33900.00000000,414.9644887500000,416.9384246457595,-420.4242519312929,51.45191135576698,5.400048264103115
34200.00000000,426.4813639800000,412.8875207905900,-415.9978166026873,51.41888296524174,5.369974415928688
34500.00000000,438.9100000000000,409.7536842422127,-412.4409658864428,51.39272052176515,5.347182102001345
34800.00000000,452.1142260700000,407.6012147487202,-409.8182201789083,51.37399655889162,5.332235734637721
35100.00000000,465.9493739400000,406.4926011604686,-408.1933097340089,51.36325921421465,5.325662895771760
35400.00000000,480.2638628100000,406.4865202327977,-407.6275678204032,51.36101238915730,5.327931256587375
35700.00000000,494.9008601700000,407.6350573903680,-408.1775534244363,51.36768996412327,5.339419993803093
36000.00000000,509.7000000000000,409.9801870477610,-409.8918780127148,51.38362477096700,5.360387072409588
36300.00000000,524.4991398300000,413.5496849674967,-412.8073275082761,51.40901422742935,5.390935026655444
36600.00000000,539.1361371900000,418.3528009841290,-416.9445225016203,51.44388585479974,5.430979058810250
36900.00000000,553.4506260600000,424.3761622837766,-422.3035209638197,51.48806699403944,5.480222006336403
