,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0017961e-37,2.9614277e-36,9.719922e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413515e-36,9.6286206e-35,2.9126452e-33,9.6287727e-35,1.3413022e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166172e-38,9.725483e-36,1.2228061e-33,8.959101e-32,2.7754112e-30,8.9591307e-32,1.2224952e-33,5.7151504e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6520732e-37,4.3419498e-35,8.2760856e-33,1.0597548e-30,7.945793e-29,2.5257065e-27,7.9458e-29,1.0594969e-30,5.042468e-33,1.2889096e-35,1.6064041e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.696907e-37,1.2775052e-34,3.3877906e-32,6.561012e-30,8.586911e-28,6.6090434e-26,2.1610975e-24,6.609031e-26,8.584953e-28,4.1551397e-30,1.1045194e-32,2.0152447e-35,2.0568647e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9385706e-37,2.5761239e-34,8.9551763e-32,2.4075937e-29,4.7590103e-27,6.3920536e-25,5.0693584e-23,1.7107917e-21,5.0693347e-23,6.390698e-25,3.1423535e-27,8.686766e-30,1.671549e-32,2.4969644e-35,2.2057343e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.944577e-37,3.6396147e-34,1.5849561e-31,5.5763364e-29,1.528175e-26,3.0981857e-24,4.290378e-22,3.5217573e-20,1.231699e-18,3.5217334e-20,4.289544e-22,2.1411235e-24,6.1597876e-27,1.25070425e-29,1.9900928e-32,2.6351398e-35,2.0705983e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,5.938576e-37,3.639616e-34,1.9135068e-31,8.4254416e-29,3.0188145e-26,8.479723e-24,1.772379e-21,2.5432896e-19,2.1719369e-17,7.9131157e-16,2.1719197e-17,2.5428486e-19,1.2881009e-21,3.863223e-24,8.29018e-27,1.4056463e-29,1.9948169e-32,2.4579616e-35,1.7218421e-38,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,3.6969132e-37,2.5761257e-34,1.5849561e-31,8.4254416e-29,3.776775e-26,1.3864631e-23,4.0140054e-21,8.695152e-19,1.2997722e-16,1.161464e-14,4.4368738e-13,1.1614547e-14,1.2995783e-16,6.6834586e-19,2.0959703e-21,4.767283e-24,8.626058e-27,1.3109334e-29,1.7333343e-32,2.0449898e-35,1.2477836e-38,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,1.6520773e-37,1.277507e-34,8.955177e-32,5.576332e-29,3.018812e-26,1.3864625e-23,5.2452137e-21,1.5736511e-18,3.551423e-16,5.5599426e-14,5.2305374e-12,2.1115684e-10,5.2305e-12,5.5592676e-14,2.905731e-16,9.568569e-19,2.3158254e-21,4.4816703e-24,7.294404e-27,1.03257914e-29,1.3031739e-32,1.4960605e-35,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,5.166188e-38,4.3419582e-35,3.3877915e-32,2.4075916e-29,1.5281726e-26,8.4797104e-24,4.014e-21,1.5736501e-18,4.918349e-16,1.1623657e-13,1.9158385e-11,1.9085824e-09,8.2119456e-08,1.9085717e-09,1.9156648e-11,1.0186944e-13,3.5377512e-16,9.145948e-19,1.8965785e-21,3.3048282e-24,4.996639e-27,6.716567e-30,8.1919775e-33,9.229908e-36,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,9.725508e-36,8.276092e-33,6.561007e-30,4.759001e-27,3.0981778e-24,1.7723752e-21,8.695134e-19,3.5514183e-16,1.162365e-13,2.8915433e-11,5.0432996e-09,5.345902e-07,2.4645062e-05,5.3458825e-07,5.0430082e-09,2.7221645e-11,9.974769e-14,2.7549043e-16,6.1123757e-19,1.1366552e-21,1.8270715e-24,2.6010897e-27,3.3479956e-30,3.9692837e-33,4.408e-36,0.0,0.0,0.0
13,0.0,0.0,1.3413556e-36,1.2228075e-33,1.0597544e-30,8.586894e-28,6.392035e-25,4.290364e-22,2.543283e-19,1.2997698e-16,5.5599358e-14,1.915837e-11,5.043298e-09,9.358454e-07,0.00010601212,0.0051885433,0.00010601194,9.358206e-07,5.0429723e-09,1.9156248e-11,5.559065e-14,1.299512e-16,2.5426857e-19,4.289221e-22,6.390155e-25,8.584155e-28,1.059391e-30,1.2223655e-33,1.3381187e-36,0.0,0.0
14,0.0,1.0017998e-37,9.6286435e-35,8.9591066e-32,7.945787e-29,6.609028e-26,5.0693426e-23,3.521746e-20,2.1719314e-17,1.161462e-14,5.2305317e-12,1.9085808e-09,5.3459e-07,0.000106012114,0.012930373,0.65002733,0.012930365,0.00010601194,5.345882e-07,1.9085717e-09,5.2305e-12,1.1614546e-14,2.1719199e-17,3.5217347e-20,5.0693376e-23,6.609035e-26,7.945806e-29,8.959136e-32,9.628779e-35,9.718352e-38,0.0
15,0.0,2.9614365e-36,2.9126507e-33,2.775411e-30,2.5257013e-27,2.1610904e-24,1.7107854e-21,1.2316946e-18,7.913092e-16,4.4368643e-13,2.111566e-10,8.21194e-08,2.4645055e-05,0.0051885433,0.65002733,37.73166,0.6500276,0.005188546,2.4645065e-05,8.211948e-08,2.1115694e-10,4.4368754e-13,7.9131216e-16,1.2317006e-18,1.7107939e-21,2.1610996e-24,2.5257088e-27,2.7754127e-30,2.9126463e-33,2.9607274e-36,0.0
16,0.0,9.719954e-38,9.6287945e-35,8.9591383e-32,7.945795e-29,6.609019e-26,5.069321e-23,3.5217237e-20,2.1719146e-17,1.1614528e-14,5.2304944e-12,1.9085704e-09,5.345881e-07,0.00010601194,0.012930366,0.6500276,0.012930376,0.000106012165,5.3459036e-07,1.908583e-09,5.230541e-12,1.1614653e-14,2.1719404e-17,3.521764e-20,5.0693694e-23,6.609055e-26,7.945802e-29,8.959104e-32,9.6287273e-35,1.0016867e-37,0.0
17,0.0,0.0,1.341305e-36,1.2224965e-33,1.05949685e-30,8.5849425e-28,6.3906864e-25,4.2895353e-22,2.5428442e-19,1.2995764e-16,5.5592622e-14,1.9156642e-11,5.043006e-09,9.358204e-07,0.00010601195,0.005188545,0.00010601216,9.3584555e-07,5.0433004e-09,1.9158395e-11,5.5599483e-14,1.2997743e-16,2.5432955e-19,4.2903875e-22,6.3920694e-25,8.586928e-28,1.0597561e-30,1.2228124e-33,1.3412892e-36,0.0,0.0
18,0.0,0.0,0.0,5.7151654e-36,5.042478e-33,4.155145e-30,3.1423558e-27,2.1411243e-24,1.288101e-21,6.6834575e-19,2.9057304e-16,1.018694e-13,2.7221633e-11,5.04297e-09,5.3458814e-07,2.464506e-05,5.345901e-07,5.043299e-09,2.8915443e-11,1.1623668e-13,3.551428e-16,8.695169e-19,1.7723837e-21,3.0981936e-24,4.7590222e-27,6.561023e-30,8.27609e-33,9.725396e-36,0.0,0.0,0.0
