time,H1_1_2
0.3831380695111,0.2552048623E-11
0.7854330424977,0.1263882458E-11
1.207842764134,0.9355086845E-12
1.651372971851,0.7698140285E-12
2.117079689955,0.6651341038E-12
2.606071743964,0.5910663948E-12
3.119513400673,0.5349270878E-12
3.658627140218,0.4903618278E-12
4.224696566740,0.4537884897E-12
4.819069464588,0.4230130104E-12
5.443161007328,0.3966059329E-12
6.098457127206,0.3735903368E-12
6.786518053077,0.3532726014E-12
7.508982025242,0.3351446477E-12
8.267569196015,0.3188245102E-12
9.064085725327,0.3040179785E-12
9.900428081105,0.2904965418E-12
10.77858755467,0.2780765291E-12
11.70065500192,0.2666101786E-12
12.66882582152,0.2559766558E-12
13.68540518211,0.2460760296E-12
14.75281351073,0.2368248200E-12
15.87359225577,0.2281526543E-12
17.05040993807,0.2199997195E-12
18.28606850449,0.2123147962E-12
19.58350999922,0.2050537229E-12
20.94582356870,0.1981781835E-12
22.37625281664,0.1916547404E-12
23.87820352698,0.1854540566E-12
25.45525177285,0.1795502650E-12
27.11115243100,0.1739204518E-12
28.84984812206,0.1685442314E-12
30.67547859767,0.1634033943E-12
32.59239059707,0.1584816128E-12
34.60514819643,0.1537641940E-12
36.71854367577,0.1492378719E-12
38.93760892907,0.1448906304E-12
41.26762744503,0.1407115526E-12
43.71414688679,0.1366906922E-12
46.28299230064,0.1328189617E-12
48.98027998519,0.1290880371E-12
51.81243205396,0.1254902738E-12
54.78619172617,0.1220186337E-12
57.90863938198,0.1186666206E-12
61.18720942059,0.1154282221E-12
64.62970796114,0.1122978583E-12
68.24433142870,0.1092703332E-12
72.03968606965,0.1063407899E-12
76.02480844264,0.1035046674E-12
80.20918693429,0.1007576583E-12
84.60278435051,0.9809566664E-13
89.21606163755,0.9551476503E-13
94.06000278894,0.9301115181E-13
99.14614099789,0.9058110742E-13
104.4865861173,0.8822095128E-13
110.0940534927,0.8592700012E-13
115.9818942368,0.8369552911E-13
122.1641270182,0.8152273778E-13
128.6554714386,0.7940472238E-13
135.4713830800,0.7733745697E-13
142.6280903035,0.7531678477E-13
150.1426328882,0.7333842125E-13
158.0329026022,0.7139797009E-13
166.3176858018,0.6949095198E-13
175.0167081614,0.6761284610E-13
184.1506816390,0.6575914295E-13
193.7413537904,0.6392540681E-13
203.8115595494,0.6210734530E-13
214.3852755964,0.6030088323E-13
225.4876774458,0.5850223758E-13
237.1451993876,0.5670799049E-13
249.3855974265,0.5491515714E-13
262.2380153673,0.5312124584E-13
275.7330542052,0.5132430808E-13
289.9028449849,0.4952297679E-13
304.7811253037,0.4771649187E-13
320.4033196384,0.4590471235E-13
336.8066236898,0.4408811560E-13
354.0300929438,0.4226778409E-13
372.1147356605,0.4044538086E-13
391.1036105131,0.3862311520E-13
411.0419291082,0.3680369987E-13
431.9771636331,0.3499030171E-13
453.9591598843,0.3318648695E-13
477.0402559480,0.3139616265E-13
501.2754068149,0.2962351549E-13
526.7223152252,0.2787294870E-13
553.4415690560,0.2614901801E-13
581.4967855783,0.2445636694E-13
610.9547629267,0.2279966198E-13
641.8856391426,0.2118352799E-13
674.3630591692,0.1961248401E-13
708.4643501972,0.1809088000E-13
744.2707057765,0.1662283487E-13
781.8673791349,0.1521217657E-13
821.3438861611,0.1386238488E-13
862.7942185387,0.1257653780E-13
906.3170675351,0.1135726274E-13
952.0160589814,0.1020669343E-13
1000.000000000,0.9126433916E-14
