time,H1_1_2
0.3831380695111,0.8904156495E-13
0.7854330424977,0.8338726577E-13
1.207842764134,0.7804031946E-13
1.651372971851,0.7300164419E-13
2.117079689955,0.6826984195E-13
2.606071743964,0.6384127425E-13
3.119513400673,0.5971016931E-13
3.658627140218,0.5586876863E-13
4.224696566740,0.5230750961E-13
4.819069464588,0.4901523915E-13
5.443161007328,0.4597945264E-13
6.098457127206,0.4318655110E-13
6.786518053077,0.4062210907E-13
7.508982025242,0.3827114534E-13
8.267569196015,0.3611838842E-13
9.064085725327,0.3414852942E-13
9.900428081105,0.3234645537E-13
10.77858755467,0.3069745731E-13
11.70065500192,0.2918740863E-13
12.66882582152,0.2780291072E-13
13.68540518211,0.2653140445E-13
14.75281351073,0.2536124758E-13
15.87359225577,0.2428175966E-13
17.05040993807,0.2328323701E-13
18.28606850449,0.2235694161E-13
19.58350999922,0.2149506814E-13
20.94582356870,0.2069069385E-13
22.37625281664,0.1993771603E-13
23.87820352698,0.1923078148E-13
25.45525177285,0.1856521211E-13
27.11115243100,0.1793692996E-13
28.84984812206,0.1734238463E-13
30.67547859767,0.1677848483E-13
32.59239059707,0.1624253580E-13
34.60514819643,0.1573218304E-13
36.71854367577,0.1524536277E-13
38.93760892907,0.1478025905E-13
41.26762744503,0.1433526702E-13
43.71414688679,0.1390896171E-13
46.28299230064,0.1350007189E-13
48.98027998519,0.1310745811E-13
51.81243205396,0.1273009427E-13
54.78619172617,0.1236705232E-13
57.90863938198,0.1201748919E-13
61.18720942059,0.1168063583E-13
64.62970796114,0.1135578775E-13
68.24433142870,0.1104229677E-13
72.03968606965,0.1073956374E-13
76.02480844264,0.1044703199E-13
80.20918693429,0.1016418121E-13
84.60278435051,0.9890521855E-14
89.21606163755,0.9625589715E-14
94.06000278894,0.9368940733E-14
99.14614099789,0.9120146012E-14
104.4865861173,0.8878787016E-14
110.0940534927,0.8644451038E-14
115.9818942368,0.8416727018E-14
122.1641270182,0.8195201852E-14
128.6554714386,0.7979457337E-14
135.4713830800,0.7769067912E-14
142.6280903035,0.7563599354E-14
150.1426328882,0.7362608558E-14
158.0329026022,0.7165644510E-14
166.3176858018,0.6972250488E-14
175.0167081614,0.6781967487E-14
184.1506816390,0.6594338783E-14
193.7413537904,0.6408915491E-14
203.8115595494,0.6225262915E-14
214.3852755964,0.6042967425E-14
225.4876774458,0.5861643587E-14
237.1451993876,0.5680941218E-14
249.3855974265,0.5500552082E-14
262.2380153673,0.5320215934E-14
275.7330542052,0.5139725676E-14
289.9028449849,0.4958931422E-14
304.7811253037,0.4777743345E-14
320.4033196384,0.4596133238E-14
336.8066236898,0.4414134758E-14
354.0300929438,0.4231842433E-14
372.1147356605,0.4049409480E-14
391.1036105131,0.3867044602E-14
411.0419291082,0.3685007882E-14
431.9771636331,0.3503605942E-14
453.9591598843,0.3323186528E-14
477.0402559480,0.3144132646E-14
501.2754068149,0.2966856399E-14
526.7223152252,0.2791792606E-14
553.4415690560,0.2619392299E-14
581.4967855783,0.2450116156E-14
610.9547629267,0.2284427917E-14
641.8856391426,0.2122787828E-14
674.3630591692,0.1965646145E-14
708.4643501972,0.1813436738E-14
744.2707057765,0.1666570844E-14
781.8673791349,0.1525431038E-14
821.3438861611,0.1390365476E-14
862.7942185387,0.1261682529E-14
906.3170675351,0.1139645875E-14
952.0160589814,0.1024470186E-14
1000.000000000,0.9163175093E-15
