time,TCOMP,SK,QTOP,QBOT,H0001,H0002,H0003,H0004,H0005,H0006,H0007,H0008,H0009,H0010,H0011,H0012,H0013,H0014,H0015,H0016,H0017,H0018,H0019
9.900428081105,0.1019567110E-02,0.1000000000E-01,-0.3234642457E-04,-0.3234642457E-04,0.3404886797,0.7701510703,0.9378500186,0.9861250341,0.9973327847,0.9995453485,0.9999297961,0.9999900195,0.9999986588,0.9999996705,0.9999986588,0.9999900195,0.9999297961,0.9995453485,0.9973327847,0.9861250341,0.9378500186,0.7701510703,0.3404886797
10.77858755467,0.1073481577E-02,0.1000000000E-01,-0.3069742365E-04,-0.3069742365E-04,0.3231307753,0.7503758985,0.9281042960,0.9828643161,0.9964816503,0.9993596456,0.9998945008,0.9999840110,0.9999977076,0.9999994019,0.9999977076,0.9999840110,0.9998945008,0.9993596456,0.9964816503,0.9828643161,0.9281042960,0.7503758985,0.3231307753
11.70065500192,0.1127307028E-02,0.1000000000E-01,-0.2918737188E-04,-0.2918737188E-04,0.3072354935,0.7306955007,0.9176594130,0.9791088892,0.9954300205,0.9991138895,0.9998445478,0.9999749288,0.9999961705,0.9999989409,0.9999961705,0.9999749288,0.9998445478,0.9991138895,0.9954300205,0.9791088892,0.9176594130,0.7306955007,0.3072354935
12.66882582152,0.1181142884E-02,0.1000000000E-01,-0.2780287064E-04,-0.2780287064E-04,0.2926617962,0.7111951825,0.9065551337,0.9748309966,0.9941480691,0.9987937145,0.9997750836,0.9999614634,0.9999937375,0.9999981668,0.9999937375,0.9999614634,0.9997750836,0.9987937145,0.9941480691,0.9748309966,0.9065551337,0.7111951825,0.2926617962
13.68540518211,0.1235085351E-02,0.1000000000E-01,-0.2653136080E-04,-0.2653136080E-04,0.2792774821,0.6919484605,0.8948374136,0.9700076276,0.9926049350,0.9983826618,0.9996800695,0.9999418584,0.9999899605,0.9999968945,0.9999899605,0.9999418584,0.9996800695,0.9983826618,0.9926049350,0.9700076276,0.8948374136,0.6919484605,0.2792774821
14.75281351073,0.1289226864E-02,0.1000000000E-01,-0.2536120015E-04,-0.2536120015E-04,0.2669600016,0.6730172416,0.8825571855,0.9646210686,0.9907692697,0.9978621747,0.9995521139,0.9999137984,0.9999842032,0.9999948443,0.9999842032,0.9999137984,0.9995521139,0.9978621747,0.9907692697,0.9646210686,0.8825571855,0.6730172416,0.2669600016
15.87359225577,0.1343655709E-02,0.1000000000E-01,-0.2428170825E-04,-0.2428170825E-04,0.2555969289,0.6544522693,0.8697690972,0.9586593043,0.9886098409,0.9972116605,0.9993823143,0.9998742819,0.9999755780,0.9999916025,0.9999755780,0.9998742819,0.9993823143,0.9972116605,0.9886098409,0.9586593043,0.8697690972,0.6544522693,0.2555969289
17.05040993807,0.1398455828E-02,0.1000000000E-01,-0.2328318143E-04,-0.2328318143E-04,0.2450861203,0.6362937931,0.8565302481,0.9521162569,0.9860961721,0.9964086268,0.9991601147,0.9998194808,0.9999628666,0.9999865680,0.9999628666,0.9998194808,0.9991601147,0.9964086268,0.9860961721,0.9521162569,0.8565302481,0.6362937931,0.2450861203
18.28606850449,0.1453706773E-02,0.1000000000E-01,-0.2235688170E-04,-0.2235688170E-04,0.2353355968,0.6185724101,0.8428989705,0.9449918564,0.9831991933,0.9954288944,0.9988731899,0.9997445891,0.9999444241,0.9999788825,0.9999444241,0.9997445891,0.9988731899,0.9954288944,0.9831991933,0.9449918564,0.8428989705,0.6185724101,0.2353355968
19.58350999922,0.1509483792E-02,0.1000000000E-01,-0.2149500375E-04,-0.2149500375E-04,0.2262631974,0.6013100281,0.8289336946,0.9372919457,0.9798918791,0.9942468851,0.9985073666,0.9996436656,0.9999180638,0.9999673421,0.9999180638,0.9996436656,0.9985073666,0.9942468851,0.9798918791,0.9372919457,0.8289336946,0.6013100281,0.2262631974
20.94582356870,0.1565858031E-02,0.1000000000E-01,-0.2069062487E-04,-0.2069062487E-04,0.2177960512,0.5845208999,0.8146919292,0.9290280303,0.9761498483,0.9928359827,0.9980465889,0.9995094747,0.9998809228,0.9999502859,0.9998809228,0.9995094747,0.9980465889,0.9928359827,0.9761498483,0.9290280303,0.8146919292,0.5845208999,0.2177960512
22.37625281664,0.1622896804E-02,0.1000000000E-01,-0.1993764234E-04,-0.1993764234E-04,0.2098699194,0.5682126806,0.8002293817,0.9202168897,0.9719519020,0.9911689542,0.9974729382,0.9993333331,0.9998293074,0.9999254600,0.9998293074,0.9993333331,0.9974729382,0.9911689542,0.9719519020,0.9202168897,0.8002293817,0.5682126806,0.2098699194
23.87820352698,0.1680663940E-02,0.1000000000E-01,-0.1923070300E-04,-0.1923070300E-04,0.2024284527,0.5523874679,0.7855992317,0.9108800740,0.9672804790,0.9892184217,0.9967667126,0.9991049695,0.9997585204,0.9998898549,0.9997585204,0.9991049695,0.9967667126,0.9892184217,0.9672804790,0.9108800740,0.7855992317,0.5523874679,0.2024284527
25.45525177285,0.1739220148E-02,0.1000000000E-01,-0.1856512875E-04,-0.1856512875E-04,0.1954224079,0.5370427918,0.7708515649,0.9010433110,0.9621220137,0.9869573678,0.9959065688,0.9988124036,0.9996626726,0.9998395154,0.9996626726,0.9988124036,0.9959065688,0.9869573678,0.9621220137,0.9010433110,0.7708515649,0.5370427918,0.1954224079
27.11115243100,0.1798623403E-02,0.1000000000E-01,-0.1793684167E-04,-0.1793684167E-04,0.1888088597,0.5221725277,0.7560329624,0.8907358537,0.9564671841,0.9843596547,0.9948697273,0.9984418546,0.9995344810,0.9997693233,0.9995344810,0.9984418546,0.9948697273,0.9843596547,0.9564671841,0.8907358537,0.7560329624,0.5221725277,0.1888088597
28.84984812206,0.1858929338E-02,0.1000000000E-01,-0.1734229133E-04,-0.1734229133E-04,0.1825504351,0.5077677158,0.7411862387,0.8799897957,0.9503110440,0.9814005401,0.9936322379,0.9979776827,0.9993650604,0.9996727574,0.9993650604,0.9979776827,0.9936322379,0.9814005401,0.9503110440,0.8799897957,0.7411862387,0.5077677158,0.1825504351
30.67547859767,0.1920191605E-02,0.1000000000E-01,-0.1677838648E-04,-0.1677838648E-04,0.1766145945,0.4938172776,0.7263503116,0.8688393819,0.9436530418,0.9780571671,0.9921692970,0.9974023733,0.9991437140,0.9995416327,0.9991437140,0.9974023733,0.9921692970,0.9780571671,0.9436530418,0.8688393819,0.7263503116,0.4938172776,0.1766145945
32.59239059707,0.1982462232E-02,0.1000000000E-01,-0.1624243233E-04,-0.1624243233E-04,0.1709729719,0.4803086269,0.7115601863,0.8573203384,0.9364969279,0.9743090100,0.9904556080,0.9966965644,0.9988577310,0.9993658293,0.9988577310,0.9966965644,0.9904556080,0.9743090100,0.9364969279,0.8573203384,0.7115601863,0.4803086269,0.1709729719
34.60514819643,0.2045791937E-02,0.1000000000E-01,-0.1573207438E-04,-0.1573207438E-04,0.1656007830,0.4672281772,0.6968470338,0.8454692418,0.9288505632,0.9701382604,0.9884657700,0.9958391207,0.9984922008,0.9991330185,0.9984922008,0.9958391207,0.9884657700,0.9701382604,0.9288505632,0.8454692418,0.6968470338,0.4672281772,0.1656007830
36.71854367577,0.2110230417E-02,0.1000000000E-01,-0.1524524887E-04,-0.1524524887E-04,0.1604763039,0.4545617534,0.6822383419,0.8333229417,0.9207256403,0.9655301371,0.9861746800,0.9948072545,0.9980298520,0.9988283986,0.9980298520,0.9948072545,0.9861746800,0.9655301371,0.9207256403,0.8333229417,0.6822383419,0.4545617534,0.1604763039
38.93760892907,0.2175826606E-02,0.1000000000E-01,-0.1478013986E-04,-0.1478013986E-04,0.1555804195,0.4422949173,0.6677581193,0.8209180491,0.9121373332,0.9604731115,0.9835579312,0.9935766880,0.9974509274,0.9984344551,0.9974509274,0.9935766880,0.9835579312,0.9604731115,0.9121373332,0.8209180491,0.6677581193,0.4422949173,0.1555804195
41.26762744503,0.2242628901E-02,0.1000000000E-01,-0.1433514245E-04,-0.1433514245E-04,0.1508962363,0.4304132174,0.6534271353,0.8082904933,0.9031038928,0.9549590406,0.9805921911,0.9921218548,0.9967331030,0.9979307590,0.9967331030,0.9921218548,0.9805921911,0.9549590406,0.9031038928,0.8082904933,0.6534271353,0.4304132174,0.1508962363
43.71414688679,0.2310685355E-02,0.1000000000E-01,-0.1390883169E-04,-0.1390883169E-04,0.1464087547,0.4189023756,0.6392631780,0.7954751518,0.8936462040,0.9489832061,0.9772555418,0.9904161304,0.9958514610,0.9972938185,0.9958514610,0.9904161304,0.9772555418,0.9489832061,0.8936462040,0.7954751518,0.6392631780,0.4189023756,0.1464087547
46.28299230064,0.2380043854E-02,0.1000000000E-01,-0.1349993636E-04,-0.1349993636E-04,0.1421045932,0.4077484199,0.6252813186,0.7825055477,0.8837873196,0.9425442607,0.9735277693,0.9884320860,0.9947785228,0.9964970006,0.9947785228,0.9884320860,0.9735277693,0.9425442607,0.8837873196,0.7825055477,0.6252813186,0.4077484199,0.1421045932
48.98027998519,0.2450752264E-02,0.1000000000E-01,-0.1310731697E-04,-0.1310731697E-04,0.1379717576,0.3969377760,0.6114941722,0.7694136116,0.8735519861,0.9356440862,0.9693905903,0.9861417553,0.9934843482,0.9955105319,0.9934843482,0.9861417553,0.9693905903,0.9356440862,0.8735519861,0.7694136116,0.6114941722,0.3969377760,0.1379717576
51.81243205396,0.2522858558E-02,0.1000000000E-01,-0.1272994746E-04,-0.1272994746E-04,0.1339994469,0.3864573241,0.5979121445,0.7562294998,0.8629661713,0.9282875713,0.9648278081,0.9835169049,0.9919367031,0.9943015924,0.9919367031,0.9835169049,0.9648278081,0.9282875713,0.8629661713,0.7562294998,0.5979121445,0.3864573241,0.1339994469
54.78619172617,0.2596410933E-02,0.1000000000E-01,-0.1236689974E-04,-0.1236689974E-04,0.1301778920,0.3762944286,0.5845436617,0.7429814609,0.8520566042,0.9204823196,0.9598253946,0.9805293021,0.9901012971,0.9928345055,0.9901012971,0.9805293021,0.9598253946,0.9204823196,0.8520566042,0.7429814609,0.5845436617,0.3762944286,0.1301778920
57.90863938198,0.2671457906E-02,0.1000000000E-01,-0.1201733075E-04,-0.1201733075E-04,0.1264982184,0.3664369482,0.5713953768,0.7296957403,0.8408503331,0.9122382996,0.9543714978,0.9771509721,0.9879420889,0.9910710292,0.9879420889,0.9771509721,0.9543714978,0.9122382996,0.8408503331,0.7296957403,0.5713953768,0.3664369482,0.1264982184
61.18720942059,0.2748048393E-02,0.1000000000E-01,-0.1168047144E-04,-0.1168047144E-04,0.1229523309,0.3568732281,0.5584723517,0.7163965155,0.8293743066,0.9035674489,0.9484563801,0.9733544405,0.9854216532,0.9889707424,0.9854216532,0.9733544405,0.9484563801,0.9035674489,0.8293743066,0.7163965155,0.5584723517,0.3568732281,0.1229523309
64.62970796114,0.2826231785E-02,0.1000000000E-01,-0.1135561731E-04,-0.1135561731E-04,0.1195328138,0.3475920790,0.5457782112,0.7031058524,0.8176549817,0.8944832477,0.9420722950,0.9691129574,0.9825016046,0.9864915229,0.9825016046,0.9691129574,0.9420722950,0.8944832477,0.8176549817,0.7031058524,0.5457782112,0.3475920790,0.1195328138
68.24433142870,0.2906057999E-02,0.1000000000E-01,-0.1104212019E-04,-0.1104212019E-04,0.1162328441,0.3385827453,0.5333152713,0.6898436749,0.8057179585,0.8850002747,0.9352133130,0.9644007035,0.9791430656,0.9835901011,0.9791430656,0.9644007035,0.9352133130,0.8850002747,0.8057179585,0.6898436749,0.5333152713,0.3385827453,0.1162328441
72.03968606965,0.2987577517E-02,0.1000000000E-01,-0.1073938093E-04,-0.1073938093E-04,0.1130461150,0.3298348621,0.5210846380,0.6766277421,0.7935876458,0.8751337583,0.9278751105,0.9591929776,0.9753071708,0.9802226770,0.9753071708,0.9591929776,0.9278751105,0.8751337583,0.7935876458,0.6766277421,0.5210846380,0.3298348621,0.1130461150
76.02480844264,0.3070841411E-02,0.1000000000E-01,-0.1044684284E-04,-0.1044684284E-04,0.1099667667,0.3213384042,0.5090862806,0.6634736286,0.7812869553,0.8648991391,0.9200547353,0.9534663675,0.9709555921,0.9763455801,0.9709555921,0.9534663675,0.9200547353,0.8648991390,0.7812869553,0.6634736286,0.5090862806,0.3213384042,0.1099667667
80.20918693429,0.3155901337E-02,0.1000000000E-01,-0.1016398563E-04,-0.1016398563E-04,0.1069893224,0.3130836249,0.4973190782,0.6503947034,0.7688370279,0.8543116525,0.9117503646,0.9471989081,0.9660510720,0.9719159518,0.9660510720,0.9471989081,0.9117503646,0.8543116525,0.7688370279,0.6503947034,0.4973190782,0.3130836249,0.1069893224
84.60278435051,0.3242809504E-02,0.1000000000E-01,-0.9890319755E-05,-0.9890319755E-05,0.1041086290,0.3050609882,0.4857808425,0.6374021075,0.7562569929,0.8433859472,0.9029610689,0.9403702278,0.9605579525,0.9668924302,0.9605579525,0.9403702278,0.9029610689,0.8433859472,0.7562569929,0.6374021075,0.4857808425,0.3050609882,0.1041086290
89.21606163755,0.3331618607E-02,0.1000000000E-01,-0.9625381009E-05,-0.9625381009E-05,0.1013198001,0.2972610925,0.4744683197,0.6245047298,0.7435637624,0.8321357452,0.8936865953,0.9329616871,0.9544426843,0.9612358143,0.9544426843,0.9329616871,0.8936865953,0.8321357452,0.7435637624,0.6245047298,0.4744683197,0.2972610925,0.1013198001
94.06000278894,0.3422381715E-02,0.1000000000E-01,-0.9368725346E-05,-0.9368725346E-05,0.9861816154E-01,0.2896745885,0.4633771741,0.6117091833,0.7307718631,0.8205735566,0.8839271805,0.9249565116,0.9476743060,0.9549096905,0.9476743060,0.9249565116,0.8839271805,0.8205735566,0.7307718631,0.6117091833,0.4633771741,0.2896745885,0.9861816154E-01
99.14614099789,0.3515152102E-02,0.1000000000E-01,-0.9119923885E-05,-0.9119923885E-05,0.9599919879E-01,0.2822920932,0.4525019597,0.5990197861,0.7178933108,0.8087104528,0.8736834024,0.9163399182,0.9402248799,0.9478810027,0.9402248799,0.9163399182,0.8736834024,0.8087104528,0.7178933108,0.5990197861,0.4525019597,0.2822920932,0.9599919879E-01
104.4865861173,0.3609983007E-02,0.1000000000E-01,-0.8878558110E-05,-0.8878558110E-05,0.9345850642E-01,0.2751041017,0.4418360835,0.5864385515,0.7049375285,0.7965559045,0.8629560762,0.9070992382,0.9320698772,0.9401205520,0.9320698772,0.9070992382,0.8629560762,0.7965559045,0.7049375285,0.5864385515,0.4418360835,0.2751041017,0.9345850642E-01
110.0940534927,0.3706927318E-02,0.1000000000E-01,-0.8644215339E-05,-0.8644215339E-05,0.9099174041E-01,0.2681009018,0.4313717689,0.5739651934,0.6919113139,0.7841176880,0.8517461975,0.8972240329,0.9231885035,0.9316034161,0.9231885035,0.8972240329,0.8517461975,0.7841176880,0.6919113139,0.5739651934,0.4313717689,0.2681009018,0.9099174041E-01
115.9818942368,0.3806037159E-02,0.1000000000E-01,-0.8416484546E-05,-0.8416484546E-05,0.8859457417E-01,0.2612724934,0.4211000251,0.5615971538,0.6788188582,0.7714018594,0.8400549321,0.8867062027,0.9135639599,0.9223092806,0.9135639599,0.8867062027,0.8400549321,0.7714018594,0.6788188582,0.5615971538,0.4211000251,0.2612724934,0.8859457417E-01
122.1641270182,0.3907363369E-02,0.1000000000E-01,-0.8194952670E-05,-0.8194952670E-05,0.8626265969E-01,0.2546085202,0.4110106314,0.5493296585,0.6656618192,0.7584127965,0.8278836518,0.8755400854,0.9031836376,0.9122226783,0.9031836376,0.8755400854,0.8278836518,0.7584127965,0.6656618192,0.5493296585,0.4110106314,0.2546085202,0.8626265969E-01
128.6554714386,0.4010954860E-02,0.1000000000E-01,-0.7979201556E-05,-0.7979201556E-05,0.8399159533E-01,0.2480982165,0.4010921428,0.5371558088,0.6524394496,0.7451533051,0.8152340103,0.8637225425,0.8920392434,0.9013331374,0.8920392434,0.8637225425,0.8152340103,0.7451533051,0.6524394496,0.5371558088,0.4010921428,0.2480982165,0.8399159533E-01
135.4713830800,0.4116857846E-02,0.1000000000E-01,-0.7768805701E-05,-0.7768805701E-05,0.8177690212E-01,0.2417303755,0.3913319255,0.5250667130,0.6391487808,0.7316247837,0.8021080553,0.8512530303,0.8801268592,0.8896352410,0.8801268592,0.8512530303,0.8021080553,0.7316247837,0.6391487808,0.5250667130,0.3913319255,0.2417303755,0.8177690212E-01
142.6280903035,0.4225114937E-02,0.1000000000E-01,-0.7563330943E-05,-0.7563330943E-05,0.7961400993E-01,0.2354933439,0.3817162282,0.5130516623,0.6257848604,0.7178274428,0.7885083685,0.8381336541,0.8674469380,0.8771286039,0.8674469380,0.8381336541,0.7885083685,0.7178274428,0.6257848604,0.5130516623,0.3817162282,0.2354933439,0.7961400993E-01
150.1426328882,0.4335764085E-02,0.1000000000E-01,-0.7362334247E-05,-0.7362334247E-05,0.7749825523E-01,0.2293750462,0.3722302936,0.5010983545,0.6123410416,0.7037605683,0.7744382277,0.8243692034,0.8540042415,0.8638177741,0.8540042415,0.8243692034,0.7744382277,0.7037605683,0.6123410416,0.5010983545,0.3722302936,0.2293750462,0.7749825523E-01
158.0329026022,0.4448837405E-02,0.1000000000E-01,-0.7165364669E-05,-0.7165364669E-05,0.7542489125E-01,0.2233630417,0.3628585140,0.4891931647,0.5988093170,0.6894228228,0.7599017840,0.8099671684,0.8398077264,0.8497120702,0.8398077264,0.8099671684,0.7599017840,0.6894228228,0.5988093170,0.4891931647,0.3628585140,0.2233630417,0.7542489125E-01
166.3176858018,0.4564359851E-02,0.1000000000E-01,-0.6971965556E-05,-0.6971965556E-05,0.7338911112E-01,0.2174446163,0.3535846312,0.4773214602,0.5851806944,0.6748125754,0.7449042473,0.7949377368,0.8248703868,0.8348253639,0.8248703868,0.7949377368,0.7449042473,0.6748125754,0.5851806944,0.4773214602,0.3535846312,0.2174446163,0.7338911112E-01
175.0167081614,0.4682347788E-02,0.1000000000E-01,-0.6781677967E-05,-0.6781677967E-05,0.7138608386E-01,0.2116069065,0.3443919781,0.4654679579,0.5714456035,0.6599282518,0.7294520738,0.7792937740,0.8092090616,0.8191758214,0.8092090616,0.7792937740,0.7294520738,0.6599282518,0.5714456035,0.4654679579,0.3443919781,0.2116069065,0.7138608386E-01
184.1506816390,0.4802807456E-02,0.1000000000E-01,-0.6594045230E-05,-0.6594045230E-05,0.6941100243E-01,0.2058370556,0.3352637601,0.4536171140,0.5575943269,0.6447686941,0.7135531524,0.7630507873,0.7928442165,0.8027856148,0.7928442165,0.7630507873,0.7135531524,0.6447686941,0.5575943269,0.4536171140,0.3352637601,0.2058370556,0.6941100243E-01
193.7413537904,0.4925733374E-02,0.1000000000E-01,-0.6408618502E-05,-0.6408618502E-05,0.6745914213E-01,0.2001223956,0.3261833660,0.4417535404,0.5436174450,0.6293335245,0.6972169841,0.7462268787,0.7757997101,0.7856806165,0.7757997101,0.7462268787,0.6972169841,0.6293335245,0.5436174450,0.4417535404,0.3261833660,0.2001223956,0.6745914213E-01
203.8115595494,0.5051106693E-02,0.1000000000E-01,-0.6224963108E-05,-0.6224963108E-05,0.6552592745E-01,0.1944506499,0.3171347028,0.4298624351,0.5295062839,0.6136235031,0.6804548531,0.7288426888,0.7581025537,0.7678900880,0.7581025537,0.7288426888,0.6804548531,0.6136235031,0.5295062839,0.4298624351,0.3171347028,0.1944506499,0.6552592745E-01
214.3852755964,0.5178893550E-02,0.1000000000E-01,-0.6042665423E-05,-0.6042665423E-05,0.6360700445E-01,0.1888101494,0.3081025416,0.4179300164,0.5152533570,0.5976408731,0.6632799865,0.7109213373,0.7397826744,0.7494463756,0.7397826744,0.7109213373,0.6632799865,0.5976408731,0.5152533570,0.4179300164,0.3081025416,0.1888101494,0.6360700445E-01
225.4876774458,0.5309043453E-02,0.1000000000E-01,-0.5861339994E-05,-0.5861339994E-05,0.6169831572E-01,0.1831900525,0.2990728642,0.4059439477,0.5008527885,0.5813896863,0.6457077016,0.6924883624,0.7208726896,0.7303846212,0.7208726896,0.6924883624,0.6457077016,0.5813896863,0.5008527885,0.4059439477,0.2990728642,0.1831900525,0.6169831572E-01
237.1451993876,0.5441487745E-02,0.1000000000E-01,-0.5680636598E-05,-0.5680636598E-05,0.5979617471E-01,0.1775805623,0.2900331979,0.3938937409,0.4863007093,0.5648761039,0.6277555398,0.6735716648,0.7014076995,0.7107424985,0.7014076995,0.6735716648,0.6277555398,0.5648761039,0.4863007093,0.3938937409,0.2900331979,0.1775805623,0.5979617471E-01
249.3855974265,0.5576138169E-02,0.1000000000E-01,-0.5500246941E-05,-0.5500246941E-05,0.5789733622E-01,0.1719731298,0.2809729270,0.3817711270,0.4715956160,0.5481086652,0.6094433851,0.6542014575,0.6814251055,0.6905599804,0.6814251055,0.6542014575,0.6094433851,0.5481086652,0.4715956160,0.3817711270,0.2809729270,0.1719731298,0.5789733622E-01
262.2380153673,0.5712885600E-02,0.1000000000E-01,-0.5319910705E-05,-0.5319910705E-05,0.5599906006E-01,0.1663606375,0.2718835704,0.3695703831,0.4567386849,0.5310985226,0.5907935682,0.6344102253,0.6609644562,0.6698791428,0.6609644562,0.6344102253,0.5907935682,0.5310985226,0.4567386849,0.3695703831,0.2718835704,0.1663606375,0.5599906006E-01
275.7330542052,0.5851598964E-02,0.1000000000E-01,-0.5139420704E-05,-0.5139420704E-05,0.5409916530E-01,0.1607375548,0.2627590162,0.3572886063,0.4417340335,0.5138596351,0.5718309534,0.6142326926,0.6400673235,0.6487440061,0.6400673235,0.6142326926,0.5718309534,0.5138596351,0.4417340335,0.3572886063,0.2627590162,0.1607375548,0.5409916530E-01
289.9028449849,0.5992124377E-02,0.1000000000E-01,-0.4958626953E-05,-0.4958626953E-05,0.5219607319E-01,0.1551000612,0.2535957058,0.3449259288,0.4265889253,0.4964089217,0.5525830070,0.5937058012,0.6187772095,0.6272004158,0.6187772095,0.5937058012,0.5525830070,0.4964089217,0.4265889253,0.3449259288,0.2535957058,0.1551000612,0.5219607319E-01
