time,TCOMP,SK,QTOP,QBOT,H0001,H0002,H0003,H0004,H0005,H0006,H0007,H0008,H0009,H0010,H0011,H0012,H0013,H0014,H0015,H0016,H0017,H0018,H0019
304.7811253037,0.6134284546E-02,0.1000000000E-01,-0.4777439528E-05,-0.4777439528E-05,0.5028883714E-01,0.1494461316,0.2443927633,0.3324856687,0.4113139136,0.4787663675,0.5330798456,0.5728686941,0.5971394808,0.6052959572,0.5971394808,0.5728686941,0.5330798456,0.4787663675,0.4113139136,0.3324856687,0.2443927633,0.1494461316,0.5028883714E-01
320.4033196384,0.6277878449E-02,0.1000000000E-01,-0.4595830115E-05,-0.4595830115E-05,0.4837715910E-01,0.1437755840,0.2351520675,0.3199744153,0.3959229234,0.4609550849,0.5133542624,0.5517627024,0.5752013245,0.5830799006,0.5752013245,0.5517627024,0.5133542624,0.4609550849,0.3959229234,0.3199744153,0.2351520675,0.1437755840,0.4837715910E-01
336.8066236898,0.6422681314E-02,0.1000000000E-01,-0.4413832272E-05,-0.4413832272E-05,0.4646139233E-01,0.1380900882,0.2258782660,0.3074020472,0.3804332700,0.4430013259,0.4934417266,0.5304313300,0.5530117208,0.5606031688,0.5530117208,0.5304313300,0.4934417266,0.4430013259,0.3804332700,0.3074020472,0.2258782660,0.1380900882,0.4646139233E-01
354.0300929438,0.6568444927E-02,0.1000000000E-01,-0.4231540425E-05,-0.4231540425E-05,0.4454253079E-01,0.1323931359,0.2165787346,0.2947816884,0.3648656175,0.4249344469,0.4733803550,0.5089202301,0.5306214217,0.5379183169,0.5306214217,0.5089202301,0.4733803550,0.4249344469,0.3648656175,0.2947816884,0.2165787346,0.1323931359,0.4454253079E-01
372.1147356605,0.6714898259E-02,0.1000000000E-01,-0.4049107701E-05,-0.4049107701E-05,0.4262218633E-01,0.1266899775,0.2072634841,0.2821296027,0.3492438780,0.4067868243,0.4532108510,0.4872771654,0.5080829274,0.5150795138,0.5080829274,0.4872771654,0.4532108510,0.4067868243,0.3492438780,0.2821296027,0.2072634841,0.1266899775,0.4262218633E-01
391.1036105131,0.6861748446E-02,0.1000000000E-01,-0.3866742713E-05,-0.3866742713E-05,0.4070255487E-01,0.1209875269,0.1979450217,0.2694650348,0.3335950564,0.3885937237,0.4329764065,0.4655519457,0.4854504485,0.4921425139,0.4854504485,0.4655519457,0.4329764065,0.3885937237,0.3335950564,0.2694650348,0.1979450217,0.1209875269,0.4070255487E-01
411.0419291082,0.7008682109E-02,0.1000000000E-01,-0.3684705457E-05,-0.3684705457E-05,0.3878637324E-01,0.1152942391,0.1886381710,0.2568100019,0.3179490445,0.3703931207,0.4127225659,0.4437963337,0.4627798435,0.4691646060,0.4627798435,0.4437963337,0.4127225659,0.3703931207,0.3179490445,0.2568100019,0.1886381710,0.1152942391,0.3878637324E-01
431.9771636331,0.7155367027E-02,0.1000000000E-01,-0.3503302477E-05,-0.3503302477E-05,0.3687686818E-01,0.1096199662,0.1793598579,0.2441890429,0.3023383688,0.3522254764,0.3924970462,0.4220639123,0.4401285212,0.4462045288,0.4401285212,0.4220639123,0.3924970462,0.3522254764,0.3023383688,0.2441890429,0.1793598579,0.1096199662,0.3687686818E-01
453.9591598843,0.7301454161E-02,0.1000000000E-01,-0.3322881438E-05,-0.3322881438E-05,0.3497769934E-01,0.1039757954,0.1701288684,0.2316289321,0.2867978964,0.3341334684,0.3723495109,0.4004099067,0.4175552983,0.4233223415,0.4175552983,0.4004099067,0.3723495109,0.3341334684,0.2867978964,0.2316289321,0.1701288684,0.1039757954,0.3497769934E-01
477.0402559480,0.7446580028E-02,0.1000000000E-01,-0.3143825268E-05,-0.3143825268E-05,0.3309289756E-01,0.9837387299E-01,0.1609655843,0.2191583610,0.2713645038,0.3161616778,0.3523312973,0.3788909547,0.3951202039,0.4005792409,0.3951202039,0.3788909547,0.3523312973,0.3161616778,0.2713645038,0.2191583610,0.1609655843,0.9837387299E-01,0.3309289756E-01
501.2754068149,0.7590369407E-02,0.1000000000E-01,-0.2966545992E-05,-0.2966545992E-05,0.3122679992E-01,0.9282721827E-01,0.1518917012,0.2068075967,0.2560767118,0.2983562349,0.3324950937,0.3575648226,0.3728842252,0.3780373186,0.3728842252,0.3575648226,0.3324950937,0.2983562349,0.2560767118,0.2068075967,0.1518917012,0.9282721827E-01,0.3122679992E-01
526.7223152252,0.7732438394E-02,0.1000000000E-01,-0.2791478346E-05,-0.2791478346E-05,0.2938398259E-01,0.8734953090E-01,0.1429299330,0.1946081177,0.2409742903,0.2807644244,0.3128945669,0.3364900634,0.3509089899,0.3557592525,0.3509089899,0.3364900634,0.3128945669,0.2807644244,0.2409742903,0.1946081177,0.1429299330,0.8734953090E-01,0.2938398259E-01
553.4415690560,0.7872397762E-02,0.1000000000E-01,-0.2619073272E-05,-0.2619073272E-05,0.2756919234E-01,0.8195499316E-01,0.1341037079,0.1825922340,0.2260978371,0.2634342541,0.2935839418,0.3157256159,0.3292563842,0.3338079321,0.3292563842,0.3157256159,0.2935839418,0.2634342541,0.2260978371,0.1825922340,0.1341037079,0.8195499316E-01,0.2756919234E-01
581.4967855783,0.8009856615E-02,0.1000000000E-01,-0.2449791352E-05,-0.2449791352E-05,0.2578727738E-01,0.7665806963E-01,0.1254368562,0.1707926929,0.2114883325,0.2464139876,0.2746175341,0.2953303488,0.3079881076,0.3122460177,0.3079881076,0.2953303488,0.2746175341,0.2464139876,0.2114883325,0.1707926929,0.1254368562,0.7665806963E-01,0.2578727738E-01
610.9547629267,0.8144426324E-02,0.1000000000E-01,-0.2284096216E-05,-0.2284096216E-05,0.2404311807E-01,0.7147330560E-01,0.1169532944,0.1592422738,0.1971866751,0.2297516468,0.2560492406,0.2753625509,0.2871651677,0.2911354376,0.2871651677,0.2753625509,0.2560492406,0.2297516468,0.1971866751,0.1592422738,0.1169532944,0.7147330560E-01,0.2404311807E-01
641.8856391426,0.8275724677E-02,0.1000000000E-01,-0.2122447991E-05,-0.2122447991E-05,0.2234155780E-01,0.6641512541E-01,0.1086767069,0.1479733759,0.1832332006,0.2134944880,0.2379319919,0.2558793746,0.2668473214,0.2705368294,0.2668473214,0.2558793746,0.2379319919,0.2134944880,0.1832332006,0.1479733759,0.1086767069,0.6641512541E-01,0.2234155780E-01
674.3630591692,0.8403380215E-02,0.1000000000E-01,-0.1965296790E-05,-0.1965296790E-05,0.2068733464E-01,0.6149763203E-01,0.1006302265,0.1370176006,0.1696671891,0.1976884568,0.2203171755,0.2369362414,0.2470924720,0.2505089339,0.2470924720,0.2369362414,0.2203171755,0.1976884568,0.1696671891,0.1370176006,0.1006302265,0.6149763203E-01,0.2068733464E-01
708.4643501972,0.8527036702E-02,0.1000000000E-01,-0.1813076323E-05,-0.1813076323E-05,0.1908501392E-01,0.5673440910E-01,0.9283611819E-01,0.1264053334,0.1565263669,0.1823776301,0.2032540363,0.2185862167,0.2279560313,0.2311079545,0.2279560313,0.2185862167,0.2032540363,0.1823776301,0.1565263669,0.1264053334,0.9283611819E-01,0.5673440910E-01,0.1908501392E-01
744.2707057765,0.8646357632E-02,0.1000000000E-01,-0.1666197638E-05,-0.1666197638E-05,0.1753892251E-01,0.5213832714E-01,0.8531546706E-01,0.1161653298,0.1438464075,0.1676036520,0.1867890661,0.2008793695,0.2094902616,0.2123868925,0.2094902616,0.2008793695,0.1867890661,0.1676036520,0.1438464075,0.1161653298,0.8531546706E-01,0.5213832714E-01,0.1753892251E-01
781.8673791349,0.8761030726E-02,0.1000000000E-01,-0.1525043092E-05,-0.1525043092E-05,0.1605308518E-01,0.4772135587E-01,0.7808787547E-01,0.1063243099,0.1316604406,0.1534051747,0.1709653936,0.1838621268,0.1917436102,0.1943948757,0.1917436102,0.1838621268,0.1709653936,0.1534051747,0.1316604406,0.1063243099,0.7808787547E-01,0.4772135587E-01,0.1605308518E-01
821.3438861611,0.8870772304E-02,0.1000000000E-01,-0.1389960587E-05,-0.1389960587E-05,0.1463116408E-01,0.4349438503E-01,0.7117117269E-01,0.9690656857E-01,0.1199985770,0.1398173139,0.1558221872,0.1675766399,0.1747600547,0.1771764965,0.1747600547,0.1675766399,0.1558221872,0.1398173139,0.1199985770,0.9690656857E-01,0.7117117269E-01,0.4349438503E-01,0.1463116408E-01
862.7942185387,0.8975331447E-02,0.1000000000E-01,-0.1261258193E-05,-0.1261258193E-05,0.1327640203E-01,0.3946705666E-01,0.6458114244E-01,0.8793360843E-01,0.1088874596,0.1268711326,0.1413940856,0.1520601778,0.1585784732,0.1607711748,0.1585784732,0.1520601778,0.1413940856,0.1268711326,0.1088874596,0.8793360843E-01,0.6458114244E-01,0.3946705666E-01,0.1327640203E-01
906.3170675351,0.9074493839E-02,0.1000000000E-01,-0.1139199235E-05,-0.1139199235E-05,0.1199157090E-01,0.3564761196E-01,0.5833127374E-01,0.7942380294E-01,0.9834985003E-01,0.1145931633,0.1277106707,0.1373445645,0.1432320610,0.1452125672,0.1432320610,0.1373445645,0.1277106707,0.1145931633,0.9834985003E-01,0.7942380294E-01,0.5833127374E-01,0.3564761196E-01,0.1199157090E-01
952.0160589814,0.9168085189E-02,0.1000000000E-01,-0.1023997976E-05,-0.1023997976E-05,0.1077892606E-01,0.3204275621E-01,0.5243254081E-01,0.7139209862E-01,0.8840426218E-01,0.1030049848,0.1147959983,0.1234556766,0.1287478080,0.1305280384,0.1287478080,0.1234556766,0.1147959983,0.1030049848,0.8840426218E-01,0.7139209862E-01,0.5243254081E-01,0.3204275621E-01,0.1077892606E-01
1000.000000000,0.9255974109E-02,0.1000000000E-01,-0.9158159792E-06,-0.9158159792E-06,0.9640168202E-02,0.2865754547E-01,0.4689321829E-01,0.6384976452E-01,0.7906465370E-01,0.9212286370E-01,0.1026682013,0.1104130183,0.1151460569,0.1167382130,0.1151460569,0.1104130183,0.1026682013,0.9212286370E-01,0.7906465370E-01,0.6384976452E-01,0.4689321829E-01,0.2865754547E-01,0.9640168202E-02
