time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.500000000,34.35629530,35.45303051,35.58650007,36.69716455,34.65694076,34.18112329,34.65039368,34.05599937,35.75504474,35.29376392,33.97562186,34.85441793,34.44559915
3683.500000000,34.37857747,35.49091467,35.62606066,36.73124353,34.70144042,34.20658888,34.69170838,34.07430587,35.79340880,35.32820193,33.99843000,34.90525539,34.49050119
3712.500000000,34.42540757,35.58962155,35.72580750,36.83079946,34.79854421,34.26774832,34.78884792,34.12441058,35.90415723,35.43890807,34.04747927,35.01680726,34.59334244
3743.500000000,34.45907781,35.68629818,35.82629241,36.94494606,34.86770949,34.30448589,34.85931309,34.14596995,36.01203081,35.51721830,34.07880200,35.10441418,34.64182110
3773.500000000,34.50598432,35.81719453,35.96245522,37.10731151,34.95012297,34.35000469,34.94120533,34.17411381,36.15001430,35.60963850,34.11707977,35.20525432,34.69660114
3804.500000000,34.51000965,35.87445827,36.02682133,37.21024434,34.98020540,34.35254082,34.97192964,34.18400747,36.22368229,35.67189573,34.12043616,35.24854811,34.73217724
3834.500000000,34.49295857,35.87978891,36.03764062,37.26356917,34.92925875,34.31164146,34.91981978,34.13841545,36.22170118,35.61253568,34.09289846,35.19995944,34.63707314
3865.500000000,34.43766855,35.79229946,35.95320330,37.21877209,34.80404856,34.22622960,34.78866008,34.07129112,36.10977993,35.46873365,34.02832325,35.05622244,34.49735289
3896.500000000,34.36673469,35.64330874,35.80311618,37.09286249,34.63294627,34.12210888,34.60790922,33.98645671,35.91711955,35.25557062,33.94715925,34.85229212,34.31414906
3926.500000000,34.30512688,35.48465868,35.63966298,36.93108755,34.48225958,34.03910824,34.44564310,33.92399949,35.70993940,35.05974716,33.87912567,34.66157066,34.17388254
3957.500000000,34.25435408,35.33561327,35.48251186,36.76034589,34.29248798,33.94410352,34.23688489,33.81792719,35.46670874,34.75152729,33.80390037,34.41790642,33.91454946
3987.500000000,34.22491890,35.22997369,35.36761369,36.61839050,34.11393636,33.86160989,33.96377323,33.71467445,32.35696572,33.98452672,33.73249225,34.14842692,33.64597091
4018.500000000,34.23529824,35.21187123,35.34050812,36.54782807,33.98875760,33.81860993,33.69050665,33.63426930,30.62312374,33.20595648,33.68505405,33.88971230,33.40384705
4049.500000000,34.24807207,35.20736249,35.33029437,36.47490550,33.99450113,33.83935675,33.58900012,33.66965625,31.59317907,33.04151701,33.67925336,33.76290550,33.44151341
4077.500000000,34.30046483,35.28996667,35.40970495,36.48708264,34.09663033,33.91815078,33.63376465,33.72906417,31.76213039,33.07331051,33.72515915,33.77998946,33.53521471
4108.500000000,34.37333254,35.43898059,35.55930008,36.56813542,34.27572589,34.03199155,33.78672755,33.82185819,32.24981421,33.27578305,33.80180891,33.90531573,33.71172035
4138.500000000,34.36910743,35.45851986,35.58201377,36.54199431,34.32086581,34.04430190,33.82672292,33.83159443,32.34323173,33.33984901,33.80573718,33.91934619,33.74412108
4169.500000000,34.42756418,35.58797730,35.71396913,36.63258533,34.46365329,34.12879025,33.97326102,33.90065803,32.58012980,33.52280891,33.86891052,34.05307933,33.87638062
4199.500000000,34.44459176,35.65458181,35.78490635,36.68142850,34.54058033,34.16133989,34.06026694,33.93073687,32.76538681,33.65018999,33.89391375,34.13381327,33.94903579
4230.500000000,34.36470587,35.53833306,35.67061915,36.56713712,34.28695833,33.99701514,33.74628302,33.73152526,29.86141528,32.87666488,33.77467935,33.83575227,33.50940963
4261.500000000,34.29753536,35.39421367,35.52349639,36.40525428,34.10334845,33.88657908,33.49382129,33.65669716,30.30904734,32.49997262,33.67996042,33.56193788,33.32735252
4291.500000000,34.22406792,35.21397737,35.33667526,36.18564169,33.88113174,33.76454950,33.20313009,33.53657377,29.32399686,32.00539923,33.57079872,33.24068225,33.04736881
4322.500000000,34.16322894,35.03839656,35.15065305,35.94609256,33.63240494,33.62938311,32.82444673,33.09552514,27.86751396,31.32653040,33.21213743,32.85517729,32.66691705
4352.500000000,34.13253719,34.91604443,35.01663298,35.74270839,33.43441562,33.49552258,32.44968884,32.69865480,26.97319284,30.72766410,32.90422156,32.50579024,32.35011410
4383.500000000,34.13904346,34.87639460,34.96536173,35.61080293,33.25458060,33.27127395,32.06162745,32.31014642,25.36383668,30.04104109,32.62279539,32.17543792,32.01648460
