pp_0000 625.0 9375.0 1 3.2052183241783449574313635821454226970672607421875000000000000000000
pp_0001 1875.0 9375.0 1 3.1276930152210509206156530126463621854782104492187500000000000000000
pp_0002 3125.0 9375.0 1 1.72636131056602804001443018933059647679328918457031250000000000000000
pp_0003 4375.0 9375.0 1 1.73121699253037242272057483205571770668029785156250000000000000000000
pp_0004 625.0 8125.0 1 4.4577619277903375305527333694044500589370727539062500000000000000000
pp_0005 1875.0 8125.0 1 5.0000000000000000000000000000000000000000000000000000000000000000000
pp_0006 3125.0 8125.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0007 4375.0 8125.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0008 625.0 6875.0 1 2.59686380036067188115112003288231790065765380859375000000000000000000
pp_0009 3125.0 6875.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0010 4375.0 6875.0 1 3.920271499544981441687241385807283222675323486328125000000000000000000
pp_0011 625.0 5625.0 1 2.58329170661937101982630338170565664768218994140625000000000000000000
pp_0012 3125.0 5625.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0013 4375.0 5625.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0014 625.0 4375.0 1 2.31731421684662519666630942083429545164108276367187500000000000000000
pp_0015 1875.0 4375.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0016 3125.0 4375.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0017 4375.0 4375.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0018 625.0 3125.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0019 1875.0 3125.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0020 3125.0 3125.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0021 4375.0 3125.0 1 4.575256926712634175657967716688290238380432128906250000000000000000000
pp_0022 625.0 1875.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0023 1875.0 1875.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0024 3125.0 1875.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0025 4375.0 1875.0 1 3.842580259585547164391527985571883618831634521484375000000000000000000
pp_0026 1875.0 625.0 1 5.00000000000000000000000000000000000000000000000000000000000000000000
pp_0027 3125.0 625.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
pp_0028 4375.0 625.0 1 5.000000000000000000000000000000000000000000000000000000000000000000000
