,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,scale,dercom,parchglim,offset
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:15_x:3875.00_y:9375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:15_x:3875.00_y:9375.00_zone:1,1.0,2,15,3875.0,9375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:16_x:4125.00_y:9375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:16_x:4125.00_y:9375.00_zone:1,1.0,2,16,4125.0,9375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:17_x:4375.00_y:9375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:17_x:4375.00_y:9375.00_zone:1,1.0,2,17,4375.0,9375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:18_x:4625.00_y:9375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:18_x:4625.00_y:9375.00_zone:1,1.0,2,18,4625.0,9375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:19_x:4875.00_y:9375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:2_j:19_x:4875.00_y:9375.00_zone:1,1.0,2,19,4875.0,9375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:0_x:125.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:0_x:125.00_y:9125.00_zone:1,1.0,3,0,125.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:1_x:375.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:1_x:375.00_y:9125.00_zone:1,1.0,3,1,375.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:2_x:625.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:2_x:625.00_y:9125.00_zone:1,1.0,3,2,625.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:3_x:875.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:3_x:875.00_y:9125.00_zone:1,1.0,3,3,875.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:4_x:1125.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:4_x:1125.00_y:9125.00_zone:1,1.0,3,4,1125.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:5_x:1375.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:5_x:1375.00_y:9125.00_zone:1,1.0,3,5,1375.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:6_x:1625.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:6_x:1625.00_y:9125.00_zone:1,1.0,3,6,1625.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:7_x:1875.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:7_x:1875.00_y:9125.00_zone:1,1.0,3,7,1875.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:8_x:2125.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:8_x:2125.00_y:9125.00_zone:1,1.0,3,8,2125.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:9_x:2375.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:9_x:2375.00_y:9125.00_zone:1,1.0,3,9,2375.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:10_x:2625.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:10_x:2625.00_y:9125.00_zone:1,1.0,3,10,2625.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:11_x:2875.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:11_x:2875.00_y:9125.00_zone:1,1.0,3,11,2875.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:12_x:3125.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:12_x:3125.00_y:9125.00_zone:1,1.0,3,12,3125.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:13_x:3375.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:13_x:3375.00_y:9125.00_zone:1,1.0,3,13,3375.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:14_x:3625.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:14_x:3625.00_y:9125.00_zone:1,1.0,3,14,3625.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:15_x:3875.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:15_x:3875.00_y:9125.00_zone:1,1.0,3,15,3875.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:16_x:4125.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:16_x:4125.00_y:9125.00_zone:1,1.0,3,16,4125.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:17_x:4375.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:17_x:4375.00_y:9125.00_zone:1,1.0,3,17,4375.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:18_x:4625.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:18_x:4625.00_y:9125.00_zone:1,1.0,3,18,4625.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:19_x:4875.00_y:9125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:3_j:19_x:4875.00_y:9125.00_zone:1,1.0,3,19,4875.0,9125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:0_x:125.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:0_x:125.00_y:8875.00_zone:1,1.0,4,0,125.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:1_x:375.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:1_x:375.00_y:8875.00_zone:1,1.0,4,1,375.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:2_x:625.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:2_x:625.00_y:8875.00_zone:1,1.0,4,2,625.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:3_x:875.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:3_x:875.00_y:8875.00_zone:1,1.0,4,3,875.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:4_x:1125.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:4_x:1125.00_y:8875.00_zone:1,1.0,4,4,1125.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:5_x:1375.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:5_x:1375.00_y:8875.00_zone:1,1.0,4,5,1375.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:6_x:1625.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:6_x:1625.00_y:8875.00_zone:1,1.0,4,6,1625.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:7_x:1875.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:7_x:1875.00_y:8875.00_zone:1,1.0,4,7,1875.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:8_x:2125.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:8_x:2125.00_y:8875.00_zone:1,1.0,4,8,2125.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:9_x:2375.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:9_x:2375.00_y:8875.00_zone:1,1.0,4,9,2375.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:10_x:2625.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:10_x:2625.00_y:8875.00_zone:1,1.0,4,10,2625.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:11_x:2875.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:11_x:2875.00_y:8875.00_zone:1,1.0,4,11,2875.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:12_x:3125.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:12_x:3125.00_y:8875.00_zone:1,1.0,4,12,3125.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:13_x:3375.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:13_x:3375.00_y:8875.00_zone:1,1.0,4,13,3375.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:14_x:3625.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:14_x:3625.00_y:8875.00_zone:1,1.0,4,14,3625.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:15_x:3875.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:15_x:3875.00_y:8875.00_zone:1,1.0,4,15,3875.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:16_x:4125.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:16_x:4125.00_y:8875.00_zone:1,1.0,4,16,4125.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:17_x:4375.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:17_x:4375.00_y:8875.00_zone:1,1.0,4,17,4375.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:18_x:4625.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:18_x:4625.00_y:8875.00_zone:1,1.0,4,18,4625.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:19_x:4875.00_y:8875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:4_j:19_x:4875.00_y:8875.00_zone:1,1.0,4,19,4875.0,8875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:0_x:125.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:0_x:125.00_y:8625.00_zone:1,1.0,5,0,125.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:1_x:375.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:1_x:375.00_y:8625.00_zone:1,1.0,5,1,375.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:2_x:625.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:2_x:625.00_y:8625.00_zone:1,1.0,5,2,625.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:3_x:875.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:3_x:875.00_y:8625.00_zone:1,1.0,5,3,875.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:4_x:1125.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:4_x:1125.00_y:8625.00_zone:1,1.0,5,4,1125.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:5_x:1375.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:5_x:1375.00_y:8625.00_zone:1,1.0,5,5,1375.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:6_x:1625.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:6_x:1625.00_y:8625.00_zone:1,1.0,5,6,1625.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:7_x:1875.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:7_x:1875.00_y:8625.00_zone:1,1.0,5,7,1875.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:8_x:2125.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:8_x:2125.00_y:8625.00_zone:1,1.0,5,8,2125.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:9_x:2375.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:9_x:2375.00_y:8625.00_zone:1,1.0,5,9,2375.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:10_x:2625.00_y:8625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:5_j:10_x:2625.00_y:8625.00_zone:1,1.0,5,10,2625.0,8625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
