time,HEADWATER,TAILWATER,GAGE-1
3652.5,0.0,0.0,0.0
3683.5,126.53553641527907,199.8859160512833,-324.22800618051997
3712.5,96.89987042635653,64.74266217978857,-163.46439500060887
3743.5,-48.4957035375985,-46.642111430500336,90.54233003940794
3773.5,0.8833441525084709,-216.86155629011728,203.64507501478806
3804.5,89.84135285968642,-23.73733196458295,-73.33609798674888
3834.5,19.446602986982498,7.5239561290420625,-31.602518522077844
3865.5,250.55900555963154,236.49597542764184,-488.12834063133505
3896.5,712.5017780368219,574.8774180544017,-1284.6846028970253
3926.5,791.1840943503084,818.7616756317135,-1602.0864641147143
3957.5,791.1840943503084,836.2905597319448,-1643.016085405983
3987.5,776.8508028492472,850.623851233006,-1643.016085405983
4018.5,723.0274652935303,904.447188788723,-1643.016085405983
4049.5,655.0563832216803,915.3348901436251,-1555.8376048507337
4077.5,584.5350997176001,883.4924271085754,-1458.2366192236968
4108.5,678.511652324937,948.9630017573163,-1633.5358652249165
4138.5,657.9405860933912,969.5340679888621,-1621.6591385254187
4169.5,791.1840943503084,824.0331157956655,-1611.0570898011672
4199.5,791.1840943503086,836.2905597319448,-1643.016085405983
4230.5,791.1840943503084,836.2905597319448,-1643.016085405983
4261.5,791.1840943503084,836.2905597319448,-1643.016085405983
4291.5,791.1840943503084,836.2905597319448,-1643.016085405983
4322.5,791.1840943503084,836.2905597319448,-1643.016085405983
4352.5,791.1840943503084,836.2905597319448,-1643.016085405983
4383.5,791.1840943503086,836.2905597319448,-1643.016085405983
