4.000000000000000000e+01,1.191149007431722112e+03
8.000000000000000000e+01,1.437420221092500924e+03
1.200000000000000000e+02,1.683661147454713955e+03
1.600000000000000000e+02,1.929902069070376911e+03
2.000000000000000000e+02,2.176142990685188124e+03
2.400000000000000000e+02,2.422383912299992971e+03
2.800000000000000000e+02,2.668624833914810097e+03
3.200000000000000000e+02,2.822148363993028852e+03
3.600000000000000000e+02,2.783103658100430039e+03
4.000000000000000000e+02,2.744056156791590183e+03
4.500000000000000000e+02,2.695246779893771873e+03
5.000000000000000000e+02,2.646437402998285052e+03
5.500000000000000000e+02,2.597628026102780041e+03
6.000000000000000000e+02,2.548818649207280032e+03
6.666666666667000527e+02,2.483739480008208830e+03
7.333333333332999473e+02,2.418660310814213972e+03
8.000000000000000000e+02,2.443751361426152016e+03
8.666666666667000527e+02,3.046598428380580117e+03
9.333333333332999473e+02,3.649437049878244125e+03
1.000000000000000000e+03,4.252275669780671706e+03
