,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6088382e-37,4.7559146e-36,1.5609747e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7408911e-38,2.1541483e-36,1.5463124e-34,4.6775727e-33,1.5463362e-34,2.1538389e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29663e-38,1.5618674e-35,1.96377e-33,1.4387907e-31,4.457182e-30,1.4387949e-31,1.9630651e-33,9.1770236e-36,1.5367326e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6531524e-37,6.972969e-35,1.3291013e-32,1.7019172e-30,1.2760577e-28,4.0561675e-27,1.276059e-28,1.7013293e-30,8.096875e-33,2.069622e-35,2.5793762e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93706e-37,2.051772e-34,5.4406345e-32,1.0536684e-29,1.3790181e-27,1.0613821e-25,3.470622e-24,1.0613799e-25,1.3785666e-27,6.672072e-30,1.7735464e-32,3.2358923e-35,3.3026724e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.537066e-37,4.1371354e-34,1.43816e-31,3.866485e-29,7.64275e-27,1.0265343e-24,8.1411556e-23,2.7474523e-21,8.1411184e-23,1.0262177e-24,5.0458132e-27,1.3948519e-29,2.6840212e-32,4.0093805e-35,3.5417104e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1152667e-36,5.845054e-34,2.5453666e-31,8.955339e-29,2.4541786e-26,4.9755433e-24,6.890149e-22,5.65578e-20,1.9780519e-18,5.65574e-20,6.888173e-22,3.438105e-24,9.89092e-27,2.0082704e-29,3.1955e-32,4.2327302e-35,4.6025415e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,9.537076e-37,5.845055e-34,3.0730044e-31,1.3530871e-28,4.8480778e-26,1.3618046e-23,2.8463594e-21,4.084407e-19,3.488031e-17,1.2708098e-15,3.4880026e-17,4.0833388e-19,2.0683732e-21,6.2032874e-24,1.3311667e-26,2.2570563e-29,3.2030816e-32,3.946748e-35,4.120172e-38,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,5.9370707e-37,4.137139e-34,2.5453666e-31,1.353087e-28,6.065327e-26,2.2265962e-23,6.4463078e-21,1.3964012e-18,2.0873745e-16,1.8652579e-14,7.125413e-13,1.865242e-14,2.0868909e-16,1.0732044e-18,3.3655715e-21,7.654922e-24,1.3850957e-26,2.1049728e-29,2.7832183e-32,3.2836407e-35,3.344017e-38,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,2.6531593e-37,2.051774e-34,1.43816e-31,8.9553317e-29,4.8480732e-26,2.226595e-23,8.423571e-21,2.5272109e-18,5.70342e-16,8.929013e-14,8.400004e-12,3.3910802e-10,8.39994e-12,8.927259e-14,4.6659424e-16,1.5364663e-18,3.718583e-21,7.196294e-24,1.1712702e-26,1.658019e-29,2.0925104e-32,2.4022293e-35,2.4029634e-38,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,8.2966566e-38,6.9729826e-35,5.4406363e-32,3.8664813e-29,2.4541751e-26,1.3618022e-23,6.4463005e-21,2.5272092e-18,7.898642e-16,1.8667056e-13,3.0767482e-11,3.065096e-09,1.3188004e-07,3.0650775e-09,3.076269e-11,1.6358074e-13,5.680766e-16,1.4685995e-18,3.0453862e-21,5.3066247e-24,8.0231715e-27,1.0784857e-29,1.3153917e-32,1.4820517e-35,0.0,0.0,0.0,0.0
12,0.0,0.0,1.7408977e-38,1.5618714e-35,1.3291024e-32,1.0536676e-29,7.642736e-27,4.9755327e-24,2.8463537e-21,1.396399e-18,5.7034143e-16,1.8667049e-13,4.6436854e-11,8.099306e-09,8.5852736e-07,3.957883e-05,8.585238e-07,8.098422e-09,4.371288e-11,1.6017275e-13,4.4237082e-16,9.81491e-19,1.8251663e-21,2.933779e-24,4.1766283e-27,5.3759393e-30,6.373541e-33,7.0779834e-36,0.0,0.0,0.0
13,0.0,0.0,2.1541544e-36,1.9637724e-33,1.7019168e-30,1.3790157e-27,1.0265315e-24,6.8901267e-22,4.0843953e-19,2.0873702e-16,8.929001e-14,3.076747e-11,8.099305e-09,1.5029244e-06,0.00017025058,0.00833256,0.00017025026,1.5028385e-06,8.0983e-09,3.0761588e-11,8.9267555e-14,2.0867363e-16,4.0829738e-19,6.88747e-22,1.0261023e-24,1.3783997e-27,1.7011111e-30,1.9628023e-33,2.1486658e-36,0.0,0.0
14,0.0,1.6088438e-37,1.5463154e-34,1.4387909e-31,1.2760563e-28,1.0613794e-25,8.141129e-23,5.6557615e-20,3.488021e-17,1.8652536e-14,8.399992e-12,3.0650928e-09,8.585269e-07,0.00017025055,0.02076558,1.0439137,0.020765565,0.00017025026,8.5852383e-07,3.0650773e-09,8.399939e-12,1.8652421e-14,3.4880023e-17,5.655743e-20,8.141121e-23,1.0613804e-25,1.2760597e-28,1.4387962e-31,1.5463373e-34,1.5607167e-37,0.0
