,time,ID26_INFIL,ID126_INFIL,ID26_DPTH=20,ID126_DPTH=51,ID26_RCH,ID126_RCH,ID26_GWET,ID126_GWET,ID26_UZET,ID126_UZET,ID26_GWD2MVR,ID126_GWD2MVR,ID26_REJINF,ID126_REJINF,time_days
0,2628000.0,0.04175,0.0,0.2099999999999978,0.2100000000000002,0.04175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.416666666666668
1,2803200.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006147659382551853,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,32.44444444444444
2,2978400.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006152397817503216,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,34.47222222222222
3,3153600.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006152092416664148,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,36.5
4,3328800.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006150419393016573,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,38.52777777777778
5,3504000.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006149266058217016,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,40.55555555555556
6,3679200.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006149497617605627,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,42.583333333333336
7,3854400.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006151413505895854,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,44.611111111111114
8,4029600.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.00615501903918027,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,46.638888888888886
9,4204800.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006160166199726859,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,48.666666666666664
10,4380000.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006166642947307527,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,50.69444444444444
11,4555200.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006174223059228726,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,52.72222222222222
12,4730400.0,5.0,0.0,0.2099999999999423,0.2100000000000002,0.0,0.006182692269381799,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,54.75
13,4905600.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006191859762001727,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,56.77777777777778
14,5080800.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006201561832260025,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,58.80555555555556
15,5256000.0,5.0,0.0,0.2099999999999978,0.2100000000000002,0.0,0.006211661275489992,0.0,0.0,-0.2499999999999807,0.0,0.0,0.0,0.0,0.0,60.833333333333336
16,5431200.0,1.25,0.0,0.2100000000000533,0.2100000000000002,0.0,0.006183162930618824,0.0,0.0,-0.249999995863687,0.0,0.0,0.0,0.0,0.0,62.861111111111114
17,5606400.0,1.25,0.0,0.2100000000000533,0.2100000000000002,0.0,0.006107214782432337,0.0,0.0,-0.2499999999999332,0.0,0.0,0.0,0.0,0.0,64.88888888888889
18,5781600.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.005988647978244287,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,66.91666666666667
19,5956800.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.005837460391796151,0.0,0.0,-0.2499999999999332,0.0,0.0,0.0,0.0,0.0,68.94444444444444
20,6132000.0,1.25,0.0,0.2100000000000533,0.2100000000000002,0.0,0.005664509884060508,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,70.97222222222223
21,6307200.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.005479270259386185,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,73.0
22,6482400.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.005289300724975533,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,75.02777777777777
23,6657600.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.00510069484114749,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,77.05555555555556
24,6832800.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.004917220609540821,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,79.08333333333333
25,7008000.0,1.25,0.0,0.2100000000000533,0.2100000000000002,0.0,0.0047414066567584,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,81.11111111111111
26,7183200.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.004574816281615845,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,83.13888888888889
27,7358400.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.004418278936824642,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,85.16666666666667
28,7533600.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.004272087863534062,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,87.19444444444444
29,7708800.0,1.25,0.0,0.2099999999999978,0.2100000000000002,0.0,0.004136159639646871,0.0,0.0,-0.2499999999999649,0.0,0.0,0.0,0.0,0.0,89.22222222222223
30,7884000.0,1.25,0.0,0.2100000000000533,0.2100000000000002,0.0,0.004010158079978861,0.0,0.0,-0.2499999999999966,0.0,0.0,0.0,0.0,0.0,91.25
31,8059200.0,2.5,0.0,0.2099999999999978,0.2100000000000002,0.0,0.003893587569778359,0.0,0.0,-0.25000000000006,0.0,0.0,0.0,0.0,0.0,93.27777777777777
