iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,base
0,100,1286.67,69.7363,982.983,1434.02,1280.11,1223.55,1378.48,1263.37,1278.47,1258.44,1206.71,1289.11,1364.46,1410.85,1345.7,1281.31,1332.61,1276.11,1302.56,1288.47,1275.16,1379.62,1201.86,1250.59,1258.87,1309.99,1310.8,1316.91,1309.88,1359.76,1348.1,1345.4,1263.45,1349.51,1294.04,1260.01,1215.91,1394.68,1293.89,1324.22,1247.63,1167.12,1281.63,1251.02,1205.4,1244.1,1324.05,1399.32,1348.11,1219.23,1388.62,1353.83,1264.91,1274.44,1274.72,1377.18,1322.2,1335.89,1232.9,1135.39,1213.42,1345.12,1246.47,1225.81,1223.72,1258.79,1365.38,1434.02,1322.36,1284.31,1311.8,1229.39,1243.46,1257.72,1253.99,1271.5,1257.38,1180.11,1300.84,1281.81,1269.35,1307.82,1322.36,1150.39,1400.21,1232.2,1392.64,1324.7,1382.11,1337.26,1235.9,1227.04,1310.14,1229.23,1231.98,1315.65,1178.97,1338.82,1238.66,1330.3,1425.77,1237.41,1267.5,982.983
