time,HEADWATER,TAILWATER,GAGE-1
3652.500000000,-572.8806207654955,-836.2905597319448,1643.016085405983
3683.500000000,-446.3450843502164,-636.4046436806615,1318.788079225463
3712.500000000,-475.9807503391389,-771.5478975521562,1479.551690405374
3743.500000000,-621.3763243030940,-882.9326711624451,1733.558415445391
3773.500000000,-571.9972766129870,-1053.152116022062,1846.661160420771
3804.500000000,-483.0392679058090,-860.0278916965277,1569.679987419234
3834.500000000,-553.4340177785130,-828.7666036029027,1611.413566883905
3865.500000000,-322.3216152058639,-599.7945843043029,1154.887744774648
3896.500000000,139.6211572713264,-261.4131416775430,358.3314825089577
3926.500000000,218.3034735848130,-17.52888410023129,40.92962129126857
3957.500000000,218.3034735848130,.000000000000000,.000000000000000
3987.500000000,203.9701820837518,14.33329150106129,.000000000000000
4018.500000000,150.1468445280349,68.15662905677817,.000000000000000
4049.500000000,82.17576245618491,79.04433041168033,87.17848055524918
4077.500000000,11.65447895210463,47.20186737663063,184.7794661822860
4108.500000000,105.6310315594416,112.6724420253715,9.480220181066354
4138.500000000,85.05996532789568,133.2435082569174,21.35694688056416
4169.500000000,218.3034735848130,-12.25744393627928,31.95899560481571
4199.500000000,218.3034735848131,.000000000000000,.000000000000000
4230.500000000,218.3034735848130,.000000000000000,.000000000000000
4261.500000000,218.3034735848130,.000000000000000,.000000000000000
4291.500000000,218.3034735848130,.000000000000000,.000000000000000
4322.500000000,218.3034735848130,.000000000000000,.000000000000000
4352.500000000,218.3034735848130,.000000000000000,.000000000000000
4383.500000000,218.3034735848131,.000000000000000,.000000000000000
