time,MM97,MM32,PZ_ALER,PROF_22,SP1_PZEST,SP2_PZ1,PROF_11,PROF_21,PROF_1,PROF_2,PROF_3,PROF_4,PROF_5,PROF_6,P1002,P1003,PC1_AMS_BIS,PC2_AMS,PC3_AMS,PC4_AMS,PIEZ1,PIEZ11,PIEZ13,PIEZ14,PIEZ15,PIEZ16,PIEZ17,PIEZ2,PIEZ3,PIEZ5,PIEZ6,PIEZ7,PIEZ8,PIEZ9,PIEZM1,PIEZM2,PIEZM3,PIEZM5,PIEZM6,PIEZM7,PIEZM8,PP202,PZ18,PZ20,PZ4,PZ7,PZB,PZP1_BIS,PZ1,MM35
1.000000000000,101.72,100.79,100.15,100.13,100.45,100.53,100.56,100.31,101.11,101.16,101.17,101.15,100.37,100.62,100.72,100.76,100.64,100.65,100.53,100.46,100.35,99.808,99.705,99.657,99.636,99.611,99.647,100.31,100.26,100.19,100.16,100.08,100.01,99.947,100.33,100.23,99.853,99.776,99.725,100.15,99.964,100.89,100.11,100.13,100.74,100.69,101.14,100.86,100.67,99.556
