,0
0,"('SFR-1', 22, 'LAK-1', 0, 'FACTOR', 1.0)"
1,"('LAK-1', 0, 'SFR-1', 23, 'FACTOR', 1.0)"
2,"('SFR-1', 28, 'LAK-1', 1, 'FACTOR', 1.0)"
3,"('LAK-1', 1, 'SFR-1', 29, 'FACTOR', 1.0)"
4,"('UZF-1', 0, 'SFR-1', 0, 'FACTOR', 1.0)"
5,"('UZF-1', 1, 'SFR-1', 1, 'FACTOR', 1.0)"
6,"('UZF-1', 2, 'SFR-1', 1, 'FACTOR', 1.0)"
7,"('UZF-1', 3, 'SFR-1', 1, 'FACTOR', 1.0)"
8,"('UZF-1', 4, 'SFR-1', 2, 'FACTOR', 1.0)"
9,"('UZF-1', 5, 'SFR-1', 10, 'FACTOR', 1.0)"
10,"('UZF-1', 6, 'SFR-1', 11, 'FACTOR', 1.0)"
11,"('UZF-1', 7, 'SFR-1', 11, 'FACTOR', 1.0)"
12,"('UZF-1', 8, 'SFR-1', 1, 'FACTOR', 1.0)"
13,"('UZF-1', 9, 'SFR-1', 2, 'FACTOR', 1.0)"
14,"('UZF-1', 10, 'SFR-1', 3, 'FACTOR', 1.0)"
15,"('UZF-1', 11, 'SFR-1', 9, 'FACTOR', 1.0)"
16,"('UZF-1', 12, 'SFR-1', 10, 'FACTOR', 1.0)"
17,"('UZF-1', 13, 'SFR-1', 11, 'FACTOR', 1.0)"
18,"('UZF-1', 14, 'SFR-1', 12, 'FACTOR', 1.0)"
19,"('UZF-1', 15, 'LAK-1', 1, 'FACTOR', 1.0)"
20,"('UZF-1', 16, 'LAK-1', 1, 'FACTOR', 1.0)"
21,"('UZF-1', 17, 'SFR-1', 2, 'FACTOR', 1.0)"
22,"('UZF-1', 18, 'SFR-1', 3, 'FACTOR', 1.0)"
23,"('UZF-1', 19, 'SFR-1', 4, 'FACTOR', 1.0)"
24,"('UZF-1', 20, 'SFR-1', 5, 'FACTOR', 1.0)"
25,"('UZF-1', 21, 'SFR-1', 5, 'FACTOR', 1.0)"
26,"('UZF-1', 22, 'SFR-1', 12, 'FACTOR', 1.0)"
27,"('UZF-1', 23, 'SFR-1', 16, 'FACTOR', 1.0)"
