,parnme,parval1,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,dercom,parchglim,scale,offset
pname:npfklayer1cn_inst:0_ptype:cn_pstyle:m,pname:npfklayer1cn_inst:0_ptype:cn_pstyle:m,1.0,npfklayer1cn,w_part2_01b\freyberg6_template\npfklayer1cn_inst0_constant.csv.tpl,w_part2_01b\freyberg6_template\mult\npfklayer1cn_inst0_constant.csv,constant,log,5.0,0.2,1,factor,1.0,0.0
