obsnme,obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol,zone
oname:hdslay1_t24_otype:arr_i:17_j:4,oname:hdslay1_t24_otype:arr_i:17_j:4,1e+30,0.0,hdslay1_t24,17,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:17_j:5,oname:hdslay1_t24_otype:arr_i:17_j:5,1e+30,0.0,hdslay1_t24,17,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:17_j:6,oname:hdslay1_t24_otype:arr_i:17_j:6,1e+30,0.0,hdslay1_t24,17,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:17_j:7,oname:hdslay1_t24_otype:arr_i:17_j:7,1e+30,0.0,hdslay1_t24,17,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:17_j:8,oname:hdslay1_t24_otype:arr_i:17_j:8,33.88123,0.0,hdslay1_t24,17,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:17_j:9,oname:hdslay1_t24_otype:arr_i:17_j:9,33.87491,0.0,hdslay1_t24,17,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:0,oname:hdslay1_t24_otype:arr_i:18_j:0,34.79171,0.0,hdslay1_t24,18,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:1,oname:hdslay1_t24_otype:arr_i:18_j:1,34.7878,0.0,hdslay1_t24,18,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:10,oname:hdslay1_t24_otype:arr_i:18_j:10,33.81247,0.0,hdslay1_t24,18,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:11,oname:hdslay1_t24_otype:arr_i:18_j:11,33.79586,0.0,hdslay1_t24,18,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:12,oname:hdslay1_t24_otype:arr_i:18_j:12,33.77406,0.0,hdslay1_t24,18,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:13,oname:hdslay1_t24_otype:arr_i:18_j:13,33.75114,0.0,hdslay1_t24,18,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:14,oname:hdslay1_t24_otype:arr_i:18_j:14,33.73987,0.0,hdslay1_t24,18,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:15,oname:hdslay1_t24_otype:arr_i:18_j:15,33.76712,0.0,hdslay1_t24,18,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:16,oname:hdslay1_t24_otype:arr_i:18_j:16,33.78699,0.0,hdslay1_t24,18,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:17,oname:hdslay1_t24_otype:arr_i:18_j:17,33.8056,0.0,hdslay1_t24,18,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:18,oname:hdslay1_t24_otype:arr_i:18_j:18,33.81892,0.0,hdslay1_t24,18,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:19,oname:hdslay1_t24_otype:arr_i:18_j:19,33.82574,0.0,hdslay1_t24,18,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:2,oname:hdslay1_t24_otype:arr_i:18_j:2,34.78203,0.0,hdslay1_t24,18,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:3,oname:hdslay1_t24_otype:arr_i:18_j:3,34.7777,0.0,hdslay1_t24,18,3,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:4,oname:hdslay1_t24_otype:arr_i:18_j:4,1e+30,0.0,hdslay1_t24,18,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:5,oname:hdslay1_t24_otype:arr_i:18_j:5,1e+30,0.0,hdslay1_t24,18,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:6,oname:hdslay1_t24_otype:arr_i:18_j:6,1e+30,0.0,hdslay1_t24,18,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:7,oname:hdslay1_t24_otype:arr_i:18_j:7,1e+30,0.0,hdslay1_t24,18,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:8,oname:hdslay1_t24_otype:arr_i:18_j:8,33.82793,0.0,hdslay1_t24,18,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:18_j:9,oname:hdslay1_t24_otype:arr_i:18_j:9,33.82304,0.0,hdslay1_t24,18,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:0,oname:hdslay1_t24_otype:arr_i:19_j:0,34.61772,0.0,hdslay1_t24,19,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:1,oname:hdslay1_t24_otype:arr_i:19_j:1,34.61028,0.0,hdslay1_t24,19,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:10,oname:hdslay1_t24_otype:arr_i:19_j:10,33.75908,0.0,hdslay1_t24,19,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:11,oname:hdslay1_t24_otype:arr_i:19_j:11,33.74227,0.0,hdslay1_t24,19,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:12,oname:hdslay1_t24_otype:arr_i:19_j:12,33.7141,0.0,hdslay1_t24,19,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:13,oname:hdslay1_t24_otype:arr_i:19_j:13,33.67275,0.0,hdslay1_t24,19,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:14,oname:hdslay1_t24_otype:arr_i:19_j:14,33.63116,0.0,hdslay1_t24,19,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:15,oname:hdslay1_t24_otype:arr_i:19_j:15,33.70564,0.0,hdslay1_t24,19,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:16,oname:hdslay1_t24_otype:arr_i:19_j:16,33.74772,0.0,hdslay1_t24,19,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:17,oname:hdslay1_t24_otype:arr_i:19_j:17,33.77799,0.0,hdslay1_t24,19,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:18,oname:hdslay1_t24_otype:arr_i:19_j:18,33.79696,0.0,hdslay1_t24,19,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:19,oname:hdslay1_t24_otype:arr_i:19_j:19,33.80608,0.0,hdslay1_t24,19,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:2,oname:hdslay1_t24_otype:arr_i:19_j:2,34.59882,0.0,hdslay1_t24,19,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:3,oname:hdslay1_t24_otype:arr_i:19_j:3,34.58965,0.0,hdslay1_t24,19,3,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:4,oname:hdslay1_t24_otype:arr_i:19_j:4,1e+30,0.0,hdslay1_t24,19,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:5,oname:hdslay1_t24_otype:arr_i:19_j:5,1e+30,0.0,hdslay1_t24,19,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:6,oname:hdslay1_t24_otype:arr_i:19_j:6,1e+30,0.0,hdslay1_t24,19,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:7,oname:hdslay1_t24_otype:arr_i:19_j:7,1e+30,0.0,hdslay1_t24,19,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:8,oname:hdslay1_t24_otype:arr_i:19_j:8,33.7695,0.0,hdslay1_t24,19,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:19_j:9,oname:hdslay1_t24_otype:arr_i:19_j:9,33.76725,0.0,hdslay1_t24,19,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:0,oname:hdslay1_t24_otype:arr_i:1_j:0,35.56119,0.0,hdslay1_t24,1,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:1,oname:hdslay1_t24_otype:arr_i:1_j:1,35.54296,0.0,hdslay1_t24,1,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:10,oname:hdslay1_t24_otype:arr_i:1_j:10,34.80967,0.0,hdslay1_t24,1,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:11,oname:hdslay1_t24_otype:arr_i:1_j:11,34.70571,0.0,hdslay1_t24,1,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:12,oname:hdslay1_t24_otype:arr_i:1_j:12,34.60153,0.0,hdslay1_t24,1,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:13,oname:hdslay1_t24_otype:arr_i:1_j:13,34.49682,0.0,hdslay1_t24,1,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:14,oname:hdslay1_t24_otype:arr_i:1_j:14,34.39153,0.0,hdslay1_t24,1,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:15,oname:hdslay1_t24_otype:arr_i:1_j:15,34.28549,0.0,hdslay1_t24,1,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:16,oname:hdslay1_t24_otype:arr_i:1_j:16,34.27897,0.0,hdslay1_t24,1,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:17,oname:hdslay1_t24_otype:arr_i:1_j:17,34.27375,0.0,hdslay1_t24,1,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:18,oname:hdslay1_t24_otype:arr_i:1_j:18,34.27018,0.0,hdslay1_t24,1,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:19,oname:hdslay1_t24_otype:arr_i:1_j:19,34.26839,0.0,hdslay1_t24,1,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:2,oname:hdslay1_t24_otype:arr_i:1_j:2,35.50712,0.0,hdslay1_t24,1,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:3,oname:hdslay1_t24_otype:arr_i:1_j:3,35.45474,0.0,hdslay1_t24,1,3,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:4,oname:hdslay1_t24_otype:arr_i:1_j:4,35.38755,0.0,hdslay1_t24,1,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:5,oname:hdslay1_t24_otype:arr_i:1_j:5,35.30766,0.0,hdslay1_t24,1,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:6,oname:hdslay1_t24_otype:arr_i:1_j:6,35.21757,0.0,hdslay1_t24,1,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:7,oname:hdslay1_t24_otype:arr_i:1_j:7,35.12017,0.0,hdslay1_t24,1,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:8,oname:hdslay1_t24_otype:arr_i:1_j:8,35.01813,0.0,hdslay1_t24,1,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:1_j:9,oname:hdslay1_t24_otype:arr_i:1_j:9,34.91399,0.0,hdslay1_t24,1,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:0,oname:hdslay1_t24_otype:arr_i:20_j:0,34.43325,0.0,hdslay1_t24,20,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:1,oname:hdslay1_t24_otype:arr_i:20_j:1,34.41914,0.0,hdslay1_t24,20,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:10,oname:hdslay1_t24_otype:arr_i:20_j:10,33.70509,0.0,hdslay1_t24,20,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:11,oname:hdslay1_t24_otype:arr_i:20_j:11,33.69141,0.0,hdslay1_t24,20,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:12,oname:hdslay1_t24_otype:arr_i:20_j:12,33.6592,0.0,hdslay1_t24,20,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:13,oname:hdslay1_t24_otype:arr_i:20_j:13,33.58688,0.0,hdslay1_t24,20,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:14,oname:hdslay1_t24_otype:arr_i:20_j:14,33.39861,0.0,hdslay1_t24,20,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:15,oname:hdslay1_t24_otype:arr_i:20_j:15,33.63571,0.0,hdslay1_t24,20,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:16,oname:hdslay1_t24_otype:arr_i:20_j:16,33.71385,0.0,hdslay1_t24,20,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:17,oname:hdslay1_t24_otype:arr_i:20_j:17,33.75508,0.0,hdslay1_t24,20,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:18,oname:hdslay1_t24_otype:arr_i:20_j:18,33.77805,0.0,hdslay1_t24,20,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:19,oname:hdslay1_t24_otype:arr_i:20_j:19,33.78862,0.0,hdslay1_t24,20,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:2,oname:hdslay1_t24_otype:arr_i:20_j:2,34.39587,0.0,hdslay1_t24,20,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:3,oname:hdslay1_t24_otype:arr_i:20_j:3,34.37493,0.0,hdslay1_t24,20,3,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:4,oname:hdslay1_t24_otype:arr_i:20_j:4,1e+30,0.0,hdslay1_t24,20,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:5,oname:hdslay1_t24_otype:arr_i:20_j:5,1e+30,0.0,hdslay1_t24,20,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:6,oname:hdslay1_t24_otype:arr_i:20_j:6,1e+30,0.0,hdslay1_t24,20,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:7,oname:hdslay1_t24_otype:arr_i:20_j:7,1e+30,0.0,hdslay1_t24,20,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:8,oname:hdslay1_t24_otype:arr_i:20_j:8,33.70307,0.0,hdslay1_t24,20,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:20_j:9,oname:hdslay1_t24_otype:arr_i:20_j:9,33.70757,0.0,hdslay1_t24,20,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:0,oname:hdslay1_t24_otype:arr_i:21_j:0,34.24514,0.0,hdslay1_t24,21,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:1,oname:hdslay1_t24_otype:arr_i:21_j:1,34.21949,0.0,hdslay1_t24,21,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:10,oname:hdslay1_t24_otype:arr_i:21_j:10,33.65285,0.0,hdslay1_t24,21,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:11,oname:hdslay1_t24_otype:arr_i:21_j:11,33.65037,0.0,hdslay1_t24,21,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:12,oname:hdslay1_t24_otype:arr_i:21_j:12,33.63615,0.0,hdslay1_t24,21,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:13,oname:hdslay1_t24_otype:arr_i:21_j:13,33.60809,0.0,hdslay1_t24,21,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:14,oname:hdslay1_t24_otype:arr_i:21_j:14,33.57869,0.0,hdslay1_t24,21,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:15,oname:hdslay1_t24_otype:arr_i:21_j:15,33.66387,0.0,hdslay1_t24,21,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:16,oname:hdslay1_t24_otype:arr_i:21_j:16,33.71036,0.0,hdslay1_t24,21,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:17,oname:hdslay1_t24_otype:arr_i:21_j:17,33.74377,0.0,hdslay1_t24,21,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:18,oname:hdslay1_t24_otype:arr_i:21_j:18,33.76473,0.0,hdslay1_t24,21,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:19,oname:hdslay1_t24_otype:arr_i:21_j:19,33.77482,0.0,hdslay1_t24,21,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:2,oname:hdslay1_t24_otype:arr_i:21_j:2,34.17288,0.0,hdslay1_t24,21,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:3,oname:hdslay1_t24_otype:arr_i:21_j:3,34.12136,0.0,hdslay1_t24,21,3,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:4,oname:hdslay1_t24_otype:arr_i:21_j:4,1e+30,0.0,hdslay1_t24,21,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:5,oname:hdslay1_t24_otype:arr_i:21_j:5,1e+30,0.0,hdslay1_t24,21,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:6,oname:hdslay1_t24_otype:arr_i:21_j:6,33.53488,0.0,hdslay1_t24,21,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:7,oname:hdslay1_t24_otype:arr_i:21_j:7,33.56448,0.0,hdslay1_t24,21,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:8,oname:hdslay1_t24_otype:arr_i:21_j:8,33.62146,0.0,hdslay1_t24,21,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:21_j:9,oname:hdslay1_t24_otype:arr_i:21_j:9,33.6447,0.0,hdslay1_t24,21,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:0,oname:hdslay1_t24_otype:arr_i:22_j:0,34.06442,0.0,hdslay1_t24,22,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:1,oname:hdslay1_t24_otype:arr_i:22_j:1,34.02291,0.0,hdslay1_t24,22,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:10,oname:hdslay1_t24_otype:arr_i:22_j:10,33.60145,0.0,hdslay1_t24,22,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:11,oname:hdslay1_t24_otype:arr_i:22_j:11,33.61215,0.0,hdslay1_t24,22,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:12,oname:hdslay1_t24_otype:arr_i:22_j:12,33.61855,0.0,hdslay1_t24,22,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:13,oname:hdslay1_t24_otype:arr_i:22_j:13,33.62271,0.0,hdslay1_t24,22,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:14,oname:hdslay1_t24_otype:arr_i:22_j:14,33.63593,0.0,hdslay1_t24,22,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:15,oname:hdslay1_t24_otype:arr_i:22_j:15,33.68456,0.0,hdslay1_t24,22,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:16,oname:hdslay1_t24_otype:arr_i:22_j:16,33.7133,0.0,hdslay1_t24,22,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:17,oname:hdslay1_t24_otype:arr_i:22_j:17,33.73819,0.0,hdslay1_t24,22,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:18,oname:hdslay1_t24_otype:arr_i:22_j:18,33.75546,0.0,hdslay1_t24,22,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:19,oname:hdslay1_t24_otype:arr_i:22_j:19,33.76419,0.0,hdslay1_t24,22,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:2,oname:hdslay1_t24_otype:arr_i:22_j:2,33.93712,0.0,hdslay1_t24,22,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:3,oname:hdslay1_t24_otype:arr_i:22_j:3,33.79744,0.0,hdslay1_t24,22,3,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:4,oname:hdslay1_t24_otype:arr_i:22_j:4,33.56255,0.0,hdslay1_t24,22,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:5,oname:hdslay1_t24_otype:arr_i:22_j:5,1e+30,0.0,hdslay1_t24,22,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:6,oname:hdslay1_t24_otype:arr_i:22_j:6,33.4919,0.0,hdslay1_t24,22,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:7,oname:hdslay1_t24_otype:arr_i:22_j:7,33.52353,0.0,hdslay1_t24,22,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:8,oname:hdslay1_t24_otype:arr_i:22_j:8,33.56124,0.0,hdslay1_t24,22,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:22_j:9,oname:hdslay1_t24_otype:arr_i:22_j:9,33.58603,0.0,hdslay1_t24,22,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:0,oname:hdslay1_t24_otype:arr_i:23_j:0,33.90723,0.0,hdslay1_t24,23,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:1,oname:hdslay1_t24_otype:arr_i:23_j:1,33.853,0.0,hdslay1_t24,23,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:10,oname:hdslay1_t24_otype:arr_i:23_j:10,33.54447,0.0,hdslay1_t24,23,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:11,oname:hdslay1_t24_otype:arr_i:23_j:11,33.56887,0.0,hdslay1_t24,23,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:12,oname:hdslay1_t24_otype:arr_i:23_j:12,33.59464,0.0,hdslay1_t24,23,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:13,oname:hdslay1_t24_otype:arr_i:23_j:13,33.62036,0.0,hdslay1_t24,23,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:14,oname:hdslay1_t24_otype:arr_i:23_j:14,33.65033,0.0,hdslay1_t24,23,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:15,oname:hdslay1_t24_otype:arr_i:23_j:15,33.69086,0.0,hdslay1_t24,23,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:16,oname:hdslay1_t24_otype:arr_i:23_j:16,33.71343,0.0,hdslay1_t24,23,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:17,oname:hdslay1_t24_otype:arr_i:23_j:17,33.73346,0.0,hdslay1_t24,23,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:18,oname:hdslay1_t24_otype:arr_i:23_j:18,33.7479,0.0,hdslay1_t24,23,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:19,oname:hdslay1_t24_otype:arr_i:23_j:19,33.75538,0.0,hdslay1_t24,23,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:2,oname:hdslay1_t24_otype:arr_i:23_j:2,33.73785,0.0,hdslay1_t24,23,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:3,oname:hdslay1_t24_otype:arr_i:23_j:3,33.55093,0.0,hdslay1_t24,23,3,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:4,oname:hdslay1_t24_otype:arr_i:23_j:4,33.311,0.0,hdslay1_t24,23,4,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:5,oname:hdslay1_t24_otype:arr_i:23_j:5,33.30579,0.0,hdslay1_t24,23,5,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:6,oname:hdslay1_t24_otype:arr_i:23_j:6,33.40356,0.0,hdslay1_t24,23,6,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:7,oname:hdslay1_t24_otype:arr_i:23_j:7,33.46293,0.0,hdslay1_t24,23,7,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:8,oname:hdslay1_t24_otype:arr_i:23_j:8,33.50143,0.0,hdslay1_t24,23,8,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:23_j:9,oname:hdslay1_t24_otype:arr_i:23_j:9,33.52538,0.0,hdslay1_t24,23,9,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:0,oname:hdslay1_t24_otype:arr_i:24_j:0,33.78657,0.0,hdslay1_t24,24,0,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:1,oname:hdslay1_t24_otype:arr_i:24_j:1,33.72677,0.0,hdslay1_t24,24,1,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:10,oname:hdslay1_t24_otype:arr_i:24_j:10,33.47126,0.0,hdslay1_t24,24,10,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:11,oname:hdslay1_t24_otype:arr_i:24_j:11,33.5142,0.0,hdslay1_t24,24,11,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:12,oname:hdslay1_t24_otype:arr_i:24_j:12,33.56187,0.0,hdslay1_t24,24,12,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:13,oname:hdslay1_t24_otype:arr_i:24_j:13,33.60576,0.0,hdslay1_t24,24,13,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:14,oname:hdslay1_t24_otype:arr_i:24_j:14,33.64682,0.0,hdslay1_t24,24,14,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:15,oname:hdslay1_t24_otype:arr_i:24_j:15,33.68767,0.0,hdslay1_t24,24,15,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:16,oname:hdslay1_t24_otype:arr_i:24_j:16,33.70943,0.0,hdslay1_t24,24,16,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:17,oname:hdslay1_t24_otype:arr_i:24_j:17,33.72757,0.0,hdslay1_t24,24,17,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:18,oname:hdslay1_t24_otype:arr_i:24_j:18,33.74046,0.0,hdslay1_t24,24,18,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:19,oname:hdslay1_t24_otype:arr_i:24_j:19,33.74715,0.0,hdslay1_t24,24,19,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:2,oname:hdslay1_t24_otype:arr_i:24_j:2,33.59331,0.0,hdslay1_t24,24,2,hdslay1,arr,,,,
oname:hdslay1_t24_otype:arr_i:24_j:3,oname:hdslay1_t24_otype:arr_i:24_j:3,33.34002,0.0,hdslay1_t24,24,3,hdslay1,arr,,,,
