obsnme,obsval,weight,obgnme,oname,otype,time,usecol
oname:sfr_otype:lst_usecol:tailwater_time:3773.5,-1201.101467785106,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3773.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:3804.5,-1225.229638961571,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3804.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:3834.5,-1226.687019744924,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3834.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:3865.5,-962.5430474914473,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3865.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:3896.5,-720.463899861132,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3896.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:3926.5,-482.6272545244627,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3926.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:3957.5,-294.0310782637195,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3957.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:3987.5,-192.8673089486672,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,3987.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4018.5,-198.4542179595721,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4018.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4049.5,-299.7491390261739,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4049.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4077.5,-459.6813306138197,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4077.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4108.5,-650.1545441978091,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4108.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4138.5,-793.8198301973467,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4138.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4169.5,-848.2665176859792,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4169.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4199.5,-851.2514500011329,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4199.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4230.5,-624.2866274021387,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4230.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4261.5,-396.7025613162347,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4261.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4291.5,-171.1338111660945,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4291.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4322.5,6.301163147366395,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4322.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4352.5,86.91872918466272,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4352.5,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4383.5,92.91136813209991,1.0,oname:sfr_otype:lst_usecol:tailwater,sfr,lst,4383.5,tailwater
oname:sfrtd_otype:lst_usecol:gage-1_time:3652.5,0.0,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3652.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3683.5,-113.99484518119698,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3683.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3712.5,44.486138295645105,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3712.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3743.5,329.32760685174117,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3743.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3773.5,561.572067104561,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3773.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3804.5,627.3405096660772,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3804.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3834.5,629.79865552095,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3834.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3865.5,67.28307495992112,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3865.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3896.5,-464.9485799888639,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3896.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3926.5,-994.7108642919779,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3926.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3957.5,-1421.231160571721,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3957.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:3987.5,-1642.460588573903,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,3987.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4018.5,-1616.80216704509,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4018.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4049.5,-1372.23607795988,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4049.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4077.5,-999.8175515038849,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4077.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4108.5,-556.46686630371,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4108.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4138.5,-218.7180348608631,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4138.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4169.5,-77.92715633141779,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4169.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4199.5,-73.48155923263903,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4199.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4230.5,-544.8726818267551,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4230.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4261.5,-1043.8051439345559,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4261.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4291.5,-1546.102216391032,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4291.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4322.5,-1948.1062323857095,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4322.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4352.5,-2133.2540032023057,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4352.5,gage-1
oname:sfrtd_otype:lst_usecol:gage-1_time:4383.5,-2141.5022120469016,1.0,oname:sfrtd_otype:lst_usecol:gage-1,sfrtd,lst,4383.5,gage-1
oname:sfrtd_otype:lst_usecol:headwater_time:3652.5,0.0,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3652.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3683.5,83.34807173490981,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3683.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3712.5,-6.567036617320127,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3712.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3743.5,-170.39467822126403,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3743.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3773.5,-305.29595798671903,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3773.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3804.5,-347.3532500713552,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3804.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3834.5,-348.43162046385805,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3834.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3865.5,-40.312373566004,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3865.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3896.5,257.9547381822789,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3896.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3926.5,557.4800016315005,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3926.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3957.5,801.0215393791216,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3957.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:3987.5,923.4321232952017,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,3987.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4018.5,902.2009721328018,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4018.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4049.5,754.8673532486509,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4049.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4077.5,536.6784405512955,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4077.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4108.5,277.4709054399967,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4108.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4138.5,78.88628390267081,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4138.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4169.5,-8.739855265710048,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4169.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4199.5,-10.378580991948184,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4199.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4230.5,242.65197114358693,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4230.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4261.5,521.6381139582113,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4261.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4291.5,805.5322763992409,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4291.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4322.5,1035.282040862798,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4322.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4352.5,1141.7805660562924,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4352.5,headwater
oname:sfrtd_otype:lst_usecol:headwater_time:4383.5,1144.4168671421153,1.0,oname:sfrtd_otype:lst_usecol:headwater,sfrtd,lst,4383.5,headwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3652.5,0.0,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3652.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3683.5,31.161780359272598,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3683.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3712.5,-40.31804922967535,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3712.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3743.5,-165.7387482757117,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3743.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3773.5,-266.3565819946948,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3773.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3804.5,-290.4847531711598,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3804.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3834.5,-291.9421339545129,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3834.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3865.5,-27.79816170103595,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3865.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3896.5,214.28098592927927,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3896.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3926.5,452.1176312659485,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3926.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3957.5,640.7138075266917,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3957.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:3987.5,741.877576841744,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,3987.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4018.5,736.2906678308391,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4018.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4049.5,634.9957467642373,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4049.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4077.5,475.06355517659154,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4077.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4108.5,284.59034159260216,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4108.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4138.5,140.92505559306449,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4138.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4169.5,86.47836810443198,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4169.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4199.5,83.49343578927835,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4199.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4230.5,310.4582583882725,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4230.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4261.5,538.0423244741764,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4261.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4291.5,763.6110746243168,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4291.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4322.5,941.0460489377776,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4322.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4352.5,1021.663614975074,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4352.5,tailwater
oname:sfrtd_otype:lst_usecol:tailwater_time:4383.5,1027.656253922511,1.0,oname:sfrtd_otype:lst_usecol:tailwater,sfrtd,lst,4383.5,tailwater
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3652.5,0.0,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3652.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3683.5,-0.028864360000000033,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3683.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3712.5,0.02387222000000122,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3712.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3743.5,0.12362462000000107,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3743.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3773.5,0.21102477000000164,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3773.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3804.5,0.2449961399999978,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3804.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3834.5,0.1975583400000005,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3834.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3865.5,0.06490389999999735,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3865.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3896.5,-0.12444253999999688,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3896.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3926.5,-0.3222031600000008,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3926.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3957.5,-0.49185967000000375,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3957.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:3987.5,-0.5884549700000008,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,3987.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4018.5,-0.5949196500000014,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4018.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4049.5,-0.5148497500000033,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4049.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4077.5,-0.38429004999999705,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4077.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4108.5,-0.21928307000000302,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4108.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4138.5,-0.08685200000000037,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4138.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4169.5,-0.02020688000000348,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4169.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4199.5,-0.04516729000000197,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4199.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4230.5,-0.16090056000000175,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4230.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4261.5,-0.3373789099999982,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4261.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4291.5,-0.5249936200000036,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4291.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4322.5,-0.6857827899999975,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4322.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4352.5,-0.7702732400000016,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4352.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-13-10_time:4383.5,-0.7232901300000023,1.0,oname:hdstd_otype:lst_usecol:trgw-0-13-10,hdstd,lst,4383.5,trgw-0-13-10
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3652.5,0.0,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3652.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3683.5,-0.019236289999994938,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3683.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3712.5,0.02097361000000575,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3712.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3743.5,0.09104408000000319,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3743.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3773.5,0.147300400000006,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3773.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3804.5,0.16137140000000016,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3804.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3834.5,0.11756895999999983,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3834.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3865.5,0.01508202000000125,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3865.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3896.5,-0.1209808300000006,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3896.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3926.5,-0.2557211899999956,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3926.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3957.5,-0.3633041499999976,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3957.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:3987.5,-0.4143467099999967,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,3987.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4018.5,-0.40016486999999756,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4018.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4049.5,-0.3288013899999953,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4049.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4077.5,-0.2283726999999942,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4077.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4108.5,-0.11136417999999537,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4108.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4138.5,-0.024568039999998348,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4138.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4169.5,0.010704130000000589,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4169.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4199.5,-0.01909109999999714,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4199.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4230.5,-0.11096741999999438,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4230.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4261.5,-0.23906252999999822,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4261.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4291.5,-0.367521399999994,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4291.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4322.5,-0.4696717200000009,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4322.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4352.5,-0.5139159800000002,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4352.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-15-16_time:4383.5,-0.4631762399999957,1.0,oname:hdstd_otype:lst_usecol:trgw-0-15-16,hdstd,lst,4383.5,trgw-0-15-16
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3652.5,0.0,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3652.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3683.5,0.007056489999996529,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3683.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3712.5,0.05787840999999361,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3712.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3743.5,0.1296531999999999,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3743.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3773.5,0.1868301899999949,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3773.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3804.5,0.20673579999999703,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3804.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3834.5,0.17492705999999458,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3834.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3865.5,0.09119222999999721,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3865.5,trgw-0-2-15
oname:hdstd_otype:lst_usecol:trgw-0-2-15_time:3896.5,-0.024209660000003907,1.0,oname:hdstd_otype:lst_usecol:trgw-0-2-15,hdstd,lst,3896.5,trgw-0-2-15
