time,H1_1_2
0.3831380695111,0.2551099857E-11
0.7854330424977,0.1263226499E-11
1.207842764134,0.9349788183E-12
1.651372971851,0.7693599130E-12
2.117079689955,0.6647324096E-12
2.606071743964,0.5907039729E-12
3.119513400673,0.5345956182E-12
3.658627140218,0.4900556262E-12
4.224696566740,0.4535034590E-12
4.819069464588,0.4227460801E-12
5.443161007328,0.3963547313E-12
6.098457127206,0.3733529867E-12
6.786518053077,0.3530475861E-12
7.508982025242,0.3349307196E-12
8.267569196015,0.3186206275E-12
9.064085725327,0.3038239313E-12
9.900428081105,0.2903108830E-12
10.77858755467,0.2778985992E-12
11.70065500192,0.2664394030E-12
12.66882582152,0.2558125307E-12
13.68540518211,0.2459181101E-12
14.75281351073,0.2366727108E-12
15.87359225577,0.2280060019E-12
17.05040993807,0.2198582067E-12
18.28606850449,0.2121781365E-12
19.58350999922,0.2049216566E-12
20.94582356870,0.1980504739E-12
22.37625281664,0.1915311712E-12
23.87820352698,0.1853344294E-12
25.45525177285,0.1794343969E-12
27.11115243100,0.1738081736E-12
28.84984812206,0.1684353866E-12
30.67547859767,0.1632978372E-12
32.59239059707,0.1583792077E-12
34.60514819643,0.1536648140E-12
36.71854367577,0.1491413981E-12
38.93760892907,0.1447969512E-12
41.26762744503,0.1406205630E-12
43.71414688679,0.1366022931E-12
46.28299230064,0.1327330598E-12
48.98027998519,0.1290045438E-12
51.81243205396,0.1254091053E-12
54.78619172617,0.1219397103E-12
57.90863938198,0.1185898663E-12
61.18720942059,0.1153535645E-12
64.62970796114,0.1122252278E-12
68.24433142870,0.1091996629E-12
72.03968606965,0.1062720149E-12
76.02480844264,0.1034377245E-12
80.20918693429,0.1006924851E-12
84.60278435051,0.9803220106E-13
89.21606163755,0.9545294455E-13
94.06000278894,0.9295091258E-13
99.14614099789,0.9052238344E-13
104.4865861173,0.8816367359E-13
110.0940534927,0.8587109599E-13
115.9818942368,0.8364092145E-13
122.1641270182,0.8146934461E-13
128.6554714386,0.7935245667E-13
135.4713830800,0.7728622672E-13
142.6280903035,0.7526649345E-13
150.1426328882,0.7328896868E-13
158.0329026022,0.7134925363E-13
166.3176858018,0.6944286816E-13
175.0167081614,0.6756529251E-13
184.1506816390,0.6571202048E-13
193.7413537904,0.6387862197E-13
203.8115595494,0.6206081266E-13
214.3852755964,0.6025452781E-13
225.4876774458,0.5845599706E-13
237.1451993876,0.5666181718E-13
249.3855974265,0.5486901960E-13
262.2380153673,0.5307513005E-13
275.7330542052,0.5127821817E-13
289.9028449849,0.4947693523E-13
304.7811253037,0.4767053915E-13
320.4033196384,0.4585890618E-13
336.8066236898,0.4404252968E-13
354.0300929438,0.4222250645E-13
372.1147356605,0.4040051188E-13
391.1036105131,0.3857876538E-13
411.0419291082,0.3675998744E-13
431.9771636331,0.3494735008E-13
453.9591598843,0.3314442216E-13
477.0402559480,0.3135511084E-13
501.2754068149,0.2958360044E-13
526.7223152252,0.2783428948E-13
553.4415690560,0.2611172680E-13
581.4967855783,0.2442054704E-13
610.9547629267,0.2276540605E-13
641.8856391426,0.2115091651E-13
674.3630591692,0.1958158399E-13
708.4643501972,0.1806174399E-13
744.2707057765,0.1659550025E-13
781.8673791349,0.1518666514E-13
821.3438861611,0.1383870270E-13
862.7942185387,0.1255467541E-13
906.3170675351,0.1133719563E-13
952.0160589814,0.1018838280E-13
1000.000000000,0.9109827669E-14
