,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,1.0,0.9599999999999443,0.9215999999999579,0.8847359999999693,0.8493465599999477,0.8153726975998319,0.7827577896950929,0.7514474781032103,0.7213895789593114,0.6925339957163238,0.6648326355627063,0.6382393290067467,0.6127097522194228,0.5882013513945972,0.5646732677403129,0.5420862605820008,0.520402624235476,0.49958609164261897,0.47960171424852227,0.46041570352355404,0.44199521560502514,0.42430805796430826,0.4073222974441062,0.3910057543114774,0.37532537873861793,0.36024652513241306,0.34573216532869483,0.3317421113333657,0.31823234758930663,0.3051545957437721,0.2924562451104718,0.2800807737843689,0.26796875524260516,0.2560594932894944,0.24429325852635017,0.23261402023990513,0.22097248969606384,0.2093292264271304,0.19765751933218023,0.18594574730678298,0.17419895304289407,0.16243942653993942,0.15070618451542542,0.13905333706036446,0.1275474401504425,0.11626402857981705,0.10528359713686647,0.09468734060120046,0.08455297210445152,0.07495091584502601,0.06594111933180288,0.05757066033751339,0.04987224406893734,0.04286360619469475,0.036547765566857106,0.030914012892937208,0.025939481899303916,0.02159112877146329,0.0178279427313894,0.014603222707061679,0.011866778323354798,0.00956694366726057,0.0076523253896555775,0.006073239210315774,0.004782818124300213,0.003737799812481785,0.0028990190630948046,0.0022316432950608795,0.0017051959947106735,0.0012934148751694255,0.0009739898813291384,0.0007282218773771662,0.000540636982095958,0.0003985849274706643,0.00029184319192260944,0.00021224249104909306,0.0001533238065059644,0.00011003265484486721,7.84527799464446e-05,5.55788465507648e-05,3.912591506357038e-05,2.737235768141047e-05,1.9032293041981868e-05,1.3153437105187807e-05,9.036372634374528e-06,6.171528629765803e-06,4.19055512971774e-06,2.8292183732783448e-06,1.8993842350088107e-06,1.2680763913383562e-06,8.419735418411232e-07,5.560393787045147e-07,3.6525805119426886e-07,2.386787110555263e-07,1.5515977259707664e-07,1.0035234178465931e-07,6.457874750778063e-08,4.13519222138995e-08,2.6349687380140595e-08,1.67092929781433e-08,1.0545620838670956e-08
