,0
0,0.0
1,36.6
2,73.2
3,109.8
4,146.4
5,180.0
6,183.0
7,219.6
8,256.2
9,292.8
10,329.4
11,366.0
12,402.6
13,439.2
14,475.8
15,512.4
16,549.0
17,585.6
18,622.2
19,658.8
20,695.4
21,732.0
22,768.6
23,805.2
24,841.8
25,878.4
26,915.0
27,951.6
28,988.2
29,1024.8
30,1061.4
31,1098.0
32,1134.6
33,1171.2
34,1207.8
35,1244.4
36,1281.0
37,1317.6
38,1354.2
39,1390.8
40,1427.4
41,1464.0
42,1500.6
43,1537.2
44,1573.8
45,1610.4
46,1647.0
47,1683.6
48,1720.2
49,1756.8
50,1793.4
51,1830.0
52,1866.6
53,1903.2
54,1939.8
55,1976.4
56,2013.0
57,2049.6
58,2086.2
59,2122.8
60,2159.4
61,2196.0
62,2232.6
63,2269.2
64,2305.8
65,2342.4
66,2379.0
67,2415.6
68,2452.2
69,2488.8
70,2525.4
71,2562.0
72,2598.6
73,2635.2
74,2671.8
75,2708.4
76,2745.0
77,2781.6
78,2818.2
79,2854.8
80,2891.4
81,2928.0
82,2964.6
83,3001.2
84,3037.8
85,3074.4
86,3111.0
87,3147.6
88,3184.2
89,3220.8
90,3257.4
91,3294.0
92,3330.6
93,3367.2
94,3403.8
95,3440.4
96,3477.0
97,3513.6
98,3550.2
99,3586.8
100,3623.4
101,3660.0
