iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,base
0,100,972.7,9.33404,947.51,993.068,965.853,963.758,990.332,989.438,985.853,977.838,965.216,982.699,978.063,973.346,971.753,956.344,987.971,960.667,966.82,961.321,968.616,980.181,965.773,960.549,966.853,965.089,978.017,982.926,966.688,960.531,986.089,969.933,952.804,984.767,958.741,959.473,958.892,982.967,977.814,993.068,971.596,968.791,964.206,974.188,966.977,962.356,977.288,971.223,981.745,982.117,979.222,967.654,981.45,964.882,972.279,960.45,973.172,975.845,972.175,972.042,957.602,977.08,973.972,987.856,968.892,980.883,974.098,981.669,966.815,967.74,974.296,968.254,967.368,967.84,969.576,969.551,947.51,979.871,979.583,966.774,973.871,979.214,968.764,976.705,975.192,979.037,978.2,964.295,978.59,988.458,979.539,984.923,951.649,965.944,971.41,978.038,976.393,977.008,989.662,970.108,972.27,962.165,981.656,982.983
