name,value,group,weight
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:3987.5,36.3632,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4018.5,36.1803,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4049.5,36.0103,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4077.5,35.9763,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4108.5,35.9438,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4138.5,36.0009,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4169.5,36.1002,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4199.5,36.2075,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4230.5,36.299,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4261.5,36.1106,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4291.5,35.7455,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4322.5,35.3724,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4352.5,35.0957,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-26-6_time:4383.5,34.8125,oname:heads.csv_otype:lst_usecol:trgw-0-26-6,0.849932
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3652.5,34.9146,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3683.5,34.8693,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3712.5,34.8501,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3743.5,34.8684,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3773.5,34.9231,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3804.5,34.9663,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3834.5,34.9615,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3865.5,34.914,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3896.5,34.849,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3926.5,34.7342,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3957.5,34.6063,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:3987.5,34.4958,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4018.5,34.4157,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4049.5,34.4081,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4077.5,34.4666,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4108.5,34.5601,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4138.5,34.6478,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4169.5,34.7237,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4199.5,34.7593,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4230.5,34.7559,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4261.5,34.6794,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4291.5,34.5545,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4322.5,34.407,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4352.5,34.2855,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-29-15_time:4383.5,34.1727,oname:heads.csv_otype:lst_usecol:trgw-0-29-15,2.58974
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3652.5,38.0043,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3683.5,37.9938,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3712.5,38.0194,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3743.5,38.0886,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3773.5,38.2036,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3804.5,38.3115,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3834.5,38.3833,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3865.5,38.3809,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3896.5,38.3094,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3926.5,38.1545,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3957.5,37.9587,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:3987.5,37.7711,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4018.5,37.6123,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4049.5,37.5445,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4077.5,37.5788,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4108.5,37.6871,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4138.5,37.8118,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4169.5,37.9405,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4199.5,38.0218,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4230.5,38.0392,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4261.5,37.9653,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4291.5,37.8132,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4322.5,37.6185,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4352.5,37.4309,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-3-8_time:4383.5,37.255,oname:heads.csv_otype:lst_usecol:trgw-0-3-8,0.747132
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3652.5,36.4379,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3683.5,36.3167,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3712.5,36.291,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3743.5,36.3242,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3773.5,36.4132,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3804.5,36.4798,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3834.5,36.4259,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3865.5,36.3661,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3896.5,36.2724,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3926.5,36.0006,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3957.5,35.6815,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:3987.5,35.4508,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4018.5,35.3678,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4049.5,35.4298,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4077.5,35.5209,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4108.5,35.6196,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4138.5,35.7203,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4169.5,35.8201,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4199.5,35.9018,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4230.5,35.9486,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4261.5,35.8405,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4291.5,35.5442,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4322.5,35.165,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4352.5,34.9082,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-33-7_time:4383.5,34.7122,oname:heads.csv_otype:lst_usecol:trgw-0-33-7,1.09557
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3652.5,35.3897,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3683.5,35.1925,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3712.5,35.191,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3743.5,35.2085,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3773.5,35.2694,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3804.5,35.3377,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3834.5,35.2903,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3865.5,35.2684,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3896.5,35.2015,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3926.5,34.9475,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3957.5,34.7461,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:3987.5,34.5752,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4018.5,34.4734,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4049.5,34.5432,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4077.5,34.6511,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4108.5,34.7839,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4138.5,34.8818,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4169.5,35.0024,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4199.5,35.0849,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4230.5,35.0708,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4261.5,34.9273,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4291.5,34.6626,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4322.5,34.41,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4352.5,34.2259,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-34-10_time:4383.5,34.0402,oname:heads.csv_otype:lst_usecol:trgw-0-34-10,1.98409
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3652.5,39.7209,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3683.5,39.7061,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3712.5,39.7515,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3743.5,39.8462,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3773.5,39.982,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3804.5,40.1155,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3834.5,40.2134,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3865.5,40.2262,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3896.5,40.1356,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3926.5,39.92,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3957.5,39.6437,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:3987.5,39.3846,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4018.5,39.1776,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4049.5,39.092,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4077.5,39.1306,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4108.5,39.2413,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4138.5,39.3567,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4169.5,39.4753,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4199.5,39.5503,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4230.5,39.5504,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4261.5,39.4328,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4291.5,39.2145,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4322.5,38.9366,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4352.5,38.6761,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
oname:heads.csv_otype:lst_usecol:trgw-0-9-1_time:4383.5,38.4378,oname:heads.csv_otype:lst_usecol:trgw-0-9-1,0.576572
