X	Y	09_Bott_L1	
1519898.3986623	5034237.8853727	72.821556091309	
1519948.9026539	5034250.477432	72.682586669922	
1519999.4066454	5034263.0694914	72.499237060547	
1520049.9106369	5034275.6615507	72.305068969727	
1520100.4146285	5034288.2536101	72.102401733398	
1520150.91862	5034300.8456694	71.923515319824	
1520201.4226115	5034313.4377287	71.704490661621	
1520251.9266031	5034326.0297881	71.47762298584	
1520302.4305946	5034338.6218474	71.199668884277	
1520352.9345861	5034351.2139068	71.005271911621	
1520403.4385777	5034363.8059661	70.794342041016	
1520453.9425692	5034376.3980255	70.590133666992	
1520504.4465607	5034388.9900848	70.388542175293	
1520554.9505523	5034401.5821442	70.209480285645	
1520605.4545438	5034414.1742035	70.005981445312	
1520655.9585353	5034426.7662629	69.804481506348	
1520706.4625269	5034439.3583222	69.627395629883	
1520756.9665184	5034451.9503815	69.440246582031	
1520807.47051	5034464.5424409	69.266830444336	
1516829.2962948	5033423.0797862	64.120109558105	
1516879.8002863	5033435.6718456	63.829692840576	
1516930.3042778	5033448.2639049	63.554004669189	
1516980.8082694	5033460.8559643	63.196327209473	
1517031.3122609	5033473.4480236	62.955772399902	
1517081.8162524	5033486.040083	62.733871459961	
1517132.320244	5033498.6321423	62.509693145752	
1517182.8242355	5033511.2242017	62.233589172363	
1517233.328227	5033523.816261	62.070011138916	
1517283.8322186	5033536.4083203	61.933525085449	
1517334.3362101	5033549.0003797	61.752296447754	
1517384.8402016	5033561.592439	61.703044891357	
1517435.3441932	5033574.1844984	61.701885223389	
1517485.8481847	5033586.7765577	61.751277923584	
1517536.3521762	5033599.3686171	61.788368225098	
1517586.8561678	5033611.9606764	61.946659088135	
1517637.3601593	5033624.5527358	62.152843475342	
1517687.8641509	5033637.1447951	62.402446746826	
1517738.3681424	5033649.7368544	62.649753570557	
1517788.8721339	5033662.3289138	62.981746673584	
1517839.3761255	5033674.9209731	63.348182678223	
1517889.880117	5033687.5130325	63.746658325195	
1517940.3841085	5033700.1050918	64.156723022461	
1517990.8881001	5033712.6971512	64.616943359375	
1518041.3920916	5033725.2892105	65.100074768066	
1518091.8960831	5033737.8812699	65.601501464844	
1518142.4000747	5033750.4733292	66.222343444824	
1518192.9040662	5033763.0653886	66.748329162598	
1518243.4080577	5033775.6574479	67.275665283203	
1518293.9120493	5033788.2495072	67.79956817627	
1518344.4160408	5033800.8415666	68.333618164062	
1518394.9200323	5033813.4336259	68.838897705078	
1518445.4240239	5033826.0256853	69.322486877441	
1518495.9280154	5033838.6177446	69.780670166016	
1518546.4320069	5033851.209804	70.241325378418	
1518596.9359985	5033863.8018633	70.651504516602	
1518647.43999	5033876.3939227	71.043090820312	
1518697.9439816	5033888.985982	71.416809082031	
1518748.4479731	5033901.5780414	71.801681518555	
1518798.9519646	5033914.1701007	72.131500244141	
1518849.4559562	5033926.76216	72.437438964844	
1518899.9599477	5033939.3542194	72.752914428711	
1518950.4639392	5033951.9462787	73.015426635742	
1519000.9679308	5033964.5383381	73.25611114502	
1519051.4719223	5033977.1303974	73.47053527832	
1519101.9759138	5033989.7224568	73.685607910156	
1519152.4799054	5034002.3145161	73.843849182129	
1519202.9838969	5034014.9065755	73.934005737305	
1519253.4878884	5034027.4986348	73.982055664062	
1519303.99188	5034040.0906941	74.022094726562	
1519354.4958715	5034052.6827535	73.994216918945	
1519404.999863	5034065.2748128	73.932334899902	
1519455.5038546	5034077.8668722	73.840148925781	
1519506.0078461	5034090.4589315	73.753921508789	
1519556.5118376	5034103.0509909	73.618057250977	
1519607.0158292	5034115.6430502	73.473175048828	
1519657.5198207	5034128.2351096	73.327095031738	
1519708.0238123	5034140.8271689	73.215576171875	
1519758.5278038	5034153.4192283	73.075485229492	
1519809.0317953	5034166.0112876	72.93391418457	
1519859.5357869	5034178.6033469	72.784729003906	
1519910.0397784	5034191.1954063	72.655349731445	
1519960.5437699	5034203.7874656	72.481590270996	
1520011.0477615	5034216.379525	72.296440124512	
1520061.551753	5034228.9715843	72.102401733398	
1520112.0557445	5034241.5636437	71.885375976562	
1520162.5597361	5034254.155703	71.678764343262	
1520213.0637276	5034266.7477624	71.465156555176	
1520263.5677191	5034279.3398217	71.27091217041	
1520314.0717107	5034291.931881	71.049446105957	
1520364.5757022	5034304.5239404	70.833671569824	
1520415.0796937	5034317.1159997	70.626121520996	
1520465.5836853	5034329.7080591	70.448799133301	
1520516.0876768	5034342.3001184	70.250495910645	
1520566.5916683	5034354.8921778	70.053009033203	
1520617.0956599	5034367.4842371	69.856269836426	
1520667.5996514	5034380.0762965	69.682144165039	
1520718.103643	5034392.6683558	69.49324798584	
1520768.6076345	5034405.2604152	69.313735961914	
1520819.111626	5034417.8524745	69.146049499512	
1516840.9374108	5033376.3898198	64.564811706543	
1516891.4414024	5033388.9818792	64.276489257812	
1516941.9453939	5033401.5739385	63.907138824463	
1516992.4493854	5033414.1659979	63.617622375488	
1517042.953377	5033426.7580572	63.380016326904	
1517093.4573685	5033439.3501166	63.065521240234	
1517143.96136	5033451.9421759	62.861251831055	
1517194.4653516	5033464.5342353	62.672855377197	
1517244.9693431	5033477.1262946	62.503734588623	
1517295.4733346	5033489.718354	62.275569915771	
1517345.9773262	5033502.3104133	62.175830841064	
1517396.4813177	5033514.9024726	62.119491577148	
1517446.9853092	5033527.494532	62.108005523682	
1517497.4893008	5033540.0865913	62.068988800049	
1517547.9932923	5033552.6786507	62.15934753418	
1517598.4972839	5033565.27071	62.299701690674	
1517649.0012754	5033577.8627694	62.486953735352	
1517699.5052669	5033590.4548287	62.664127349854	
1517750.0092585	5033603.0468881	62.936771392822	
1517800.51325	5033615.6389474	63.245044708252	
1517851.0172415	5033628.2310067	63.586917877197	
1517901.5212331	5033640.8230661	63.933612823486	
1517952.0252246	5033653.4151254	64.431686401367	
1518002.5292161	5033666.0071848	64.871307373047	
1518053.0332077	5033678.5992441	65.333396911621	
1518103.5371992	5033691.1913035	65.811401367188	
1518154.0411907	5033703.7833628	66.309036254883	
1518204.5451823	5033716.3754222	66.813987731934	
1518255.0491738	5033728.9674815	67.321434020996	
1518305.5531653	5033741.5595409	67.840995788574	
1518356.0571569	5033754.1516002	68.342391967773	
1518406.5611484	5033766.7436595	68.828712463379	
1518457.0651399	5033779.3357189	69.315956115723	
1518507.5691315	5033791.9277782	69.758628845215	
1518558.073123	5033804.5198376	70.177207946777	
1518608.5771146	5033817.1118969	70.575866699219	
1518659.0811061	5033829.7039563	70.98983001709	
1518709.5850976	5033842.2960156	71.358345031738	
1518760.0890892	5033854.888075	71.706916809082	
1518810.5930807	5033867.4801343	72.032295227051	
1518861.0970722	5033880.0721937	72.364219665527	
1518911.6010638	5033892.664253	72.642272949219	
1518962.1050553	5033905.2563123	72.940483093262	
1519012.6090468	5033917.8483717	73.168060302734	
1519063.1130384	5033930.440431	73.400169372559	
1519113.6170299	5033943.0324904	73.56510925293	
1519164.1210214	5033955.6245497	73.690780639648	
1519214.625013	5033968.2166091	73.775550842285	
1519265.1290045	5033980.8086684	73.852577209473	
1519315.632996	5033993.4007278	73.857734680176	
1519366.1369876	5034005.9927871	73.824615478516	
1519416.6409791	5034018.5848464	73.75520324707	
1519467.1449707	5034031.1769058	73.686347961426	
1519517.6489622	5034043.7689651	73.564025878906	
1519568.1529537	5034056.3610245	73.425994873047	
1519618.6569453	5034068.9530838	73.280616760254	
1519669.1609368	5034081.5451432	73.166511535645	
1519719.6649283	5034094.1372025	73.024536132812	
1519770.1689199	5034106.7292619	72.884780883789	
1519820.6729114	5034119.3213212	72.773063659668	
1519871.1769029	5034131.9133806	72.621185302734	
1519921.6808945	5034144.5054399	72.457305908203	
1519972.184886	5034157.0974992	72.238899230957	
1520022.6888775	5034169.6895586	72.082817077637	
1520073.1928691	5034182.2816179	71.888862609863	
1520123.6968606	5034194.8736773	71.690628051758	
1520174.2008521	5034207.4657366	71.489624023438	
1520224.7048437	5034220.057796	71.309616088867	
1520275.2088352	5034232.6498553	71.095199584961	
1520325.7128267	5034245.2419147	70.879173278809	
1520376.2168183	5034257.833974	70.666770935059	
1520426.7208098	5034270.4260333	70.485237121582	
1520477.2248014	5034283.0180927	70.286323547363	
1520527.7287929	5034295.610152	70.091659545898	
1520578.2327844	5034308.2022114	69.899536132812	
1520628.736776	5034320.7942707	69.730415344238	
1520679.2407675	5034333.3863301	69.54322052002	
1520729.744759	5034345.9783894	69.362274169922	
1520780.2487506	5034358.5704488	69.189651489258	
1520830.7527421	5034371.1625081	69.043258666992	
1516852.5785269	5033329.6998535	64.857551574707	
1516903.0825184	5033342.2919128	64.575454711914	
1516953.58651	5033354.8839722	64.30647277832	
1517004.0905015	5033367.4760315	64.052406311035	
1517054.594493	5033380.0680908	63.723777770996	
1517105.0984846	5033392.6601502	63.502082824707	
1517155.6024761	5033405.2522095	63.295475006104	
1517206.1064676	5033417.8442689	63.105331420898	
1517256.6104592	5033430.4363282	62.847602844238	
1517307.1144507	5033443.0283876	62.709781646729	
1517357.6184423	5033455.6204469	62.610218048096	
1517408.1224338	5033468.2125063	62.55094909668	
1517458.6264253	5033480.8045656	62.449764251709	
1517509.1304169	5033493.3966249	62.477851867676	
1517559.6344084	5033505.9886843	62.552513122559	
1517610.1383999	5033518.5807436	62.674087524414	
1517660.6423915	5033531.172803	62.778335571289	
1517711.146383	5033543.7648623	62.990898132324	
1517761.6503745	5033556.3569217	63.239677429199	
1517812.1543661	5033568.948981	63.5908203125	
1517862.6583576	5033581.5410404	63.876010894775	
1517913.1623491	5033594.1330997	64.23274230957	
1517963.6663407	5033606.7251591	64.618064880371	
1518014.1703322	5033619.3172184	65.016006469727	
1518064.6743237	5033631.9092777	65.457122802734	
1518115.1783153	5033644.5013371	65.916969299316	
1518165.6823068	5033657.0933964	66.390983581543	
1518216.1862983	5033669.6854558	66.88240814209	
1518266.6902899	5033682.2775151	67.374900817871	
1518317.1942814	5033694.8695745	67.86693572998	
1518367.698273	5033707.4616338	68.350914001465	
1518418.2022645	5033720.0536932	68.838119506836	
1518468.706256	5033732.6457525	69.286125183105	
1518519.2102476	5033745.2378118	69.711654663086	
1518569.7142391	5033757.8298712	70.115798950195	
1518620.2182306	5033770.4219305	70.532241821289	
1518670.7222222	5033783.0139899	70.909378051758	
1518721.2262137	5033795.6060492	71.272247314453	
1518771.7302052	5033808.1981086	71.616195678711	
1518822.2341968	5033820.7901679	72.022560119629	
1518872.7381883	5033833.3822273	72.314384460449	
1518923.2421798	5033845.9742866	72.582237243652	
1518973.7461714	5033858.566346	72.826194763184	
1519024.2501629	5033871.1584053	73.075721740723	
1519074.7541544	5033883.7504646	73.264717102051	
1519125.258146	5033896.342524	73.419067382812	
1519175.7621375	5033908.9345833	73.535743713379	
1519226.266129	5033921.5266427	73.647384643555	
1519276.7701206	5033934.118702	73.687072753906	
1519327.2741121	5033946.7107614	73.688865661621	
1519377.7781037	5033959.3028207	73.683158874512	
1519428.2820952	5033971.8948801	73.608367919922	
1519478.7860867	5033984.4869394	73.502601623535	
1519529.2900783	5033997.0789987	73.374725341797	
1519579.7940698	5034009.6710581	73.265586853027	
1519630.2980613	5034022.2631174	73.12028503418	
1519680.8020529	5034034.8551768	72.976089477539	
1519731.3060444	5034047.4472361	72.835464477539	
1519781.8100359	5034060.0392955	72.726303100586	
1519832.3140275	5034072.6313548	72.545211791992	
1519882.818019	5034085.2234142	72.388328552246	
1519933.3220105	5034097.8154735	72.219879150391	
1519983.8260021	5034110.4075329	72.072052001953	
1520034.3299936	5034122.9995922	71.885749816895	
1520084.8339851	5034135.5916515	71.694633483887	
1520135.3379767	5034148.1837109	71.500602722168	
1520185.8419682	5034160.7757702	71.332397460938	
1520236.3459597	5034173.3678296	71.130081176758	
1520286.8499513	5034185.9598889	70.920768737793	
1520337.3539428	5034198.5519483	70.708549499512	
1520387.8579344	5034211.1440076	70.523307800293	
1520438.3619259	5034223.736067	70.319664001465	
1520488.8659174	5034236.3281263	70.123405456543	
1520539.369909	5034248.9201856	69.933135986328	
1520589.8739005	5034261.512245	69.769416809082	
1520640.377892	5034274.1043043	69.585830688477	
1520690.8818836	5034286.6963637	69.406593322754	
1520741.3858751	5034299.288423	69.251167297363	
1520791.8898666	5034311.8804824	69.083236694336	
1520842.3938582	5034324.4725417	68.886894226074	
1516864.219643	5033283.0098871	65.258834838867	
1516914.7236345	5033295.6019464	64.983520507812	
1516965.227626	5033308.1940058	64.719184875488	
1517015.7316176	5033320.7860651	64.380683898926	
1517066.2356091	5033333.3781245	64.145233154297	
1517116.7396006	5033345.9701838	63.924674987793	
1517167.2435922	5033358.5622431	63.719612121582	
1517217.7475837	5033371.1543025	63.444400787354	
1517268.2515753	5033383.7463618	63.281368255615	
1517318.7555668	5033396.3384212	63.148815155029	
1517369.2595583	5033408.9304805	63.052379608154	
1517419.7635499	5033421.5225399	62.905601501465	
1517470.2675414	5033434.1145992	62.884243011475	
1517520.7715329	5033446.7066586	62.902046203613	
1517571.2755245	5033459.2987179	62.885650634766	
1517621.779516	5033471.8907772	62.993171691895	
1517672.2835075	5033484.4828366	63.189079284668	
1517722.7874991	5033497.0748959	63.381607055664	
1517773.2914906	5033509.6669553	63.55912399292	
1517823.7954821	5033522.2590146	63.824668884277	
1517874.2994737	5033534.851074	64.120872497559	
1517924.8034652	5033547.4431333	64.446746826172	
1517975.3074567	5033560.0351927	64.781044006348	
1518025.8114483	5033572.627252	65.169334411621	
1518076.3154398	5033585.2193114	65.581832885742	
1518126.8194313	5033597.8113707	66.015357971191	
1518177.3234229	5033610.40343	66.469970703125	
1518227.8274144	5033622.9954894	66.938331604004	
1518278.331406	5033635.5875487	67.413917541504	
1518328.8353975	5033648.1796081	67.888816833496	
1518379.339389	5033660.7716674	68.372024536133	
1518429.8433806	5033673.3637268	68.823272705078	
1518480.3473721	5033685.9557861	69.253593444824	
1518530.8513636	5033698.5478455	69.663558959961	
1518581.3553552	5033711.1399048	70.081634521484	
1518631.8593467	5033723.7319641	70.46167755127	
1518682.3633382	5033736.3240235	70.898666381836	
1518732.8673298	5033748.9160828	71.252784729004	
1518783.3713213	5033761.5081422	71.617378234863	
1518833.8753128	5033774.1002015	71.929779052734	
1518884.3793044	5033786.6922609	72.217407226562	
1518934.8832959	5033799.2843202	72.508720397949	
1518985.3872874	5033811.8763796	72.745338439941	
1519035.891279	5033824.4684389	72.954071044922	
1519086.3952705	5033837.0604983	73.131484985352	
1519136.8992621	5033849.6525576	73.306861877441	
1519187.4032536	5033862.2446169	73.414031982422	
1519237.9072451	5033874.8366763	73.484375	
1519288.4112367	5033887.4287356	73.518531799316	
1519338.9152282	5033900.020795	73.548362731934	
1519389.4192197	5033912.6128543	73.506362915039	
1519439.9232113	5033925.2049137	73.427772521973	
1519490.4272028	5033937.796973	73.318603515625	
1519540.9311943	5033950.3890324	73.218406677246	
1519591.4351859	5033962.9810917	73.076019287109	
1519641.9391774	5033975.573151	72.931213378906	
1519692.4431689	5033988.1652104	72.754699707031	
1519742.9471605	5034000.7572697	72.645385742188	
1519793.451152	5034013.3493291	72.503829956055	
1519843.9551435	5034025.9413884	72.355094909668	
1519894.4591351	5034038.5334478	72.195877075195	
1519944.9631266	5034051.1255071	72.056251525879	
1519995.4671181	5034063.7175665	71.877365112305	
1520045.9711097	5034076.3096258	71.692504882812	
1520096.4751012	5034088.9016852	71.503952026367	
1520146.9790928	5034101.4937445	71.341529846191	
1520197.4830843	5034114.0858038	71.147994995117	
1520247.9870758	5034126.6778632	70.949401855469	
1520298.4910674	5034139.2699225	70.769821166992	
1520348.9950589	5034151.8619819	70.559661865234	
1520399.4990504	5034164.4540412	70.351692199707	
1520450.003042	5034177.0461006	70.150428771973	
1520500.5070335	5034189.6381599	69.982666015625	
1520551.011025	5034202.2302193	69.797019958496	
1520601.5150166	5034214.8222786	69.617141723633	
1520652.0190081	5034227.4143379	69.402893066406	
1520702.5229996	5034240.0063973	69.252143859863	
1520753.0269912	5034252.5984566	69.084831237793	
1520803.5309827	5034265.190516	68.921356201172	
1520854.0349742	5034277.7825753	68.762084960938	
1516875.860759	5033236.3199207	65.619354248047	
1516926.3647506	5033248.91198	65.353981018066	
1516976.8687421	5033261.5040394	65.019065856934	
1517027.3727337	5033274.0960987	64.774742126465	
1517077.8767252	5033286.6881581	64.545906066895	
1517128.3807167	5033299.2802174	64.247032165527	
1517178.8847083	5033311.8722768	64.047607421875	
1517229.3886998	5033324.4643361	63.868274688721	
1517279.8926913	5033337.0563954	63.713069915771	
1517330.3966829	5033349.6484548	63.498931884766	
1517380.9006744	5033362.2405141	63.406261444092	
1517431.4046659	5033374.8325735	63.346660614014	
1517481.9086575	5033387.4246328	63.319534301758	
1517532.412649	5033400.0166922	63.269569396973	
1517582.9166405	5033412.6087515	63.324806213379	
1517633.4206321	5033425.2008109	63.417903900146	
1517683.9246236	5033437.7928702	63.547275543213	
1517734.4286151	5033450.3849295	63.655502319336	
1517784.9326067	5033462.9769889	63.857894897461	
1517835.4365982	5033475.5690482	64.091583251953	
1517885.9405897	5033488.1611076	64.355895996094	
1517936.4445813	5033500.7531669	64.624313354492	
1517986.9485728	5033513.3452263	64.954971313477	
1518037.4525644	5033525.9372856	65.314071655273	
1518087.9565559	5033538.529345	65.699752807617	
1518138.4605474	5033551.1214043	66.107620239258	
