X	Y	DTM_smooth	
1519661.1044166	5033038.0955523	107.87224578857	
1519711.6084082	5033050.6876116	107.55908966064	
1519762.1123997	5033063.279671	107.69610595703	
1519812.6163912	5033075.8717303	107.88585662842	
1519863.1203828	5033088.4637897	108.34999847412	
1519913.6243743	5033101.055849	108.15735626221	
1519964.1283659	5033113.6479083	107.87747955322	
1520014.6323574	5033126.2399677	107.97247314453	
1520065.1363489	5033138.832027	107.89483642578	
1520115.6403405	5033151.4240864	111.31573486328	
1520166.144332	5033164.0161457	109.34106445312	
1520216.6483235	5033176.6082051	108.2731628418	
1520267.1523151	5033189.2002644	108.0241394043	
1520317.6563066	5033201.7923238	108.46829986572	
1520368.1602981	5033214.3843831	107.68199920654	
1520418.6642897	5033226.9764424	106.98335266113	
1520469.1682812	5033239.5685018	106.66820526123	
1520519.6722727	5033252.1605611	106.5071182251	
1520570.1762643	5033264.7526205	107.01953125	
1520620.6802558	5033277.3446798	106.7161026001	
1520671.1842473	5033289.9367392	106.56440734863	
1520721.6882389	5033302.5287985	106.06776428223	
1520772.1922304	5033315.1208579	105.37803649902	
1520822.6962219	5033327.7129172	105.24893951416	
1520873.2002135	5033340.3049766	105.17088317871	
1520923.704205	5033352.8970359	105.25717163086	
1520974.2081966	5033365.4890952	105.3903427124	
1521024.7121881	5033378.0811546	105.80643463135	
1521075.2161796	5033390.6732139	105.89534759521	
1517097.0419644	5032349.2105593	110.48556518555	
1517147.545956	5032361.8026186	111.16230773926	
1517198.0499475	5032374.394678	111.36566162109	
1517248.553939	5032386.9867373	110.49697875977	
1517299.0579306	5032399.5787967	110.39673614502	
1517349.5619221	5032412.170856	110.41453552246	
1517400.0659136	5032424.7629154	111.29755401611	
1517450.5699052	5032437.3549747	111.37696838379	
1517501.0738967	5032449.947034	111.35227203369	
1517551.5778882	5032462.5390934	112.77885437012	
1517602.0818798	5032475.1311527	110.97184753418	
1517652.5858713	5032487.7232121	110.33010101318	
1517703.0898628	5032500.3152714	110.35781860352	
1517753.5938544	5032512.9073308	110.52648162842	
1517804.0978459	5032525.4993901	110.39723968506	
1517854.6018375	5032538.0914495	109.65337371826	
1517905.105829	5032550.6835088	109.9146194458	
1517955.6098205	5032563.2755682	109.22341156006	
1518006.1138121	5032575.8676275	109.26992034912	
1518056.6178036	5032588.4596868	110.23899078369	
1518107.1217951	5032601.0517462	110.36856842041	
1518157.6257867	5032613.6438055	110.39836883545	
1518208.1297782	5032626.2358649	110.3729095459	
1518258.6337697	5032638.8279242	110.47480010986	
1518309.1377613	5032651.4199836	110.59450531006	
1518359.6417528	5032664.0120429	109.51374816895	
1518410.1457443	5032676.6041023	110.78831481934	
1518460.6497359	5032689.1961616	110.29203796387	
1518511.1537274	5032701.7882209	110.34934234619	
1518561.6577189	5032714.3802803	109.67248535156	
1518612.1617105	5032726.9723396	109.5152130127	
1518662.665702	5032739.564399	108.67042541504	
1518713.1696935	5032752.1564583	108.27145385742	
1518763.6736851	5032764.7485177	107.9937210083	
1518814.1776766	5032777.340577	107.76927185059	
1518864.6816682	5032789.9326364	107.44652557373	
1518915.1856597	5032802.5246957	107.67654418945	
1518965.6896512	5032815.1167551	107.62788391113	
1519016.1936428	5032827.7088144	107.40524291992	
1519066.6976343	5032840.3008737	107.3938293457	
1519117.2016258	5032852.8929331	107.31237792969	
1519167.7056174	5032865.4849924	106.89505767822	
1519218.2096089	5032878.0770518	107.13571929932	
1519268.7136004	5032890.6691111	106.74360656738	
1519319.217592	5032903.2611705	106.19234466553	
1519369.7215835	5032915.8532298	106.82067108154	
1519420.225575	5032928.4452892	106.87460327148	
1519470.7295666	5032941.0373485	107.29290771484	
1519521.2335581	5032953.6294078	107.33430480957	
1519571.7375496	5032966.2214672	107.88272094727	
1519622.2415412	5032978.8135265	107.86688232422	
1519672.7455327	5032991.4055859	108.17277526855	
1519723.2495242	5033003.9976452	107.62178039551	
1519773.7535158	5033016.5897046	106.56100463867	
1519824.2575073	5033029.1817639	107.44940948486	
1519874.7614989	5033041.7738233	107.89486694336	
1519925.2654904	5033054.3658826	108.05033111572	
1519975.7694819	5033066.957942	107.88372802734	
1520026.2734735	5033079.5500013	107.82553863525	
1520076.777465	5033092.1420606	107.86837768555	
1520127.2814565	5033104.73412	109.30632781982	
1520177.7854481	5033117.3261793	109.62387084961	
1520228.2894396	5033129.9182387	108.18643951416	
1520278.7934311	5033142.510298	107.95573425293	
1520329.2974227	5033155.1023574	108.03107452393	
1520379.8014142	5033167.6944167	107.74352264404	
1520430.3054057	5033180.2864761	106.29836273193	
1520480.8093973	5033192.8785354	105.59226226807	
1520531.3133888	5033205.4705947	106.01826477051	
1520581.8173803	5033218.0626541	106.15319061279	
1520632.3213719	5033230.6547134	106.5686416626	
1520682.8253634	5033243.2467728	106.81075286865	
1520733.3293549	5033255.8388321	106.38940429688	
1520783.8333465	5033268.4308915	105.88542938232	
1520834.337338	5033281.0229508	105.40058898926	
1520884.8413296	5033293.6150102	105.23938751221	
1520935.3453211	5033306.2070695	105.2008895874	
1520985.8493126	5033318.7991289	105.34449005127	
1521036.3533042	5033331.3911882	105.92333984375	
1521086.8572957	5033343.9832475	105.73621368408	
1517108.6830805	5032302.5205929	110.53575897217	
1517159.187072	5032315.1126522	111.32190704346	
1517209.6910636	5032327.7047116	111.18229675293	
1517260.1950551	5032340.2967709	110.6598739624	
1517310.6990466	5032352.8888303	110.47450256348	
1517361.2030382	5032365.4808896	110.4714050293	
1517411.7070297	5032378.072949	110.97240447998	
1517462.2110212	5032390.6650083	111.33826446533	
1517512.7150128	5032403.2570677	111.82703399658	
1517563.2190043	5032415.849127	111.9224395752	
1517613.7229959	5032428.4411863	111.37278747559	
1517664.2269874	5032441.0332457	111.20417022705	
1517714.7309789	5032453.625305	110.79508209229	
1517765.2349705	5032466.2173644	110.56647491455	
1517815.738962	5032478.8094237	110.05493927002	
1517866.2429535	5032491.4014831	109.35436248779	
1517916.7469451	5032503.9935424	109.38042449951	
1517967.2509366	5032516.5856018	107.86056518555	
1518017.7549281	5032529.1776611	109.27592468262	
1518068.2589197	5032541.7697205	110.00695800781	
1518118.7629112	5032554.3617798	109.98458099365	
1518169.2669027	5032566.9538391	110.3708114624	
1518219.7708943	5032579.5458985	110.62407684326	
1518270.2748858	5032592.1379578	111.13482666016	
1518320.7788773	5032604.7300172	110.95021820068	
1518371.2828689	5032617.3220765	110.06139373779	
1518421.7868604	5032629.9141359	110.41007232666	
1518472.2908519	5032642.5061952	110.38303375244	
1518522.7948435	5032655.0982546	110.20650482178	
1518573.298835	5032667.6903139	109.5581817627	
1518623.8028266	5032680.2823732	109.20824432373	
1518674.3068181	5032692.8744326	108.43922424316	
1518724.8108096	5032705.4664919	108.16202545166	
1518775.3148012	5032718.0585513	107.74633789062	
1518825.8187927	5032730.6506106	107.47361755371	
1518876.3227842	5032743.24267	107.29911804199	
1518926.8267758	5032755.8347293	107.59212493896	
1518977.3307673	5032768.4267887	107.48777008057	
1519027.8347588	5032781.018848	107.07733917236	
1519078.3387504	5032793.6109074	107.02539825439	
1519128.8427419	5032806.2029667	107.00483703613	
1519179.3467334	5032818.795026	107.03928375244	
1519229.850725	5032831.3870854	107.12648010254	
1519280.3547165	5032843.9791447	106.89595794678	
1519330.858708	5032856.5712041	106.65254974365	
1519381.3626996	5032869.1632634	106.85620880127	
1519431.8666911	5032881.7553228	106.42375183105	
1519482.3706826	5032894.3473821	106.22754669189	
1519532.8746742	5032906.9394415	105.95132446289	
1519583.3786657	5032919.5315008	106.92753601074	
1519633.8826573	5032932.1235601	107.84976959229	
1519684.3866488	5032944.7156195	107.54578399658	
1519734.8906403	5032957.3076788	107.66786193848	
1519785.3946319	5032969.8997382	107.45888519287	
1519835.8986234	5032982.4917975	107.70618438721	
1519886.4026149	5032995.0838569	107.89002990723	
1519936.9066065	5033007.6759162	107.96305084229	
1519987.410598	5033020.2679756	107.86022186279	
1520037.9145895	5033032.8600349	107.08743286133	
1520088.4185811	5033045.4520943	108.01721954346	
1520138.9225726	5033058.0441536	108.31857299805	
1520189.4265641	5033070.6362129	108.93151855469	
1520239.9305557	5033083.2282723	107.9405670166	
1520290.4345472	5033095.8203316	107.72985076904	
1520340.9385387	5033108.412391	107.59268951416	
1520391.4425303	5033121.0044503	106.34515380859	
1520441.9465218	5033133.5965097	105.61826324463	
1520492.4505133	5033146.188569	105.49680328369	
1520542.9545049	5033158.7806284	105.5779800415	
1520593.4584964	5033171.3726877	106.38414001465	
1520643.962488	5033183.964747	106.54409790039	
1520694.4664795	5033196.5568064	107.44297790527	
1520744.970471	5033209.1488657	107.15866851807	
1520795.4744626	5033221.7409251	106.24570465088	
1520845.9784541	5033234.3329844	105.94680786133	
1520896.4824456	5033246.9250438	105.39653015137	
1520946.9864372	5033259.5171031	105.16249084473	
1520997.4904287	5033272.1091625	105.21726989746	
1521047.9944202	5033284.7012218	105.89294433594	
1521098.4984118	5033297.2932812	105.59374237061	
1517120.3241966	5032255.8306265	110.07531738281	
1517170.8281881	5032268.4226859	110.99247741699	
1517221.3321796	5032281.0147452	110.45505523682	
1517271.8361712	5032293.6068045	110.32424163818	
1517322.3401627	5032306.1988639	110.13914489746	
1517372.8441542	5032318.7909232	110.68618774414	
1517423.3481458	5032331.3829826	111.09809875488	
1517473.8521373	5032343.9750419	111.24385070801	
1517524.3561289	5032356.5671013	111.68339538574	
1517574.8601204	5032369.1591606	111.53786468506	
1517625.3641119	5032381.75122	111.5604019165	
1517675.8681035	5032394.3432793	111.74717712402	
1517726.372095	5032406.9353386	111.10548400879	
1517776.8760865	5032419.527398	110.37128448486	
1517827.3800781	5032432.1194573	109.67853546143	
1517877.8840696	5032444.7115167	109.61753082275	
1517928.3880611	5032457.303576	109.18907165527	
1517978.8920527	5032469.8956354	108.74716949463	
1518029.3960442	5032482.4876947	109.9408493042	
1518079.9000357	5032495.0797541	109.99636077881	
1518130.4040273	5032507.6718134	109.90201568604	
1518180.9080188	5032520.2638728	109.97171783447	
1518231.4120103	5032532.8559321	109.99530029297	
1518281.9160019	5032545.4479914	111.14705657959	
1518332.4199934	5032558.0400508	110.68313598633	
1518382.9239849	5032570.6321101	110.39771270752	
1518433.4279765	5032583.2241695	110.19719696045	
1518483.931968	5032595.8162288	110.27242279053	
1518534.4359596	5032608.4082882	109.74454498291	
1518584.9399511	5032621.0003475	108.80081176758	
1518635.4439426	5032633.5924069	108.49838256836	
1518685.9479342	5032646.1844662	108.18893432617	
1518736.4519257	5032658.7765255	108.07227325439	
1518786.9559172	5032671.3685849	107.65532684326	
1518837.4599088	5032683.9606442	107.45481872559	
1518887.9639003	5032696.5527036	107.37656402588	
1518938.4678918	5032709.1447629	107.41012573242	
1518988.9718834	5032721.7368223	107.33883666992	
1519039.4758749	5032734.3288816	107.03717041016	
1519089.9798664	5032746.920941	106.88918304443	
1519140.483858	5032759.5130003	106.83697509766	
1519190.9878495	5032772.1050597	106.86042022705	
1519241.491841	5032784.697119	106.88328552246	
1519291.9958326	5032797.2891783	106.80249786377	
1519342.4998241	5032809.8812377	106.78030395508	
1519393.0038156	5032822.473297	106.80983734131	
1519443.5078072	5032835.0653564	106.77029418945	
1519494.0117987	5032847.6574157	106.45876312256	
1519544.5157903	5032860.2494751	106.70054626465	
1519595.0197818	5032872.8415344	106.75798797607	
1519645.5237733	5032885.4335938	106.87956237793	
1519696.0277649	5032898.0256531	106.86242675781	
1519746.5317564	5032910.6177124	106.81774139404	
1519797.0357479	5032923.2097718	107.55213928223	
1519847.5397395	5032935.8018311	106.81227874756	
1519898.043731	5032948.3938905	107.49284362793	
1519948.5477225	5032960.9859498	107.64974975586	
1519999.0517141	5032973.5780092	107.97505950928	
1520049.5557056	5032986.1700685	107.69855499268	
1520100.0596971	5032998.7621279	107.98374938965	
1520150.5636887	5033011.3541872	107.9217376709	
1520201.0676802	5033023.9462466	107.9748840332	
1520251.5716717	5033036.5383059	107.17412567139	
1520302.0756633	5033049.1303652	106.61725616455	
1520352.5796548	5033061.7224246	105.52225494385	
1520403.0836463	5033074.3144839	105.52279663086	
1520453.5876379	5033086.9065433	105.89302825928	
1520504.0916294	5033099.4986026	106.01679229736	
1520554.595621	5033112.090662	105.75074005127	
1520605.0996125	5033124.6827213	105.3166885376	
1520655.603604	5033137.2747807	105.58317565918	
1520706.1075956	5033149.86684	106.38905334473	
1520756.6115871	5033162.4588993	107.15704345703	
1520807.1155786	5033175.0509587	107.19863128662	
1520857.6195702	5033187.643018	106.12417602539	
1520908.1235617	5033200.2350774	106.19035339355	
1520958.6275532	5033212.8271367	105.44150543213	
1521009.1315448	5033225.4191961	105.28993988037	
1521059.6355363	5033238.0112554	105.96324920654	
1521110.1395278	5033250.6033148	105.39181518555	
1517131.9653126	5032209.1406601	109.80364227295	
1517182.4693042	5032221.7327195	110.34471893311	
1517232.9732957	5032234.3247788	110.23726654053	
1517283.4772873	5032246.9168382	109.98310089111	
1517333.9812788	5032259.5088975	110.42362213135	
1517384.4852703	5032272.1009568	110.46926116943	
1517434.9892619	5032284.6930162	110.80522155762	
1517485.4932534	5032297.2850755	110.81466674805	
1517535.9972449	5032309.8771349	111.24138641357	
1517586.5012365	5032322.4691942	111.33734130859	
1517637.005228	5032335.0612536	110.85233306885	
1517687.5092195	5032347.6533129	110.50787353516	
1517738.0132111	5032360.2453723	110.52014160156	
1517788.5172026	5032372.8374316	110.22650909424	
1517839.0211941	5032385.4294909	109.93354034424	
1517889.5251857	5032398.0215503	109.95420837402	
1517940.0291772	5032410.6136096	109.47645568848	
1517990.5331687	5032423.205669	109.64650726318	
1518041.0371603	5032435.7977283	109.66338348389	
1518091.5411518	5032448.3897877	109.6986618042	
1518142.0451433	5032460.981847	109.76028442383	
1518192.5491349	5032473.5739064	109.76322937012	
1518243.0531264	5032486.1659657	110.09226989746	
1518293.557118	5032498.7580251	110.31006622314	
1518344.0611095	5032511.3500844	110.33993530273	
1518394.565101	5032523.9421437	110.41130065918	
1518445.0690926	5032536.5342031	109.9429473877	
1518495.5730841	5032549.1262624	109.55430603027	
1518546.0770756	5032561.7183218	109.05670166016	
1518596.5810672	5032574.3103811	108.62236785889	
1518647.0850587	5032586.9024405	108.20803833008	
1518697.5890502	5032599.4944998	108.03051757812	
1518748.0930418	5032612.0865592	107.93070220947	
1518798.5970333	5032624.6786185	107.70973205566	
1518849.1010248	5032637.2706778	107.51382446289	
1518899.6050164	5032649.8627372	107.49224090576	
1518950.1090079	5032662.4547965	107.50370788574	
1519000.6129994	5032675.0468559	107.34224700928	
1519051.116991	5032687.6389152	107.22246551514	
1519101.6209825	5032700.2309746	107.20740509033	
1519152.124974	5032712.8230339	107.0984954834	
1519202.6289656	5032725.4150933	106.92832946777	
1519253.1329571	5032738.0071526	106.93780517578	
1519303.6369487	5032750.599212	106.93715667725	
1519354.1409402	5032763.1912713	106.97595977783	
1519404.6449317	5032775.7833306	107.14289855957	
1519455.1489233	5032788.37539	106.85118103027	
1519505.6529148	5032800.9674493	106.92053985596	
1519556.1569063	5032813.5595087	106.25072479248	
1519606.6608979	5032826.151568	106.57278442383	
1519657.1648894	5032838.7436274	107.04748535156	
1519707.6688809	5032851.3356867	106.83480072021	
1519758.1728725	5032863.9277461	107.17655944824	
1519808.676864	5032876.5198054	107.51982116699	
1519859.1808555	5032889.1118647	106.88358306885	
1519909.6848471	5032901.7039241	106.11106109619	
1519960.1888386	5032914.2959834	107.79302215576	
1520010.6928301	5032926.8880428	108.0193939209	
1520061.1968217	5032939.4801021	107.4479598999	
1520111.7008132	5032952.0721615	106.20374298096	
1520162.2048047	5032964.6642208	105.89863586426	
1520212.7087963	5032977.2562802	107.08448028564	
1520263.2127878	5032989.8483395	106.68612670898	
1520313.7167794	5033002.4403989	106.2894821167	
1520364.2207709	5033015.0324582	105.58932495117	
1520414.7247624	5033027.6245175	104.64835357666	
1520465.228754	5033040.2165769	104.76461029053	
1520515.7327455	5033052.8086362	104.70346069336	
1520566.236737	5033065.4006956	104.68748474121	
1520616.7407286	5033077.9927549	104.5604019165	
1520667.2447201	5033090.5848143	104.62281036377	
1520717.7487116	5033103.1768736	105.24423980713	
1520768.2527032	5033115.768933	105.90644836426	
1520818.7566947	5033128.3609923	106.96588134766	
1520869.2606862	5033140.9530516	106.19301605225	
1520919.7646778	5033153.545111	105.88761901855	
1520970.2686693	5033166.1371703	106.11211395264	
1521020.7726608	5033178.7292297	106.03527832031	
1521071.2766524	5033191.321289	105.97807312012	
1521121.7806439	5033203.9133484	105.307472229	
1517143.6064287	5032162.4506937	110.04842376709	
1517194.1104203	5032175.0427531	109.33139038086	
1517244.6144118	5032187.6348124	109.73787689209	
1517295.1184033	5032200.2268718	110.13537597656	
1517345.6223949	5032212.8189311	110.22710418701	
1517396.1263864	5032225.4109905	110.40155029297	
1517446.6303779	5032238.0030498	110.28932189941	
1517497.1343695	5032250.5951091	110.26600646973	
1517547.638361	5032263.1871685	110.93453216553	
1517598.1423525	5032275.7792278	110.84934997559	
1517648.6463441	5032288.3712872	110.48119354248	
1517699.1503356	5032300.9633465	110.17465209961	
1517749.6543271	5032313.5554059	109.98518371582	
1517800.1583187	5032326.1474652	110.3268737793	
1517850.6623102	5032338.7395246	110.07913208008	
1517901.1663017	5032351.3315839	110.0908203125	
1517951.6702933	5032363.9236432	110.04850769043	
1518002.1742848	5032376.5157026	109.86023712158	
1518052.6782763	5032389.1077619	109.49248504639	
1518103.1822679	5032401.6998213	109.42641448975	
1518153.6862594	5032414.2918806	109.77487945557	
1518204.190251	5032426.88394	109.71012878418	
1518254.6942425	5032439.4759993	109.68783569336	
1518305.198234	5032452.0680587	109.91423797607	
1518355.7022256	5032464.660118	110.17501068115	
1518406.2062171	5032477.2521774	110.18395233154	
1518456.7102086	5032489.8442367	109.26651000977	
1518507.2142002	5032502.436296	109.08926391602	
1518557.7181917	5032515.0283554	108.60935211182	
1518608.2221832	5032527.6204147	108.51117706299	
1518658.7261748	5032540.2124741	108.21253967285	
1518709.2301663	5032552.8045334	108.02240753174	
1518759.7341578	5032565.3965928	107.81017303467	
1518810.2381494	5032577.9886521	107.56725311279	
1518860.7421409	5032590.5807115	107.42636108398	
1518911.2461324	5032603.1727708	107.53517150879	
1518961.750124	5032615.7648301	107.31352233887	
1519012.2541155	5032628.3568895	107.25736999512	
1519062.758107	5032640.9489488	107.17206573486	
1519113.2620986	5032653.5410082	107.22277832031	
1519163.7660901	5032666.1330675	107.17222595215	
1519214.2700817	5032678.7251269	106.96035766602	
1519264.7740732	5032691.3171862	106.9455947876	
1519315.2780647	5032703.9092456	106.70410919189	
1519365.7820563	5032716.5013049	106.60731506348	
1519416.2860478	5032729.0933643	106.34024810791	
1519466.7900393	5032741.6854236	106.4595489502	
1519517.2940309	5032754.2774829	106.70949554443	
1519567.7980224	5032766.8695423	106.19376373291	
1519618.3020139	5032779.4616016	106.62836456299	
1519668.8060055	5032792.053661	106.75995635986	
1519719.309997	5032804.6457203	106.82145690918	
1519769.8139885	5032817.2377797	107.41815948486	
1519820.3179801	5032829.829839	107.49443054199	
1519870.8219716	5032842.4218984	107.32576751709	
1519921.3259631	5032855.0139577	106.06232452393	
1519971.8299547	5032867.6060171	106.73571014404	
1520022.3339462	5032880.1980764	106.79386901855	
1520072.8379377	5032892.7901357	106.40777587891	
1520123.3419293	5032905.3821951	105.08262634277	
1520173.8459208	5032917.9742544	105.52729797363	
1520224.3499124	5032930.5663138	106.49645233154	
1520274.8539039	5032943.1583731	106.57167816162	
1520325.3578954	5032955.7504325	106.23041534424	
1520375.861887	5032968.3424918	106.03196716309	
1520426.3658785	5032980.9345512	105.13093566895	
1520476.86987	5032993.5266105	104.95742797852	
1520527.3738616	5033006.1186698	104.86456298828	
1520577.8778531	5033018.7107292	105.00511932373	
1520628.3818446	5033031.3027885	105.07873535156	
1520678.8858362	5033043.8948479	104.56265258789	
1520729.3898277	5033056.4869072	104.56871032715	
1520779.8938192	5033069.0789666	104.85422515869	
1520830.3978108	5033081.6710259	105.94450378418	
1520880.9018023	5033094.2630853	106.79550933838	
1520931.4057938	5033106.8551446	105.38793945312	
1520981.9097854	5033119.447204	105.34909820557	
1521032.4137769	5033132.0392633	105.34613037109	
1521082.9177684	5033144.6313226	105.39315032959	
1521133.42176	5033157.223382	105.47178649902	
1517155.2475448	5032115.7607273	110.09683227539	
1517205.7515363	5032128.3527867	110.01515197754	
1517256.2555279	5032140.944846	109.90484619141	
1517306.7595194	5032153.5369054	109.48529815674	
1517357.2635109	5032166.1289647	109.55499267578	
1517407.7675025	5032178.7210241	109.53914642334	
1517458.271494	5032191.3130834	110.13473510742	
1517508.7754855	5032203.9051428	109.91093444824	
1517559.2794771	5032216.4972021	110.65807342529	
1517609.7834686	5032229.0892614	110.57426452637	
1517660.2874601	5032241.6813208	110.34203338623	
1517710.7914517	5032254.2733801	110.17603302002	
1517761.2954432	5032266.8654395	110.26900482178	
1517811.7994347	5032279.4574988	110.56964111328	
1517862.3034263	5032292.0495582	110.17798614502	
1517912.8074178	5032304.6416175	109.92147064209	
1517963.3114094	5032317.2336769	110.06018066406	
1518013.8154009	5032329.8257362	109.81884765625	
1518064.3193924	5032342.4177955	109.44324493408	
1518114.823384	5032355.0098549	109.46020507812	
1518165.3273755	5032367.6019142	109.62857055664	
1518215.831367	5032380.1939736	109.71053314209	
1518266.3353586	5032392.7860329	109.69855499268	
1518316.8393501	5032405.3780923	109.78488922119	
1518367.3433416	5032417.9701516	110.16075897217	
1518417.8473332	5032430.562211	109.97508239746	
1518468.3513247	5032443.1542703	109.30615997314	
1518518.8553162	5032455.7463297	108.88954925537	
1518569.3593078	5032468.338389	108.37171173096	
1518619.8632993	5032480.9304483	108.24309539795	
1518670.3672908	5032493.5225077	108.06140136719	
1518720.8712824	5032506.114567	107.92673492432	
1518771.3752739	5032518.7066264	107.65447235107	
1518821.8792654	5032531.2986857	107.44998931885	
1518872.383257	5032543.8907451	107.42250061035	
1518922.8872485	5032556.4828044	107.46348571777	
1518973.3912401	5032569.0748638	107.29189300537	
1519023.8952316	5032581.6669231	107.25886535645	
1519074.3992231	5032594.2589824	107.0845489502	
1519124.9032147	5032606.8510418	107.27857971191	
1519175.4072062	5032619.4431011	107.20027923584	
1519225.9111977	5032632.0351605	107.16457366943	
1519276.4151893	5032644.6272198	106.9861907959	
1519326.9191808	5032657.2192792	106.93156433105	
1519377.4231723	5032669.8113385	106.77722167969	
1519427.9271639	5032682.4033979	106.49720001221	
1519478.4311554	5032694.9954572	106.28633117676	
1519528.9351469	5032707.5875166	106.48538208008	
1519579.4391385	5032720.1795759	106.39038085938	
1519629.94313	5032732.7716352	106.44657897949	
1519680.4471215	5032745.3636946	106.2078704834	
1519730.9511131	5032757.9557539	106.51860809326	
1519781.4551046	5032770.5478133	106.86951446533	
1519831.9590961	5032783.1398726	107.16403198242	
1519882.4630877	5032795.731932	107.10549926758	
1519932.9670792	5032808.3239913	106.90033721924	
1519983.4710708	5032820.9160507	106.1501159668	
1520033.9750623	5032833.50811	106.32518768311	
1520084.4790538	5032846.1001694	106.02838134766	
1520134.9830454	5032858.6922287	105.65070343018	
1520185.4870369	5032871.284288	105.61637115479	
1520235.9910284	5032883.8763474	106.37446594238	
1520286.49502	5032896.4684067	106.43312835693	
1520336.9990115	5032909.0604661	106.00484466553	
1520387.503003	5032921.6525254	105.81141662598	
1520438.0069946	5032934.2445848	105.40938568115	
1520488.5109861	5032946.8366441	104.89862060547	
1520539.0149776	5032959.4287035	105.00244140625	
1520589.5189692	5032972.0207628	105.00691986084	
1520640.0229607	5032984.6128221	104.95414733887	
1520690.5269522	5032997.2048815	104.71774291992	
1520741.0309438	5033009.7969408	104.28141784668	
1520791.5349353	5033022.3890002	104.24292755127	
1520842.0389268	5033034.9810595	104.44264221191	
1520892.5429184	5033047.5731189	105.94240570068	
1520943.0469099	5033060.1651782	106.04172515869	
1520993.5509015	5033072.7572376	105.21465301514	
1521044.054893	5033085.3492969	104.98965454102	
1521094.5588845	5033097.9413563	104.92685699463	
1521145.0628761	5033110.5334156	105.12143707275	
1517166.8886609	5032069.0707609	109.90979003906	
1517217.3926524	5032081.6628203	109.93152618408	
1517267.8966439	5032094.2548796	109.78924560547	
1517318.4006355	5032106.846939	109.19008636475	
1517368.904627	5032119.4389983	109.50208282471	
1517419.4086185	5032132.0310577	108.73621368408	
1517469.9126101	5032144.623117	109.88288116455	
1517520.4166016	5032157.2151764	110.21189880371	
1517570.9205931	5032169.8072357	110.5337600708	
1517621.4245847	5032182.3992951	110.50576782227	
1517671.9285762	5032194.9913544	110.36791992188	
1517722.4325677	5032207.5834137	110.62516021729	
1517772.9365593	5032220.1754731	110.38323974609	
1517823.4405508	5032232.7675324	110.3825302124	
1517873.9445424	5032245.3595918	110.09033966064	
1517924.4485339	5032257.9516511	109.82241821289	
1517974.9525254	5032270.5437105	109.57469940186	
1518025.456517	5032283.1357698	109.86783599854	
1518075.9605085	5032295.7278292	109.87220001221	
1518126.4645	5032308.3198885	109.51167297363	
1518176.9684916	5032320.9119479	109.65140533447	
1518227.4724831	5032333.5040072	109.68914794922	
1518277.9764746	5032346.0960665	109.53454589844	
1518328.4804662	5032358.6881259	110.07283782959	
1518378.9844577	5032371.2801852	110.29524230957	
1518429.4884492	5032383.8722446	109.8254699707	
1518479.9924408	5032396.4643039	108.76849365234	
1518530.4964323	5032409.0563633	108.5445022583	
1518581.0004238	5032421.6484226	108.27754211426	
1518631.5044154	5032434.240482	108.24813842773	
1518682.0084069	5032446.8325413	108.061668396	
1518732.5123984	5032459.4246006	107.94141387939	
1518783.01639	5032472.01666	107.64348602295	
1518833.5203815	5032484.6087193	107.61954498291	
1518884.0243731	5032497.2007787	107.56148529053	
1518934.5283646	5032509.792838	107.42314910889	
1518985.0323561	5032522.3848974	107.27362060547	
1519035.5363477	5032534.9769567	106.98438262939	
1519086.0403392	5032547.5690161	107.12191772461	
1519136.5443307	5032560.1610754	107.0987701416	
1519187.0483223	5032572.7531348	107.0835723877	
1519237.5523138	5032585.3451941	107.13081359863	
1519288.0563053	5032597.9372534	107.14837646484	
1519338.5602969	5032610.5293128	107.18230438232	
1519389.0642884	5032623.1213721	106.8862991333	
1519439.5682799	5032635.7134315	106.90399169922	
1519490.0722715	5032648.3054908	106.79325866699	
1519540.576263	5032660.8975502	106.77172851562	
1519591.0802545	5032673.4896095	106.56471252441	
1519641.5842461	5032686.0816689	106.32032775879	
1519692.0882376	5032698.6737282	106.50624084473	
1519742.5922291	5032711.2657875	106.55181121826	
1519793.0962207	5032723.8578469	106.10096740723	
1519843.6002122	5032736.4499062	106.97356414795	
1519894.1042038	5032749.0419656	107.21157836914	
1519944.6081953	5032761.6340249	107.22557067871	
1519995.1121868	5032774.2260843	106.18579101562	
1520045.6161784	5032786.8181436	105.73636627197	
1520096.1201699	5032799.410203	105.81719970703	
1520146.6241614	5032812.0022623	105.51858520508	
1520197.128153	5032824.5943217	105.5687789917	
1520247.6321445	5032837.186381	106.31648254395	
1520298.136136	5032849.7784403	106.19017028809	
1520348.6401276	5032862.3704997	105.45023345947	
1520399.1441191	5032874.962559	105.32810974121	
1520449.6481106	5032887.5546184	105.21971893311	
1520500.1521022	5032900.1466777	105.1404800415	
1520550.6560937	5032912.7387371	104.9545135498	
1520601.1600852	5032925.3307964	104.87631225586	
1520651.6640768	5032937.9228558	104.87392425537	
1520702.1680683	5032950.5149151	104.67156982422	
1520752.6720599	5032963.1069744	104.19239044189	
1520803.1760514	5032975.6990338	103.93665313721	
1520853.6800429	5032988.2910931	104.3512878418	
1520904.1840345	5033000.8831525	104.94043731689	
1520954.688026	5033013.4752118	106.37560272217	
1521005.1920175	5033026.0672712	105.24541473389	
1521055.6960091	5033038.6593305	104.91499328613	
