X	Y	DTM_smooth	
1517233.328227	5033523.816261	112.49303436279	
1517283.8322186	5033536.4083203	112.53244018555	
1517334.3362101	5033549.0003797	112.20376586914	
1517384.8402016	5033561.592439	112.10388183594	
1517435.3441932	5033574.1844984	112.05582427979	
1517485.8481847	5033586.7765577	112.01080322266	
1517536.3521762	5033599.3686171	111.82253265381	
1517586.8561678	5033611.9606764	111.83975219727	
1517637.3601593	5033624.5527358	112.09844970703	
1517687.8641509	5033637.1447951	112.12762451172	
1517738.3681424	5033649.7368544	111.94639587402	
1517788.8721339	5033662.3289138	111.76933288574	
1517839.3761255	5033674.9209731	111.7964630127	
1517889.880117	5033687.5130325	112.01181030273	
1517940.3841085	5033700.1050918	112.24787902832	
1517990.8881001	5033712.6971512	112.55474090576	
1518041.3920916	5033725.2892105	111.97389984131	
1518091.8960831	5033737.8812699	111.72013092041	
1518142.4000747	5033750.4733292	111.72143554688	
1518192.9040662	5033763.0653886	111.70468139648	
1518243.4080577	5033775.6574479	111.7045135498	
1518293.9120493	5033788.2495072	111.70336151123	
1518344.4160408	5033800.8415666	111.4853515625	
1518394.9200323	5033813.4336259	111.40791320801	
1518445.4240239	5033826.0256853	110.09851074219	
1518495.9280154	5033838.6177446	109.63024902344	
1518546.4320069	5033851.209804	111.91117095947	
1518596.9359985	5033863.8018633	115.37819671631	
1518647.43999	5033876.3939227	109.96136474609	
1518697.9439816	5033888.985982	110.62670898438	
1518748.4479731	5033901.5780414	110.32568359375	
1518798.9519646	5033914.1701007	109.64368438721	
1518849.4559562	5033926.76216	109.8752746582	
1518899.9599477	5033939.3542194	109.87062835693	
1518950.4639392	5033951.9462787	109.75658416748	
1519000.9679308	5033964.5383381	109.16761779785	
1519051.4719223	5033977.1303974	109.9955368042	
1519101.9759138	5033989.7224568	109.41205596924	
1519152.4799054	5034002.3145161	108.55144500732	
1519202.9838969	5034014.9065755	109.67755126953	
1519253.4878884	5034027.4986348	109.59701538086	
1519303.99188	5034040.0906941	109.47278594971	
1519354.4958715	5034052.6827535	109.81329345703	
1519404.999863	5034065.2748128	109.94512939453	
1519455.5038546	5034077.8668722	109.85050964355	
1519506.0078461	5034090.4589315	109.72343444824	
1519556.5118376	5034103.0509909	109.87256622314	
1519607.0158292	5034115.6430502	113.10620880127	
1519657.5198207	5034128.2351096	114.68869781494	
1519708.0238123	5034140.8271689	112.80053710938	
1519758.5278038	5034153.4192283	110.45734405518	
1519809.0317953	5034166.0112876	110.02165985107	
1519859.5357869	5034178.6033469	108.78818511963	
1519910.0397784	5034191.1954063	109.284324646	
1519960.5437699	5034203.7874656	107.86312103271	
1520011.0477615	5034216.379525	107.80806732178	
1520061.551753	5034228.9715843	108.07325744629	
1520112.0557445	5034241.5636437	108.19897460938	
1520162.5597361	5034254.155703	108.25140380859	
1520213.0637276	5034266.7477624	108.31402587891	
1520263.5677191	5034279.3398217	108.96873474121	
1520314.0717107	5034291.931881	109.17668151855	
1520364.5757022	5034304.5239404	109.27235412598	
1520415.0796937	5034317.1159997	109.67845916748	
1520465.5836853	5034329.7080591	109.3157119751	
1520516.0876768	5034342.3001184	108.697265625	
1520566.5916683	5034354.8921778	108.28824615479	
1520617.0956599	5034367.4842371	108.20880889893	
1520667.5996514	5034380.0762965	108.67803192139	
1520718.103643	5034392.6683558	108.67496490479	
1520768.6076345	5034405.2604152	108.40670776367	
1520819.111626	5034417.8524745	107.71545410156	
1516840.9374108	5033376.3898198	113.23664855957	
1516891.4414024	5033388.9818792	113.29988861084	
1516941.9453939	5033401.5739385	113.31934356689	
1516992.4493854	5033414.1659979	113.06304931641	
1517042.953377	5033426.7580572	113.16159820557	
1517093.4573685	5033439.3501166	113.14504241943	
1517143.96136	5033451.9421759	112.80457305908	
1517194.4653516	5033464.5342353	112.72444915771	
1517244.9693431	5033477.1262946	112.24499511719	
1517295.4733346	5033489.718354	112.49984741211	
1517345.9773262	5033502.3104133	112.06072235107	
1517396.4813177	5033514.9024726	112.13222503662	
1517446.9853092	5033527.494532	111.94660949707	
1517497.4893008	5033540.0865913	111.1847076416	
1517547.9932923	5033552.6786507	111.55358886719	
1517598.4972839	5033565.27071	111.95683288574	
1517649.0012754	5033577.8627694	112.22238922119	
1517699.5052669	5033590.4548287	111.94511413574	
1517750.0092585	5033603.0468881	111.4645614624	
1517800.51325	5033615.6389474	111.35376739502	
1517851.0172415	5033628.2310067	111.29637145996	
1517901.5212331	5033640.8230661	111.33108520508	
1517952.0252246	5033653.4151254	111.40280151367	
1518002.5292161	5033666.0071848	111.59088134766	
1518053.0332077	5033678.5992441	111.51258087158	
1518103.5371992	5033691.1913035	111.42672729492	
1518154.0411907	5033703.7833628	111.47207641602	
1518204.5451823	5033716.3754222	111.60276031494	
1518255.0491738	5033728.9674815	111.4811630249	
1518305.5531653	5033741.5595409	111.61632537842	
1518356.0571569	5033754.1516002	111.09077453613	
1518406.5611484	5033766.7436595	110.991355896	
1518457.0651399	5033779.3357189	109.87650299072	
1518507.5691315	5033791.9277782	109.42352294922	
1518558.073123	5033804.5198376	112.86418151855	
1518608.5771146	5033817.1118969	114.09875488281	
1518659.0811061	5033829.7039563	109.86173248291	
1518709.5850976	5033842.2960156	110.13382720947	
1518760.0890892	5033854.888075	110.01947021484	
1518810.5930807	5033867.4801343	109.8966217041	
1518861.0970722	5033880.0721937	109.89708709717	
1518911.6010638	5033892.664253	110.25886535645	
1518962.1050553	5033905.2563123	109.78268432617	
1519012.6090468	5033917.8483717	108.77040863037	
1519063.1130384	5033930.440431	109.88951873779	
1519113.6170299	5033943.0324904	110.03245544434	
1519164.1210214	5033955.6245497	109.58264160156	
1519214.625013	5033968.2166091	109.59088897705	
1519265.1290045	5033980.8086684	109.67372894287	
1519315.632996	5033993.4007278	109.60205078125	
1519366.1369876	5034005.9927871	109.84024810791	
1519416.6409791	5034018.5848464	110.06828308105	
1519467.1449707	5034031.1769058	110.03743743896	
1519517.6489622	5034043.7689651	109.96521759033	
1519568.1529537	5034056.3610245	109.78442382812	
1519618.6569453	5034068.9530838	112.37833404541	
1519669.1609368	5034081.5451432	115.27767181396	
1519719.6649283	5034094.1372025	112.12030792236	
1519770.1689199	5034106.7292619	112.33601379395	
1519820.6729114	5034119.3213212	108.55062866211	
1519871.1769029	5034131.9133806	108.14241027832	
1519921.6808945	5034144.5054399	108.98626708984	
1519972.184886	5034157.0974992	107.9409866333	
1520022.6888775	5034169.6895586	107.57913208008	
1520073.1928691	5034182.2816179	107.96282958984	
1520123.6968606	5034194.8736773	108.18269348145	
1520174.2008521	5034207.4657366	108.18646240234	
1520224.7048437	5034220.057796	108.27389526367	
1520275.2088352	5034232.6498553	108.6509552002	
1520325.7128267	5034245.2419147	108.58561706543	
1520376.2168183	5034257.833974	108.25840759277	
1520426.7208098	5034270.4260333	108.27806854248	
1520477.2248014	5034283.0180927	108.62403106689	
1520527.7287929	5034295.610152	108.92943572998	
1520578.2327844	5034308.2022114	109.38385009766	
1520628.736776	5034320.7942707	109.78472900391	
1520679.2407675	5034333.3863301	109.78553771973	
1520729.744759	5034345.9783894	109.66091918945	
1520780.2487506	5034358.5704488	108.5813369751	
1520830.7527421	5034371.1625081	108.06814575195	
1516852.5785269	5033329.6998535	112.97369384766	
1516903.0825184	5033342.2919128	112.49882507324	
1516953.58651	5033354.8839722	113.08698272705	
1517004.0905015	5033367.4760315	113.0491104126	
1517054.594493	5033380.0680908	112.98049163818	
1517105.0984846	5033392.6601502	112.87959289551	
1517155.6024761	5033405.2522095	112.58520507812	
1517206.1064676	5033417.8442689	112.20929718018	
1517256.6104592	5033430.4363282	112.13246917725	
1517307.1144507	5033443.0283876	112.17232513428	
1517357.6184423	5033455.6204469	111.99928283691	
1517408.1224338	5033468.2125063	111.85213470459	
1517458.6264253	5033480.8045656	111.60665130615	
1517509.1304169	5033493.3966249	111.38005828857	
1517559.6344084	5033505.9886843	111.38941955566	
1517610.1383999	5033518.5807436	111.8274230957	
1517660.6423915	5033531.172803	111.97011566162	
1517711.146383	5033543.7648623	111.71379089355	
1517761.6503745	5033556.3569217	111.48458862305	
1517812.1543661	5033568.948981	111.23726654053	
1517862.6583576	5033581.5410404	111.24478912354	
1517913.1623491	5033594.1330997	111.21620941162	
1517963.6663407	5033606.7251591	111.25914764404	
1518014.1703322	5033619.3172184	111.62945556641	
1518064.6743237	5033631.9092777	110.87799835205	
1518115.1783153	5033644.5013371	111.03411865234	
1518165.6823068	5033657.0933964	110.7857208252	
1518216.1862983	5033669.6854558	110.57376861572	
1518266.6902899	5033682.2775151	110.64533233643	
1518317.1942814	5033694.8695745	110.46670532227	
1518367.698273	5033707.4616338	110.33255767822	
1518418.2022645	5033720.0536932	110.44360351562	
1518468.706256	5033732.6457525	109.67867279053	
1518519.2102476	5033745.2378118	110.00917816162	
1518569.7142391	5033757.8298712	114.35396575928	
1518620.2182306	5033770.4219305	112.12311553955	
1518670.7222222	5033783.0139899	109.49907684326	
1518721.2262137	5033795.6060492	110.19889068604	
1518771.7302052	5033808.1981086	109.98388671875	
1518822.2341968	5033820.7901679	109.86444091797	
1518872.7381883	5033833.3822273	110.61842346191	
1518923.2421798	5033845.9742866	110.33101654053	
1518973.7461714	5033858.566346	110.43685150146	
1519024.2501629	5033871.1584053	109.56474304199	
1519074.7541544	5033883.7504646	109.77025604248	
1519125.258146	5033896.342524	109.83974456787	
1519175.7621375	5033908.9345833	109.89653015137	
1519226.266129	5033921.5266427	109.63605499268	
1519276.7701206	5033934.118702	109.44253540039	
1519327.2741121	5033946.7107614	109.8204498291	
1519377.7781037	5033959.3028207	109.81707000732	
1519428.2820952	5033971.8948801	110.13355255127	
1519478.7860867	5033984.4869394	110.30867767334	
1519529.2900783	5033997.0789987	109.92491912842	
1519579.7940698	5034009.6710581	109.94300842285	
1519630.2980613	5034022.2631174	111.73601531982	
1519680.8020529	5034034.8551768	114.66110992432	
1519731.3060444	5034047.4472361	111.19081878662	
1519781.8100359	5034060.0392955	111.11085510254	
1519832.3140275	5034072.6313548	107.62482452393	
1519882.818019	5034085.2234142	108.03856658936	
1519933.3220105	5034097.8154735	108.86907196045	
1519983.8260021	5034110.4075329	108.38063812256	
1520034.3299936	5034122.9995922	107.93199920654	
1520084.8339851	5034135.5916515	108.17204284668	
1520135.3379767	5034148.1837109	108.04333496094	
1520185.8419682	5034160.7757702	107.98380279541	
1520236.3459597	5034173.3678296	108.06782531738	
1520286.8499513	5034185.9598889	107.83855438232	
1520337.3539428	5034198.5519483	108.40068817139	
1520387.8579344	5034211.1440076	108.7663192749	
1520438.3619259	5034223.736067	108.69068908691	
1520488.8659174	5034236.3281263	108.11819458008	
1520539.369909	5034248.9201856	107.99405670166	
1520589.8739005	5034261.512245	107.82082366943	
1520640.377892	5034274.1043043	108.00305175781	
1520690.8818836	5034286.6963637	108.63708496094	
1520741.3858751	5034299.288423	108.98139190674	
1520791.8898666	5034311.8804824	109.43444824219	
1520842.3938582	5034324.4725417	109.27387237549	
1516864.219643	5033283.0098871	112.82627105713	
1516914.7236345	5033295.6019464	111.91708374023	
1516965.227626	5033308.1940058	112.69155883789	
1517015.7316176	5033320.7860651	112.71278381348	
1517066.2356091	5033333.3781245	112.60149383545	
1517116.7396006	5033345.9701838	112.62921142578	
1517167.2435922	5033358.5622431	112.38510131836	
1517217.7475837	5033371.1543025	112.13362884521	
1517268.2515753	5033383.7463618	112.03356170654	
1517318.7555668	5033396.3384212	111.948387146	
1517369.2595583	5033408.9304805	111.80846405029	
1517419.7635499	5033421.5225399	111.6135635376	
1517470.2675414	5033434.1145992	111.28108978271	
1517520.7715329	5033446.7066586	111.15574645996	
1517571.2755245	5033459.2987179	111.13011932373	
1517621.779516	5033471.8907772	111.21106719971	
1517672.2835075	5033484.4828366	111.05272674561	
1517722.7874991	5033497.0748959	111.09128570557	
1517773.2914906	5033509.6669553	111.24192810059	
1517823.7954821	5033522.2590146	111.15502166748	
1517874.2994737	5033534.851074	111.13124084473	
1517924.8034652	5033547.4431333	111.11243438721	
1517975.3074567	5033560.0351927	110.60034179688	
1518025.8114483	5033572.627252	110.61267852783	
1518076.3154398	5033585.2193114	110.35328674316	
1518126.8194313	5033597.8113707	110.5671081543	
1518177.3234229	5033610.40343	110.44732666016	
1518227.8274144	5033622.9954894	110.24980926514	
1518278.331406	5033635.5875487	110.37533569336	
1518328.8353975	5033648.1796081	109.97245788574	
1518379.339389	5033660.7716674	109.14453887939	
1518429.8433806	5033673.3637268	107.75650024414	
1518480.3473721	5033685.9557861	108.4774017334	
1518530.8513636	5033698.5478455	110.72643280029	
1518581.3553552	5033711.1399048	114.91118621826	
1518631.8593467	5033723.7319641	110.63561248779	
1518682.3633382	5033736.3240235	109.79749298096	
1518732.8673298	5033748.9160828	109.77206420898	
1518783.3713213	5033761.5081422	109.7149810791	
1518833.8753128	5033774.1002015	109.41693878174	
1518884.3793044	5033786.6922609	109.83026123047	
1518934.8832959	5033799.2843202	109.65405273438	
1518985.3872874	5033811.8763796	109.72316741943	
1519035.891279	5033824.4684389	109.20227813721	
1519086.3952705	5033837.0604983	109.57469940186	
1519136.8992621	5033849.6525576	109.65299224854	
1519187.4032536	5033862.2446169	109.75984954834	
1519237.9072451	5033874.8366763	109.44185638428	
1519288.4112367	5033887.4287356	109.24691009521	
1519338.9152282	5033900.020795	109.74450683594	
1519389.4192197	5033912.6128543	109.48874664307	
1519439.9232113	5033925.2049137	109.78702545166	
1519490.4272028	5033937.796973	109.9029083252	
1519540.9311943	5033950.3890324	110.60545349121	
1519591.4351859	5033962.9810917	110.14569854736	
1519641.9391774	5033975.573151	110.71067810059	
1519692.4431689	5033988.1652104	113.22129058838	
1519742.9471605	5034000.7572697	111.49570465088	
1519793.451152	5034013.3493291	109.41806030273	
1519843.9551435	5034025.9413884	107.23686981201	
1519894.4591351	5034038.5334478	108.10717010498	
1519944.9631266	5034051.1255071	108.75407409668	
1519995.4671181	5034063.7175665	108.38530731201	
1520045.9711097	5034076.3096258	107.77349090576	
1520096.4751012	5034088.9016852	107.90273284912	
1520146.9790928	5034101.4937445	107.92136383057	
1520197.4830843	5034114.0858038	108.00089263916	
1520247.9870758	5034126.6778632	107.79202270508	
1520298.4910674	5034139.2699225	107.56497192383	
1520348.9950589	5034151.8619819	108.1254196167	
1520399.4990504	5034164.4540412	108.35227966309	
1520450.003042	5034177.0461006	108.43455505371	
1520500.5070335	5034189.6381599	108.23751831055	
1520551.011025	5034202.2302193	107.99945068359	
1520601.5150166	5034214.8222786	107.90679168701	
1520652.0190081	5034227.4143379	107.75109100342	
1520702.5229996	5034240.0063973	107.69652557373	
1520753.0269912	5034252.5984566	107.65061950684	
1520803.5309827	5034265.190516	107.66932678223	
1520854.0349742	5034277.7825753	108.31971740723	
1516875.860759	5033236.3199207	112.88975524902	
1516926.3647506	5033248.91198	112.73126983643	
1516976.8687421	5033261.5040394	112.72732543945	
1517027.3727337	5033274.0960987	112.57125091553	
1517077.8767252	5033286.6881581	112.50472259521	
1517128.3807167	5033299.2802174	112.27743530273	
1517178.8847083	5033311.8722768	112.17926025391	
1517229.3886998	5033324.4643361	111.90189361572	
1517279.8926913	5033337.0563954	111.77309417725	
1517330.3966829	5033349.6484548	111.88122558594	
1517380.9006744	5033362.2405141	111.69940185547	
1517431.4046659	5033374.8325735	111.409034729	
1517481.9086575	5033387.4246328	111.06594848633	
1517532.412649	5033400.0166922	110.8829498291	
1517582.9166405	5033412.6087515	110.8803024292	
1517633.4206321	5033425.2008109	110.75001525879	
1517683.9246236	5033437.7928702	110.50527191162	
1517734.4286151	5033450.3849295	110.63901519775	
1517784.9326067	5033462.9769889	110.79053497314	
1517835.4365982	5033475.5690482	110.45174407959	
1517885.9405897	5033488.1611076	110.63271331787	
1517936.4445813	5033500.7531669	110.80024719238	
1517986.9485728	5033513.3452263	110.61038970947	
1518037.4525644	5033525.9372856	110.3742980957	
1518087.9565559	5033538.529345	110.34254455566	
1518138.4605474	5033551.1214043	110.41872406006	
