time,CUNIT1,CUNIT2,CUNIT3,AQUITARD6,AQUITARD7,AQUITARD8,NODELAY4,NODELAY5,NODELAY9,NODELAY10,DELAY11,DELAY12,DELAY13,ES14,TC02,SKC02,TC03,SKC03,TC04,SKC04,TC05,SKC05,TC07,SKC07,TC08,SKC08,TC09,SKC09,TC10,SKC10,TC12,SKC12,TC14,SKC14
334.8125000000,0.3496235312E-04,0.2014855902E-04,0.1071671913E-04,0.5181039857E-04,0.3520214417E-04,0.5296109855E-04,0.1668902371E-04,0.3401479037E-05,0.5276217233E-04,0.4080608870E-05,0.2613337493E-04,0.4146138675E-04,0.2581879918E-04,327.4730914,0.3496235312E-04,0.000000000,0.2014855902E-04,0.000000000,0.1071671913E-04,0.000000000,0.5879160766E-04,0.1596920903E-04,0.7439158391E-04,0.7099010487E-04,0.5181039857E-04,0.000000000,0.3520214417E-04,0.000000000,0.5296109855E-04,0.000000000,0.1245575770E-02,0.1151352211E-02,0.1780953402E-03,0.1481959322E-03
365.2500000000,0.3571729520E-04,0.2214724598E-04,0.1293200685E-04,0.5849419094E-04,0.4212297443E-04,0.5993573641E-04,0.1825787032E-04,0.3722396074E-05,0.5499042624E-04,0.4468410520E-05,0.2860250675E-04,0.4321608093E-04,0.2828135844E-04,327.5190616,0.3571729520E-04,0.000000000,0.2214724598E-04,0.000000000,0.1293200685E-04,0.000000000,0.6433076675E-04,0.1747038968E-04,0.8141015625E-04,0.7768776017E-04,0.5849419094E-04,0.000000000,0.4212297443E-04,0.000000000,0.5993573641E-04,0.000000000,0.1298182654E-02,0.1199976147E-02,0.1950295317E-03,0.1622797627E-03
395.6875000000,0.3646580298E-04,0.2412056573E-04,0.1506099829E-04,0.6511707890E-04,0.4950539147E-04,0.6687275292E-04,0.1965300928E-04,0.4008012989E-05,0.5701418314E-04,0.4815059273E-05,0.3081157778E-04,0.4481726686E-04,0.3049186490E-04,327.5601592,0.3646580298E-04,0.000000000,0.2412056573E-04,0.000000000,0.1506099829E-04,0.000000000,0.6926994192E-04,0.1880535486E-04,0.8765670208E-04,0.8364868909E-04,0.6511707890E-04,0.000000000,0.4950539147E-04,0.000000000,0.6687275292E-04,0.000000000,0.1345969093E-02,0.1244137643E-02,0.2101759622E-03,0.1748690380E-03
426.1250000000,0.3720689256E-04,0.2604999527E-04,0.1705167921E-04,0.7152722284E-04,0.5725764285E-04,0.7361764022E-04,0.2087423519E-04,0.4258118164E-05,0.5879869940E-04,0.5118900087E-05,0.3274773156E-04,0.4623176090E-04,0.3243130626E-04,327.5961859,0.3720689256E-04,0.000000000,0.2604999527E-04,0.000000000,0.1705167921E-04,0.000000000,0.7359587480E-04,0.1997390805E-04,0.9312659323E-04,0.8886847507E-04,0.7152722284E-04,0.000000000,0.5725764285E-04,0.000000000,0.7361764022E-04,0.000000000,0.1388109028E-02,0.1283078567E-02,0.2234539695E-03,0.1859037631E-03
456.5625000000,0.3793969856E-04,0.2793157207E-04,0.1895934286E-04,0.7779801247E-04,0.6531165476E-04,0.8023551117E-04,0.2209410900E-04,0.4507836470E-05,0.6054200986E-04,0.5420975309E-05,0.3466847423E-04,0.4760659419E-04,0.3435031152E-04,327.6320076,0.3793969856E-04,0.000000000,0.2793157207E-04,0.000000000,0.1895934286E-04,0.000000000,0.7790375068E-04,0.2114116745E-04,0.9858802344E-04,0.9408018697E-04,0.7779801247E-04,0.000000000,0.6531165476E-04,0.000000000,0.8023551117E-04,0.000000000,0.1429268921E-02,0.1321120317E-02,0.2366456532E-03,0.1968743664E-03
487.0000000000,0.3866404655E-04,0.2976785818E-04,0.2081543949E-04,0.8398075300E-04,0.7361635490E-04,0.8677173384E-04,0.2331318174E-04,0.4757426416E-05,0.6227794820E-04,0.5722935965E-05,0.3658713312E-04,0.4897396927E-04,0.3626782461E-04,327.6678199,0.3866404655E-04,0.000000000,0.2976785818E-04,0.000000000,0.2081543949E-04,0.000000000,0.8220797520E-04,0.2230766034E-04,0.1040466464E-03,0.9928921994E-04,0.8398075300E-04,0.000000000,0.7361635490E-04,0.000000000,0.8677173384E-04,0.000000000,0.1470253113E-02,0.1359001196E-02,0.2498315696E-03,0.2078408090E-03
517.4375000000,0.3938034309E-04,0.3156393774E-04,0.2263809066E-04,0.9011022645E-04,0.8213283451E-04,0.9325775593E-04,0.2453147598E-04,0.5006892901E-05,0.6401234259E-04,0.6024856818E-05,0.3850451568E-04,0.5033982052E-04,0.3818503534E-04,327.7036317,0.3938034309E-04,0.000000000,0.3156393774E-04,0.000000000,0.2263809066E-04,0.000000000,0.8650939994E-04,0.2347340829E-04,0.1095025691E-03,0.1044956762E-03,0.9011022645E-04,0.000000000,0.8213283451E-04,0.000000000,0.9325775593E-04,0.000000000,0.1511200546E-02,0.1396848383E-02,0.2630156982E-03,0.2188058060E-03
547.8750000000,0.4008933667E-04,0.3332550502E-04,0.2443802293E-04,0.9620982305E-04,0.9083094188E-04,0.9971522073E-04,0.2574899886E-04,0.5256238035E-05,0.6574619952E-04,0.6326741554E-05,0.4042068018E-04,0.5170519406E-04,0.4010201377E-04,327.7394435,0.4008933667E-04,0.000000000,0.3332550502E-04,0.000000000,0.2443802293E-04,0.000000000,0.9080809720E-04,0.2463841817E-04,0.1149558379E-03,0.1096995999E-03,0.9620982305E-04,0.000000000,0.9083094188E-04,0.000000000,0.9971522073E-04,0.000000000,0.1552135236E-02,0.1434683842E-02,0.2761982467E-03,0.2297694914E-03
578.3125000000,0.4079191787E-04,0.3505800246E-04,0.2622180190E-04,0.1022951019E-03,0.9968688006E-04,0.1061588760E-03,0.2696575474E-04,0.5505463250E-05,0.6747969302E-04,0.6628590375E-05,0.4233563650E-04,0.5307027192E-04,0.4201876396E-04,327.7752553,0.4079191787E-04,0.000000000,0.3505800246E-04,0.000000000,0.2622180190E-04,0.000000000,0.9510408537E-04,0.2580269413E-04,0.1204064840E-03,0.1149010208E-03,0.1022951019E-03,0.000000000,0.9968688006E-04,0.000000000,0.1061588760E-03,0.000000000,0.1593061336E-02,0.1472511371E-02,0.2893792267E-03,0.2407318724E-03
608.7500000000,0.4148898890E-04,0.3676627810E-04,0.2799360512E-04,0.1083762532E-03,0.1086815083E-03,0.1125986290E-03,0.2818174672E-04,0.5754569522E-05,0.6921285328E-04,0.6930403299E-05,0.4424938978E-04,0.5443508569E-04,0.4393528619E-04,327.8110672,0.4148898890E-04,0.000000000,0.3676627810E-04,0.000000000,0.2799360512E-04,0.000000000,0.9939737563E-04,0.2696623913E-04,0.1258545288E-03,0.1200999593E-03,0.1083762532E-03,0.000000000,0.1086815083E-03,0.000000000,0.1125986290E-03,0.000000000,0.1633979566E-02,0.1510331627E-02,0.3025586392E-03,0.2516929498E-03
639.1875000000,0.4218139115E-04,0.3845449323E-04,0.2975620361E-04,0.1144597990E-03,0.1177991376E-03,0.1190409987E-03,0.2939697717E-04,0.6003557519E-05,0.7094568561E-04,0.7232180335E-05,0.4616194382E-04,0.5579964093E-04,0.4585158051E-04,327.8468790,0.4218139115E-04,0.000000000,0.3845449323E-04,0.000000000,0.2975620361E-04,0.000000000,0.1036879764E-03,0.2812905544E-04,0.1312999869E-03,0.1252964294E-03,0.1144597990E-03,0.000000000,0.1177991376E-03,0.000000000,0.1190409987E-03,0.000000000,0.1674890055E-02,0.1548144728E-02,0.3157364846E-03,0.2626527238E-03
669.6250000000,0.4286987215E-04,0.4012614439E-04,0.3151151272E-04,0.1205497671E-03,0.1270266727E-03,0.1254901406E-03,0.3061144799E-04,0.6252427694E-05,0.7267819104E-04,0.7533921492E-05,0.4807330169E-04,0.5716393866E-04,0.4776764700E-04,327.8826908,0.4286987215E-04,0.000000000,0.4012614439E-04,0.000000000,0.3151151272E-04,0.000000000,0.1079758946E-03,0.2929114489E-04,0.1367428681E-03,0.1304904404E-03,0.1205497671E-03,0.000000000,0.1270266727E-03,0.000000000,0.1254901406E-03,0.000000000,0.1715792825E-02,0.1585950695E-02,0.3289127632E-03,0.2736111947E-03
700.0625000000,0.4355507607E-04,0.4178413203E-04,0.3326090723E-04,0.1266484997E-03,0.1363529980E-03,0.1319485702E-03,0.3182516084E-04,0.6501180358E-05,0.7441036983E-04,0.7835626778E-05,0.4998346599E-04,0.5852797916E-04,0.4968348570E-04,327.9185026,0.4355507607E-04,0.000000000,0.4178413203E-04,0.000000000,0.3326090723E-04,0.000000000,0.1122611359E-03,0.3045250907E-04,0.1421831794E-03,0.1356819990E-03,0.1266484997E-03,0.000000000,0.1363529980E-03,0.000000000,0.1319485702E-03,0.000000000,0.1756687884E-02,0.1623749535E-02,0.3420874755E-03,0.2845683630E-03
730.5000000000,0.4423754713E-04,0.4343084288E-04,0.3500540599E-04,0.1327572095E-03,0.1457685353E-03,0.1384176730E-03,0.3303811719E-04,0.6749815728E-05,0.7614222215E-04,0.8137296202E-05,0.5189243906E-04,0.5989176254E-04,0.5159909667E-04,327.9543144,0.4423754713E-04,0.000000000,0.4343084288E-04,0.000000000,0.3500540599E-04,0.000000000,0.1165437056E-03,0.3161314936E-04,0.1476209254E-03,0.1408711096E-03,0.1327572095E-03,0.000000000,0.1457685353E-03,0.000000000,0.1384176730E-03,0.000000000,0.1797575235E-02,0.1661541251E-02,0.3552606217E-03,0.2955242288E-03
760.9375000000,0.4491769414E-04,0.4506823448E-04,0.3674581003E-04,0.1388764139E-03,0.1552649445E-03,0.1448981161E-03,0.3425036051E-04,0.6998342558E-05,0.7787379994E-04,0.8438939943E-05,0.5380028648E-04,0.6125532816E-04,0.5351454265E-04,327.9901275,0.4491769414E-04,0.000000000,0.4506823448E-04,0.000000000,0.3674581003E-04,0.000000000,0.1208237544E-03,0.3277310739E-04,0.1530562976E-03,0.1460579550E-03,0.1388764139E-03,0.000000000,0.1552649445E-03,0.000000000,0.1448981161E-03,0.000000000,0.1838456103E-02,0.1699326975E-02,0.3684326445E-03,0.3064791619E-03
791.3750000000,0.4559586538E-04,0.4669789075E-04,0.3848272815E-04,0.1450061236E-03,0.1648348564E-03,0.1513900275E-03,0.3546189209E-04,0.7246761002E-05,0.7960511041E-04,0.8740558347E-05,0.5570701297E-04,0.6261868290E-04,0.5542982757E-04,328.0259417,0.4559586538E-04,0.000000000,0.4669789075E-04,0.000000000,0.3848272815E-04,0.000000000,0.1251012894E-03,0.3393238437E-04,0.1584892993E-03,0.1512425383E-03,0.1450061236E-03,0.000000000,0.1648348564E-03,0.000000000,0.1513900275E-03,0.000000000,0.1879330660E-02,0.1737106867E-02,0.3816035608E-03,0.3174331748E-03
821.8125000000,0.4627239993E-04,0.4832109658E-04,0.4021660968E-04,0.1511459793E-03,0.1744716878E-03,0.1578931332E-03,0.3667267093E-04,0.7495062538E-05,0.8133610309E-04,0.9042141264E-05,0.5761255703E-04,0.6398178887E-04,0.5734488904E-04,328.0617560,0.4627239993E-04,0.000000000,0.4832109658E-04,0.000000000,0.4021660968E-04,0.000000000,0.1293761690E-03,0.3509094107E-04,0.1639197442E-03,0.1564246817E-03,0.1511459793E-03,0.000000000,0.1744716878E-03,0.000000000,0.1578931332E-03,0.000000000,0.1920197716E-02,0.1774879824E-02,0.3947729293E-03,0.3283858990E-03
852.2500000000,0.4694756888E-04,0.4993890964E-04,0.4194782222E-04,0.1572954483E-03,0.1841695391E-03,0.1644069549E-03,0.3788269803E-04,0.7743247180E-05,0.8306677118E-04,0.9343688364E-05,0.5951691756E-04,0.6534463955E-04,0.5925972321E-04,328.0975704,0.4694756888E-04,0.000000000,0.4993890964E-04,0.000000000,0.4194782222E-04,0.000000000,0.1336483941E-03,0.3624877847E-04,0.1693476326E-03,0.1616043854E-03,0.1572954483E-03,0.000000000,0.1841695391E-03,0.000000000,0.1644069549E-03,0.000000000,0.1961057108E-02,0.1812645698E-02,0.4079407339E-03,0.3393373224E-03
882.6875000000,0.4762158733E-04,0.5155219041E-04,0.4367666188E-04,0.1634538957E-03,0.1939230807E-03,0.1709308853E-03,0.3909197448E-04,0.7991314987E-05,0.8479711360E-04,0.9645199641E-05,0.6142009612E-04,0.6670723384E-04,0.6117432990E-04,328.1333847,0.4762158733E-04,0.000000000,0.5155219041E-04,0.000000000,0.4367666188E-04,0.000000000,0.1379179682E-03,0.3740589759E-04,0.1747729658E-03,0.1667816508E-03,0.1634538957E-03,0.000000000,0.1939230807E-03,0.000000000,0.1709308853E-03,0.000000000,0.2001908812E-02,0.1850404465E-02,0.4211069743E-03,0.3502874447E-03
913.1250000000,0.4829462756E-04,0.5316163798E-04,0.4540336783E-04,0.1696206370E-03,0.2037274756E-03,0.1774642460E-03,0.4030050133E-04,0.8239266012E-05,0.8652713029E-04,0.9946675101E-05,0.6332209436E-04,0.6806957160E-04,0.6308870916E-04,328.1691990,0.4829462756E-04,0.000000000,0.5316163798E-04,0.000000000,0.4540336783E-04,0.000000000,0.1421848951E-03,0.3856229944E-04,0.1801957449E-03,0.1719564789E-03,0.1696206370E-03,0.000000000,0.2037274756E-03,0.000000000,0.1774642460E-03,0.000000000,0.2042752826E-02,0.1888156124E-02,0.4342716506E-03,0.3612362664E-03
943.5625000000,0.4896682824E-04,0.5476781985E-04,0.4712813368E-04,0.1757949735E-03,0.2135783179E-03,0.1840063273E-03,0.4150827961E-04,0.8487100307E-05,0.8825682133E-04,0.1024811475E-04,0.6522291388E-04,0.6943165290E-04,0.6500286103E-04,328.2050133,0.4896682824E-04,0.000000000,0.5476781985E-04,0.000000000,0.4712813368E-04,0.000000000,0.1464491785E-03,0.3971798500E-04,0.1856159711E-03,0.1771288708E-03,0.1757949735E-03,0.000000000,0.2135783179E-03,0.000000000,0.1840063273E-03,0.000000000,0.2083589151E-02,0.1925900677E-02,0.4474347633E-03,0.3721837875E-03
974.0000000000,0.4963830142E-04,0.5637119650E-04,0.4885111633E-04,0.1819762143E-03,0.2234715827E-03,0.1905564150E-03,0.4271531031E-04,0.8734817925E-05,0.8998618683E-04,0.1054951861E-04,0.6712255628E-04,0.7079347783E-04,0.6691678557E-04,328.2408276,0.4963830142E-04,0.000000000,0.5637119650E-04,0.000000000,0.4885111633E-04,0.000000000,0.1507108218E-03,0.4087295523E-04,0.1910336455E-03,0.1822988276E-03,0.1819762143E-03,0.000000000,0.2234715827E-03,0.000000000,0.1905564150E-03,0.000000000,0.2124417791E-02,0.1963638127E-02,0.4605963128E-03,0.3831300086E-03
1004.437500000,0.5030913773E-04,0.5797214144E-04,0.5057244307E-04,0.1881636907E-03,0.2334035856E-03,0.1971138080E-03,0.4392159442E-04,0.8982418920E-05,0.9171522691E-04,0.1085088667E-04,0.6902102312E-04,0.7215504649E-04,0.6883048283E-04,328.2766420,0.5030913773E-04,0.000000000,0.5797214144E-04,0.000000000,0.5057244307E-04,0.000000000,0.1549698286E-03,0.4202721108E-04,0.1964487694E-03,0.1874663504E-03,0.1881636907E-03,0.000000000,0.2334035856E-03,0.000000000,0.1971138080E-03,0.000000000,0.2165238748E-02,0.2001368475E-02,0.4737562994E-03,0.3940749299E-03
1034.875000000,0.5097941061E-04,0.5957095765E-04,0.5229221725E-04,0.1943567643E-03,0.2433709477E-03,0.2036778294E-03,0.4512713293E-04,0.9229903351E-05,0.9344394171E-04,0.1115221895E-04,0.7091831592E-04,0.7351635897E-04,0.7074395286E-04,328.3124563,0.5097941061E-04,0.000000000,0.5957095765E-04,0.000000000,0.5229221725E-04,0.000000000,0.1592262023E-03,0.4318075348E-04,0.2018613439E-03,0.1926314405E-03,0.1943567643E-03,0.000000000,0.2433709477E-03,0.000000000,0.2036778294E-03,0.000000000,0.2206052026E-02,0.2039091725E-02,0.4869147235E-03,0.4050185516E-03
1065.312500000,0.5164917954E-04,0.6116789085E-04,0.5401052285E-04,0.2005548315E-03,0.2533705668E-03,0.2102478335E-03,0.4633192680E-04,0.9477271275E-05,0.9517233133E-04,0.1145351546E-04,0.7281443622E-04,0.7487741538E-04,0.7265719573E-04,328.3482706,0.5164917954E-04,0.000000000,0.6116789085E-04,0.000000000,0.5401052285E-04,0.000000000,0.1634799464E-03,0.4433358335E-04,0.2072713704E-03,0.1977940991E-03,0.2005548315E-03,0.000000000,0.2533705668E-03,0.000000000,0.2102478335E-03,0.000000000,0.2246857626E-02,0.2076807879E-02,0.5000715854E-03,0.4159608742E-03
1095.750000000,0.5231849279E-04,0.6276314032E-04,0.5572742818E-04,0.2067573260E-03,0.2633995916E-03,0.2168232096E-03,0.4753597697E-04,0.9724522757E-05,0.9690039591E-04,0.1175477620E-04,0.7470938551E-04,0.7623821579E-04,0.7457021148E-04,328.3840849,0.5231849279E-04,0.000000000,0.6276314032E-04,0.000000000,0.5572742818E-04,0.000000000,0.1677310641E-03,0.4548570160E-04,0.2126788502E-03,0.2029543275E-03,0.2067573260E-03,0.000000000,0.2633995916E-03,0.000000000,0.2168232096E-03,0.000000000,0.2287655552E-02,0.2114516940E-02,0.5132268856E-03,0.4269018979E-03
1126.187500000,0.5298743304E-04,0.6435685168E-04,0.5744289232E-04,0.2129635135E-03,0.2734553487E-03,0.2234031815E-03,0.4873910315E-04,0.9971620821E-05,0.9862791716E-04,0.1205595741E-04,0.7660289349E-04,0.7759859603E-04,0.7648273165E-04,328.4198940,0.5298743304E-04,0.000000000,0.6435685168E-04,0.000000000,0.5744289232E-04,0.000000000,0.1719789324E-03,0.4663693572E-04,0.2180829748E-03,0.2081113539E-03,0.2129635135E-03,0.000000000,0.2734553487E-03,0.000000000,0.2234031815E-03,0.000000000,0.2328440659E-02,0.2152214145E-02,0.5263787222E-03,0.4378400332E-03
1156.625000000,0.5365605639E-04,0.6594914998E-04,0.5915691142E-04,0.2191727574E-03,0.2835353650E-03,0.2299870676E-03,0.4994130604E-04,0.1021856532E-04,0.1003548598E-03,0.1235705742E-04,0.7849494861E-04,0.7895852236E-04,0.7839473694E-04,328.4556977,0.5365605639E-04,0.000000000,0.6594914998E-04,0.000000000,0.5915691142E-04,0.000000000,0.1762235410E-03,0.4778728637E-04,0.2234837408E-03,0.2132651755E-03,0.2191727574E-03,0.000000000,0.2835353650E-03,0.000000000,0.2299870676E-03,0.000000000,0.2369212107E-02,0.2189898725E-02,0.5395270137E-03,0.4487752193E-03
1187.062500000,0.5432435606E-04,0.6754015076E-04,0.6086959101E-04,0.2253846999E-03,0.2936373965E-03,0.2365744605E-03,0.5114276792E-04,0.1046539337E-04,0.1020814364E-03,0.1265811993E-04,0.8038582354E-04,0.8031815302E-04,0.8030649474E-04,328.4915012,0.5432435606E-04,0.000000000,0.6754015076E-04,0.000000000,0.6086959101E-04,0.000000000,0.1804655194E-03,0.4893692797E-04,0.2288819601E-03,0.2184165668E-03,0.2253846999E-03,0.000000000,0.2936373965E-03,0.000000000,0.2365744605E-03,0.000000000,0.2409974906E-02,0.2227575316E-02,0.5526736586E-03,0.4597090439E-03
1217.500000000,0.5499233325E-04,0.6912993975E-04,0.6258099434E-04,0.2315989825E-03,0.3037593768E-03,0.2431649556E-03,0.5234349026E-04,0.1071210532E-04,0.1038076815E-03,0.1295914666E-04,0.8227553318E-04,0.8167752093E-04,0.8221802448E-04,328.5273047,0.5499233325E-04,0.000000000,0.6912993975E-04,0.000000000,0.6258099434E-04,0.000000000,0.1847048854E-03,0.5008586192E-04,0.2342776401E-03,0.2235655348E-03,0.2315989825E-03,0.000000000,0.3037593768E-03,0.000000000,0.2431649556E-03,0.000000000,0.2450729876E-02,0.2265244673E-02,0.5658187398E-03,0.4706415687E-03
1247.937500000,0.5565999546E-04,0.7071858773E-04,0.6429116460E-04,0.2378152594E-03,0.3138994121E-03,0.2497581648E-03,0.5354347399E-04,0.1095870124E-04,0.1055336011E-03,0.1326013768E-04,0.8416407980E-04,0.8303663221E-04,0.8412932744E-04,328.5631082,0.5565999546E-04,0.000000000,0.7071858773E-04,0.000000000,0.6429116460E-04,0.000000000,0.1889416429E-03,0.5123408913E-04,0.2396707825E-03,0.2287120813E-03,0.2378152594E-03,0.000000000,0.3138994121E-03,0.000000000,0.2497581648E-03,0.000000000,0.2491477161E-02,0.2302906928E-02,0.5789622619E-03,0.4815727968E-03
1278.375000000,0.5632735204E-04,0.7230615300E-04,0.6600013247E-04,0.2440332010E-03,0.3240557639E-03,0.2563537204E-03,0.5474272006E-04,0.1120518121E-04,0.1072591964E-03,0.1356109300E-04,0.8605146489E-04,0.8439548801E-04,0.8604040374E-04,328.5989117,0.5632735204E-04,0.000000000,0.7230615300E-04,0.000000000,0.6600013247E-04,0.000000000,0.1931757954E-03,0.5238161048E-04,0.2450613892E-03,0.2338562079E-03,0.2440332010E-03,0.000000000,0.3240557639E-03,0.000000000,0.2563537204E-03,0.000000000,0.2532216790E-02,0.2340562105E-02,0.5921042253E-03,0.4925027286E-03
