time,HD01,HD02,HD03,HD04,HD05,HD06,HD07,HD08,HD09,HD10,HD11,HD12,HD13,HD14
1156.625000000,-0.6036500000,0.2285529009,2.253300297,4.287820348,5.120084884,5.120650000,5.121392645,5.344433753,5.613344464,5.356839360,5.120650000,4.518594128,3.901450000,3.903006294
1187.062500000,-0.6197500000,0.2090701930,2.225404236,4.251040318,5.079454643,5.080016667,5.080759800,5.304076187,5.573570754,5.316500788,5.080016667,4.477959459,3.860816667,3.862372799
1217.500000000,-0.6358500000,0.1895890858,2.197513683,4.214263434,5.038824405,5.039383333,5.040126896,5.263691063,5.533715230,5.276133238,5.039383333,4.437324939,3.820183333,3.821739315
1247.937500000,-0.6519500000,0.1701094205,2.169627631,4.177488921,4.998194169,4.998750000,4.999493937,5.223280340,5.493784370,5.235738782,4.998750000,4.396690445,3.779550000,3.781105831
1278.375000000,-0.6680500000,0.1506309977,2.141745254,4.140716236,4.957563935,4.958116667,4.958860927,5.182845885,5.453784123,5.195319386,4.958116667,4.356055956,3.738916667,3.740472347
1308.812500000,-0.6841500000,0.1311536211,2.113865874,4.103944987,4.916933702,4.917483333,4.918227871,5.142389464,5.413719957,5.154876904,4.917483333,4.315421468,3.698283333,3.699838863
1339.250000000,-0.7002500000,0.1116771136,2.085988938,4.067174879,4.876303470,4.876850000,4.877594772,5.101912732,5.373596902,5.114413073,4.876850000,4.274786980,3.657650000,3.659205379
1369.687500000,-0.7163500000,0.9220132304E-01,2.058113996,4.030405688,4.835673239,4.836216667,4.836961632,5.061417238,5.333419588,5.073929516,4.836216667,4.234152493,3.617016667,3.618571895
1400.125000000,-0.7324500000,0.7272612171E-01,2.030240682,3.993637240,4.795043009,4.795583333,4.796328455,5.020904423,5.293192278,5.033427744,4.795583333,4.193518007,3.576383333,3.577938411
1430.562500000,-0.7485500000,0.5325140379E-01,2.002368698,3.956869398,4.754412779,4.754950000,4.755695245,4.980375624,5.252918899,4.992909159,4.754950000,4.152883520,3.535750000,3.537304928
1461.000000000,-0.7646500000,0.3377708240E-01,1.974497804,3.920102053,4.713782549,4.714316667,4.715062003,4.939832083,5.212603071,4.952375064,4.714316667,4.112249035,3.495116667,3.496671444
1491.437500000,-0.7807500000,0.1430305937E-01,1.946627619,3.883333802,4.673148169,4.673679167,4.674424601,4.899274072,5.172248028,4.911825852,4.673679167,4.071611092,3.454479167,3.456033962
1521.875000000,-0.7968500000,-0.5170772379E-02,1.918757742,3.846563811,4.632509624,4.633037500,4.633783013,4.858702011,5.131856682,4.871262031,4.633037500,4.030969105,3.413837500,3.415392322
1552.312500000,-0.8129500000,-0.2464449295E-01,1.890887980,3.809792880,4.591871066,4.592395833,4.593141368,4.818117283,5.091431768,4.830684983,4.592395833,3.990326430,3.373195833,3.374750513
1582.750000000,-0.8290500000,-0.4411815365E-01,1.863018248,3.773021443,4.551232507,4.551754167,4.552499698,4.777521085,5.050975842,4.790095916,4.551754167,3.949683637,3.332554167,3.334108696
1613.187500000,-0.8451500000,-0.6359178420E-01,1.835148514,3.736249740,4.510593947,4.511112500,4.511858005,4.736914457,5.010491286,4.749495891,4.511112500,3.909040823,3.291912500,3.293466879
1643.625000000,-0.8612500000,-0.8306540014E-01,1.807278768,3.699477899,4.469955388,4.470470833,4.471216293,4.696298313,4.969980315,4.708885856,4.470470833,3.868398007,3.251270833,3.252825062
1674.062500000,-0.8773500000,-0.1025390085,1.779409015,3.662705994,4.429316829,4.429829167,4.430574562,4.655673470,4.929444980,4.668266657,4.429829167,3.827755190,3.210629167,3.212183245
1704.500000000,-0.8934500000,-0.1220126117,1.751539261,3.625934066,4.388678270,4.389187500,4.389932814,4.615040659,4.888887182,4.627639059,4.389187500,3.787112374,3.169987500,3.171541428
1734.937500000,-0.9095500000,-0.1414862095,1.723669516,3.589162138,4.348039711,4.348545833,4.349291051,4.574400541,4.848308680,4.587003755,4.348545833,3.746469559,3.129345833,3.130899611
1765.375000000,-0.9256500000,-0.1609598006,1.695799787,3.552390226,4.307401152,4.307904167,4.308649273,4.533753714,4.807711098,4.546361373,4.307904167,3.705826743,3.088704167,3.090257795
1795.812500000,-0.9417500000,-0.1804333832,1.667930081,3.515618337,4.266762593,4.267262500,4.268007482,4.493100724,4.767095937,4.505712490,4.267262500,3.665183928,3.048062500,3.049615978
1826.250000000,-0.9578500000,-0.1999069555,1.640060407,3.478846478,4.226124034,4.226620833,4.227365679,4.452442071,4.726464583,4.465057630,4.226620833,3.624541114,3.007420833,3.008974161
1856.687500000,-0.9739500000,-0.2193805160,1.612190767,3.442074653,4.185485476,4.185979167,4.186723865,4.411778209,4.685818314,4.424397274,4.185979167,3.583898300,2.966779167,2.968332344
1887.125000000,-0.9900500000,-0.2388540631,1.584321169,3.405302865,4.144846917,4.145337500,4.146082041,4.371109559,4.645158310,4.383731864,4.145337500,3.543255486,2.926137500,2.927690528
1917.562500000,-1.006150000,-0.2583275955,1.556451613,3.368531115,4.104208358,4.104695833,4.105440208,4.330436504,4.604485658,4.343061806,4.104695833,3.502612673,2.885495833,2.887048711
1948.000000000,-1.022250000,-0.2778011124,1.528582105,3.331759405,4.063569800,4.064054167,4.064798366,4.289759398,4.563801363,4.302387472,4.064054167,3.461969860,2.844854167,2.846406895
1978.437500000,-1.038350000,-0.2972746128,1.500712646,3.294987736,4.022931242,4.023412500,4.024156516,4.249078566,4.523106348,4.261709204,4.023412500,3.421327048,2.804212500,2.805765078
2008.875000000,-1.054450000,-0.3167480960,1.472843238,3.258216108,3.982292684,3.982770833,3.983514659,4.208394306,4.482401468,4.221027319,3.982770833,3.380684236,2.763570833,2.765123262
2039.312500000,-1.070550000,-0.3362215615,1.444973882,3.221444524,3.941654126,3.942129167,3.942872796,4.167706895,4.441687508,4.180342105,3.942129167,3.340041425,2.722929167,2.724481445
2069.750000000,-1.086650000,-0.3556950088,1.417104580,3.184672982,3.901015568,3.901487500,3.902230926,4.127016584,4.400965192,4.139653831,3.901487500,3.299398614,2.682287500,2.683839629
2100.187500000,-1.102750000,-0.3751684376,1.389235333,3.147901484,3.860377010,3.860845833,3.861589050,4.086323609,4.360235190,4.098962743,3.860845833,3.258755803,2.641645833,2.643197812
2130.625000000,-1.118850000,-0.3946418476,1.361366141,3.111130030,3.819738452,3.820204167,3.820947170,4.045628185,4.319498116,4.058269067,3.820204167,3.218112993,2.601004167,2.602555996
2161.062500000,-1.134950000,-0.4141152385,1.333497006,3.074358620,3.779099895,3.779562500,3.780305285,4.004930508,4.278754537,4.017573012,3.779562500,3.177470183,2.560362500,2.561914179
2191.500000000,-1.151050000,-0.4335886103,1.305627926,3.037587254,3.738461337,3.738920833,3.739663395,3.964230762,4.238004978,3.976874770,3.738920833,3.136827374,2.519720833,2.521272363
2221.937500000,-1.167145833,-0.4531273656,1.277305084,2.997588097,3.687701255,3.688120833,3.688951961,3.921381144,4.197004743,3.934185848,3.688120833,3.087751518,2.468920833,2.470882079
2252.375000000,-1.183237500,-0.4728530031,1.247926447,2.952488020,3.626787642,3.627162500,3.628096368,3.874808943,4.155354852,3.888021366,3.627162500,3.028811476,2.407962500,2.410352450
2282.812500000,-1.199329167,-0.4928487467,1.217339346,2.904400717,3.565840472,3.566204167,3.567163267,3.825507770,4.112813124,3.839248519,3.566204167,2.968196114,2.347004167,2.349413202
2313.250000000,-1.215420833,-0.5131467174,1.185593562,2.854508342,3.504891100,3.505245833,3.506225333,3.774188044,4.069246511,3.788491856,3.505245833,2.907294241,2.286045833,2.288455459
2343.687500000,-1.231512500,-0.5337432451,1.152817658,2.803480323,3.443940758,3.444287500,3.445284141,3.721349178,4.024594320,3.736203207,3.444287500,2.846343269,2.225087500,2.227496808
2374.125000000,-1.247604167,-0.5546143491,1.119160973,2.751706055,3.382989801,3.383329167,3.384340451,3.667344547,3.978843682,3.682711788,3.383329167,2.785383880,2.164129167,2.166538110
2404.562500000,-1.263695833,-0.5757270527,1.084767643,2.699419846,3.322038425,3.322370833,3.323394805,3.612426351,3.932012682,3.628259558,3.322370833,2.724423049,2.103170833,2.105579411
2435.000000000,-1.279787500,-0.5970463619,1.049766280,2.646768406,3.261086749,3.261412500,3.262447592,3.556776539,3.884138820,3.573026168,3.261412500,2.663461972,2.042212500,2.044620711
2465.437500000,-1.295879167,-0.6185390497,1.014267104,2.593847653,3.200134853,3.200454167,3.201499097,3.500528131,3.835271138,3.517146612,3.200454167,2.602500854,1.981254167,1.983662011
2495.875000000,-1.311970833,-0.6401754018,0.9783624423,2.540723074,3.139182791,3.139495833,3.140549533,3.443779923,3.785464912,3.460723721,3.139495833,2.541539731,1.920295833,1.922703311
2526.312500000,-1.328062500,-0.6619297800,0.9421285874,2.487441193,3.078230599,3.078537500,3.079599059,3.386606644,3.734778090,3.403837028,3.078537500,2.480578608,1.859337500,1.861744612
2556.750000000,-1.344154167,-0.6837805561,0.9056280560,2.434036204,3.017278307,3.017579167,3.018647800,3.329065973,3.683268948,3.346549064,3.017579167,2.419617486,1.798379167,1.800785912
2587.187500000,-1.360250000,-0.7057120186,0.8689104171,2.380531838,2.956321780,2.956616667,2.957691712,3.271201570,3.630993311,3.288908066,2.956616667,2.358652730,1.737416667,1.739823172
2617.625000000,-1.376350000,-0.7277100011,0.8320166585,2.326947370,2.895361025,2.895650000,2.896730851,3.213049648,3.578006033,3.230954321,2.895650000,2.297683898,1.676450000,1.678856272
2648.062500000,-1.392450000,-0.7497604933,0.7949813202,2.273300043,2.834400209,2.834683333,2.835769422,3.154641907,3.524360544,3.172723004,2.834683333,2.236714553,1.615483333,1.617889245
2678.500000000,-1.408550000,-0.7718532285,0.7578316069,2.219602494,2.773439352,2.773716667,2.774807500,3.096003935,3.470106140,3.114242685,2.773716667,2.175745122,1.554516667,1.556922213
2708.937500000,-1.424650000,-0.7939799921,0.7205895694,2.165864701,2.712478462,2.712750000,2.713845132,3.037157593,3.415289057,3.055537745,2.712750000,2.114775678,1.493550000,1.495955181
2739.375000000,-1.440750000,-0.8161341816,0.6832730500,2.112094605,2.651517546,2.651783333,2.652882360,2.978121848,3.359952464,2.996629279,2.651783333,2.053806232,1.432583333,1.434988149
2769.812500000,-1.456850000,-0.8383104787,0.6458964701,2.058298551,2.590556610,2.590816667,2.591919219,2.918913374,3.304136531,2.937535749,2.590816667,1.992836788,1.371616667,1.374021117
2800.250000000,-1.472950000,-0.8605045948,0.6084714782,2.004481628,2.529595656,2.529850000,2.530955740,2.859546992,3.247878544,2.878273479,2.529850000,1.931867346,1.310650000,1.313054086
2830.687500000,-1.489050000,-0.8827130704,0.5710074777,1.950647926,2.468634688,2.468883333,2.469991952,2.800035983,3.191213047,2.818857017,2.468883333,1.870897905,1.249683333,1.252087054
2861.125000000,-1.505150000,-0.9049331141,0.5335120577,1.896800735,2.407673710,2.407916667,2.409027880,2.740392332,3.134171999,2.759299422,2.407916667,1.809928465,1.188716667,1.191120023
2891.562500000,-1.521250000,-0.9271624742,0.4959913411,1.842942703,2.346712724,2.346950000,2.348063548,2.680626911,3.076784937,2.699612480,2.346950000,1.748959028,1.127750000,1.130152991
2922.000000000,-1.537350000,-0.9493993339,0.4584502671,1.789075965,2.285751730,2.285983333,2.287098978,2.620749617,3.019079137,2.639806874,2.285983333,1.687989592,1.066783333,1.069185960
2952.437500000,-1.553450000,-0.9716421997,0.4208930096,1.735203580,2.224794883,2.225020833,2.226138318,2.560770380,2.961079875,2.579893143,2.225020833,1.627023619,1.005820833,1.008222928
2982.875000000,-1.569550000,-0.9938898386,0.3833230320,1.681327703,2.163842196,2.164062500,2.165181618,2.500698126,2.902810538,2.519880766,2.164062500,1.566061696,0.9448625000,0.9472640551
3013.312500000,-1.585650000,-1.016141264,0.3457429851,1.627448569,2.102889519,2.103104167,2.104224763,2.440540026,2.844292639,2.459777483,2.103104167,1.505100459,0.8839041667,0.8863053498
3043.750000000,-1.601750000,-1.038395696,0.3081549337,1.573566586,2.041936841,2.042145833,2.043267739,2.380302748,2.785545974,2.399590455,2.042145833,1.444139339,0.8229458333,0.8253466522
3074.187500000,-1.617850000,-1.060652516,0.2705605055,1.519682205,1.980984161,1.981187500,1.982310559,2.319992485,2.726588759,2.339326298,1.981187500,1.383178241,0.7619875000,0.7643879551
3104.625000000,-1.633950000,-1.082911237,0.2329609937,1.465795850,1.920031479,1.920229167,1.921353236,2.259614973,2.667437767,2.278991119,1.920229167,1.322217148,0.7010291667,0.7034292582
3135.062500000,-1.650050000,-1.105171470,0.1953574305,1.411907897,1.859078797,1.859270833,1.860395781,2.199175520,2.608108436,2.218590554,1.859270833,1.261256057,0.6400708333,0.6424705614
3165.500000000,-1.666150000,-1.127432905,0.1577506429,1.358018664,1.798126113,1.798312500,1.799438204,2.138679029,2.548614981,2.158129799,1.798312500,1.200294968,0.5791125000,0.5815118647
3195.937500000,-1.682250000,-1.149695295,0.1201412944,1.304128420,1.737173429,1.737354167,1.738480515,2.078130028,2.488970490,2.097613645,1.737354167,1.139333881,0.5181541667,0.5205531682
3226.375000000,-1.698350000,-1.171958444,0.8252991816E-01,1.250237382,1.676220745,1.676395833,1.677522723,2.017532694,2.429187017,2.037046506,1.676395833,1.078372795,0.4571958333,0.4595944718
3256.812500000,-1.714450000,-1.194222190,0.4491694291E-01,1.196345731,1.615268060,1.615437500,1.616564836,1.956890879,2.369275657,1.976432450,1.615437500,1.017411710,0.3962375000,0.3986357755
3287.250000000,-1.730550000,-1.216486408,0.7302713439E-02,1.142453611,1.554315375,1.554479167,1.555606862,1.896208135,2.309246631,1.915775226,1.554479167,0.9564506276,0.3352791667,0.3376770794
3317.687500000,-1.746650000,-1.238750994,-0.3031249284E-01,1.088561141,1.493362691,1.493520833,1.494648807,1.835487733,2.249109345,1.855078286,1.493520833,0.8954895465,0.2743208333,0.2767183834
3348.125000000,-1.762750000,-1.261015867,-0.6792845276E-01,1.034668415,1.432410006,1.432562500,1.433690679,1.774732688,2.188872465,1.794344808,1.432562500,0.8345284669,0.2133625000,0.2157596875
3378.562500000,-1.778850000,-1.283280959,-0.1055449868,0.9807755109,1.371457321,1.371604167,1.372732483,1.713945778,2.128543967,1.733577721,1.371604167,0.7735673889,0.1524041667,0.1548009918
3409.000000000,-1.794950000,-1.305546219,-0.1431619504,0.9268824896,1.310504637,1.310645833,1.311774225,1.653129560,2.068131195,1.672779721,1.310645833,0.7126063125,0.9144583333E-01,0.9384229618E-01
3439.437500000,-1.811050000,-1.327811602,-0.1807792275,0.8729894009,1.249551952,1.249687500,1.250815909,1.592286389,2.007640911,1.611953292,1.249687500,0.6516452377,0.3048750000E-01,0.3288360071E-01
3469.875000000,-1.827150000,-1.350077075,-0.2183967248,0.8190962850,1.188599268,1.188729167,1.189857541,1.531418435,1.947079341,1.551100718,1.188729167,0.5906841645,-0.3047083333E-01,-0.2807509462E-01
3500.312500000,-1.843250000,-1.372342609,-0.2560143670,0.7652031738,1.127646584,1.127770833,1.128899124,1.470527696,1.886452217,1.490224105,1.127770833,0.5297230928,-0.9142916667E-01,-0.8903378982E-01
3530.750000000,-1.859350000,-1.394608183,-0.2936320940,0.7113100931,1.066693901,1.066812500,1.067940663,1.409616008,1.825764814,1.429325390,1.066812500,0.4687620227,-0.1523875000,-0.1499924849
3561.187500000,-1.875450000,-1.416873779,-0.3312498573,0.6574170635,1.005741217,1.005854167,1.006982161,1.348685066,1.765021990,1.368406357,1.005854167,0.4078009543,-0.2133458333,-0.2109511798
3591.625000000,-1.891550000,-1.439139382,-0.3688676179,0.6035241016,0.9447885344,0.9448958333,0.9460236210,1.287736426,1.704228215,1.307468648,0.9448958333,0.3468398874,-0.2743041667,-0.2719098746
3622.062500000,-1.907650000,-1.461404981,-0.4064853446,0.5496312206,0.8838358517,0.8839375000,0.8850650469,1.226771525,1.643387605,1.246513774,0.8839375000,0.2858788220,-0.3352625000,-0.3328685693
3652.500000000,-1.923750000,-1.483670566,-0.4441030125,0.4957384311,0.8228831693,0.8229791667,0.8241064411,1.165791681,1.582503947,1.185543127,0.8229791667,0.2249177583,-0.3962208333,-0.3938272638
3682.937500000,-1.939850000,-1.505936130,-0.4817206015,0.4418457415,0.7619304872,0.7620208333,0.7631478062,1.104798110,1.521580729,1.124557987,0.7620208333,0.1639549632,-0.4571833333,-0.4547899577
3713.375000000,-1.955950000,-1.528201668,-0.5193380956,0.3879531584,0.7009778055,0.7010625000,0.7021891447,1.043791930,1.460621159,1.063559533,0.7010625000,0.1029901124,-0.5181500000,-0.5157574608
3743.812500000,-1.972050000,-1.550467174,-0.5569554819,0.3340606873,0.6400251241,0.6401041667,0.6412304588,0.9827741702,1.399628191,1.002548848,0.6401041667,0.4202494688E-01,-0.5791166667,-0.5767245190
3774.250000000,-1.988150000,-1.572732645,-0.5945727502,0.2801683323,0.5790724430,0.5791458333,0.5802717504,0.9217457780,1.338604540,0.9415269320,0.5791458333,-0.1894026737E-01,-0.6400833333,-0.6376915478
3804.687500000,-2.004250000,-1.594998077,-0.6321898924,0.2262760967,0.5181197623,0.5181875000,0.5193130214,0.8607076247,1.277552710,0.8804947026,0.5181875000,-0.7990548859E-01,-0.7010500000,-0.6986585753
3835.125000000,-2.020350000,-1.617263468,-0.6698069020,0.1723839831,0.4571670819,0.4572291667,0.4583542736,0.7996605123,1.216475000,0.8194530051,0.4572291667,-0.1408707097,-0.7620166667,-0.7596256025
3865.562500000,-2.036450000,-1.639528817,-0.7074237738,0.1184919936,0.3962144018,0.3962708333,0.3973955085,0.7386051788,1.155373528,0.7584026173,0.3962708333,-0.2018359295,-0.8229833333,-0.8205926296
3896.000000000,-2.052550000,-1.661794122,-0.7450405039,0.6460012972E-01,0.3352617221,0.3353125000,0.3364367277,0.6775423031,1.094250243,0.6973442547,0.3353125000,-0.2628011477,-0.8839500000,-0.8815596565
3926.437500000,-2.068650000,-1.684059381,-0.7826570890,0.1070839257E-01,0.2743090427,0.2743541667,0.2754779323,0.6164725097,1.033106937,0.6362785758,0.2743541667,-0.3237663644,-0.9449166667,-0.9425266833
3956.875000000,-2.084750000,-1.706324594,-0.8202735267,-0.4318321694E-01,0.2133563637,0.2133958333,0.2145191236,0.5553963735,0.9719452596,0.5752061862,0.2133958333,-0.3847315796,-1.005883333,-1.003493710
3987.312500000,-2.100850000,-1.728589759,-0.8578898150,-0.9707469817E-01,0.1524036850,0.1524375000,0.1535603029,0.4943144230,0.9107667273,0.5141276432,0.1524375000,-0.4456967931,-1.066850000,-1.064460737
4017.750000000,-2.116950000,-1.750854877,-0.8955059526,-0.1509660507,0.9145100665E-01,0.9147916667E-01,0.9260147102E-01,0.4332271446,0.8495727360,0.4530434593,0.9147916667E-01,-0.5066620051,-1.127816667,-1.125427763
4048.187500000,-2.133045833,-1.772952696,-0.9320223451,-0.1972661905,0.5365505086E-01,0.5375833333E-01,0.5468297392E-01,0.3771752107,0.7889584112,0.3966079112,0.5375833333E-01,-0.5482852057,-1.165537500,-1.164078719
4078.625000000,-2.149137500,-1.794588626,-0.9660045971,-0.2316571950,0.3908587085E-01,0.3927500000E-01,0.3996986641E-01,0.3298137216,0.7298807068,0.3482701403,0.3927500000E-01,-0.5673245104,-1.180012500,-1.179525998
4109.062500000,-2.165229167,-1.815575423,-0.9971254534,-0.2592053456,0.2459022946E-01,0.2479166667E-01,0.2542854714E-01,0.2887630892,0.6729079605,0.3059645899,0.2479166667E-01,-0.5825747202,-1.194487500,-1.194044771
4139.500000000,-2.181320833,-1.835846105,-1.025535095,-0.2826846102,0.1009943371E-01,0.1030833333E-01,0.1089823186E-01,0.2523426812,0.6183477028,0.2682178586,0.1030833333E-01,-0.5971845709,-1.208962500,-1.208521920
4169.937500000,-2.197412500,-1.855418082,-1.051561145,-0.3036367013,-0.4389209954E-02,-0.4175000000E-02,-0.3624661415E-02,0.2193823596,0.5663336783,0.2339720108,-0.4175000000E-02,-0.6116859556,-1.223437500,-1.222997041
4200.375000000,-2.213504167,-1.874354795,-1.075570453,-0.3229439630,-0.1887650047E-01,-0.1865833333E-01,-0.1814189888E-01,0.1890618281,0.5168861423,0.2024617313,-0.1865833333E-01,-0.6261689555,-1.237912500,-1.237472058
4230.812500000,-2.229595833,-1.892738531,-1.097909659,-0.3411304860,-0.3336287195E-01,-0.3314166667E-01,-0.3265472492E-01,0.1608007166,0.4699529263,0.1731283076,-0.3314166667E-01,-0.6406488386,-1.252387500,-1.251947069
4261.250000000,-2.245687500,-1.910654188,-1.118883216,-0.3585213880,-0.4784859130E-01,-0.4762500000E-01,-0.4716403017E-01,0.1341835632,0.4254372841,0.1455593650,-0.4762500000E-01,-0.6551281933,-1.266862500,-1.266422079
