time,H1_1_2
0.3831380695111,0.5103913355E-12
0.7854330424977,0.2527665684E-12
1.207842764134,0.1870935767E-12
1.651372971851,0.1539555113E-12
2.117079689955,0.1330201946E-12
2.606071743964,0.1182072242E-12
3.119513400673,0.1069798665E-12
3.658627140218,0.9806726952E-13
4.224696566740,0.9075301888E-13
4.819069464588,0.8459830631E-13
5.443161007328,0.7931724160E-13
6.098457127206,0.7471444126E-13
6.786518053077,0.7065118217E-13
7.508982025242,0.6702585032E-13
8.267569196015,0.6376205493E-13
9.064085725327,0.6080103385E-13
9.900428081105,0.5809694235E-13
10.77858755467,0.5561311173E-13
11.70065500192,0.5331999327E-13
12.66882582152,0.5119342319E-13
13.68540518211,0.4921341789E-13
14.75281351073,0.4736328353E-13
15.87359225577,0.4562894738E-13
17.05040993807,0.4399844839E-13
18.28606850449,0.4246154397E-13
19.58350999922,0.4100940287E-13
20.94582356870,0.3963436276E-13
22.37625281664,0.3832973687E-13
23.87820352698,0.3708965846E-13
25.45525177285,0.3590895462E-13
27.11115243100,0.3478304302E-13
28.84984812206,0.3370784697E-13
30.67547859767,0.3267972487E-13
32.59239059707,0.3169541146E-13
34.60514819643,0.3075196841E-13
36.71854367577,0.2984674272E-13
38.93760892907,0.2897733134E-13
41.26762744503,0.2814155106E-13
43.71414688679,0.2733741274E-13
46.28299230064,0.2656309904E-13
48.98027998519,0.2581694523E-13
51.81243205396,0.2509742251E-13
54.78619172617,0.2440312334E-13
57.90863938198,0.2373274852E-13
61.18720942059,0.2308509569E-13
64.62970796114,0.2245904890E-13
68.24433142870,0.2185356900E-13
72.03968606965,0.2126768467E-13
76.02480844264,0.2070048375E-13
80.20918693429,0.2015110480E-13
84.60278435051,0.1961872864E-13
89.21606163755,0.1910256984E-13
94.06000278894,0.1860186806E-13
99.14614099789,0.1811587941E-13
104.4865861173,0.1764386778E-13
110.0940534927,0.1718509650E-13
115.9818942368,0.1673882059E-13
122.1641270182,0.1630427995E-13
128.6554714386,0.1588069379E-13
135.4713830800,0.1546725689E-13
142.6280903035,0.1506313787E-13
150.1426328882,0.1466747977E-13
158.0329026022,0.1427940330E-13
166.3176858018,0.1389801256E-13
175.0167081614,0.1352240336E-13
184.1506816390,0.1315167380E-13
193.7413537904,0.1278493672E-13
203.8115595494,0.1242133367E-13
214.3852755964,0.1206004964E-13
225.4876774458,0.1170032808E-13
237.1451993876,0.1134148547E-13
249.3855974265,0.1098292495E-13
262.2380153673,0.1062414826E-13
275.7330542052,0.1026476581E-13
289.9028449849,0.9904504282E-14
304.7811253037,0.9543211777E-14
320.4033196384,0.9180860208E-14
336.8066236898,0.8817545154E-14
354.0300929438,0.8453483208E-14
372.1147356605,0.8089007075E-14
391.1036105131,0.7724558695E-14
411.0419291082,0.7360680702E-14
431.9771636331,0.6998006533E-14
453.9591598843,0.6637249494E-14
477.0402559480,0.6279191056E-14
501.2754068149,0.5924668606E-14
526.7223152252,0.5574562842E-14
553.4415690560,0.5229784954E-14
581.4967855783,0.4891263692E-14
610.9547629267,0.4559932405E-14
641.8856391426,0.4236716115E-14
674.3630591692,0.3922518688E-14
708.4643501972,0.3618210177E-14
744.2707057765,0.3324614442E-14
781.8673791349,0.3042497164E-14
821.3438861611,0.2772554399E-14
862.7942185387,0.2515401878E-14
906.3170675351,0.2271565238E-14
952.0160589814,0.2041471417E-14
1000.000000000,0.1825441457E-14
