,time,Total = ∑ Elastic coarse-grained material 
0,1908.436573162959,7.3236419596e-05
1,1908.519963573918,0.0001027583503254
2,1908.6033539848768,0.00012509526126640002
3,1908.6867443958356,0.00014649409524900004
4,1908.7701348067947,0.00016789909525622
5,1908.8535252177535,0.0001894171085762
6,1908.9369156287123,0.00021103041022399997
7,1909.0203060396714,0.000232710452265
8,1909.1036964506302,0.000254434747961
9,1909.187086861589,0.000276187643209
10,1909.270477272548,0.000297958688996
11,1909.353867683507,0.00031974105099
12,1909.4372580944657,0.00034006409292000004
13,1909.5206485054248,0.00035866446672600005
14,1909.6040389163836,0.00037688777330600003
15,1909.6874293273424,0.00039491984305600004
16,1909.7708197383015,0.00041282885760000003
17,1909.8542101492603,0.000430653047576
18,1909.9376005602192,0.000448417445906
19,1910.0209909711782,0.000466139311408
20,1910.104381382137,0.000483830776514
21,1910.1877717930959,0.0005015004463239999
22,1910.271162204055,0.000519154454382
23,1910.3545526150137,0.000536797186682
24,1910.4379430259726,0.000554431713994
25,1910.5213334369316,0.000572060249768
26,1910.6047238478905,0.0005896844621340001
27,1910.6881142588493,0.00060730554549
28,1910.7715046698083,0.0006249243594539999
29,1910.8548950807672,0.000642541524628
30,1910.938285491726,0.0006601574900300001
31,1911.021675902685,0.00067777258124
32,1911.1050663136439,0.000695387034598
33,1911.1884567246027,0.0007130010219979999
34,1911.2718471355618,0.000730614668608
35,1911.3552375465206,0.000748228065684
36,1911.4386279574794,0.00076584015014
37,1911.5220183684385,0.000783450801476
38,1911.6054087793973,0.0008010611172100001
39,1911.6887991903561,0.0008186712531639999
40,1911.7721896013152,0.0008362812703780001
41,1911.855580012274,0.000853891204808
42,1911.9389704232328,0.000871501080748
43,1912.0223608341919,0.000889110914784
44,1912.1057512451507,0.0009067207192580001
45,1912.1891416561098,0.000924330502164
46,1912.2725320670686,0.000941940269938
47,1912.3559224780274,0.00095955002671
48,1912.4393128889865,0.000977160978212
49,1912.5227032999453,0.00099477334051
50,1912.6060937109041,0.00101238601
51,1912.6894841218632,0.0010299988343300001
52,1912.772874532822,0.001047611758054
53,1912.8562649437808,0.0010652247497620001
54,1912.93965535474,0.001082837789402
55,1913.0230457656987,0.0011004508631140002
56,1913.1064361766576,0.001118063960868
57,1913.1898265876166,0.001135677076122
58,1913.2732169985754,0.001153290203446
59,1913.3566074095343,0.00117090333973
60,1913.4399978204933,0.001188516482624
61,1913.5233882314521,0.00120612962996
62,1913.606778642411,0.0012237427806940002
63,1913.69016905337,0.001241355933768
64,1913.7735594643289,0.001258969088464
65,1913.8569498752877,0.0012765822446680003
66,1913.9403402862467,0.001294195401544
67,1914.0237306972056,0.0013118085593
68,1914.1071211081644,0.0013294217173439999
69,1914.1905115191234,0.0013470348756600002
70,1914.2739019300823,0.001364648034464
71,1914.357292341041,0.0013822611932899998
72,1914.4406827520002,0.00140280674051
73,1914.524073162959,0.0014268057435600002
74,1914.6074635739178,0.0014515634243000002
75,1914.6908539848769,0.00147670599443
76,1914.7742443958357,0.0015020957879600001
77,1914.8576348067945,0.00152765558357
78,1914.9410252177536,0.0015533348951700002
79,1915.0244156287124,0.0015790989925400002
80,1915.1078060396712,0.0016049235243399999
81,1915.1911964506303,0.001630791263
82,1915.2745868615891,0.00165668996249
83,1915.357977272548,0.0016826108904400001
84,1915.441367683507,0.0017085490804500001
85,1915.5247580944658,0.00173450031965
86,1915.6081485054247,0.0017604602517399999
87,1915.6915389163837,0.0017864263941599998
88,1915.7749293273425,0.00181239701691
89,1915.8583197383014,0.00183837088233
90,1915.9417101492604,0.0018643470990199998
91,1916.0251005602192,0.0018903250239799998
92,1916.108490971178,0.00191630419134
93,1916.1918813821371,0.00194228426393
94,1916.275271793096,0.0019682649962399997
95,1916.3586622040548,0.00199424621063
96,1916.4420526150138,0.00202022657475
97,1916.5254430259727,0.00204620577973
98,1916.6088334369315,0.00207218486313
99,1916.6922238478905,0.00209816392677
100,1916.7756142588494,0.0021241429907400003
101,1916.8590046698082,0.00215012205982
102,1916.9423950807673,0.0021761011352400004
103,1917.025785491726,0.0022020802162600003
104,1917.109175902685,0.00222805930242
105,1917.192566313644,0.00225403839282
106,1917.2759567246028,0.0022800174868199997
107,1917.3593471355616,0.00230599658372
108,1917.4427375465207,0.0023319756832199997
109,1917.5261279574795,0.0023579547841300003
110,1917.6095183684383,0.00238393388659
111,1917.6929087793974,0.00240991299014
112,1917.7762991903562,0.00243589209471
113,1917.859689601315,0.00246187120012
114,1917.943080012274,0.00248785030576
115,1918.026470423233,0.00251382941221
116,1918.1098608341917,0.00253980851849
117,1918.1932512451508,0.00256578762531
118,1918.2766416561096,0.00259176673229
119,1918.3600320670685,0.0026177458394800006
120,1918.4434224780275,0.0026437253459399997
121,1918.5268128889863,0.0026697052940499997
122,1918.6102032999452,0.00269568528892
123,1918.6935937109042,0.00272166528938
124,1918.776984121863,0.0027476452910699996
125,1918.8603745328219,0.0027736252925500003
126,1918.943764943781,0.0027996052944
127,1919.0271553547398,0.00282558529598
128,1919.1105457656986,0.0028515652975900003
129,1919.1939361766576,0.00287754529915
130,1919.2773265876165,0.0029035253009300002
131,1919.3607169985753,0.00292950530274
132,1919.4441074095344,0.0029487762303
133,1919.5274978204932,0.00296014610194
134,1919.610888231452,0.00296978010342
135,1919.694278642411,0.0029785334781599997
136,1919.77766905337,0.00298672120652
137,1919.861059464329,0.00299451996882
138,1919.9444498752878,0.0030020452778199997
139,1920.0278402862466,0.0030093765934
140,1920.1112306972057,0.0030165696343399996
141,1920.1946211081645,0.0030236638156199997
142,1920.2780115191233,0.00303068715586
143,1920.3614019300824,0.0030376596361200003
144,1920.4447923410412,0.0030441184993200004
145,1920.528182752,0.00304998916676
146,1920.611573162959,0.0030557174161999997
147,1920.694963573918,0.00306136930696
148,1920.7783539848767,0.00306697103498
149,1920.8617443958358,0.00307253790274
150,1920.9451348067946,0.00307808010188
151,1921.0285252177534,0.0030836047108200003
152,1921.1119156287125,0.0030891167267799997
153,1921.1953060396713,0.00309461970202
154,1921.2786964506302,0.00310011617374
155,1921.3620868615892,0.0031056079582
156,1921.445477272548,0.0031086401842600002
157,1921.5288676835069,0.0031087776650999994
158,1921.612258094466,0.0031082775456800003
159,1921.6956485054247,0.0031074537407600003
160,1921.7790389163836,0.0031064219076200003
161,1921.8624293273426,0.0031052469878999995
