date,HD01,HD02,HD03,HD04,HD05,HD06,HD07,HD08,HD09,HD10,HD11,HD12,HD13,HD14
1921,-2.5274,-2.1921445604166667,-1.3908475491666668,-0.5764066596833334,-0.22362816479166667,-0.22333263889166666,-0.22323306215833336,-0.170323775575,-0.07163838264474999,-0.16699255538333335,-0.22333263889166666,-0.833287628225,-1.4425326389166668,-1.4426160236666667
1922,-2.7205999999999997,-2.36225013075,-1.4990891860833333,-0.598132119425,-0.20187970631666666,-0.20154930554999997,-0.20157303164999998,-0.20711705549166667,-0.19975313683333332,-0.20768248344166665,-0.20154930554999997,-0.8115499844166667,-1.4207493055,-1.4208245040833332
1923,-2.9137829860833335,-2.5345196014166667,-1.6219927884166667,-0.6835394064833333,-0.27731006631666666,-0.2769774305583333,-0.27696352315,-0.27115273415,-0.26350801493333337,-0.27075315418333334,-0.2769774305583333,-0.8865076641249999,-1.4961774305833335,-1.4961674653333334
1924,-3.106908680583333,-2.7066275967499998,-1.7397246200833332,-0.732447241175,-0.2899859434,-0.2896135416666667,-0.28966649379166665,-0.304229363575,-0.3161195419583333,-0.305073103275,-0.2896135416666667,-0.89986022295,-1.5088135416666668,-1.5089461633333334
1925,-3.3001,-2.875863085583333,-1.8496953455833334,-0.7831646826666666,-0.3191403827416667,-0.31876215277500003,-0.31877818146666664,-0.3289277707166667,-0.344779969725,-0.32965196971666666,-0.31876215277500003,-0.9282252897833333,-1.537979166666667,-1.53794382325
1926,-3.4933,-3.050704799583333,-1.9801374987499998,-0.87336894205,-0.39384593655,-0.3934552083333333,-0.39344379285833336,-0.39095603420833336,-0.39009310240833334,-0.3907536580416667,-0.3934552083333333,-1.0029005284999999,-1.6127295139166666,-1.61269065775
1927,-3.6865,-3.224876274166667,-2.1058025923333332,-0.9418797297916667,-0.434847063825,-0.43443090278333335,-0.43444117051666664,-0.43900493295833337,-0.44342430764999996,-0.43929633340833335,-0.43443090278333335,-1.0440615561666666,-1.6536395833333335,-1.6536418634166665
1928,-3.879682986083333,-3.3984549933333335,-2.2307454627500003,-1.0165784796166666,-0.48802848756666667,-0.48759409721666663,-0.48760171181666667,-0.4902631356916667,-0.4930930309416666,-0.4903948227666666,-0.48759409721666663,-1.0972451530833334,-1.7067940971666669,-1.70680418175
1929,-4.072808680583333,-3.5712924256666665,-2.3526874733333334,-1.08338457825,-0.5315518886083334,-0.531103125,-0.531101347925,-0.534446078875,-0.5402373399083333,-0.534727286025,-0.531103125,-1.1404604105,-1.750303125,-1.7502481199166666
1930,-4.266,-3.747549116583333,-2.488222115,-1.1843658624166666,-0.622851485,-0.6224059027833333,-0.6223424280833333,-0.6087872057,-0.5986299087916667,-0.6080698525833333,-0.6224059027833333,-1.2310070496666667,-1.8416059028333331,-1.8413955429166666
1931,-4.4592,-3.928172195,-2.6373984020833334,-1.29813017525,-0.716208503375,-0.7157291666666667,-0.7157086994083333,-0.7039214292250001,-0.6844041008916667,-0.703018163625,-0.7157291666666667,-1.3254403704166666,-1.9349461805,-1.9349750454166665
1932,-4.6523829860833334,-4.099958155833334,-2.7531953799999997,-1.3415677925833334,-0.7249092814333333,-0.7244045138833334,-0.7244229841666666,-0.7341515918083333,-0.7439158699749999,-0.73489767645,-0.7244045138833334,-1.3340170314166666,-1.9436788194999999,-1.9436671299166666
1933,-4.845508680583333,-4.275561940583334,-2.8879324333333334,-1.4487463874166666,-0.8284547473416667,-0.8279604166666666,-0.827893693725,-0.8121676561000001,-0.799935405975,-0.811275496525,-0.8279604166666666,-1.4365907480000002,-2.0471690971666665,-2.046966728416667
1934,-5.0386999999999995,-4.4554834156666665,-3.0341319278333336,-1.55464066775,-0.9121794305750001,-0.9116552083333334,-0.9116251073166667,-0.9004216563833333,-0.8836894610083333,-0.8996624481916666,-0.9116552083333334,-1.52106334375,-2.130855208333333,-2.130816324
1935,-5.2319,-4.6302165295833335,-3.1615000150833334,-1.6251451655,-0.955764135975,-0.9552170138916667,-0.9552129081666667,-0.9552706372833333,-0.9531496082416666,-0.9553278277083334,-0.9552170138916667,-1.5647087197499998,-2.1744170139166665,-2.174390765
1936,-5.4251000000000005,-4.808261212500001,-3.3058868199166667,-1.7618170773333333,-1.1160688380833335,-1.1156159722499999,-1.1153187528583333,-1.059012322175,-1.0245261174333333,-1.0565104298083334,-1.1156159722499999,-1.7201707364166667,-2.33481597225,-2.333743554833333
1937,-5.618282986083333,-5.025077047916667,-3.591232693583333,-2.16865593125,-1.5902299229166665,-1.5898319444166666,-1.5893272154166667,-1.4356669215,-1.2660703750833333,-1.426167435,-1.5898319444166666,-2.194151546666667,-2.8090319444166667,-2.807953904
1938,-5.811408680583334,-5.237068496,-3.844541103833333,-2.4374963944166668,-1.8587753715,-1.8583875,-1.85791520375,-1.7309000834166666,-1.5829304741666668,-1.7239073185,-1.8583875,-2.4622133725833333,-3.0775875,-3.076365629833333
1939,-6.0046,-5.4619897994999995,-4.155231097083333,-2.8740471285000004,-2.361209061583333,-2.3608739583333334,-2.3602767818333334,-2.1735076726666667,-1.9518563556666664,-2.1620785765000003,-2.3608739583333334,-2.9645521835,-3.580073958333333,-3.578859062916667
1940,-6.1978,-5.677396641333334,-4.417885557583333,-3.1412498521666667,-2.6038070418333334,-2.60340277775,-2.60307932625,-2.4915134408333333,-2.3312387285000002,-2.4847196674166665,-2.60340277775,-3.2105041518333333,-3.82260277775,-3.8220828270833334
1941,-6.390982986083333,-5.874144654416667,-4.6228977271666665,-3.3558387634166666,-2.8307869898333333,-2.8304215278333333,-2.8300506354999997,-2.7272971709166662,-2.605963802416667,-2.721594864083333,-2.8304215278333333,-3.435627419333333,-4.049621527833334,-4.048694882083333
1942,-6.584108680583333,-6.085589441166667,-4.884681317333333,-3.6960923929166665,-3.21553632625,-3.21521840275,-3.21473336025,-3.0706007661666668,-2.9037010459166663,-3.0619546714166663,-3.21521840275,-3.8195632405000004,-4.43441840275,-4.433328562000001
1943,-6.7773,-6.298506940416666,-5.143497150583333,-3.983653706666667,-3.4998569935,-3.499498611083333,-3.4991695325833336,-3.3870906649166663,-3.234916845083333,-3.380103213583333,-3.499498611083333,-4.1064149055,-4.718698611083334,-4.718146457166667
1944,-6.9705,-6.494981085749999,-5.346117307833334,-4.186674303166667,-3.7102649962500003,-3.7099479166666662,-3.709563182166667,-3.6097758205,-3.4971173945,-3.6044071431666667,-3.7099479166666662,-4.314582786916667,-4.9291479166666665,-4.9280933955
1945,-7.1636999999999995,-6.712377881166667,-5.6304863059166665,-4.575856999583333,-4.15438417475,-4.154107638916667,-4.153613040166666,-3.997544785,-3.8120036448333336,-3.9877851626666665,-4.154107638916667,-4.758835973916667,-5.373307638916667,-5.372309073499999
1946,-7.356882986083334,-6.921486891833333,-5.87357326,-4.826082901666667,-4.3982299175833335,-4.397947569416667,-4.397541608083333,-4.282502475249999,-4.1402487495,-4.27595400325,-4.397947569416667,-5.00288452025,-5.617147569416667,-5.616159179083334
1947,-7.550008680583333,-7.129315781916667,-6.154124740916667,-5.213758124083333,-4.8515483025,-4.851352430583334,-4.8507411354166665,-4.67523481175,-4.478255828166667,-4.6647668436666665,-4.851352430583334,-5.453917073583334,-6.070552430583334,-6.069084970833333
1948,-7.743200000000001,-7.232996142,-6.4132107035,-5.604947725750001,-5.290636186416667,-5.290460069416667,-5.289891933833333,-5.11351753575,-4.89501658975,-5.1026795793333335,-5.290460069416667,-5.894336478083333,-6.509660069416667,-6.5084698714166676
1949,-7.9364,-7.311666309333333,-6.61432245675,-5.933473552083334,-5.67793199575,-5.677821527833333,-5.677222423833334,-5.5055948635,-5.301980965166667,-5.49553616875,-5.677821527833333,-6.280546702583333,-6.897021527833334,-6.89557428925
1950,-8.129582986083333,-7.4028301285,-6.868478723833333,-6.388556435000001,-6.235758761416666,-6.235758333333333,-6.234984092833333,-6.009808759833334,-5.75085506925,-5.996216052916666,-6.235758333333333,-6.836583317916666,-7.454958333333334,-7.453123906166667
1951,-8.322708680583334,-7.5068524345,-7.164460067833333,-6.905225830666667,-6.861421885083334,-6.861544444416666,-6.860599868583333,-6.592943246583332,-6.2874572537499995,-6.576991173666666,-6.861544444416666,-7.460016791166667,-8.080744444416666,-8.078404535166667
1952,-8.5159,-7.624286249083333,-7.564706181416667,-7.678465582916666,-7.856708325583334,-7.857161458333333,-7.855511675083334,-7.42180634425,-6.97156931325,-7.396594638916667,-7.857161458333333,-8.445136803083335,-9.076361458333333,-9.059106451333333
1953,-8.7091,-7.7567085916666665,-7.944891197083333,-8.397733652,-9.595211642916667,-9.6013,-9.597466244166666,-8.602152063250001,-8.026484919583334,-8.5829538085,-9.6013,-10.127711941583334,-10.820500000000001,-10.726632250666666
1954,-8.9023,-7.894832388249999,-8.011850048333335,-8.567664659666667,-11.422322154166666,-11.430100000000001,-11.422993973333334,-8.901134300583333,-8.684329838750001,-8.884209704083334,-11.430100000000001,-11.939850284166667,-12.649300000000002,-12.53685539
1955,-9.095482986083333,-8.03501784325,-8.080959970583335,-8.829723708583334,-13.249968443333332,-13.258899999999999,-13.248552329166666,-9.200074870166667,-8.829274321083334,-9.15678884175,-13.258899999999999,-13.768775334166667,-14.4781,-14.36329774
1956,-9.288608680583334,-8.177207953,-8.156166997083334,-9.177359182666667,-15.077695741666666,-15.087717014166666,-15.074345195833333,-9.601285465,-8.904120902666667,-9.521821007083334,-15.087717014166666,-15.598368790833334,-16.306917014166668,-16.192286714999998
1957,-9.4818,-8.3214455265,-8.238872653583334,-9.59759204875,-16.390271344166667,-16.397990971666665,-16.38411743,-10.086748649416666,-8.990623925,-9.964007643333334,-16.397990971666665,-16.967780091666665,-17.617207985833335,-17.55300076
1958,-9.674999999999999,-8.467746748083334,-8.329305485583333,-9.98822065675,-15.490892505833335,-15.495167014166666,-15.48510675,-10.530000488333334,-9.089237302583333,-10.372164266666667,-15.495167014166666,-16.12243612083333,-16.714441319166667,-16.7181597575
1959,-9.8682,-8.61611052075,-8.425811730916665,-10.297411093333332,-14.9632115825,-14.967107985833332,-14.958169368333335,-10.869433269166668,-9.196731066583334,-10.691286048333334,-14.967107985833332,-15.571716706666665,-16.186316666666666,-16.1851608175
1960,-10.061382985833333,-8.76648907525,-8.527419330083333,-10.60749157,-15.706768053333334,-15.710880555833334,-15.7014092175,-11.207805385,-9.311239008333333,-11.0109402525,-15.710880555833334,-16.324609415,-16.93009757,-16.93110524
1961,-10.254508680833334,-8.918819471416667,-8.63384921725,-10.876232770833333,-14.833925185,-14.837191319166665,-14.829983480000001,-11.4936779675,-9.432265294166667,-11.285762915833333,-14.837191319166665,-15.445847049166666,-16.056465624999998,-16.0561110925
1962,-10.4477,-9.0730721835,-8.7442428965,-11.150370765833335,-16.405318025833335,-16.410955555833333,-16.399898235,-11.785334189166667,-9.558148218416667,-11.566398102500001,-16.410955555833333,-16.977538361666667,-17.630164235833334,-17.602849311666667
1963,-10.6409,-9.229178568250001,-8.859808567,-11.521316954166666,-18.302982118333333,-18.31195729166667,-18.297839810833334,-12.193812144166666,-9.691294009249999,-11.95080505,-18.31195729166667,-18.850395320833332,-19.531157291666666,-19.446908738333335
1964,-10.834082985833334,-9.387126743416667,-8.981812430333333,-11.932821310833333,-18.993017711666667,-19.0013496525,-18.986900573333333,-12.648463586666667,-9.834189289166668,-12.377698099999998,-19.0013496525,-19.565363614166667,-20.2205496525,-20.1693666275
1965,-11.027208680833333,-9.546917224083332,-9.110548749916667,-12.377944510833332,-20.323895735,-20.333179514166666,-20.316946410833335,-13.140606471666667,-9.987425829333333,-12.839624316666667,-20.333179514166666,-20.883618828333333,-21.552396528333333,-21.480683553333336
1966,-11.2204,-9.708615316833333,-9.246578349,-12.850639583333333,-21.16425008,-21.174295833333332,-21.157138698333334,-13.662244603333333,-10.1520566075,-13.329744133333334,-21.174295833333332,-21.72548368833333,-22.3935871525,-22.331706123333333
1967,-11.4136,-9.8722421095,-9.390249440583334,-13.370193268333333,-22.831008914999998,-22.8423840275,-22.822846729166667,-14.236692365000001,-10.328767263333333,-13.868578373333333,-22.8423840275,-23.374905914166664,-24.06166701416667,-23.970107120833333
1968,-11.6068,-10.037847751,-9.54237057325,-13.934060415833335,-24.051242458333334,-24.063848264166666,-24.04270997916667,-14.859896513333334,-10.519100585833334,-14.452863782500001,-24.063848264166666,-24.592555521666668,-25.28305694416667,-25.19640394
1969,-11.799982985833333,-10.205495399166667,-9.703663328833334,-14.570912295,-26.449153851666665,-26.4653,-26.439898035833334,-15.565994545,-10.724419565,-15.112689859166666,-26.4653,-26.944046893333333,-27.6845,-27.539621256666667
1970,-11.993108680833332,-10.375270275,-9.875799608416667,-15.317881745000001,-29.000589399166667,-29.018048264166666,-28.989006091666667,-16.3978132925,-10.9478774925,-15.886050766666665,-29.018048264166666,-29.4960278625,-30.237248264166666,-30.083375714166667
1971,-12.186300000000001,-10.5473553975,-10.060605609666666,-16.1698624925,-31.5588598225,-31.577558333333332,-31.545111258333336,-17.34697683,-11.192829309166667,-16.766331868333335,-31.577558333333332,-32.056605893333334,-32.79677534666667,-32.64228943916667
1972,-12.3795,-10.721918583333334,-10.259696694166665,-17.1212844575,-34.118020081666664,-34.13787534666667,-34.10225565,-18.404855158333334,-11.462232948333332,-17.74656748916667,-34.13787534666667,-34.618311930833336,-35.35714965333333,-35.203553246666665
1973,-12.572682985833334,-10.899164250833332,-10.474554676666667,-18.166823399166667,-36.67217356333333,-36.693077430833334,-36.6545221625,-19.563387615,-11.758743467499999,-18.820190441666668,-36.693077430833334,-37.1754687,-37.912286110833335,-37.760325195
1974,-12.765808680833333,-11.079312651666667,-10.706520025000001,-19.300717093333333,-39.21403617666667,-39.235986458333336,-39.19469044583334,-20.8142832325,-12.084715741666665,-19.980357816666668,-39.235986458333336,-39.7192591125,-40.45518645833334,-40.30436472833333
1975,-12.959000000000001,-11.262653505833333,-10.956855225,-20.516130666666665,-41.561192265833334,-41.582437847499996,-41.53955467,-22.148273919999998,-12.442282755,-21.219329533333333,-41.582437847499996,-42.09462146916667,-42.8016378475,-42.67443960333333
1976,-13.1522,-11.449429716666666,-11.226157305000001,-21.754061760833334,-42.6591992075,-42.67748576333333,-42.636114140833335,-23.495664458333334,-12.832373223333333,-22.476929075833336,-42.67748576333333,-43.25524375916667,-43.89668576333333,-43.84214937583334
1977,-13.3454,-11.639864091666666,-11.513392689166666,-22.927894369166665,-42.71974751583334,-42.73595208333333,-42.697540590833334,-24.757290855833332,-13.2529355,-23.6669591525,-42.73595208333333,-43.34643018833333,-43.955169097500004,-43.9514672775
1978,-13.538582985833335,-11.83410098,-11.816380818333334,-24.009845518333332,-42.75397464833333,-42.76933888916667,-42.733264005,-25.904733323333332,-13.699899936666666,-24.76365938416667,-42.76933888916667,-43.37838371916666,-43.98861319416667,-43.98803436916666
1979,-13.731708680833334,-12.032193526666667,-12.13300201,-25.01222274583333,-42.8921524425,-42.90682256916667,-42.87267672666667,-26.955859489166667,-14.169390163333333,-25.781073574166665,-42.90682256916667,-43.513984805,-44.126031250000004,-44.12175112333333
1980,-13.924900000000001,-12.234181828333334,-12.461477072500001,-25.943963163333333,-43.03972782666667,-43.0539190975,-43.02150112333334,-27.923774238333333,-14.6581651625,-26.729314281666664,-43.0539190975,-43.65897091833333,-44.2731190975,-44.26787495
1981,-14.1181,-12.440000343333333,-12.800146325833333,-26.81022185333333,-43.18941200333333,-43.20303298583334,-43.17220124833333,-28.816607776666668,-15.163287625,-27.614337156666664,-43.20303298583334,-43.807934726666666,-44.42223298583334,-44.41678711666666
1982,-14.311282985833332,-12.649547256666667,-13.1475016925,-27.615746985,-43.323313293333335,-43.33628055583333,-43.3069653,-29.64153644833333,-15.682119112499999,-28.441395554166665,-43.33628055583333,-43.94314548916666,-44.555480555833334,-44.55165729833333
1983,-14.504408680833334,-12.8626783925,-13.50212457,-28.361742913333334,-43.40095269166667,-43.41336041666667,-43.38550446,-30.40131820666667,-16.212211364166667,-29.212052742500003,-43.41336041666667,-44.02114812333334,-44.63256041666667,-44.6306800575
1984,-14.6976,-13.079272549166667,-13.862724900833333,-29.053335770833332,-43.506010160833334,-43.51792326416666,-43.49136420833333,-31.102886535,-16.7513273875,-29.93154312,-43.51792326416666,-44.126010755,-44.7371402775,-44.7350082225
1985,-14.8908,-13.299132189166668,-14.228074761666667,-29.691566123333335,-43.521884031666666,-43.53321319416667,-43.508021498333335,-31.7482239075,-17.297395920833335,-30.600963336666666,-43.53321319416667,-44.1430478375,-44.7524875,-44.75252984916667
1986,-15.084000000000001,-13.522052311666668,-14.596997271666666,-30.280113719166668,-43.57461841666666,-43.58550798583334,-43.56147578083334,-32.34211647833333,-17.848435256666665,-31.2238717675,-43.58550798583334,-44.195330616666666,-44.80471666666667,-44.804769739166666
1987,-15.277182985833333,-13.747810419166667,-14.9684536325,-30.824596222500002,-43.686821001666665,-43.69778368083333,-43.67448625916666,-32.891306397499996,-18.40271336416667,-31.805622298333333,-43.69778368083333,-44.29867356583333,-44.91698368083333,-44.91060029166667
1988,-15.470308680833334,-13.976167615,-15.341733765,-31.3505917375,-44.0784837375,-44.089421180833334,-44.066554175,-33.42473074833333,-18.95907642,-32.37080025416667,-44.089421180833334,-44.68975694583333,-45.308621180833335,-45.2949285675
1989,-15.663499999999999,-14.206943625000001,-15.716314000833334,-31.83305095,-43.847674151666666,-43.85752534666667,-43.836246195,-33.91402338666666,-19.516658359166666,-32.89509620333333,-43.85752534666667,-44.41566013333334,-44.969895138333335,-44.97082842333333
1990,-15.910209336099586,-14.489532129170124,-16.16733161481328,-32.38983133257262,-44.316518790331955,-44.328436272489625,-44.308173713775936,-34.48246035215767,-20.184451227095437,-33.50352755385892,-44.328436272489625,-44.746128183817426,-45.143753959211615,-45.14540232004149
1991,-16.057379726027396,-14.681695321890412,-16.47515687728767,-32.68412761750685,-43.211657080986306,-43.2202,-43.20235835156164,-34.7783701580548,-20.643052129232878,-33.838045460246576,-43.2202,-43.87992561758904,-44.52676931506849,-44.528253513534246
1992,-16.238376366120217,-14.914454735163934,-16.844056965464482,-32.99767636456284,-43.14194708193989,-43.15022745901639,-43.13307883745902,-35.09362951306011,-21.1907941320765,-34.201541821120216,-43.15022745901639,-43.69795340278689,-44.24213456284153,-44.24249267226776
1993,-16.44148301369863,-15.155210644438355,-17.216590516136986,-33.286958308849314,-42.825997345041095,-42.83379164383562,-42.81792158526027,-35.38606402046575,-21.73925960457534,-34.541771469561645,-42.83379164383562,-43.31272998257534,-43.784096301369864,-43.78523045227397
1994,-16.634187397260273,-15.394170249041096,-17.581906284931506,-33.54288383945205,-42.86318313643836,-42.87082643835617,-42.855357846630135,-35.64641611427397,-22.27688527052055,-34.84925465682192,-42.87082643835617,-43.28742829728767,-43.69956794520548,-43.7003945359726
1995,-16.831470547945205,-15.635539170986302,-17.944730131369862,-33.799883376876714,-43.35121290624657,-43.35964657534247,-43.34352771331507,-35.91214925813699,-22.808525500109592,-35.15707123830137,-43.35964657534247,-43.77090119186301,-44.196953424657536,-44.19501271167123
1996,-17.041780874316938,-15.882388135928963,-18.308465092131147,-34.08508777117486,-43.85138733262295,-43.860501639344264,-43.84372065431694,-36.21254750295082,-23.33813843281421,-35.491428140491806,-43.860501639344264,-44.1382114184153,-44.43796912568306,-44.437184703005464
1997,-17.24487821917808,-16.128403564849314,-18.667425580739728,-34.40295570602739,-44.35309400909589,-44.36134917808219,-44.34463617758904,-36.55242808128767,-23.860344974082192,-35.856342357863014,-44.36134917808219,-44.71880656213699,-45.097498767123284,-45.09099215736987
1998,-17.420214931506848,-16.36582159909589,-19.015132519972603,-34.660754808712326,-43.58092765630137,-43.58819342465753,-43.573849427972604,-36.828729726,-24.368514782054795,-36.163012174849314,-43.58819342465753,-44.045508046849314,-44.49603123287671,-44.49641222956165
1999,-17.61342780821918,-16.608148356356164,-19.364552855835615,-34.913609543753424,-44.32759838646575,-44.3353504109589,-44.31979098367123,-37.10143258027397,-24.87513174728767,-36.46433540446576,-44.3353504109589,-44.54377427487671,-44.759530958904115,-44.75946180136986
2000,-17.80420792349727,-16.84997055273224,-19.71047155510929,-35.16983598426229,-44.1003036910929,-44.107614344262295,-44.09324603923497,-37.380051750819675,-25.37553563724044,-36.76815158581967,-44.107614344262295,-44.40455706398907,-44.69578907103825,-44.69673049775956
2001,-17.995544246575342,-17.09179146531507,-20.052995536767124,-35.40501236219178,-44.38349863386301,-44.39108232876712,-44.376659132136986,-37.63761826323288,-25.869390231835617,-37.05160884580822,-44.39108232876712,-44.64356266317808,-44.90065986301369,-44.90007386493151
2002,-18.17801369863014,-17.330273332657534,-20.389136680136986,-35.65970407326027,-44.762349264438356,-44.7707406849315,-44.755833089452054,-37.91778295753424,-26.353636899424654,-37.35138153139726,-44.7707406849315,-44.90327823953425,-45.04822616438356,-45.047995698
2003,-18.353569315068494,-17.565544662712327,-20.720021938136984,-35.88045939167123,-44.14894525854795,-44.155684657534245,-44.14296072449315,-38.16386694827398,-26.829811977369864,-37.62023594747945,-44.155684657534245,-44.421045196520545,-44.676512328767124,-44.67799111931507
2004,-18.533904098360658,-17.801388706530055,-21.0486621863388,-36.09129574887978,-44.87244736838798,-44.87975997267759,-44.86567678497268,-38.39808661770492,-27.30052743587432,-37.87638145084699,-44.87975997267759,-44.95595835980875,-45.051439890710384,-45.049839859672126
2005,-18.704963150684932,-18.033162903260273,-21.37102955071233,-36.30902157706849,-44.453703793013695,-44.46031794520548,-44.44802584169863,-38.64294128849315,-27.76199150619178,-38.13970891191781,-44.46031794520548,-44.62845581506849,-44.784620958904114,-44.78585042871233
2006,-18.853752834008098,-18.22789433651822,-21.639607849473684,-36.45189117340081,-44.138404861457495,-44.14530688259109,-44.13237310562753,-38.80304351647773,-28.144541817894737,-38.320280247327936,-44.14530688259109,-44.278861978421055,-44.475371659919034,-44.47282210526316
