totim,Total compaction,Thick aquitard compaction,Delay interbed compaction,Confining unit compaction,No-delay interbed compaction,Elastic coarse-grained material compaction
1908.4365160853333,1.073406093705e-05,2.050317516e-06,2.6943150834800002e-05,4.8836917289800003e-05,0.0005712218143517999,0.00063284311003505
1908.5198494186668,1.8314311508e-05,7.3359400094999994e-06,3.54567614351e-05,6.77265722961e-05,0.00072929981044,0.0008226766342015
1908.603182752,2.4524415802e-05,1.5337671415e-05,4.06698595914e-05,8.03437804574e-05,0.000815425025827,0.000935630893477
1908.6865160853333,3.0123677998999997e-05,2.5612455098e-05,4.5310870467e-05,9.181629601e-05,0.000889086714247,0.0010366391433170002
1908.7698494186668,3.5443290546e-05,3.7820848142000005e-05,4.9851373045e-05,0.000103083891025,0.0009605759894130001,0.001136924019168
1908.853182752,4.0626903243009996e-05,5.1698243805e-05,5.4372886541999995e-05,0.00011431206936199999,0.001031673861798,0.00123831107817801
1908.9365160853333,4.5737054547999993e-05,6.703452226e-05,5.8889476169e-05,0.000125529542489,0.001102688533039,0.001340989652328
1909.0198494186668,5.0801656391e-05,8.365964518000001e-05,6.340355018799999e-05,0.000136741227138,0.0011736732573299998,0.0014448757862310002
1909.103182752,5.5833992954e-05,0.00010143342134,6.791551076799999e-05,0.000147947941058,0.00124463718086,0.001549852535544
1909.1865160853333,6.0841173143e-05,0.00012023820252000001,7.242541972199999e-05,0.000159149808882,0.00131558183672,0.001655811021363
1909.2698494186668,6.582763127e-05,0.00013997364129,7.6933283947e-05,0.000170346844807,0.0013865074571,0.00176265557433
1909.353182752,7.079654802999999e-05,0.00016055290178000002,8.143910315400001e-05,0.000181539049274,0.0014574140595499999,0.0018703025585099999
1909.4365160853333,7.5647367e-05,0.00018149522328999998,8.5490264682e-05,0.00019161097422200002,0.00152146072495,0.00197021428949
1909.5198494186668,8.030856704000001e-05,0.00020240250591,8.9049952841e-05,0.000200460751561,0.0015778247132199998,0.00206099653848
1909.603182752,8.483061349e-05,0.0002233451784,9.2564930639e-05,0.000209190310579,0.0016332160378200002,0.00215058214021
1909.6865160853333,8.924734421999999e-05,0.00024436884174,9.6071492321e-05,0.000217900419321,0.00168843888528,0.0022399554901599995
1909.7698494186668,9.358237148999999e-05,0.00026550081689,9.9575568289e-05,0.00022660493982899998,0.0017436232734899999,0.0023293114016200004
1909.853182752,9.785286462e-05,0.00028675598566,0.000103078177969,0.00023530606597900003,0.0017987913514700001,0.0024187062680799997
1909.9365160853333,0.00010207172223,0.00030814085796,0.000106579501385,0.000244004173765,0.00185394695833,0.00250816371226
1910.0198494186668,0.00010624887212,0.00032965639049999996,0.00011007957282100001,0.000252699334481,0.00190909077523,0.0025976953722499996
1910.103182752,0.00011039208799,0.0003512999353,0.00011357840063399999,0.000261391565894,0.0019642229366399998,0.00268730652619
1910.1865160853333,0.00011450752926,0.0003730665804,0.00011707598821600001,0.00027008087556600004,0.00201934347499,0.00277699846056
1910.2698494186668,0.00011860011533000001,0.0003949500679,0.000120572337806,0.000278767268656,0.00207445240607,0.0028667698580300003
1910.353182752,0.000122673796,0.0004169434178,0.00012406745127,0.00028745074954,0.00212954973876,0.0029566177015
1910.4365160853333,0.00012673173865,0.00043903947450000006,0.000127561442951,0.00029613160024099996,0.00218463719929,0.00304654001265
1910.5198494186668,0.00013077648427999998,0.0004612310075,0.000131054321849,0.000304809845289,0.00223971496447,0.00313653230128
1910.603182752,0.00013481010618999998,0.0004835108003,0.000134545977822,0.00031348521276200003,0.00229478134577,0.00322658746499
1910.6865160853333,0.00013883430074,0.0005058719422999999,0.00013803640475400003,0.000322157685074,0.0023498361842699995,0.00331670011164
1910.7698494186668,0.00014285043962,0.0005283078617,0.00014152560270799997,0.00033082726256799996,0.00240487945809,0.0034068650216200003
1910.853182752,0.00014685963337,0.0005508123586,0.00014501357273299999,0.00033949394785300004,0.0024599111687400002,0.0034970771085699997
1910.9365160853333,0.00015086278177,0.0005733796187,0.000148500315997,0.000348157743807,0.0025149313203,0.0035873314643700004
1911.0198494186668,0.00015486061425,0.000596004212,0.000151985833675,0.000356818653355,0.00256993991843,0.0036776233973499998
1911.103182752,0.00015885372224,0.0006186810843,0.00015547012691999998,0.00036547667936,0.00262493696638,0.0037679484519400003
1911.1865160853333,0.00016284258551,0.0006414055414,0.000158953196941,0.000374131824691,0.00267992247058,0.00385830242261
1911.2698494186668,0.00016682759324000002,0.0006641732318,0.00016243504486499998,0.00038278409219499995,0.00273489643565,0.00394868135324
1911.353182752,0.00017080906129,0.0006869801272,0.000165915671837,0.000391433484617,0.002789858867,0.00403908154039
1911.4365160853333,0.00017478717704,0.0007098220437,0.00016939459854099998,0.00040007881971100003,0.0028448024678199998,0.0041294905091400005
1911.5198494186668,0.00017876211779,0.00073269519,0.00017287178858,0.00040871999649,0.00289972640617,0.00421990371029
1911.603182752,0.00018273409783,0.0007555965569,0.00017634771761999997,0.00041735818892,0.0029546378546699997,0.00431032669883
1911.6865160853333,0.00018670326734,0.0007785233149,0.00017982242374,0.00042599350233,0.0030095376384199997,0.00440075772354
1911.7698494186668,0.00019066974778999998,0.0008014728363,0.00018329591400999997,0.0004346259534599999,0.0030644258952300003,0.00449119443239
1911.853182752,0.00019463363750999997,0.0008244426853,0.00018676819067,0.00044325554731,0.00311930265198,0.00458163452271
1911.9365160853333,0.00019859501617999997,0.0008474306075,0.00019023925493,0.00045188228689,0.0031741679197600002,0.00467207583008
1912.0198494186668,0.00020255394853,0.0008704345177999999,0.00019370910809999998,0.00046050617511999995,0.00322902170363,0.00476251634493
1912.103182752,0.00020651048730000002,0.0008934524906999999,0.00019717775117999997,0.00046912721461,0.00328386400927,0.0048529542014999994
1912.1865160853333,0.00021046467555,0.0009164827477,0.00020064518535,0.00047774540809,0.0033386948417400003,0.00494338767305
1912.2698494186668,0.00021441654857000001,0.0009395236477,0.00020411141165000001,0.00048636075818,0.0033935142093000003,0.00503381516337
1912.353182752,0.00021836613534,0.0009625736772,0.00020757643136000003,0.00049497326775,0.00344832211473,0.00512423519534
1912.4365160853333,0.00022231354355,0.000985631771,0.00021104061215,0.00050358384382,0.0035031241390900006,0.0052146532970500006
1912.5198494186668,0.0002262588526,0.0010086969121,0.00021450398493000003,0.00051219257149,0.00355792095401,0.0053050692903
1912.603182752,0.000230202039,0.0010317678065,0.00021796618921,0.00052079856023,0.0036127071006000003,0.0053954755065
1912.6865160853333,0.00023414309014000004,0.001054843279,0.00022142719647999997,0.00052940173106,0.00366748193117,0.00548587003164
1912.7698494186668,0.00023808199939,0.0010779222594,0.00022488700308,0.00053800207542,0.0037222453456700003,0.00557625168059
1912.853182752,0.00024201876353,0.001101003771,0.00022834560936999999,0.00054659959447,0.0037769973330500006,0.0056666194614300005
1912.9365160853333,0.00024595338122999997,0.0011240869202,0.00023180301633,0.00055519429023,0.0038317378943399996,0.0057569724863300005
1913.0198494186668,0.00024988585233,0.0011471708883,0.00023525922488000002,0.00056378616538,0.00388646703691,0.00584730994263
1913.103182752,0.00025381617735,0.0011702549244,0.0002387142363,0.0005723752227,0.00394118476489,0.00593763108975
1913.1865160853333,0.00025774435734,0.0011933383388,0.00024216805166,0.00058096146486,0.00399589108532,0.00602793524564
1913.2698494186668,0.00026167039364,0.001216420498,0.00024562067206,0.00058954489426,0.00405058600275,0.0061182217887400005
1913.353182752,0.00026559428782,0.00123950082,0.00024907209859,0.00059812551379,0.00410526952403,0.0062084901453200005
1913.4365160853333,0.00026951604169,0.0012625787694,0.00025252233234,0.00060670332594,0.00415994165468,0.00629873979159
1913.5198494186668,0.00027343565703,0.0012856538542000001,0.00025597137449,0.00061527833339,0.00421460240076,0.00638897024573
1913.603182752,0.00027735313596,0.0013087256215,0.00025941922603,0.00062385053873,0.00426925176868,0.006479181064860001
1913.6865160853333,0.00028126848045,0.0013317936549,0.00026286588822,0.00063241994472,0.0043238897626,0.0065693718430500005
1913.7698494186668,0.00028518169266,0.0013548575714000001,0.00026631136205999996,0.0006409865538599999,0.00437851639084,0.006659542208160001
1913.853182752,0.00028909277486,0.0013779170189,0.00026975564852,0.0006495503688200001,0.00443313165653,0.00674969181916
