time,H1_1_2
0.3831380695111,0.2551099856E-10
0.7854330424977,0.1263226499E-10
1.207842764134,0.9349788182E-11
1.651372971851,0.7693599127E-11
2.117079689955,0.6647324091E-11
2.606071743964,0.5907039722E-11
3.119513400673,0.5345956172E-11
3.658627140218,0.4900556250E-11
4.224696566740,0.4535034575E-11
4.819069464588,0.4227460783E-11
5.443161007328,0.3963547292E-11
6.098457127206,0.3733529844E-11
6.786518053077,0.3530475834E-11
7.508982025242,0.3349307166E-11
8.267569196015,0.3186206241E-11
9.064085725327,0.3038239276E-11
9.900428081105,0.2903108790E-11
10.77858755467,0.2778985947E-11
11.70065500192,0.2664393982E-11
12.66882582152,0.2558125256E-11
13.68540518211,0.2459181046E-11
14.75281351073,0.2366727048E-11
15.87359225577,0.2280059956E-11
17.05040993807,0.2198581999E-11
18.28606850449,0.2121781294E-11
19.58350999922,0.2049216490E-11
20.94582356870,0.1980504659E-11
22.37625281664,0.1915311628E-11
23.87820352698,0.1853344206E-11
25.45525177285,0.1794343875E-11
27.11115243100,0.1738081639E-11
28.84984812206,0.1684353764E-11
30.67547859767,0.1632978265E-11
32.59239059707,0.1583791965E-11
34.60514819643,0.1536648023E-11
36.71854367577,0.1491413859E-11
38.93760892907,0.1447969385E-11
41.26762744503,0.1406205498E-11
43.71414688679,0.1366022795E-11
46.28299230064,0.1327330456E-11
48.98027998519,0.1290045291E-11
51.81243205396,0.1254090900E-11
54.78619172617,0.1219396945E-11
57.90863938198,0.1185898499E-11
61.18720942059,0.1153535475E-11
64.62970796114,0.1122252102E-11
68.24433142870,0.1091996447E-11
72.03968606965,0.1062719961E-11
76.02480844264,0.1034377051E-11
80.20918693429,0.1006924651E-11
84.60278435051,0.9803218041E-12
89.21606163755,0.9545292325E-12
94.06000278894,0.9295089062E-12
99.14614099789,0.9052236082E-12
104.4865861173,0.8816365029E-12
110.0940534927,0.8587107202E-12
115.9818942368,0.8364089681E-12
122.1641270182,0.8146931930E-12
128.6554714386,0.7935243071E-12
135.4713830800,0.7728620013E-12
142.6280903035,0.7526646625E-12
150.1426328882,0.7328894090E-12
158.0329026022,0.7134922531E-12
166.3176858018,0.6944283933E-12
175.0167081614,0.6756526324E-12
184.1506816390,0.6571199082E-12
193.7413537904,0.6387859200E-12
203.8115595494,0.6206078243E-12
214.3852755964,0.6025449739E-12
225.4876774458,0.5845596650E-12
237.1451993876,0.5666178655E-12
249.3855974265,0.5486898895E-12
262.2380153673,0.5307509942E-12
275.7330542052,0.5127818759E-12
289.9028449849,0.4947690473E-12
304.7811253037,0.4767050873E-12
320.4033196384,0.4585887585E-12
336.8066236898,0.4404249943E-12
354.0300929438,0.4222247625E-12
372.1147356605,0.4040048172E-12
391.1036105131,0.3857873521E-12
411.0419291082,0.3675995722E-12
431.9771636331,0.3494731976E-12
453.9591598843,0.3314439168E-12
477.0402559480,0.3135508013E-12
501.2754068149,0.2958356942E-12
526.7223152252,0.2783425807E-12
553.4415690560,0.2611169490E-12
581.4967855783,0.2442051455E-12
610.9547629267,0.2276537285E-12
641.8856391426,0.2115088247E-12
674.3630591692,0.1958154898E-12
708.4643501972,0.1806170783E-12
744.2707057765,0.1659546277E-12
781.8673791349,0.1518662613E-12
821.3438861611,0.1383866193E-12
862.7942185387,0.1255463262E-12
906.3170675351,0.1133715050E-12
952.0160589814,0.1018833497E-12
1000.000000000,0.9109776729E-13
