,0,1,2,3
0,0.0,0.0,0.0,1.542857142857143e-05
1,1.0,0.0,0.0,1.542857142857143e-05
2,2.0,0.0,0.0,1.542857142857143e-05
3,3.0,0.0,0.0,1.542857142857143e-05
4,4.0,0.0,0.0,1.542857142857143e-05
5,5.0,0.0,0.0,1.542857142857143e-05
6,6.0,0.0,0.0,1.542857142857143e-05
7,7.0,0.0,0.0,1.542857142857143e-05
8,8.0,0.0,0.0,1.542857142857143e-05
9,9.0,0.0,0.0,1.542857142857143e-05
10,10.0,0.0,0.0,1.542857142857143e-05
11,11.0,0.0,0.0,1.542857142857143e-05
12,12.0,0.0,0.0,1.542857142857143e-05
13,13.0,0.0,0.0,1.542857142857143e-05
14,14.0,0.0,0.0,1.542857142857143e-05
15,15.0,0.0,0.0,1.542857142857143e-05
16,16.0,0.0,0.0,1.542857142857143e-05
17,17.0,0.0,0.0,1.542857142857143e-05
18,18.0,0.0,0.0,1.542857142857143e-05
19,19.0,0.0,0.0,1.542857142857143e-05
20,20.0,0.0,0.0,1.542857142857143e-05
21,21.0,0.0,0.0,1.542857142857143e-05
22,22.0,0.0,0.0,1.542857142857143e-05
23,23.0,0.0,0.0,1.542857142857143e-05
24,24.0,0.0,0.0,1.542857142857143e-05
25,25.0,0.0,0.0,1.542857142857143e-05
26,26.0,0.0,0.0,1.542857142857143e-05
27,27.0,0.0,0.0,1.542857142857143e-05
28,28.0,0.0,0.0,1.542857142857143e-05
29,29.0,0.0,0.0,1.542857142857143e-05
30,30.0,0.0,0.0,1.542857142857143e-05
31,31.0,0.0,0.0,1.542857142857143e-05
32,32.0,0.0,0.0,1.542857142857143e-05
33,33.0,0.0,0.0,1.542857142857143e-05
34,34.0,0.0,0.0,1.542857142857143e-05
35,35.0,0.0,0.0,1.542857142857143e-05
36,36.0,0.0,0.0,1.542857142857143e-05
37,37.0,0.0,0.0,1.542857142857143e-05
38,38.0,0.0,0.0,1.542857142857143e-05
39,39.0,0.0,0.0,1.542857142857143e-05
