time,HEADWATER,TAILWATER,GAGE-1
3652.500000000,-1264.946432114244,-1037.918757479728,3342.729570463559
3683.500000000,-1208.240840197390,-971.1542535862372,3226.057273542815
3712.500000000,-1506.204119694019,-1209.358950062764,3753.762308210723
3743.500000000,-1594.435704143440,-1319.401655069553,3947.946571439089
3773.500000000,-1715.705394727500,-1441.681100922040,4186.943674220864
3804.500000000,-1766.984190026229,-1460.681032470792,4257.666728507013
3834.500000000,-1558.654254053188,-1357.649274224129,3948.802611591111
3865.500000000,-1272.419794053002,-1129.370041087809,3441.745220666556
3896.500000000,-912.2968144785876,-849.7545532011442,2810.158366331900
3926.500000000,-658.3867735380336,-616.8556318993039,2330.418467617946
3957.500000000,-206.2732263958288,-360.2039516804953,1626.232391306708
3987.500000000,205.7268916753919,-71.13959694613864,931.7054647052711
4018.500000000,446.5838063166145,64.10242326745018,554.2671824522283
4049.500000000,183.3612618469281,117.1268235139735,768.6096618745845
4077.500000000,-137.8988200702169,-40.95676072944094,1243.131473840851
4108.500000000,-582.0364396975724,-302.0028502935716,1941.086572971428
4138.500000000,-600.2550428425236,-342.6518625064097,1997.340247215555
4169.500000000,-937.6688834117166,-548.7723747289405,2537.094196300773
4199.500000000,-1065.035639955484,-650.7342432714340,2763.821942201913
4230.500000000,-177.7530101872212,-254.7766484515245,1486.786878239242
4261.500000000,82.51214514971424,87.15930127059598,896.1115133642792
4291.500000000,536.4042282558974,383.5307910483821,151.0270267898003
4322.500000000,1087.096794067912,.000000000000000,.000000000000000
4352.500000000,1087.096794067912,.000000000000000,.000000000000000
4383.500000000,1087.096794067912,.000000000000000,.000000000000000
