,0,1,2,3,4
0,0,0,0,10,6000.0
1,0,0,9,0,5000.0
2,0,1,0,10,6000.0
3,0,1,9,0,5000.0
4,0,2,0,10,6000.0
5,0,2,9,0,5000.0
6,0,3,0,10,6000.0
7,0,3,9,0,5000.0
8,0,4,0,10,6000.0
9,0,4,9,0,5000.0
10,0,5,0,10,6000.0
11,0,5,9,0,5000.0
12,0,6,0,10,6000.0
13,0,6,9,0,5000.0
14,0,7,0,10,6000.0
15,0,7,9,0,5000.0
16,0,8,0,10,6000.0
17,0,8,9,0,5000.0
18,0,9,0,10,6000.0
19,0,9,9,0,5000.0
