pp_0000 625.0 9375.0 1 0.7133079127368279204191026110493112355470657348632812500000000000000000
pp_0001 1875.0 9375.0 1 0.8010642256768988334059145017818082123994827270507812500000000000000000
pp_0002 3125.0 9375.0 1 0.46116006992894209570721386626246385276317596435546875000000000000000000
pp_0003 4375.0 9375.0 1 0.49354943045028137893481812170648481696844100952148437500000000000000000
pp_0004 625.0 8125.0 1 0.9611070270660706515997162568964995443820953369140625000000000000000000
pp_0005 1875.0 8125.0 1 0.8271405513244667329075809902860783040523529052734375000000000000000000
pp_0006 3125.0 8125.0 1 0.65251768929705555866149779831175692379474639892578125000000000000000000
pp_0007 4375.0 8125.0 1 0.58180397453115029193781992944423109292984008789062500000000000000000000
pp_0008 625.0 6875.0 1 0.88253764490243191698226610242272727191448211669921875000000000000000000
pp_0009 3125.0 6875.0 1 0.685273435000198438693530533782904967665672302246093750000000000000000000
pp_0010 4375.0 6875.0 1 0.634324023270065873170153736282372847199440002441406250000000000000000000
pp_0011 625.0 5625.0 1 0.96682359336092338342183438726351596415042877197265625000000000000000000
pp_0012 3125.0 5625.0 1 0.689628514373403667114814652450149878859519958496093750000000000000000000
pp_0013 4375.0 5625.0 1 0.711458982909856096910061751259490847587585449218750000000000000000000000
pp_0014 625.0 4375.0 1 0.90057549768534650436180299948318861424922943115234375000000000000000000
pp_0015 1875.0 4375.0 1 0.73719814804635508398433785259840078651905059814453125000000000000000000
pp_0016 3125.0 4375.0 1 0.782689814932111871392805824143579229712486267089843750000000000000000000
pp_0017 4375.0 4375.0 1 0.759124555515897081470200191688491031527519226074218750000000000000000000
pp_0018 625.0 3125.0 1 0.93573251109461463848049334046663716435432434082031250000000000000000000
pp_0019 1875.0 3125.0 1 0.69212398642332040310520824277773499488830566406250000000000000000000000
pp_0020 3125.0 3125.0 1 0.846252980171671165265934178023599088191986083984375000000000000000000000
pp_0021 4375.0 3125.0 1 0.755229864106159665126938307366799563169479370117187500000000000000000000
pp_0022 625.0 1875.0 1 0.79694582402561653378114669976639561355113983154296875000000000000000000
pp_0023 1875.0 1875.0 1 0.72591018596395151529776512688840739428997039794921875000000000000000000
pp_0024 3125.0 1875.0 1 0.662221037068720264073817816097289323806762695312500000000000000000000000
pp_0025 4375.0 1875.0 1 0.695255906518450705888767515716608613729476928710937500000000000000000000
pp_0026 1875.0 625.0 1 0.70639587675892157037083052273374050855636596679687500000000000000000000
pp_0027 3125.0 625.0 1 0.807401957420265548037718872365076094865798950195312500000000000000000000
pp_0028 4375.0 625.0 1 0.506998257630572268794821866322308778762817382812500000000000000000000000
