time,X008
1.000000000000,0.6521485963E-16
2.000000000000,0.1256642572E-14
3.000000000000,0.1249029376E-13
4.000000000000,0.8534699494E-13
5.000000000000,0.4508514073E-12
6.000000000000,0.1963184943E-11
7.000000000000,0.7337133211E-11
8.000000000000,0.2419865619E-10
9.000000000000,0.7186874772E-10
10.00000000000,0.1951836502E-09
11.00000000000,0.4906017312E-09
12.00000000000,0.1152381035E-08
13.00000000000,0.2549673141E-08
14.00000000000,0.5348822723E-08
15.00000000000,0.1069876555E-07
16.00000000000,0.2050090636E-07
17.00000000000,0.3778794215E-07
18.00000000000,0.6723850696E-07
19.00000000000,0.1158560395E-06
20.00000000000,0.1938407790E-06
21.00000000000,0.3156832349E-06
22.00000000000,0.5015058867E-06
23.00000000000,0.7786773653E-06
24.00000000000,0.1183720090E-05
25.00000000000,0.1764528449E-05
26.00000000000,0.2582910240E-05
27.00000000000,0.3717459355E-05
28.00000000000,0.5266762528E-05
29.00000000000,0.7352937310E-05
30.00000000000,0.1012549211E-04
31.00000000000,0.1376549160E-04
32.00000000000,0.1849000204E-04
33.00000000000,0.2455677940E-04
34.00000000000,0.3226914967E-04
35.00000000000,0.4198101272E-04
36.00000000000,0.5410187919E-04
37.00000000000,0.6910182281E-04
38.00000000000,0.8751619859E-04
39.00000000000,0.1099499391E-03
40.00000000000,0.1370811995E-03
41.00000000000,0.1696640768E-03
42.00000000000,0.2085293812E-03
43.00000000000,0.2545856191E-03
44.00000000000,0.3088162198E-03
45.00000000000,0.3722752063E-03
46.00000000000,0.4460799288E-03
47.00000000000,0.5314006836E-03
48.00000000000,0.6294469805E-03
49.00000000000,0.7414503771E-03
50.00000000000,0.8686439953E-03
51.00000000000,0.1012239088E-02
52.00000000000,0.1173399293E-02
53.00000000000,0.1353213498E-02
54.00000000000,0.1552668466E-02
55.00000000000,0.1772622570E-02
56.00000000000,0.2013782028E-02
57.00000000000,0.2276680975E-02
58.00000000000,0.2561666530E-02
59.00000000000,0.2868889650E-02
60.00000000000,0.3198302217E-02
61.00000000000,0.3549660322E-02
62.00000000000,0.3922533302E-02
63.00000000000,0.4316317741E-02
64.00000000000,0.4730255389E-02
65.00000000000,0.5163453833E-02
66.00000000000,0.5614908727E-02
67.00000000000,0.6083526483E-02
68.00000000000,0.6568146479E-02
69.00000000000,0.7067562046E-02
70.00000000000,0.7580539663E-02
71.00000000000,0.8105836060E-02
72.00000000000,0.8642213016E-02
73.00000000000,0.9188449863E-02
74.00000000000,0.9743353749E-02
75.00000000000,0.1030576783E-01
76.00000000000,0.1087457758E-01
77.00000000000,0.1144871545E-01
78.00000000000,0.1202716410E-01
79.00000000000,0.1260895842E-01
80.00000000000,0.1319318656E-01
81.00000000000,0.1377899012E-01
82.00000000000,0.1436556371E-01
83.00000000000,0.1495215400E-01
84.00000000000,0.1553805836E-01
85.00000000000,0.1612262322E-01
86.00000000000,0.1670524226E-01
87.00000000000,0.1728535435E-01
88.00000000000,0.1786244155E-01
89.00000000000,0.1843602697E-01
90.00000000000,0.1900567268E-01
91.00000000000,0.1957097757E-01
92.00000000000,0.2013157536E-01
93.00000000000,0.2068713252E-01
94.00000000000,0.2123734644E-01
95.00000000000,0.2178194346E-01
96.00000000000,0.2232067718E-01
97.00000000000,0.2285332672E-01
98.00000000000,0.2337969510E-01
99.00000000000,0.2389960770E-01
100.0000000000,0.2441291084E-01
101.0000000000,0.2491947033E-01
102.0000000000,0.2541917026E-01
103.0000000000,0.2591191168E-01
104.0000000000,0.2639761150E-01
105.0000000000,0.2687620140E-01
106.0000000000,0.2734762674E-01
107.0000000000,0.2781184566E-01
108.0000000000,0.2826882814E-01
109.0000000000,0.2871855514E-01
110.0000000000,0.2916101782E-01
111.0000000000,0.2959621676E-01
112.0000000000,0.3002416127E-01
113.0000000000,0.3044486870E-01
114.0000000000,0.3085836384E-01
115.0000000000,0.3126467832E-01
116.0000000000,0.3166385009E-01
117.0000000000,0.3205592285E-01
118.0000000000,0.3244094561E-01
119.0000000000,0.3281897222E-01
120.0000000000,0.3319006095E-01
121.0000000000,0.3355427410E-01
122.0000000000,0.3391167759E-01
123.0000000000,0.3426234069E-01
124.0000000000,0.3460633559E-01
125.0000000000,0.3494373717E-01
126.0000000000,0.3527462271E-01
127.0000000000,0.3559907157E-01
128.0000000000,0.3591716499E-01
129.0000000000,0.3622898586E-01
130.0000000000,0.3653461844E-01
131.0000000000,0.3683414824E-01
132.0000000000,0.3712766176E-01
133.0000000000,0.3741524637E-01
134.0000000000,0.3769699009E-01
135.0000000000,0.3797298148E-01
136.0000000000,0.3824330949E-01
137.0000000000,0.3850806330E-01
138.0000000000,0.3876733222E-01
139.0000000000,0.3902120558E-01
140.0000000000,0.3926977262E-01
141.0000000000,0.3951312237E-01
142.0000000000,0.3975134359E-01
143.0000000000,0.3998452466E-01
144.0000000000,0.4021275354E-01
145.0000000000,0.4043611766E-01
146.0000000000,0.4065470387E-01
147.0000000000,0.4086859838E-01
148.0000000000,0.4107788671E-01
149.0000000000,0.4128265363E-01
150.0000000000,0.4148298314E-01
151.0000000000,0.4167895838E-01
152.0000000000,0.4187066164E-01
153.0000000000,0.4205817432E-01
154.0000000000,0.4224157685E-01
155.0000000000,0.4242094874E-01
156.0000000000,0.4259636851E-01
157.0000000000,0.4276791366E-01
158.0000000000,0.4293566068E-01
159.0000000000,0.4309968503E-01
160.0000000000,0.4326006111E-01
161.0000000000,0.4341686225E-01
162.0000000000,0.4357016065E-01
163.0000000000,0.4372002711E-01
164.0000000000,0.4386653030E-01
165.0000000000,0.4400973491E-01
166.0000000000,0.4414969830E-01
167.0000000000,0.4428646470E-01
168.0000000000,0.4442005689E-01
169.0000000000,0.4455046519E-01
170.0000000000,0.4467763447E-01
171.0000000000,0.4480145014E-01
172.0000000000,0.4492172441E-01
173.0000000000,0.4503818437E-01
174.0000000000,0.4515046312E-01
175.0000000000,0.4525809492E-01
176.0000000000,0.4536051505E-01
177.0000000000,0.4545706436E-01
178.0000000000,0.4554699838E-01
179.0000000000,0.4562950026E-01
180.0000000000,0.4570369675E-01
181.0000000000,0.4576867628E-01
182.0000000000,0.4582350809E-01
183.0000000000,0.4586726157E-01
184.0000000000,0.4589902489E-01
185.0000000000,0.4591792242E-01
186.0000000000,0.4592313027E-01
187.0000000000,0.4591388967E-01
188.0000000000,0.4588951810E-01
189.0000000000,0.4584941791E-01
190.0000000000,0.4579308261E-01
191.0000000000,0.4572010089E-01
192.0000000000,0.4563015859E-01
193.0000000000,0.4552303875E-01
194.0000000000,0.4539862011E-01
195.0000000000,0.4525687417E-01
196.0000000000,0.4509786115E-01
197.0000000000,0.4492172505E-01
198.0000000000,0.4472868797E-01
199.0000000000,0.4451904407E-01
200.0000000000,0.4429315304E-01
201.0000000000,0.4405143356E-01
202.0000000000,0.4379435664E-01
203.0000000000,0.4352243907E-01
204.0000000000,0.4323623701E-01
205.0000000000,0.4293633983E-01
206.0000000000,0.4262336423E-01
207.0000000000,0.4229794867E-01
208.0000000000,0.4196074821E-01
209.0000000000,0.4161242964E-01
210.0000000000,0.4125366704E-01
211.0000000000,0.4088513774E-01
212.0000000000,0.4050751860E-01
213.0000000000,0.4012148272E-01
214.0000000000,0.3972769643E-01
215.0000000000,0.3932681671E-01
216.0000000000,0.3891948884E-01
217.0000000000,0.3850634444E-01
218.0000000000,0.3808799973E-01
219.0000000000,0.3766505405E-01
220.0000000000,0.3723808870E-01
221.0000000000,0.3680766590E-01
222.0000000000,0.3637432804E-01
223.0000000000,0.3593859705E-01
224.0000000000,0.3550097400E-01
225.0000000000,0.3506193881E-01
226.0000000000,0.3462195007E-01
227.0000000000,0.3418144506E-01
228.0000000000,0.3374083983E-01
229.0000000000,0.3330052935E-01
230.0000000000,0.3286088778E-01
231.0000000000,0.3242226879E-01
232.0000000000,0.3198500599E-01
233.0000000000,0.3154941330E-01
234.0000000000,0.3111578552E-01
235.0000000000,0.3068439878E-01
236.0000000000,0.3025551111E-01
237.0000000000,0.2982936305E-01
238.0000000000,0.2940617819E-01
239.0000000000,0.2898616380E-01
240.0000000000,0.2856951142E-01
241.0000000000,0.2815639750E-01
242.0000000000,0.2774698401E-01
243.0000000000,0.2734141903E-01
244.0000000000,0.2693983739E-01
245.0000000000,0.2654236124E-01
246.0000000000,0.2614910065E-01
247.0000000000,0.2576015423E-01
248.0000000000,0.2537560962E-01
249.0000000000,0.2499554413E-01
250.0000000000,0.2462002521E-01
251.0000000000,0.2424911102E-01
252.0000000000,0.2388285092E-01
253.0000000000,0.2352128596E-01
254.0000000000,0.2316444958E-01
255.0000000000,0.2281236746E-01
256.0000000000,0.2246505852E-01
257.0000000000,0.2212253522E-01
258.0000000000,0.2178480389E-01
259.0000000000,0.2145186520E-01
260.0000000000,0.2112371447E-01
261.0000000000,0.2080034206E-01
262.0000000000,0.2048173372E-01
263.0000000000,0.2016787091E-01
264.0000000000,0.1985873109E-01
265.0000000000,0.1955428807E-01
266.0000000000,0.1925451224E-01
267.0000000000,0.1895937085E-01
268.0000000000,0.1866882831E-01
269.0000000000,0.1838284638E-01
270.0000000000,0.1810138440E-01
271.0000000000,0.1782439955E-01
272.0000000000,0.1755184704E-01
273.0000000000,0.1728368026E-01
274.0000000000,0.1701985102E-01
275.0000000000,0.1676030971E-01
276.0000000000,0.1650500544E-01
277.0000000000,0.1625388620E-01
278.0000000000,0.1600689903E-01
279.0000000000,0.1576399013E-01
280.0000000000,0.1552510499E-01
281.0000000000,0.1529018850E-01
282.0000000000,0.1505918510E-01
283.0000000000,0.1483203883E-01
284.0000000000,0.1460869346E-01
285.0000000000,0.1438909260E-01
286.0000000000,0.1417317971E-01
287.0000000000,0.1396089826E-01
288.0000000000,0.1375219176E-01
289.0000000000,0.1354700384E-01
290.0000000000,0.1334527829E-01
291.0000000000,0.1314695915E-01
292.0000000000,0.1295199075E-01
293.0000000000,0.1276031773E-01
294.0000000000,0.1257188516E-01
295.0000000000,0.1238663848E-01
296.0000000000,0.1220452361E-01
297.0000000000,0.1202548697E-01
298.0000000000,0.1184947549E-01
299.0000000000,0.1167643665E-01
300.0000000000,0.1150631852E-01
301.0000000000,0.1133906974E-01
302.0000000000,0.1117463960E-01
303.0000000000,0.1101297800E-01
304.0000000000,0.1085403548E-01
305.0000000000,0.1069776328E-01
306.0000000000,0.1054411329E-01
307.0000000000,0.1039303807E-01
308.0000000000,0.1024449089E-01
309.0000000000,0.1009842573E-01
310.0000000000,0.9954797227E-02
311.0000000000,0.9813560769E-02
312.0000000000,0.9674672431E-02
313.0000000000,0.9538088998E-02
314.0000000000,0.9403767966E-02
315.0000000000,0.9271667541E-02
316.0000000000,0.9141746633E-02
317.0000000000,0.9013964857E-02
318.0000000000,0.8888282528E-02
319.0000000000,0.8764660657E-02
320.0000000000,0.8643060949E-02
321.0000000000,0.8523445793E-02
322.0000000000,0.8405778260E-02
323.0000000000,0.8290022094E-02
324.0000000000,0.8176141710E-02
325.0000000000,0.8064102180E-02
326.0000000000,0.7953869231E-02
327.0000000000,0.7845409236E-02
328.0000000000,0.7738689203E-02
329.0000000000,0.7633676771E-02
330.0000000000,0.7530340199E-02
331.0000000000,0.7428648359E-02
332.0000000000,0.7328570724E-02
333.0000000000,0.7230077363E-02
334.0000000000,0.7133138929E-02
335.0000000000,0.7037726652E-02
336.0000000000,0.6943812327E-02
337.0000000000,0.6851368309E-02
338.0000000000,0.6760367498E-02
339.0000000000,0.6670783335E-02
340.0000000000,0.6582589791E-02
341.0000000000,0.6495761355E-02
342.0000000000,0.6410273029E-02
343.0000000000,0.6326100316E-02
344.0000000000,0.6243219212E-02
345.0000000000,0.6161606195E-02
346.0000000000,0.6081238220E-02
347.0000000000,0.6002092705E-02
348.0000000000,0.5924147526E-02
349.0000000000,0.5847381005E-02
350.0000000000,0.5771771906E-02
351.0000000000,0.5697299420E-02
352.0000000000,0.5623943162E-02
353.0000000000,0.5551683160E-02
354.0000000000,0.5480499847E-02
355.0000000000,0.5410374054E-02
356.0000000000,0.5341286998E-02
357.0000000000,0.5273220279E-02
358.0000000000,0.5206155872E-02
359.0000000000,0.5140076113E-02
360.0000000000,0.5074963700E-02
361.0000000000,0.5010801678E-02
362.0000000000,0.4947573438E-02
363.0000000000,0.4885262705E-02
364.0000000000,0.4823853533E-02
365.0000000000,0.4763330299E-02
366.0000000000,0.4703677692E-02
367.0000000000,0.4644880713E-02
368.0000000000,0.4586924663E-02
369.0000000000,0.4529795137E-02
370.0000000000,0.4473478022E-02
371.0000000000,0.4417959483E-02
372.0000000000,0.4363225968E-02
373.0000000000,0.4309264189E-02
374.0000000000,0.4256061505E-02
375.0000000000,0.4203604789E-02
376.0000000000,0.4151881535E-02
377.0000000000,0.4100879485E-02
378.0000000000,0.4050586622E-02
379.0000000000,0.4000991167E-02
380.0000000000,0.3952081574E-02
381.0000000000,0.3903846523E-02
382.0000000000,0.3856274918E-02
383.0000000000,0.3809355878E-02
384.0000000000,0.3763078736E-02
385.0000000000,0.3717433033E-02
386.0000000000,0.3672408513E-02
387.0000000000,0.3627995120E-02
388.0000000000,0.3584182992E-02
389.0000000000,0.3540962458E-02
390.0000000000,0.3498324032E-02
391.0000000000,0.3456258412E-02
392.0000000000,0.3414756474E-02
393.0000000000,0.3373809267E-02
394.0000000000,0.3333408012E-02
395.0000000000,0.3293544098E-02
396.0000000000,0.3254209075E-02
397.0000000000,0.3215394653E-02
398.0000000000,0.3177092702E-02
399.0000000000,0.3139295239E-02
400.0000000000,0.3101994437E-02
401.0000000000,0.3065182610E-02
402.0000000000,0.3028852219E-02
403.0000000000,0.2992995864E-02
404.0000000000,0.2957606282E-02
405.0000000000,0.2922676343E-02
406.0000000000,0.2888199052E-02
407.0000000000,0.2854167538E-02
408.0000000000,0.2820575060E-02
409.0000000000,0.2787414998E-02
410.0000000000,0.2754680852E-02
411.0000000000,0.2722366241E-02
412.0000000000,0.2690464899E-02
413.0000000000,0.2658970675E-02
414.0000000000,0.2627877525E-02
415.0000000000,0.2597179515E-02
