iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,base
0,50,972.577,10.2016,952.804,993.068,965.853,963.758,990.332,989.438,985.853,977.838,965.216,982.699,978.063,973.346,971.753,956.344,987.971,960.667,966.82,961.321,968.616,980.181,965.773,960.549,966.853,965.089,978.017,982.926,966.688,960.531,986.089,969.933,952.804,984.767,958.741,959.473,958.892,982.967,977.814,993.068,971.596,968.791,964.206,974.188,966.977,962.356,977.288,971.223,981.745,982.117,979.222,967.654,981.45,982.983
