iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,base
0,50,1275.11,77.1388,982.983,1434.62,1121.45,1206.59,1179.4,1253.57,1228.54,1336.08,1196.72,1154.41,1288.71,1266.52,1275.54,1334.5,1363.74,1207.84,1289.79,1400.52,1232.34,1363.01,1358.27,1434.62,1271.48,1304.62,1300.35,1239.61,1375.17,1282.15,1290,1346.85,1201.85,1262.16,1327.31,1215.89,1218.91,1232.06,1268.94,1269.78,1304.47,1307.93,1241.39,1307.79,1305.12,1345.28,1331.75,1249.23,1363.65,1264.71,1246.83,1367.87,1237.39,982.983
