pp_0000 875.0 9125.0 1 0.805888244488999760939407224213937297463417053222656250000000000000
pp_0001 2375.0 9125.0 1 0.871913321032826704737317413673736155033111572265625000000000000000
pp_0002 3875.0 9125.0 1 0.8045388533201539571493299263238441199064254760742187500000000000000
pp_0003 875.0 7625.0 1 1.211999587988981552655332052381709218025207519531250000000000000000
pp_0004 2375.0 7625.0 1 0.843766849653704853473357161419698968529701232910156250000000000000
pp_0005 3875.0 7625.0 1 0.7742362790275563177999629260739311575889587402343750000000000000000
pp_0006 875.0 6125.0 1 0.9986652246205444116711191782087553292512893676757812500000000000000
pp_0007 2375.0 6125.0 1 0.7941390916128180377242529175418894737958908081054687500000000000000
pp_0008 3875.0 6125.0 1 0.80735462791265344417723781589302234351634979248046875000000000000000
pp_0009 875.0 4625.0 1 0.7980357365959177551317793586349580436944961547851562500000000000000
pp_0010 2375.0 4625.0 1 0.7401444518801658656315112239099107682704925537109375000000000000000
pp_0011 3875.0 4625.0 1 0.91399501612084121937584768602391704916954040527343750000000000000000
pp_0012 875.0 3125.0 1 0.5691472396811387834958395615103654563426971435546875000000000000000
pp_0013 2375.0 3125.0 1 0.5665839328658895945878271049878094345331192016601562500000000000000
pp_0014 3875.0 3125.0 1 0.74682609854722648012881336399004794657230377197265625000000000000000
pp_0015 875.0 1625.0 1 0.5154573031391966875247589996433816850185394287109375000000000000000
pp_0016 2375.0 1625.0 1 0.5786011361530791763385650483542121946811676025390625000000000000000
pp_0017 3875.0 1625.0 1 0.72476195510480267980568669372587464749813079833984375000000000000000
