totim,W1L1,W1L2,W1L3,W1L4,W2L1,W2L2,W2L3,W2L4,S1L1,S1L2,S1L3,S1L4,S2L1,S2L2,S2L3,S2L4,C1L1,C1L2,C1L3,C1L4,C2L1,C2L2,C2L3,C2L4,W2L4Q,GS1,ES1,PC1,GS2,ES2,PC2,GS3,ES3,PC3,GS4,ES4,PC4,SK1L2,SK2L4,T1L2,W1QIE,W1QII,W1QAQ,W1QT,W1WC,W2QIE,W2QII,W2QAQ,W2QT,W2WC
41.0,0.1764056063,0.2294462279,0.0372216887,0.005181665399,0.01518193307,0.01188169747,0.0858267729,0.2154518671,-0.0249544146,0.01479925376,0.0,0.003915036077,-0.01391955651,0.008394342111,0.0,0.01169172407,0.1514511917,0.2442454816,0.0372216887,0.009096701476,0.001262376558,0.02027603958,0.0858267729,0.2271435911,19.82611225,191.3695272,141.8194333,141.6414878,498.8695272,299.4657389,299.2881992,595.8695272,338.5739995,338.404854,1007.869527,542.6871004,547.2837209,0.001292754612,0.0008183762755,0.4499846576,0.0,36.82279004,1.040602478,37.86339251,0.7294240436,0.0,19.24450067,0.5816115758,19.82611225,0.8244000237
42.0,0.1784253535,0.2327813685,0.03881282679,0.005260233807,0.01528982775,0.01200683998,0.08726128174,0.2172207281,-0.02514068403,0.01489350397,0.0,0.003974398874,-0.01408001908,0.008482754479,0.0,0.01174518298,0.1532846695,0.2476748725,0.03881282679,0.009234632681,0.001209808673,0.02048959446,0.08726128174,0.2289659111,19.95696022,191.2973772,141.9960765,141.8194333,498.7973772,299.6419809,299.4657389,595.7973772,338.7419941,338.5739995,1007.797377,542.8467573,547.2837209,0.001291723168,0.0008181069252,0.4499839174,0.0,36.52446989,1.032172028,37.55664191,0.7239911683,0.0,19.37151014,0.585450084,19.95696022,0.8266720787
43.0,0.1804150377,0.2360895111,0.04039224387,0.00533827695,0.01539599332,0.01213110261,0.08868767464,0.2189813543,-0.02532571252,0.01498699121,0.0,0.004033364805,-0.01423959952,0.008570545222,0.0,0.01179839301,0.1550893252,0.2510765023,0.04039224387,0.009371641754,0.001156393801,0.02070164783,0.08868767464,0.2307797473,19.86405164,191.2257544,142.1714288,141.9960765,498.7257544,299.8169346,299.6419809,595.7257544,338.9088394,338.7419941,1007.725754,543.0054045,547.2837209,0.001290700891,0.0008178389171,0.4499831682,0.0,36.22880276,1.023816556,37.25261932,0.7186018422,0.0,19.28132709,0.5827245521,19.86405164,0.8225670333
44.0,0.1823662683,0.239355515,0.04195334276,0.005415481017,0.01550047886,0.01225451355,0.09010496482,0.2207313081,-0.02550866553,0.01507928764,0.0,0.004091696767,-0.01439833057,0.008657734251,0.0,0.01185128051,0.1568576028,0.2544348027,0.04195334276,0.009507177784,0.001102148287,0.0209122478,0.09010496482,0.2325825886,19.74364205,191.1549808,142.3447021,142.1714288,498.6549808,299.9897949,299.8169346,595.6549808,339.0738359,338.9088394,1007.654981,543.1624024,547.2837209,0.001289692433,0.0008175726208,0.4499824104,0.0,35.76732564,1.010775332,36.77810097,0.7099301198,0.0,19.16444979,0.5791922603,19.74364205,0.8177116791
45.0,0.1842804627,0.2425812507,0.04349776769,0.005491996864,0.01729967647,0.01511581337,0.09149034283,0.222470497,-0.02568961534,0.01517044609,0.0,0.00414950874,-0.01455113597,0.008741489926,0.0,0.01190384266,0.1585908473,0.2577516968,0.04349776769,0.009641505604,0.002748540497,0.02385730329,0.09149034283,0.2343743396,19.62218812,191.0850265,142.5159695,142.3447021,498.5850265,300.1606557,299.9897949,595.5850265,339.2371545,339.0738359,1007.585027,543.3180561,547.2837209,0.001288697188,0.0008173080488,0.4499816447,0.0,35.3263317,0.998312958,36.32464466,0.701623375,0.0,19.04655879,0.5756293322,19.62218812,0.8051073542
46.0,0.1861693637,0.2457862918,0.04503397328,0.005568217112,0.01977761505,0.01808895389,0.09287023953,0.2241923297,-0.02586962843,0.01526101972,0.0,0.004207097372,-0.01470448164,0.008825510105,0.0,0.01195588027,0.1602997352,0.2610473116,0.04503397328,0.009775314484,0.005073133413,0.02691446399,0.09287023953,0.23614821,19.42636915,191.0154774,142.686245,142.5159695,498.5154774,300.3305507,300.1606557,595.5154774,339.3996876,339.2371545,1007.515477,543.4731635,547.2837209,0.001287709091,0.0008170462019,0.4499808713,0.0,35.09969772,0.9919083404,36.09160606,0.6975378165,0.0,18.85648429,0.5698848583,19.42636915,0.8001769759
47.0,0.1880363558,0.2489756195,0.04656300414,0.005644095394,0.02224719858,0.02106723677,0.09424454427,0.2258968304,-0.02604899879,0.01535114929,0.0,0.004264427629,-0.0148583593,0.008909675606,0.0,0.01200739407,0.161987357,0.2643267688,0.04656300414,0.009908523022,0.007388839271,0.02997691237,0.09424454427,0.2379042244,19.23082243,190.9462188,142.8558092,142.686245,498.4462188,300.4997418,300.3305507,595.4462188,339.5615445,339.3996876,1007.446219,543.6276295,547.2837209,0.001286726592,0.0008167870737,0.4499800907,0.0,34.92761322,0.9870452774,35.9146585,0.6945503304,0.0,18.66667406,0.5641483713,19.23082243,0.7952370056
48.0,0.189882432,0.252150468,0.0480854026,0.005719654402,0.02470114779,0.02404241473,0.09561795447,0.2276010738,-0.02622779733,0.01544086968,0.0,0.004321516657,-0.01501231298,0.008993753362,0.0,0.01205890009,0.1636546347,0.2675913377,0.0480854026,0.01004117106,0.009688834809,0.03303616809,0.09561795447,0.2396599739,19.2279201,190.8772226,143.0247309,142.8558092,498.3772226,300.6682928,300.4997418,595.3772226,339.7227815,339.5615445,1007.377223,543.7814997,547.2837209,0.001285749299,0.0008165280669,0.4499793033,0.0,34.76904572,0.9825642009,35.75160992,0.6918315508,0.0,18.66385687,0.5640632297,19.2279201,0.7952310161
49.0,0.1917066872,0.2553088206,0.04960021433,0.005794842505,0.02713538841,0.02700947115,0.09698711196,0.2292989226,-0.02640591111,0.01553012391,0.0,0.004378325446,-0.01516607758,0.009077601606,0.0,0.01211021286,0.1653007761,0.2708389445,0.04960021433,0.01017316795,0.01196931083,0.03608707275,0.09698711196,0.2414091355,19.15577395,190.8085318,143.192905,143.0247309,498.3085318,300.8360948,300.6682928,595.3085318,339.8832965,339.7227815,1007.308532,543.9346681,547.2837209,0.001284777823,0.0008162701137,0.4499785095,0.0,34.58839249,0.9774589873,35.56585147,0.6886717855,0.0,18.59382718,0.5619467766,19.15577395,0.79279972
50.0,0.1935018092,0.2584371877,0.05110157555,0.00586938517,0.02954742446,0.02996518489,0.09835009754,0.230987559,-0.02658258913,0.01561853075,0.0,0.004434646571,-0.01531948172,0.009161129308,0.0,0.0121612472,0.1669192201,0.2740557184,0.05110157555,0.01030403174,0.01422794274,0.0391263142,0.09835009754,0.2431488062,19.05183479,190.7404352,143.3596241,143.192905,498.2404352,301.0024282,300.8360948,595.2404352,340.0424662,339.8832965,1007.240435,544.0865744,547.2837209,0.001283816297,0.0008160136412,0.4499777096,0.0,34.26000937,0.9681789656,35.22818833,0.6825763555,0.0,18.49293714,0.5588976554,19.05183479,0.7891794342
51.0,0.1952721001,0.2615429795,0.05259326064,0.005943514786,0.03193524968,0.03290683852,0.09970495101,0.2326636423,-0.02675821654,0.01570629962,0.0,0.004490655614,-0.01547238104,0.009244259676,0.0,0.01221190216,0.1685138836,0.2772492791,0.05259326064,0.0104341704,0.01646286864,0.04215109819,0.09970495101,0.2448755445,18.91020705,190.6727833,143.5252547,143.3596241,498.1727833,301.1676841,301.0024282,595.1727833,340.2006891,340.0424662,1007.172783,544.237691,547.2837209,0.001282862424,0.0008157591553,0.4499769041,0.0,34.01277796,0.9611922702,34.97397023,0.6780584456,0.0,18.35546414,0.5547429159,18.91020705,0.7842384117
52.0,0.1970168454,0.2646241925,0.05407368313,0.006017100771,0.03429982566,0.03583547002,0.1010558888,0.234337707,-0.02693268663,0.0157933739,0.0,0.004546253914,-0.01562481976,0.009327022041,0.0,0.01226249612,0.1700841588,0.2804175664,0.05407368313,0.01056335469,0.0186750059,0.04516249206,0.1010558888,0.2466002031,18.88743207,190.6056161,143.6896986,143.5252547,498.1056161,301.331753,301.1676841,595.1056161,340.3577953,340.2006891,1007.105616,544.3877508,547.2837209,0.001281916804,0.0008155050551,0.4499760931,0.0,33.74360632,0.9535855494,34.69719187,0.6731069054,0.0,18.33335727,0.5540747973,18.88743207,0.7828416394
53.0,0.1987419875,0.2676911742,0.05554723208,0.006090350048,0.03664145701,0.03875116237,0.1024014806,0.2360056375,-0.0271065652,0.015880046,0.0,0.004601597812,-0.01577680073,0.00940941875,0.0,0.01231290468,0.1716354223,0.2835712202,0.05554723208,0.01069194786,0.02086465628,0.04816058112,0.1024014806,0.2483185422,18.81822413,190.5387146,143.8534917,143.6896986,498.0387146,301.4951842,301.331753,595.0387146,340.5142493,340.3577953,1007.038715,544.5371748,547.2837209,0.001280976244,0.0008152519649,0.449975277,0.0,33.58775258,0.9491811632,34.53693374,0.6703925222,0.0,18.26617959,0.5520445384,18.81822413,0.7800926085
54.0,0.2004493625,0.2707467207,0.05701557484,0.006163353763,0.03895767393,0.04165043752,0.1037378266,0.2376594672,-0.02728001674,0.01596639495,0.0,0.004656756174,-0.01592814492,0.009491351513,0.0,0.01236288709,0.1731693457,0.2867131156,0.05701557484,0.01082010994,0.02302952901,0.05114178903,0.1037378266,0.2500223543,18.65913291,190.4720151,144.0167906,143.8534917,497.9720151,301.658125,301.4951842,594.9720151,340.6702272,340.5142493,1006.972015,544.6861486,547.2837209,0.001280039879,0.0008150010922,0.4499744562,0.0,33.46252123,0.9456421578,34.40816339,0.6682946944,0.0,18.11175541,0.5473774965,18.65913291,0.7744432665
55.0,0.2021409356,0.2737941304,0.05848199606,0.006236373044,0.04124874679,0.0445334255,0.1050671339,0.2393051745,-0.02745322457,0.01605251396,0.0,0.004711926298,-0.01607884992,0.009572824004,0.0,0.01241262402,0.1746877111,0.2898466443,0.05848199606,0.01094829934,0.02516989687,0.05410624951,0.1050671339,0.2517177985,18.56749329,190.4054464,144.1797692,144.0167906,497.9054464,301.8207505,301.658125,594.9054464,340.8260776,340.6702272,1006.905446,544.8352047,547.2837209,0.00127910669,0.0008147515284,0.4499736309,0.0,33.37341223,0.9431239604,34.31653619,0.6669133296,0.0,18.0228041,0.5446891902,18.56749329,0.7707651313
56.0,0.2038149308,0.2768297502,0.05994183713,0.006308991456,0.04351703548,0.04740289307,0.1063918811,0.2409473882,-0.02762598943,0.01613829979,0.0,0.004766793542,-0.01622905261,0.009653914412,0.0,0.01246225537,0.1761889414,0.29296805,0.05994183713,0.011075785,0.02728798287,0.05705680748,0.1063918811,0.2534096436,18.5280776,190.3390847,144.3422408,144.1797692,497.8390847,301.9828646,301.8207505,594.8390847,340.9813045,340.8260776,1006.839085,544.9834926,547.2837209,0.001278177789,0.0008145025707,0.4499728013,0.0,33.24429633,0.9394751786,34.18377151,0.6647400646,0.0,17.98454469,0.543532906,18.5280776,0.7688242812
57.0,0.2054713744,0.2798534234,0.06139627343,0.006381355687,0.04576348103,0.05025972357,0.1077116734,0.2425843722,-0.02779829465,0.01622374801,0.0,0.004821468739,-0.01637879882,0.0097346477,0.0,0.01251172867,0.1776730797,0.2960771714,0.06139627343,0.01120282443,0.02938468221,0.05999437127,0.1077116734,0.2550961008,18.46907344,190.272936,144.5041911,144.3422408,497.772936,302.1444576,301.9828646,594.772936,341.136032,340.9813045,1006.772936,545.1313112,547.2837209,0.001277253216,0.0008142544816,0.4499719678,0.0,33.11346395,0.9357778895,34.04924184,0.66252253,0.0,17.92727146,0.5418019815,18.46907344,0.7663805645
58.0,0.2071105078,0.2828653026,0.06284469027,0.006453391651,0.0479888263,0.05310461298,0.1090267074,0.2442162609,-0.02797014597,0.01630886293,0.0,0.004875895912,-0.01652812245,0.009815043536,0.0,0.01256104797,0.1791403618,0.2991741655,0.06284469027,0.01132928756,0.03146070385,0.06291965652,0.1090267074,0.2567773089,18.41158671,190.2069975,144.6656268,144.5041911,497.7069975,302.3055363,302.1444576,594.7069975,341.290194,341.136032,1006.706998,545.2785086,547.2837209,0.001276332915,0.00081400724,0.4499711305,0.0,32.9843039,0.9321278598,33.91643176,0.660333805,0.0,17.87147114,0.5401155719,18.41158671,0.7640337084
59.0,0.2087314437,0.2858633833,0.06428512604,0.006524943321,0.05019358527,0.05593797653,0.1103369253,0.245842644,-0.02814142953,0.01639358791,0.0,0.004929957174,-0.01667704299,0.009895113654,0.0,0.01261020088,0.1805900142,0.3022569712,0.06428512604,0.01145490049,0.03351654228,0.06583309018,0.1103369253,0.2584528449,18.34947048,190.1413124,144.826442,144.6656268,497.6413124,302.4659922,302.3055363,594.6413124,341.4435806,341.290194,1006.641312,545.424765,547.2837209,0.001275417491,0.0008137609074,0.4499702898,0.0,32.83319035,0.9278574303,33.76104778,0.6577042745,0.0,17.81117713,0.5382933529,18.34947048,0.7615817355
60.0,0.2103357696,0.2888504416,0.06572165271,0.006596382128,0.05235807771,0.0587333647,0.1116313474,0.2474506309,-0.02831229338,0.0164780014,0.0,0.004983933161,-0.01682420079,0.009974110597,0.0,0.01265879782,0.1820234762,0.305328443,0.06572165271,0.01158031529,0.03553387692,0.06870747529,0.1116313474,0.2601094287,18.14191761,190.0758233,144.9867773,144.826442,497.5758233,302.6259725,302.4659922,594.5758233,341.5966245,341.4435806,1006.575823,545.5708393,547.2837209,0.001274506086,0.0008135174348,0.4499694458,0.0,32.71247932,0.9244461676,33.63692548,0.6556710862,0.0,17.60971295,0.5322046571,18.14191761,0.7528223992
61.0,0.2063054476,0.282920779,0.06423160512,0.00650099321,0.05100019572,0.05702860535,0.1068234592,0.23617866,-0.02013498884,0.01228873333,0.0,0.004911861534,-0.01467066616,0.008769709186,0.0,0.004142197611,0.1861704588,0.2952095124,0.06423160512,0.01141285474,0.03632952956,0.06579831453,0.1068234592,0.2403208577,-216.7126195,193.068947,137.6587849,144.9867773,500.568947,294.9584018,302.6259725,597.568947,337.676881,341.5966245,1009.568947,545.3758796,547.2837209,0.00131970491,0.0008561731762,0.4499686007,-64.93812487,0.0,-45.87836355,-110.8164884,-30.36317083,-123.4438972,0.0,-93.26872232,-216.7126195,-90.58833571
62.0,0.2033965497,0.2799557578,0.06345435135,0.006360440478,0.05006234207,0.05601680207,0.1064816826,0.2359490077,-0.01602660116,0.01019396506,0.0,0.004805666137,-0.01334028085,0.008054876743,0.0,0.003968682504,0.1873699485,0.2901497228,0.06345435135,0.01116610661,0.03672206122,0.06407167881,0.1064816826,0.2399176902,-4.415249349,194.6461309,133.7974036,144.9867773,502.1461309,291.1911752,302.6259725,599.1461309,335.6454452,341.5966245,1011.146131,545.0888,547.2837209,0.001343107282,0.0008570878016,0.449967756,-32.47114324,0.0,-22.94065185,-55.41179509,-15.22563204,-2.515015452,0.0,-1.900233897,-4.415249349,-3.77910935
63.0,0.201457723,0.2782339905,0.06296851902,0.006183986261,0.04939356795,0.05533310311,0.1062580096,0.2357992829,-0.01373916667,0.008977547667,0.0,0.004672345173,-0.01245559112,0.007571847863,0.0,0.00385555712,0.1877185563,0.2872115382,0.06296851902,0.01085633143,0.03693797683,0.06290495097,0.1062580096,0.23965484,-2.878578037,195.5489124,131.5871455,144.9867773,503.0489124,289.02587,302.6259725,600.0489124,334.3808148,341.5966245,1012.048912,544.7286869,547.2837209,0.001356937862,0.0008576847403,0.4499669138,-18.85576747,0.0,-13.32147728,-32.17724474,-8.742052794,-1.63969635,0.0,-1.238881687,-2.878578037,-2.501491977
64.0,0.200139646,0.2771491783,0.06263827208,0.00600894396,0.04888979194,0.054836057,0.1060848361,0.2356630082,-0.01233617824,0.008211134888,0.0,0.004540090989,-0.01182011265,0.007220688015,0.0,0.003752593963,0.1878034677,0.2853603132,0.06263827208,0.01054903495,0.03706967929,0.06205674501,0.1060848361,0.2394156021,-2.619990933,196.1118414,130.20894,144.9867773,503.6118414,287.6703977,302.6259725,600.6118414,333.5235465,341.5966245,1012.611841,544.371746,547.2837209,0.001365741654,0.0008582284335,0.4499660762,-11.88021581,0.0,-8.393295324,-20.27351113,-5.466736745,-1.492399898,0.0,-1.127591035,-2.619990933,-2.024540379
65.0,0.1991985958,0.2764102946,0.06239732797,0.005847996242,0.04849054967,0.0544522535,0.1059440633,0.235539603,-0.01139779589,0.007689118333,0.0,0.004418486047,-0.01133377533,0.006949533339,0.0,0.003659354533,0.1878007999,0.2840994129,0.06239732797,0.01026648229,0.03715677435,0.06140178684,0.1059440633,0.2391989576,-2.372561901,196.4922881,129.2775016,144.9867773,503.9922881,286.7512247,302.6259725,600.9922881,332.8993534,341.5966245,1012.992288,544.0437918,547.2837209,0.001371776968,0.000858721093,0.4499652456,-8.091813563,0.0,-5.716813739,-13.8086273,-3.703678842,-1.351459311,0.0,-1.021102591,-2.372561901,-1.699999825
66.0,0.1984902671,0.2758717231,0.0622113458,0.005703867485,0.04816075244,0.05414160381,0.1058255739,0.235428015,-0.01072258434,0.007308621078,0.0,0.004309588764,-0.01094281694,0.006730061349,0.0,0.003575043578,0.1877676827,0.2831803442,0.0622113458,0.01001345625,0.0372179355,0.06087166516,0.1058255739,0.2390030586,-2.145368732,196.7679609,128.6025784,144.9867773,504.2679609,286.0833918,302.6259725,601.2679609,332.4182945,341.5966245,1013.267961,543.7503055,547.2837209,0.001376195542,0.0008591668319,0.4499644244,-5.898113427,0.0,-4.166978837,-10.06509226,-2.688944016,-1.22204548,0.0,-0.9233232519,-2.145368732,-1.463921488
67.0,0.1979318531,0.275457096,0.06206152933,0.005575789412,0.04787957047,0.05388115638,0.1057233182,0.235326962,-0.01020769995,0.00701568976,0.0,0.004212818664,-0.01061680257,0.006546056927,0.0,0.003498692401,0.1877241531,0.2824727858,0.06206152933,0.009788608075,0.0372627679,0.0604272133,0.1057233182,0.2388256544,-1.94282499,196.9792367,128.0853171,144.9867773,504.4792367,285.5705227,302.6259725,601.4792367,332.0312668,341.5966245,1013.479237,543.4896581,547.2837209,0.001379608202,0.0008595706982,0.4499636151,-4.540747975,0.0,-3.208008959,-7.748756935,-2.063847968,-1.106672462,0.0,-0.8361525274,-1.94282499,-1.283551382
68.0,0.1974751023,0.275124207,0.06193698056,0.005461971466,0.04763422473,0.05365713215,0.1056334887,0.235235218,-0.009797326305,0.006780505816,0.0,0.004126822883,-0.01033760573,0.006387785264,0.0,0.003429374767,0.1876777759,0.2819047128,0.06193698056,0.009588794349,0.03729661901,0.06004491741,0.1056334887,0.2386645928,-1.763850094,197.1482738,127.6714675,144.9867773,504.6482738,285.1595769,302.6259725,601.6482738,331.7098496,341.5966245,1013.648274,543.2581537,547.2837209,0.001382354897,0.0008599375323,0.4499628199,-3.645602064,0.0,-2.575594186,-6.22119625,-1.653025038,-1.004724737,0.0,-0.7591253571,-1.763850094,-1.140066962
69.0,0.1970908802,0.2748484078,0.06183100586,0.005360503395,0.04741656701,0.05346085483,0.105553565,0.2351516939,-0.009459287506,0.006585655478,0.0,0.004050158118,-0.01009387922,0.006249116613,0.0,0.003366267635,0.1876315927,0.2814340633,0.06183100586,0.009410661513,0.03732268779,0.05970997144,0.105553565,0.2385179615,-1.605818227,197.2879405,127.3295249,144.9867773,504.7879405,284.8196681,302.6259725,601.7879405,331.436608,341.5966245,1013.787941,543.051866,547.2837209,0.00138463507,0.0008602716425,0.449962041,-3.020388134,0.0,-2.133884604,-5.154272737,-1.366881167,-0.9147065851,0.0,-0.6911116423,-1.605818227,-1.022220079
70.0,0.1967608015,0.2746144903,0.06173926166,0.005269651752,0.04722117495,0.05328659184,0.1054817939,0.2350754442,-0.009173923972,0.006420394308,0.0,0.003981514654,-0.009878159582,0.006126000942,0.0,0.003308656768,0.1875868775,0.2810348847,0.06173926166,0.009251166407,0.03734301537,0.05941259278,0.1054817939,0.238384101,-1.465960788,197.40614,127.0401401,144.9867773,504.90614,284.5317793,302.6259725,601.90614,331.2002394,341.5966245,1013.90614,542.86724,547.2837209,0.001386572175,0.0008605767721,0.4499612803,-2.561724462,0.0,-1.809841698,-4.37156616,-1.157450325,-0.8350409552,0.0,-0.630919833,-1.465960788,-0.9230326633
71.0,0.1964727125,0.274412566,0.06165878447,0.005187929776,0.04704427387,0.05313037112,0.1054168979,0.2350056531,-0.008928551197,0.006277736078,0.0,0.003919769161,-0.009685294824,0.006015632019,0.0,0.003255925683,0.1875441613,0.2806903021,0.06165878447,0.009107698937,0.03735897905,0.05914600314,0.1054168979,0.2382615788,-1.341790284,197.507991,126.7907807,144.9867773,505.007991,284.2835651,302.6259725,602.007991,330.9930386,341.5966245,1014.007991,542.70123,547.2837209,0.00138824668,0.0008608561556,0.4499605394,-2.211354781,0.0,-1.562307793,-3.773662574,-0.9977869805,-0.7643109214,0.0,-0.577479363,-1.341790284,-0.8380030595
72.0,0.1962182111,0.2742358888,0.06158746126,0.005114087995,0.04688311451,0.05298931237,0.105357906,0.2349416148,-0.008714570901,0.006152914748,0.0,0.003863977594,-0.009511561744,0.005915974931,0.0,0.003207541176,0.1875036402,0.2803888035,0.06158746126,0.008978065589,0.03737155276,0.0589052873,0.105357906,0.2381491559,-1.231187695,197.5969741,126.5729254,144.9867773,505.0969741,284.0666149,302.6259725,602.0969741,330.8095158,341.5966245,1014.096974,542.5512794,547.2837209,0.001389713587,0.0008611125929,0.4499598196,-1.934863789,0.0,-1.366968703,-3.301832491,-0.872010246,-0.7013094466,0.0,-0.5298782487,-1.231187695,-0.7641102343
73.0,0.1959912461,0.2740796563,0.06152372747,0.005047081741,0.04673560641,0.05286123804,0.1053040529,0.2348827159,-0.008525895802,0.006042537554,0.0,0.003813350646,-0.009354154851,0.005825491243,0.0,0.003163039846,0.1874653503,0.2801221939,0.06152372747,0.008860432387,0.03738145156,0.05868672928,0.1053040529,0.2380457558,-1.132376705,197.6755599,126.3805258,144.9867773,505.1755599,283.874949,302.6259725,602.1755599,330.6456088,341.5966245,1014.17556,542.4152522,547.2837209,0.001391012116,0.0008613485197,0.4499591221,-1.710964271,0.0,-1.208785147,-2.919749418,-0.7703153297,-0.6450247053,0.0,-0.4873519997,-1.132376705,-0.6992447816
74.0,0.1957872991,0.2739403222,0.06146638737,0.004986036021,0.04660009755,0.05274444056,0.105254717,0.2348284207,-0.00835805217,0.005944098897,0.0,0.003767227213,-0.009210881599,0.005742974585,0.0,0.003122016762,0.187429247,0.2798844211,0.06146638737,0.008753263234,0.03738921595,0.05848741515,0.105254717,0.2379504375,-1.043869604,197.7455682,126.2091262,144.9867773,505.2455682,283.7041563,302.6259725,602.2455682,330.4982156,341.5966245,1014.245568,542.2913603,547.2837209,0.001392171277,0.000861566066,0.4499584475,-1.525904211,0.0,-1.078041417,-2.603945627,-0.6863777362,-0.5946092679,0.0,-0.4492603359,-1.043869604,-0.6418757957
75.0,0.1956028913,0.2738151843,0.06141450274,0.004930214372,0.04647523888,0.05263753928,0.1052093812,0.2347782582,-0.008207646476,0.00585568978,0.0,0.003725050856,-0.009079975237,0.005667449525,0.0,0.003084116231,0.1873952449,0.2796708741,0.06141450274,0.008655265228,0.03739526364,0.05830498881,0.1052093812,0.2378623745,-0.9644134018,197.8083824,126.0553396,144.9867773,505.3083824,283.5508796,302.6259725,602.3083824,330.3649036,341.5966245,1014.308382,542.1781002,547.2837209,0.001393213203,0.000861767104,0.4499577965,-1.370435651,0.0,-0.9682038888,-2.33863954,-0.6159499317,-0.549349406,0.0,-0.4150639958,-0.9644134018,-0.5908511234
76.0,0.1954352735,0.2737021294,0.06136732129,0.004878993127,0.04635989916,0.05253938977,0.1051676069,0.2347318131,-0.00807203548,0.005775817243,0.0,0.00368635036,-0.008959976391,0.005598107531,0.0,0.003049024361,0.187363238,0.2794779467,0.06136732129,0.008565343487,0.03739992276,0.0581374973,0.1051676069,0.2377808375,-0.8929444537,197.8650824,125.9165225,144.9867773,505.3650824,283.4124966,302.6259725,602.3650824,330.2437238,341.5966245,1014.365082,542.0741988,547.2837209,0.001394155227,0.0008619532874,0.4499571694,-1.238109535,0.0,-0.8747163468,-2.112825882,-0.5560733985,-0.5086392457,0.0,-0.384305208,-0.8929444537,-0.5452748318
77.0,0.1952822255,0.2735994685,0.06132422884,0.004831840737,0.04625311001,0.05244902468,0.1051290169,0.2346887172,-0.007949114396,0.005703287988,0.0,0.00365072411,-0.008849655766,0.005534265186,0.0,0.003016463046,0.1873331111,0.2793027565,0.06132422884,0.008482564847,0.03740345424,0.05798328987,0.1051290169,0.2377051803,-0.8285522136,197.9165295,125.7905658,144.9867773,505.4165295,283.2869133,302.6259725,602.4165295,330.133086,341.5966245,1014.416529,541.978572,547.2837209,0.001395011222,0.0008621260819,0.4499565663,-1.124280841,0.0,-0.794297114,-1.918577955,-0.504619588,-0.4719601216,0.0,-0.356592092,-0.8285522136,-0.5044301441
78.0,0.1951419225,0.2735058269,0.06128471647,0.00478830133,0.04615402942,0.05236561393,0.105093283,0.2346486434,-0.007837176106,0.005637130776,0.0,0.003617827669,-0.008747962023,0.005475336032,0.0,0.002986185053,0.1873047464,0.2791429577,0.06128471647,0.008406128999,0.03740606739,0.05784094997,0.105093283,0.2376348285,-0.7704510093,197.9634237,125.6757558,144.9867773,505.4634237,283.1724272,302.6259725,602.4634237,330.0316734,341.5966245,1014.463424,541.8902903,547.2837209,0.001395792494,0.0008622867917,0.4499559872,-1.025507369,0.0,-0.7245142969,-1.750021666,-0.4600128257,-0.4388644989,0.0,-0.3315865104,-0.7704510093,-0.4677297821
79.0,0.1950128418,0.2734200686,0.06124835721,0.004747981631,0.04606191669,0.05228843691,0.1050601175,0.2346112999,-0.007734814619,0.005576543072,0.0,0.003587363896,-0.008653985455,0.005420810966,0.0,0.00295796998,0.1872780271,0.2789966116,0.06124835721,0.008335345527,0.03740793123,0.05770924787,0.1050601175,0.2375692699,-0.7179581312,198.0063426,125.5706785,144.9867773,505.5063426,283.0676329,302.6259725,602.5063426,329.9383821,341.5966245,1014.506343,541.8085524,547.2837209,0.001396508394,0.0008624365797,0.4499554318,-0.939174065,0.0,-0.6635203785,-1.602694443,-0.4210573296,-0.4089634924,0.0,-0.3089946388,-0.7179581312,-0.434683115
80.0,0.1948936973,0.2733412429,0.0612147891,0.004710540522,0.04597611472,0.05221686252,0.1050292662,0.2345764261,-0.007640856932,0.005520853274,0.0,0.003559075058,-0.008566931827,0.005370244125,0.0,0.002931620882,0.1872528404,0.2788620962,0.0612147891,0.00826961558,0.03740918289,0.05758710665,0.1050292662,0.237508047,-0.6704766906,198.0457687,125.4741524,144.9867773,505.5457687,282.9713556,302.6259725,602.5457687,329.8522765,341.5966245,1014.545769,541.7326632,547.2837209,0.001397166758,0.0008625764861,0.4499548998,-0.8632512816,0.0,-0.609881425,-1.473132707,-0.3868259701,-0.3819171022,0.0,-0.2885595884,-0.6704766906,-0.404873801
81.0,0.1947833916,0.2732685459,0.06118370255,0.004675680655,0.04589603694,0.05215033435,0.1050005038,0.2345437886,-0.007554313713,0.00546949332,0.0,0.003532736492,-0.008486102922,0.005323242406,0.0,0.002906961431,0.1872290779,0.2787380393,0.06118370255,0.008208417147,0.03740993402,0.05747357676,0.1050005038,0.2374507501,-0.627482108,198.0821098,125.3851793,144.9867773,505.5821098,282.8826024,302.6259725,602.5821098,329.7725571,341.5966245,1014.58211,541.6620175,547.2837209,0.001397774221,0.000862707442,0.4499543907,-0.7961340873,0.0,-0.562463563,-1.35859765,-0.3565863836,-0.3574265171,0.0,-0.2700555908,-0.627482108,-0.3779441414
