totim,W1L1,W1L2,W1L3,W1L4,W2L1,W2L2,W2L3,W2L4,S1L1,S1L2,S1L3,S1L4,S2L1,S2L2,S2L3,S2L4,C1L1,C1L2,C1L3,C1L4,C2L1,C2L2,C2L3,C2L4,W2L4Q,GS1,ES1,PC1,GS2,ES2,PC2,GS3,ES3,PC3,GS4,ES4,PC4,SK1L2,SK2L4,T1L2,W1QIE,W1QII,W1QAQ,W1QT,W1WC,W2QIE,W2QII,W2QAQ,W2QT,W2WC
11.0,0.08298116561,0.09517105464,0.004652040339,0.002232222778,0.01009557253,0.006941088362,0.03080852216,0.1496013331,-0.01767959924,0.01100467224,0.0,0.001686568321,-0.007787822852,0.004903833856,0.0,0.009701574595,0.06530156637,0.1061757269,0.004652040339,0.003918791099,0.002307749683,0.01184492222,0.03080852216,0.1593029077,36.57523926,194.2293388,134.8178256,134.4065152,501.7293388,292.4845389,292.0750876,598.7293388,332.1121488,335.2821715,1010.729339,536.7353169,547.2837209,0.001334979788,0.0008284673701,0.4499994139,0.0,87.6964581,2.478279127,90.17473723,1.692790681,0.0,35.50228142,1.072957838,36.57523926,1.567699286
12.0,0.0887561,0.1025504814,0.004780492425,0.002375076488,0.01039769454,0.007194448813,0.03351755781,0.1526997013,-0.01806795061,0.01121321293,0.0,0.001794502236,-0.00809241218,0.005082831369,0.0,0.009795214167,0.07068814939,0.1137636943,0.004780492425,0.004169578724,0.002305282358,0.01227728018,0.03351755781,0.1624949154,34.95696372,194.0742983,135.1974076,134.8178256,501.5742983,292.8625286,292.4845389,598.5742983,332.4444293,335.2821715,1010.574298,537.0217357,547.2837209,0.001332623043,0.0008279897538,0.4499992512,0.0,80.8150774,2.283813096,83.0988905,1.562079193,0.0,33.93147902,1.025484699,34.95696372,1.492002382
13.0,0.09405905175,0.1094156908,0.004901220996,0.002511089884,0.01067928345,0.007434210158,0.03609650383,0.155670005,-0.01843043965,0.01140722196,0.0,0.001897267912,-0.008381653142,0.005252221203,0.0,0.009884983346,0.07562861211,0.1208229128,0.004901220996,0.004408357796,0.002297630309,0.01268643136,0.03609650383,0.1655549883,33.51209196,193.9298619,135.5510279,135.1974076,501.4298619,293.2147575,292.8625286,598.4298619,332.7570465,335.2821715,1010.429862,537.2946124,547.2837209,0.001330434393,0.0008275321426,0.4499990631,0.0,75.18367614,2.124671159,77.3083473,1.455085199,0.0,32.52899349,0.9830984698,33.51209196,1.425380945
14.0,0.09897058579,0.1158524853,0.005015402146,0.002641116696,0.01094310179,0.007662125418,0.03856088485,0.1585255907,-0.01877135888,0.0115891241,0.0,0.001995510393,-0.008657503588,0.005413241854,0.0,0.009971285494,0.08019922691,0.1274416094,0.005015402146,0.004636627089,0.0022855982,0.01307536727,0.03856088485,0.1684968762,32.21780067,193.7942588,135.8830215,135.5510279,501.2942588,293.5455153,293.2147575,598.2942588,333.0529927,335.2821715,1010.294259,537.5556364,547.2837209,0.001328385693,0.0008270924483,0.4499988489,0.0,70.49193152,1.992083669,72.48401519,1.36592938,0.0,31.27267105,0.9451296141,32.21780067,1.366321879
15.0,0.1035523999,0.1219270878,0.005123967249,0.002765876161,0.01119138079,0.007879621028,0.04092364629,0.1612781191,-0.0190940281,0.01176079079,0.0,0.002089773099,-0.008921558963,0.00556690109,0.0,0.01005447302,0.08445837177,0.1336878786,0.005123967249,0.00485564926,0.002269821824,0.01344652212,0.04092364629,0.1713325921,31.05506731,193.6661225,136.1967345,135.8830215,501.1661225,293.8581159,293.5455153,598.1661225,333.3346386,335.2821715,1010.166123,537.8062319,547.2837209,0.001326455249,0.0008266688477,0.4499986082,0.0,66.52542035,1.879991094,68.40541145,1.29054822,0.0,30.14404721,0.9110200935,31.05506731,1.313675574
16.0,0.1078528335,0.1276917736,0.005227668056,0.00288597818,0.01142596017,0.008087883903,0.04319577132,0.1639378315,-0.01940107312,0.01192369931,0.0,0.002180516847,-0.009175149776,0.005714037459,0.0,0.01013485544,0.0884517604,0.1396154729,0.005227668056,0.005066495027,0.00225081039,0.01380192136,0.04319577132,0.174072687,30.00788396,193.5443739,136.4948087,136.1967345,501.0443739,294.1551779,293.8581159,598.0443739,333.6038991,335.2821715,1010.044374,538.0476071,547.2837209,0.001324625955,0.0008262597406,0.4499983409,0.0,63.13139869,1.784076924,64.91547562,1.226046475,0.0,29.12758366,0.880300306,30.00788396,1.266541166
17.0,0.1119104985,0.1331886046,0.005327121123,0.00300194328,0.01164838156,0.008287919036,0.04538670295,0.1665137638,-0.01969461096,0.01207903833,0.0,0.002268134922,-0.009419405767,0.005855360981,0.0,0.01021270583,0.09221588757,0.1452676429,0.005327121123,0.005270078202,0.002228975792,0.01414328002,0.04538670295,0.1767264696,29.06264365,193.4281444,136.7793706,136.4948087,500.9281444,294.4388099,294.1551779,597.9281444,333.8623455,335.2821715,1009.928144,538.2807939,547.2837209,0.001322884064,0.0008258637163,0.4499980468,0.0,60.19801183,1.701180174,61.899192,1.170303544,0.0,28.21007257,0.8525710821,29.06264365,1.224193623
18.0,0.1157567444,0.1384519759,0.005422838997,0.003114218416,0.01185995327,0.008480588934,0.04750464304,0.1690139171,-0.01997637624,0.01222777983,0.0,0.002352965025,-0.009655299588,0.005991481013,0.0,0.01028826602,0.09578036815,0.1506797557,0.005422838997,0.00546718344,0.002204653683,0.01447206995,0.04750464304,0.1793021831,28.20767637,193.3167235,137.0521597,136.7793706,500.8167235,294.7107379,294.4388099,597.8167235,334.1112849,335.2821715,1009.816724,538.5066788,547.2837209,0.001321218348,0.0008254795265,0.4499977264,0.0,57.64130151,1.628928205,59.27022971,1.121727336,0.0,27.3801863,0.8274900747,28.20767637,1.18603639
19.0,0.1194173792,0.1435104014,0.005515252645,0.003223189553,0.01206179669,0.008666641542,0.04955677115,0.1714453986,-0.02024780983,0.01237072962,0.0,0.002435298773,-0.009883677562,0.006122925973,0.0,0.0103617508,0.09916956941,0.155881131,0.005515252645,0.005658488326,0.002178119132,0.01478956751,0.04955677115,0.1818071494,27.432896,193.2095219,137.3146187,137.0521597,500.7095219,294.9723943,294.7107379,597.7095219,334.3518168,335.2821715,1009.709522,538.7260276,547.2837209,0.001319619507,0.0008251060631,0.4499973798,0.0,55.39685703,1.565500787,56.96235782,1.079096097,0.0,26.6281346,0.8047614012,27.432896,1.151569771
20.0,0.1229139017,0.1483877953,0.005604727974,0.003329191734,0.01225488061,0.008846730669,0.05154941013,0.1738145382,-0.02051012258,0.01250856351,0.0,0.002515389309,-0.01010528206,0.006250157772,0.0,0.01043335146,0.1024037791,0.1608963589,0.005604727974,0.005844581043,0.002149598552,0.01509688844,0.05154941013,0.1842478897,26.72953072,193.1060451,137.5679586,137.3146187,500.6060451,295.2249812,294.9723943,597.6060451,334.5848756,335.2821715,1009.606045,538.9395054,547.2837209,0.001318079752,0.0008247423398,0.4499970078,0.0,53.41430732,1.509474447,54.92378177,1.041454053,0.0,25.94540299,0.7841277347,26.72953072,1.120369261
21.0,0.1262644026,0.1531044143,0.005691578247,0.003432517192,0.01244004729,0.009021431397,0.05348815454,0.1761269856,-0.02076434211,0.01264185394,0.0,0.002593457433,-0.01032076832,0.006373582702,0.0,0.01050323876,0.1055000605,0.1657462682,0.005691578247,0.006025974624,0.002119278975,0.0153950141,0.05348815454,0.1866302244,26.08990771,193.0058739,137.8132053,137.5679586,500.5058739,295.4695179,295.2249812,597.5058739,334.8112615,335.2821715,1009.505874,539.1476927,547.2837209,0.001316592489,0.0008243874766,0.4499966108,0.0,51.6535956,1.459717191,53.11331279,1.008040837,0.0,25.32454372,0.765363988,26.08990771,1.092070057
22.0,0.1294842395,0.1576775633,0.005776073588,0.003533421936,0.01261803279,0.009191252025,0.05537797299,0.1783877929,-0.02101134797,0.01277108994,0.0,0.002669696573,-0.01053071743,0.006493559872,0.0,0.01057156538,0.1084728915,0.1704486533,0.005776073588,0.00620311851,0.002087315365,0.0156848119,0.05537797299,0.1889593583,25.5072844,192.90865,138.0512362,137.8132053,500.40865,295.7068759,295.4695179,597.40865,335.0316648,335.2821715,1009.40865,539.351098,547.2837209,0.001315152093,0.0008240406873,0.4499961896,0.0,50.08239874,1.415315577,51.49771432,0.9782426038,0.0,24.75901203,0.7482723636,25.5072844,1.066355843
23.0,0.1325865488,0.1621221353,0.005858448382,0.003632131144,0.01278948311,0.009356643554,0.05722329132,0.180601485,-0.02125189848,0.01289669239,0.0,0.002744276864,-0.01073564665,0.006610407913,0.0,0.01063846807,0.1113346504,0.1750188277,0.005858448382,0.006376408008,0.002053836459,0.01596705147,0.05722329132,0.191239953,24.97571273,192.8140649,138.2828067,138.0512362,500.3140649,295.9378061,295.7068759,597.3140649,335.2466851,335.2821715,1009.314065,539.5501689,547.2837209,0.001313753726,0.0008237012679,0.4499957449,0.0,48.67429987,1.375523068,50.04982294,0.951557421,0.0,24.24303436,0.7326783716,24.97571273,1.042950381
24.0,0.135568433,0.1664293032,0.00747472058,0.003727490747,0.01295496369,0.00951800377,0.05902793204,0.1827718373,-0.02148552912,0.01301841184,0.0,0.002816326341,-0.01093601343,0.006724407858,0.0,0.01070406094,0.1140829038,0.1794477151,0.00747472058,0.006543817089,0.002018950256,0.01624241163,0.05902793204,0.1934758982,24.4867369,192.7222926,138.5074904,138.2828067,500.2222926,296.1618278,295.9378061,597.2222926,335.449618,335.2821715,1009.222293,539.7425699,547.2837209,0.00131240003,0.0008233686308,0.4499952775,0.0,47.16953196,1.332998721,48.50253068,0.922972564,0.0,23.76840295,0.7183339557,24.4867369,1.021511655
25.0,0.1384570419,0.1706373135,0.009424296041,0.003822036178,0.0131149778,0.009675691394,0.060795552,0.1849028108,-0.02171416422,0.01313732911,0.0,0.002887760667,-0.01113223149,0.006835813141,0.0,0.0107684637,0.1167428776,0.1837746426,0.009424296041,0.006709796844,0.001982746305,0.01651150453,0.060795552,0.1956712745,24.0424505,192.6325683,138.7271603,138.5074904,500.1325683,296.3809128,296.1618278,597.1325683,335.6534402,335.449618,1009.132568,539.9334121,547.2837209,0.001311078862,0.0008230421609,0.4499947884,0.0,46.08361645,1.302311031,47.38592748,0.9024020612,0.0,23.33714997,0.7053005324,24.0424505,1.002029558
26.0,0.1412624421,0.174757556,0.01135085784,0.003915226376,0.01326997137,0.009830027101,0.06252931803,0.1869976603,-0.02193843836,0.0132537661,0.0,0.002958171038,-0.01132467184,0.006944850316,0.0,0.01083177471,0.1193240037,0.1880113221,0.01135085784,0.006873397414,0.001945299535,0.01677487742,0.06252931803,0.197829435,23.63488571,192.5446366,138.9424414,138.7271603,500.0446366,296.5956399,296.3809128,597.0446366,335.8549864,335.6534402,1009.044637,540.1216003,547.2837209,0.001309786551,0.0008227213526,0.4499942782,0.0,45.12243705,1.275148351,46.3975854,0.8842784386,0.0,22.94154135,0.6933443607,23.63488571,0.9842039691
27.0,0.14398999,0.1787954481,0.01324286325,0.004006906479,0.01342034025,0.009981297936,0.06423206442,0.1890593057,-0.02215863425,0.01336787588,0.0,0.003027440449,-0.01151366738,0.007051722178,0.0,0.01089408221,0.1218313558,0.192163324,0.01324286325,0.007034346928,0.001906672867,0.01703302011,0.06423206442,0.1999533879,23.26026517,192.4583812,139.1536185,138.9424414,499.9583812,296.8062788,296.5956399,596.9583812,336.053043,335.8549864,1008.958381,540.306818,547.2837209,0.001308521318,0.0008224057522,0.4499937479,0.0,44.22058441,1.249662229,45.47024664,0.8672908915,0.0,22.57791054,0.6823546297,23.26026517,0.9678640037
28.0,0.1466451071,0.1827570271,0.01510244132,0.004097189522,0.01356643682,0.0101297615,0.06590634888,0.191090404,-0.02237505609,0.01347982907,0.0,0.003095654304,-0.01169951758,0.007156610724,0.0,0.01095546652,0.1242700511,0.1962368561,0.01510244132,0.007192843826,0.001866919242,0.01728637223,0.06590634888,0.2020458705,22.9156204,192.3736779,139.3609954,139.1536185,499.8736779,297.0131328,296.8062788,596.8736779,336.2478265,336.053043,1008.873678,540.4892899,547.2837209,0.001307281197,0.0008220949473,0.4499931983,0.0,43.38484847,1.226044549,44.61089301,0.8515603196,0.0,22.24337615,0.6722442569,22.9156204,0.9528697876
29.0,0.1492329969,0.1866482371,0.01693212419,0.004186186744,0.01370857544,0.01027564928,0.06755447429,0.1930933528,-0.02258800618,0.01358979365,0.0,0.00316289665,-0.01188249209,0.007259679489,0.0,0.01101600008,0.1266449907,0.2002380307,0.01693212419,0.007349083393,0.001826083354,0.01753532877,0.06755447429,0.2041093529,22.59802718,192.2904041,139.5648727,139.3609954,499.7904041,297.2165018,297.0131328,596.7904041,336.439596,336.2478265,1008.790404,540.6692375,547.2837209,0.001306064257,0.0008217885658,0.4499926302,0.0,42.61420929,1.204266486,43.81847577,0.8370717423,0.0,21.93509972,0.6629274582,22.59802718,0.9390886967
30.0,0.1517584691,0.1904746448,0.01873425946,0.004273997854,0.01384703701,0.01041916945,0.06917851452,0.1950703145,-0.02279776929,0.01369792694,0.0,0.003229242822,-0.01206283391,0.007361075562,0.0,0.01107574826,0.1289606998,0.2041725717,0.01873425946,0.007503240675,0.001784203095,0.01778024501,0.06917851452,0.2061460628,22.30483127,192.2084443,139.765533,139.5648727,499.7084443,297.4166672,297.2165018,596.7084443,336.6285923,336.439596,1008.708444,540.8468594,547.2837209,0.001304868698,0.0008214862721,0.4499920446,0.0,41.90453347,1.184211232,43.0887447,0.8237487499,0.0,21.6505049,0.6543263704,22.30483127,0.9264010583
31.0,0.1542258968,0.1942413535,0.0205109827,0.004360712355,0.01398207293,0.01056050944,0.07078033846,0.1970232406,-0.02300460734,0.01380437315,0.0,0.003294760445,-0.01224076218,0.007460931345,0.0,0.01113477002,0.1312212895,0.2080457266,0.0205109827,0.0076554728,0.00174131075,0.01802144078,0.07078033846,0.2081580106,22.03365169,192.1276925,139.9632356,139.765533,499.6276925,297.6138874,297.4166672,596.6276925,336.8150346,336.6285923,1008.627693,541.022334,547.2837209,0.001303692869,0.0008211877634,0.4499914422,0.0,41.25074549,1.165735353,42.41648084,0.811495657,0.0,21.38728055,0.6463711454,22.03365169,0.9146996262
32.0,0.156639229,0.197952998,0.02226422758,0.004446410866,0.01411390855,0.01069983807,0.0723616316,0.1989538932,-0.02320875878,0.01390926326,0.0,0.003359510431,-0.01241647457,0.00755936612,0.0,0.01119311863,0.1334304703,0.2118622613,0.02226422758,0.007805921297,0.001697433986,0.01825920419,0.0723616316,0.2101470118,21.782354,192.0480524,140.1582165,139.9632356,499.5480524,297.8083972,297.6138874,596.5480524,336.9991212,336.8150346,1008.548052,541.1958217,547.2837209,0.001302535274,0.0008208927666,0.4499908239,0.0,40.64771609,1.148693899,41.79640999,0.8002151001,0.0,21.14335483,0.6389991683,21.782354,0.9038882951
33.0,0.159002004,0.2016137411,0.02399569375,0.004531161755,0.01424272845,0.01083728779,0.07392304069,0.2008618824,-0.02341043803,0.01401271491,0.0,0.003423544436,-0.01259012545,0.007656473453,0.0,0.01125078231,0.135591566,0.215626456,0.02399569375,0.007954706192,0.001652602997,0.01849376125,0.07392304069,0.2121126648,21.52665798,191.9694373,140.3506879,140.1582165,499.4694373,298.0004077,297.8083972,596.4694373,337.1810265,336.9991212,1008.469437,541.3674587,547.2837209,0.001301394567,0.0008206013374,0.4499901903,0.0,40.09027273,1.132940694,41.22321342,0.7898083993,0.0,20.89515982,0.6314981634,21.52665798,0.8931927077
34.0,0.1613170692,0.2052267925,0.02570608041,0.004614951461,0.0143683903,0.01097263188,0.07545039187,0.2027136508,-0.0236098096,0.01411481881,0.0,0.003486852214,-0.01276143068,0.00775209317,0.0,0.01130674686,0.1377072596,0.2193416113,0.02570608041,0.008101803674,0.001606959624,0.01872472505,0.07545039187,0.2140203977,20.89235205,191.8917804,140.5408134,140.3506879,499.3917804,298.1900806,298.0004077,596.3917804,337.3608203,337.1810265,1008.39178,541.5372153,547.2837209,0.001300269707,0.0008203185958,0.4499895422,0.0,39.56798293,1.11818092,40.68616385,0.7800736037,0.0,20.27946165,0.6128903966,20.89235205,0.8710407863
35.0,0.1635875322,0.208795943,0.02739813025,0.004697974072,0.01449143007,0.0111064175,0.07697373046,0.2045804323,-0.02380706868,0.01421568207,0.0,0.003549580409,-0.01293103601,0.007846611848,0.0,0.01136316515,0.1397804635,0.2230116251,0.02739813025,0.008247554481,0.00156039406,0.01895302935,0.07697373046,0.2159435975,21.06173668,191.8150032,140.7287852,140.5408134,499.3150032,298.377609,298.1900806,596.3150032,337.5387874,337.3608203,1008.315003,541.7054828,547.2837209,0.001299159476,0.0008200336601,0.4499888804,0.0,39.0872062,1.104594295,40.1918005,0.7711354427,0.0,20.44387728,0.6178594023,21.06173668,0.8732872076
36.0,0.1658160558,0.2123243636,0.02907276747,0.004780237476,0.01461203031,0.0112387836,0.07848397428,0.2064341329,-0.02400237988,0.01431539432,0.0,0.003611734981,-0.01309912315,0.007940127634,0.0,0.0114191881,0.1418136759,0.226639758,0.02907276747,0.008391972457,0.001512907157,0.01917891123,0.07848397428,0.217853321,20.91415174,191.7390394,140.9147657,140.7287852,499.2390394,298.563154,298.377609,596.2390394,337.7150219,337.5387874,1008.239039,541.8722754,547.2837209,0.001298062851,0.0008197508194,0.4499882056,0.0,38.64115664,1.09198905,39.73314569,0.7628648038,0.0,20.30062183,0.6135299042,20.91415174,0.8665904788
37.0,0.1680050287,0.2158149047,0.03073112939,0.004861786975,0.01473031333,0.01136981919,0.07998054902,0.208272698,-0.02419589077,0.01441403611,0.0,0.003673350158,-0.01326579824,0.008032703429,0.0,0.01147475362,0.1438091379,0.2302289408,0.03073112939,0.008535137133,0.001464515087,0.01940252262,0.07998054902,0.2197474516,20.74338804,191.6638293,141.0989006,140.9147657,499.1638293,298.7468605,298.563154,596.1638293,337.8896406,337.7150219,1008.163829,542.0376832,547.2837209,0.001296978915,0.0008194703847,0.4499875183,0.0,38.22632207,1.080265933,39.306588,0.7551938016,0.0,20.1348676,0.6085204429,20.74338804,0.8593857434
38.0,0.1701566122,0.2192701481,0.0323742925,0.004942667529,0.01484638745,0.0114996034,0.08146413735,0.2100967929,-0.02438773508,0.01451168038,0.0,0.00373445991,-0.01343115358,0.008124395129,0.0,0.01152988183,0.1457688771,0.2337818284,0.0323742925,0.008677127438,0.001415233874,0.01962399853,0.08146413735,0.2216266747,20.58013027,191.5893193,141.2813217,141.0989006,499.0893193,298.9288597,298.7468605,596.0893193,338.0627543,337.8896406,1008.089319,542.201796,547.2837209,0.001295906836,0.0008191922524,0.4499868193,0.0,37.83976312,1.069341873,38.90910499,0.7480660304,0.0,19.9763991,0.6037311727,20.58013027,0.8525448631
39.0,0.1722727649,0.2226924341,0.03400323765,0.005022920278,0.01496035262,0.01162820965,0.08293548873,0.2119072373,-0.02457803402,0.0146083933,0.0,0.00379509532,-0.01359527474,0.008215254609,0.0,0.01158459748,0.1476947309,0.2373008274,0.03400323765,0.008818015597,0.001365077875,0.01984346426,0.08293548873,0.2234918348,20.42611981,191.5154604,141.4621486,141.2813217,499.0154604,299.1092706,298.9288597,596.0154604,338.2344637,338.0627543,1008.01546,542.3646957,547.2837209,0.001294845861,0.0008189162952,0.4499861091,0.0,37.4788338,1.059142104,38.53797591,0.7414307355,0.0,19.82690663,0.5992131783,20.42611981,0.8461079321
40.0,0.1743552414,0.2260838469,0.03561879514,0.005102577143,0.01507221556,0.01175560443,0.08439081097,0.2136946036,-0.02476689549,0.01470423374,0.0,0.003855280506,-0.01375811589,0.008305258196,0.0,0.01163861566,0.1495883459,0.2407880806,0.03561879514,0.008957857649,0.001314099667,0.02006086263,0.08439081097,0.2253332192,20.16574351,191.4422092,141.6414878,141.4621486,498.9422092,299.2881992,299.1092706,595.9422092,338.404854,338.2344637,1007.942209,542.5264458,547.2837209,0.001293795317,0.0008186439474,0.4499853884,0.0,37.14072894,1.049587349,38.19031629,0.7352338726,0.0,19.57416864,0.5915748742,20.16574351,0.8365016907
