,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,parchglim,scale,dercom,offset
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:15_x:3875.00_y:9375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:15_x:3875.00_y:9375.00_zone:1,35.06054,2,15,3875.0,9375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:16_x:4125.00_y:9375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:16_x:4125.00_y:9375.00_zone:1,35.1792,2,16,4125.0,9375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:17_x:4375.00_y:9375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:17_x:4375.00_y:9375.00_zone:1,35.24882,2,17,4375.0,9375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:18_x:4625.00_y:9375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:18_x:4625.00_y:9375.00_zone:1,35.29452,2,18,4625.0,9375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:19_x:4875.00_y:9375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:2_j:19_x:4875.00_y:9375.00_zone:1,35.31855,2,19,4875.0,9375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:0_x:125.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:0_x:125.00_y:9125.00_zone:1,39.50733,3,0,125.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:1_x:375.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:1_x:375.00_y:9125.00_zone:1,39.43523,3,1,375.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:2_x:625.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:2_x:625.00_y:9125.00_zone:1,39.28278,3,2,625.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:3_x:875.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:3_x:875.00_y:9125.00_zone:1,39.04918,3,3,875.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:4_x:1125.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:4_x:1125.00_y:9125.00_zone:1,38.80687,3,4,1125.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:5_x:1375.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:5_x:1375.00_y:9125.00_zone:1,38.52331,3,5,1375.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:6_x:1625.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:6_x:1625.00_y:9125.00_zone:1,38.1636,3,6,1625.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:7_x:1875.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:7_x:1875.00_y:9125.00_zone:1,37.83585,3,7,1875.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:8_x:2125.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:8_x:2125.00_y:9125.00_zone:1,37.49118,3,8,2125.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:9_x:2375.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:9_x:2375.00_y:9125.00_zone:1,37.09786,3,9,2375.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:10_x:2625.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:10_x:2625.00_y:9125.00_zone:1,36.76127,3,10,2625.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:11_x:2875.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:11_x:2875.00_y:9125.00_zone:1,36.4515,3,11,2875.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:12_x:3125.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:12_x:3125.00_y:9125.00_zone:1,36.12903,3,12,3125.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:13_x:3375.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:13_x:3375.00_y:9125.00_zone:1,35.79764,3,13,3375.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:14_x:3625.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:14_x:3625.00_y:9125.00_zone:1,35.44553,3,14,3625.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:15_x:3875.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:15_x:3875.00_y:9125.00_zone:1,35.04657,3,15,3875.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:16_x:4125.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:16_x:4125.00_y:9125.00_zone:1,35.16087,3,16,4125.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:17_x:4375.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:17_x:4375.00_y:9125.00_zone:1,35.22434,3,17,4375.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:18_x:4625.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:18_x:4625.00_y:9125.00_zone:1,35.269,3,18,4625.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:19_x:4875.00_y:9125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:3_j:19_x:4875.00_y:9125.00_zone:1,35.2916,3,19,4875.0,9125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:0_x:125.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:0_x:125.00_y:8875.00_zone:1,39.56323,4,0,125.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:1_x:375.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:1_x:375.00_y:8875.00_zone:1,39.48372,4,1,375.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:2_x:625.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:2_x:625.00_y:8875.00_zone:1,39.32643,4,2,625.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:3_x:875.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:3_x:875.00_y:8875.00_zone:1,39.09917,4,3,875.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:4_x:1125.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:4_x:1125.00_y:8875.00_zone:1,38.8392,4,4,1125.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:5_x:1375.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:5_x:1375.00_y:8875.00_zone:1,38.51747,4,5,1375.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:6_x:1625.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:6_x:1625.00_y:8875.00_zone:1,38.15275,4,6,1625.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:7_x:1875.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:7_x:1875.00_y:8875.00_zone:1,37.82075,4,7,1875.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:8_x:2125.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:8_x:2125.00_y:8875.00_zone:1,37.40413,4,8,2125.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:9_x:2375.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:9_x:2375.00_y:8875.00_zone:1,37.01783,4,9,2375.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:10_x:2625.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:10_x:2625.00_y:8875.00_zone:1,36.68762,4,10,2625.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:11_x:2875.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:11_x:2875.00_y:8875.00_zone:1,36.38203,4,11,2875.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:12_x:3125.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:12_x:3125.00_y:8875.00_zone:1,36.06906,4,12,3125.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:13_x:3375.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:13_x:3375.00_y:8875.00_zone:1,35.74686,4,13,3375.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:14_x:3625.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:14_x:3625.00_y:8875.00_zone:1,35.40453,4,14,3625.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:15_x:3875.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:15_x:3875.00_y:8875.00_zone:1,35.02406,4,15,3875.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:16_x:4125.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:16_x:4125.00_y:8875.00_zone:1,35.12483,4,16,4125.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:17_x:4375.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:17_x:4375.00_y:8875.00_zone:1,35.1892,4,17,4375.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:18_x:4625.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:18_x:4625.00_y:8875.00_zone:1,35.23169,4,18,4625.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:19_x:4875.00_y:8875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:4_j:19_x:4875.00_y:8875.00_zone:1,35.25449,4,19,4875.0,8875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:0_x:125.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:0_x:125.00_y:8625.00_zone:1,39.62304,5,0,125.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:1_x:375.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:1_x:375.00_y:8625.00_zone:1,39.55581,5,1,375.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:2_x:625.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:2_x:625.00_y:8625.00_zone:1,39.39368,5,2,625.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:3_x:875.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:3_x:875.00_y:8625.00_zone:1,39.15657,5,3,875.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:4_x:1125.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:4_x:1125.00_y:8625.00_zone:1,38.87584,5,4,1125.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:5_x:1375.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:5_x:1375.00_y:8625.00_zone:1,38.53514,5,5,1375.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:6_x:1625.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:6_x:1625.00_y:8625.00_zone:1,38.14964,5,6,1625.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:7_x:1875.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:7_x:1875.00_y:8625.00_zone:1,37.7311,5,7,1875.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:8_x:2125.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:8_x:2125.00_y:8625.00_zone:1,37.34036,5,8,2125.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:9_x:2375.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:9_x:2375.00_y:8625.00_zone:1,36.92941,5,9,2375.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:10_x:2625.00_y:8625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:5_j:10_x:2625.00_y:8625.00_zone:1,36.57857,5,10,2625.0,8625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
