time,INFLOW-EXT,INFLOW,OUTFLOW,STAGE,DEPTH
300.0000000000,524.4991398300000,405.1504610245594,-402.9191033604719,51.33720347595640,5.330536030033354
600.0000000000,539.1361371900000,410.8079145719221,-408.0544801665546,51.37965721999280,5.376974702930283
900.0000000000,553.4506260600000,417.5916102370480,-414.3099612262438,51.43064966416294,5.431922583144260
1200.000000000,567.2857739300000,425.5311381152176,-421.7173115369577,51.49025917677193,5.495428520126045
1500.000000000,580.4900000000000,434.6541328825589,-430.3067871882823,51.55852286844189,5.567499522989550
1800.000000000,592.9186360200000,444.9865482615581,-440.1067224607486,51.63543761736243,5.648107238464602
2100.000000000,604.4355112500000,456.5509178738735,-451.1427008213848,51.72095256160657,5.737168661524588
2400.000000000,614.9144443900000,469.3520033063682,-463.4289266398143,51.81488673118826,5.834412399605476
2700.000000000,624.2406260600000,483.3384406906408,-476.9402952195845,51.91669374719585,5.939068592358850
3000.000000000,632.3118766699999,498.3476170148427,-491.5634539554333,52.02510789382492,6.049499622399300
3300.000000000,639.0397658900000,514.0708305549368,-507.0510091781825,52.13790410157426,6.163083991650362
3600.000000000,644.3505815800000,530.0801534865230,-523.0202922458661,52.25205580243011,6.276587411865381
3900.000000000,648.1861373100000,545.9157840282801,-539.0159462586856,52.36431438645471,6.386869451746229
4200.000000000,650.5044099500000,561.1807060064023,-554.6049286954297,52.47187650376650,6.491476949502634
4500.000000000,651.2800000000000,575.5866054715657,-569.4461971675618,52.57274462766100,6.588806416320115
4800.000000000,650.5044099500000,588.9417102652534,-583.3038851283293,52.66567508868026,6.677897781429744
5100.000000000,648.1861373100000,601.1127588700995,-596.0191629124233,52.74990813039049,6.758134977539640
5400.000000000,644.3505815800000,611.9946269301392,-607.4753806402058,52.82492143279793,6.829051832407464
5700.000000000,639.0397658900000,621.4982505267023,-617.5776195557399,52.89030792926884,6.890267938609591
6000.000000000,632.3118766699999,629.5503095127744,-626.2472381916192,52.94574918762559,6.941490547442712
6300.000000000,624.2406260600000,636.0958590151830,-633.4232140938839,52.99102310201486,6.982526944702911
6600.000000000,614.9144443900000,641.0997864451515,-639.0640214401411,53.02601052167201,7.013287745651022
6900.000000000,604.4355112500000,644.5467036756385,-643.1480779561143,53.05069330529201,7.033782157588194
7200.000000000,592.9186360200000,646.4399756180959,-645.6730321148103,53.06514721279633,7.044110058105666
7500.000000000,580.4900000000000,646.8004104776711,-646.6545041662854,53.06953332401443,7.044453662437683
7800.000000000,567.2857739300000,645.6648275060470,-646.1246289657787,53.06408965138728,7.035069667251646
8100.000000000,553.4506260600000,643.0845684024547,-644.1305284181722,53.04912337195996,7.016281995166724
8400.000000000,539.1361371900000,639.1239747684666,-640.7327530574598,53.02500367883592,6.988475075279979
8700.000000000,524.4991398300000,633.8588458866346,-636.0037094627703,52.99215516568839,6.952087575199266
9000.000000000,509.7000000000000,627.3748907397049,-630.0260867219280,52.95105166024805,6.907606513645791
9300.000000000,494.9008601700000,619.7661890018487,-622.8912955308613,52.90221044073977,6.855561700587947
9600.000000000,480.2638628100000,611.1336765934266,-614.6979343763024,52.84618678851209,6.796520469576244
9900.000000000,465.9493739400000,601.5836720796973,-605.5502980021344,52.78356884834630,6.731082683709367
10200.00000000,452.1142260700000,591.2264606233796,-595.5569438686666,52.71497278476697,6.659876012257002
10500.00000000,438.9100000000000,580.1749523238514,-584.8293325206010,52.64103823802704,6.583551489324124
10800.00000000,426.4813639800000,568.5434315712994,-573.4805576591233,52.56242409731811,6.502779379033605
11100.00000000,414.9644887500000,556.4464135107233,-561.6241812651134,52.47980462117756,6.418245383481534
11400.00000000,404.4855556100000,543.9976228606467,-549.3731883592945,52.39386594600661,6.330647240073445
11700.00000000,395.1593739400000,531.3091091866764,-536.8390749384678,52.30530303298139,6.240691763572332
12000.00000000,387.0881233300000,518.4905113174287,-524.1310813293010,52.21481711122561,6.149092394930897
12300.00000000,380.3602341100000,505.6484819345345,-511.3555816883098,52.12311368055066,6.056567323186389
