,0,1
385,535.46374,-1373.059
386,551.73035,-1421.696
387,579.95021,-1410.089
388,589.98829,-1350.533
389,608.17006,-1398.483
390,635.90296,-1385.757
391,643.59599,-1325.906
392,663.63585,-1373.03
393,690.83736,-1359.205
394,696.16847,-1299.114
395,718.03888,-1345.379
396,744.66545,-1330.476
397,747.57904,-1270.217
398,771.29203,-1315.573
399,797.30103,-1299.617
400,797.77019,-1239.304
401,823.31003,-1283.661
402,848.6598,-1266.677
403,846.69363,-1206.37
404,874.00957,-1249.693
405,898.65952,-1231.708
406,894.27359,-1171.467
407,923.30947,-1213.723
408,947.22012,-1194.767
409,940.43994,-1134.767
410,971.13077,-1175.81
411,994.26383,-1155.912
412,985.15338,-1096.335
413,1017.3969,-1136.014
414,1039.7153,-1115.207
415,1028.2907,-1056.098
416,1062.0337,-1094.399
417,1083.5018,-1072.715
418,1069.7174,-1014.083
419,1104.9698,-1051.031
420,1125.5531,-1028.506
421,1109.3744,-970.4213
422,1146.1364,-1005.98
423,1165.802,-982.6493
424,1147.2459,-925.2376
425,1185.4676,-959.3183
426,1204.184,-935.2192
427,1183.3191,-878.6138
428,1222.9003,-911.1201
429,1240.6375,-886.2914
430,1217.516,-830.5994
431,1258.3747,-861.4628
432,1275.1043,-835.9443
433,1249.7466,-781.2088
434,1291.8339,-810.4259
435,1307.5291,-784.2586
436,1279.9704,-730.5273
437,1323.2243,-758.0912
438,1337.8601,-731.3169
439,1308.1857,-678.7177
440,1352.4958,-704.5425
441,1366.0485,-677.2041
442,1334.3665,-625.8516
443,1379.6013,-649.8656
444,1392.0494,-622.0068
445,1358.3812,-571.9544
446,1404.4975,-594.1479
447,1415.821,-565.8134
448,1380.1681,-517.1512
449,1427.1445,-537.4788
450,1437.3253,-508.7139
451,1399.7384,-461.5472
452,1447.5061,-479.949
453,1456.5279,-450.7997
454,1417.0514,-405.169
455,1465.5497,-421.6505
456,1473.398,-392.1637
457,1432.0788,-348.1018
458,1481.2463,-362.6768
459,1487.9085,-332.8996
460,1444.8408,-290.4719
461,1494.5708,-303.1223
462,1500.0363,-273.1024
463,1455.2275,-232.2347
464,1505.5019,-243.0824
465,1509.762,-212.8679
466,1462.8029,-173.1342
467,1514.0221,-182.6533
468,1517.0699,-152.2924
469,1467.3791,-113.0048
470,1520.1177,-121.9316
471,1412.0219,53.442372
472,1411.2285,130.7909
473,1405.2038,195.19371
474,1397.4601,255.66239
475,1386.8848,313.37567
476,1373.9066,369.85341
477,1358.1953,425.08636
478,1340.1402,479.2585
479,1319.8852,532.54384
480,1297.431,584.95579
481,1272.9051,636.42519
482,1246.4664,686.9006
483,1218.0656,736.32005
484,1187.6469,784.49722
485,1155.3284,831.33411
486,1121.1651,876.83909
487,1085.1881,920.93034
488,1047.5077,963.53521
489,1008.1309,1004.6235
490,967.05429,1044.1179
491,924.42561,1081.9576
492,880.41758,1118.1434
493,835.01187,1152.5946
494,788.23041,1185.1164
495,740.21845,1215.6642
496,691.00476,1244.268
497,640.60317,1270.8652
498,589.16989,1295.4416
499,536.86937,1318.0465
500,483.70566,1338.5976
501,429.7534,1356.914
502,375.16458,1372.9929
503,319.95848,1386.8714
504,264.16572,1398.4929
505,207.94046,1407.8872
506,151.42715,1415.147
507,94.652438,1420.1943
508,37.738521,1422.8762
509,-19.16611,1423.2331
510,-76.03651,1421.3149
511,-132.7879,1417.1002
512,-189.2974,1410.6376
513,-245.5361,1401.9157
514,-301.443,1390.8873
515,-356.8832,1377.6389
516,-411.7585,1362.3121
517,-466.0133,1344.8459
518,-519.4754,1325.1464
519,-572.025,1303.3072
520,-623.6703,1279.3691
521,-674.3519,1253.3075
522,-723.9687,1225.2424
523,-772.4668,1195.3369
524,-819.7763,1163.5471
525,-865.7062,1129.8309
526,-910.1662,1094.3132
527,-953.1686,1057.0485
528,-994.6338,1018.0734
529,-1034.497,977.50298
530,-1072.729,935.34665
531,-1109.251,891.60611
532,-1144.015,846.43319
533,-1177.032,800.00008
534,-1208.22,752.29411
535,-1237.388,703.35077
536,-1264.501,653.31811
537,-1289.59,602.22271
538,-1312.594,550.08278
539,-1333.51,497.05514
540,-1352.399,443.30042
541,-1369.179,388.82836
542,-1383.674,333.7261
543,-1395.893,278.14553
544,-1405.873,222.10351
545,-1413.562,165.63538
546,-1419.005,108.90778
547,-1422.335,52.073802
548,-1423.514,-4.846953
549,-1422.301,-61.80107
550,-1418.599,-118.6343
551,-1412.538,-175.2545
552,-1404.282,-231.5829
553,-1393.901,-287.5232
554,-1381.297,-343.0451
555,-1366.385,-398.0539
556,-1349.289,-452.4348
557,-1330.159,-506.1042
558,-1308.937,-559.0041
559,-1285.544,-610.9567
560,-1260.08,-661.8492
561,-1232.586,-711.6926
562,-1203.04,-760.4261
563,-1171.571,-807.9571
564,-1138.344,-854.2433
565,-1103.321,-899.212
566,-1066.472,-942.6695
567,-1027.93,-984.5348
568,-987.7461,-1024.824
569,-945.964,-1063.459
570,-902.7027,-1100.385
571,-857.9735,-1135.573
572,-811.7836,-1168.944
573,-764.288,-1200.461
574,-715.6575,-1230.147
575,-665.8853,-1257.92
576,-615.0201,-1283.591
577,-563.2121,-1307.135
578,-510.4856,-1328.587
579,-456.8631,-1347.885
580,-402.5012,-1365.039
581,-347.556,-1380.119
582,-292.043,-1393.045
583,-236.062,-1403.648
584,-179.7654,-1411.948
585,-123.1851,-1417.99
586,-66.40191,-1421.741
587,-9.54431,-1423.233
588,47.360685,-1422.45
589,104.25909,-1419.337
590,161.00555,-1413.96
591,217.48281,-1406.447
592,273.64441,-1396.728
593,329.33299,-1384.688
594,384.41675,-1370.401
595,438.89814,-1353.909
596,492.72186,-1335.181
597,545.77098,-1314.32
598,597.96943,-1291.48
599,649.25431,-1266.608
600,699.44234,-1239.635
601,748.42785,-1210.672
602,796.22461,-1179.756
603,842.77018,-1146.874
604,887.97443,-1112.172
605,931.81493,-1075.851
606,974.25348,-1037.9
607,1015.091,-998.1861
608,1054.1495,-956.7271
609,1091.4334,-913.6741
610,1126.9859,-869.2174
611,1160.8196,-823.479
612,1192.8342,-776.3996
613,1222.9008,-727.9821
614,1251.0183,-678.3943
615,1277.2287,-627.804
616,1301.4506,-576.2092
617,1323.4982,-523.6711
618,1343.3584,-470.3406
619,1361.0662,-416.2373
620,1376.5615,-361.38
621,1389.8529,-305.8852
622,1400.9166,-249.7088
623,1409.3382,-192.4385
624,1414.4706,-132.8243
625,1417.2814,-70.97574
626,1425.4585,-13.74361
627,1369.3566,-15.31009
628,1366.4563,-88.56673
629,1362.887,-151.1053
630,1356.723,-209.0891
631,1347.335,-264.4272
632,1335.6607,-318.5285
633,1321.9383,-371.89
634,1306.0644,-424.5157
635,1288.0684,-476.3858
636,1267.9878,-527.5225
637,1245.7531,-577.8541
638,1221.4412,-627.2112
639,1195.3082,-675.6019
640,1167.3951,-722.9818
641,1137.5761,-769.1467
642,1105.8997,-814.029
643,1072.5715,-857.6651
644,1037.691,-900.0543
645,1001.0916,-940.9845
646,962.60849,-980.2138
647,922.37593,-1017.641
648,880.71762,-1053.455
649,837.81802,-1087.841
650,793.66737,-1120.625
651,748.26139,-1151.54
652,701.66227,-1180.562
653,653.8873,-1207.705
654,604.94085,-1232.847
655,554.99364,-1255.924
656,504.24025,-1277.104
657,452.74352,-1296.38
658,400.56001,-1313.529
659,347.75343,-1328.53
660,294.33684,-1341.4
661,240.34768,-1352.023
662,185.96831,-1360.385
663,131.33947,-1366.701
664,76.524362,-1370.982
665,21.641605,-1373.03
666,-33.23514,-1372.847
667,-88.04961,-1370.49
668,-142.7344,-1365.927
669,-197.1872,-1359.148
670,-251.3793,-1350.178
671,-305.2402,-1338.934
672,-358.5833,-1325.455
673,-411.3609,-1309.994
674,-463.5194,-1292.586
675,-514.8737,-1273.092
676,-565.3612,-1251.536
677,-614.9821,-1227.939
678,-663.6352,-1202.236
679,-711.1688,-1174.529
680,-757.6096,-1145.076
681,-802.9153,-1113.923
682,-846.8687,-1080.991
683,-889.4141,-1046.329
684,-930.5439,-1010.016
685,-970.1848,-972.0699
686,-1008.252,-932.5471
687,-1044.738,-891.4853
688,-1079.536,-848.8634
689,-1112.525,-804.8299
690,-1143.828,-759.6114
691,-1173.425,-713.2684
692,-1201.084,-665.8099
693,-1226.773,-617.2938
694,-1250.505,-567.7363
695,-1272.159,-517.1501
696,-1291.682,-465.7097
697,-1309.257,-413.5966
698,-1324.878,-360.8706
699,-1338.311,-307.5785
700,-1349.538,-253.7996
701,-1358.709,-199.6479
702,-1365.875,-145.2119
703,-1370.821,-90.54026
704,-1373.312,-35.67493
705,-1373.305,19.271229
706,-1371.11,74.168862
707,-1367.009,128.99627
708,-1360.882,183.64602
709,-1352.531,237.93925
710,-1341.983,291.81435
711,-1329.258,345.26776
712,-1314.271,398.21413
713,-1297.091,450.48376
714,-1277.973,502.04961
715,-1256.956,552.86117
716,-1233.915,602.7245
717,-1208.878,651.57868
718,-1181.866,699.42558
719,-1152.821,746.15971
720,-1121.855,791.63687
721,-1089.223,835.90154
722,-1054.975,878.91493
723,-1019.048,920.45484
724,-981.4927,960.46911
725,-942.3904,998.95568
726,-901.7623,1035.8426
727,-859.6721,1071.049
728,-816.1573,1104.5711
729,-771.2045,1136.2995
730,-724.97,1166.1252
731,-677.6716,1194.1859
732,-629.3709,1220.4658
733,-580.093,1244.7352
734,-529.8981,1266.9645
735,-478.8015,1287.1684
736,-426.8243,1305.2283
737,-374.1448,1321.1028
738,-320.9325,1334.9865
739,-267.2515,1346.8815
740,-213.1917,1356.5743
741,-158.8262,1364.0574
742,-104.2189,1369.3794
743,-49.43167,1372.4982
744,5.4351203,1373.3909
745,60.349783,1372.0779
746,115.25412,1368.4661
747,169.95776,1362.5688
748,224.37836,1354.6301
749,278.45791,1344.6766
750,332.03251,1332.5456
751,385.03664,1318.2517
752,437.46772,1301.8161
753,489.23468,1283.1598
754,540.17303,1262.3627
755,590.27371,1239.6826
756,639.48897,1215.1608
757,687.61662,1188.686
758,734.59786,1160.2906
759,780.43606,1129.9956
760,825.02192,1097.7503
761,868.21952,1063.6772
762,910.09094,1028.0267
763,950.60104,990.85238
764,989.5237,952.10563
765,1026.8105,911.84205
766,1062.4651,870.14187
767,1096.4172,827.03168
768,1128.5906,782.58048
769,1158.984,736.82594
770,1187.4878,689.76178
771,1214.004,641.55046
772,1238.6855,592.39523
773,1261.5195,542.3458
774,1282.2638,491.39558
775,1300.8258,439.4962
776,1317.0451,386.40898
777,1330.3994,331.68911
778,1340.7837,275.40126
779,1350.948,218.69124
780,1356.4883,157.9695
781,1364.2445,101.29847
782,1342.5983,52.16229
783,1301.5195,119.5237
784,1308.4307,180.80622
785,1294.6443,233.09597
786,1286.4206,291.24596
787,1275.6041,347.08776
788,1261.3413,400.1174
789,1244.38,451.18054
790,1225.1957,500.93405
791,1203.9938,549.68306
792,1181.0249,597.53479
793,1156.3364,644.5102
794,1129.7492,690.41976
795,1101.2642,735.05268
796,1071.0108,778.42487
797,1039.0211,820.55476
798,1005.3478,861.32312
799,970.06563,900.69624
800,933.18911,938.67404
801,894.7637,975.18436
802,855.01138,1010.2655
803,813.99144,1043.899
804,771.60867,1075.8127
805,727.94303,1105.7989
806,683.11632,1133.9161
807,637.15684,1160.2247
808,590.12288,1184.6863
809,542.21309,1207.4049
810,493.48731,1228.3804
811,443.92813,1247.3259
812,393.66941,1264.0639
813,342.81187,1278.6847
814,291.36612,1291.2539
815,239.39885,1301.7512
816,187.07268,1310.3315
817,134.44654,1317.013
818,81.593133,1321.5313
819,28.693633,1323.7639
820,-24.18786,1323.825
821,-77.04687,1321.7514
822,-129.7551,1317.5178
823,-182.242,1311.1661
824,-234.4991,1302.7082
825,-286.4412,1292.14
826,-337.9723,1279.6654
827,-389.0433,1265.3223
828,-439.486,1248.8768
829,-489.0841,1230.2752
830,-537.8161,1209.651
831,-585.7149,1187.062
832,-632.7159,1162.5342
833,-678.79,1136.2904
834,-723.903,1108.3818
835,-767.8321,1078.6487
836,-810.3592,1047.1098
837,-851.5065,1013.8942
838,-891.2935,979.03329
839,-929.6046,942.58805
840,-966.4113,904.63548
841,-1001.714,865.19015
842,-1035.445,824.30248
843,-1067.658,782.19124
844,-1098.337,738.91686
845,-1127.205,694.40336
846,-1154.061,648.74503
847,-1178.971,602.05929
848,-1201.998,554.37018
849,-1223.107,505.73853
850,-1242.416,456.35527
851,-1259.929,406.28008
852,-1275.358,355.51562
853,-1288.536,304.20777
854,-1299.56,252.4505
855,-1308.494,200.24874
856,-1315.291,147.64206
857,-1320.148,94.804209
858,-1323.248,41.885372
859,-1324.361,-11.03807
860,-1323.066,-63.89711
861,-1319.246,-116.6105
862,-1313.165,-169.1574
863,-1305.13,-221.4695
864,-1295.162,-273.476
865,-1283.102,-325.0808
866,-1268.93,-376.1868
867,-1252.878,-426.7308
868,-1234.993,-476.6775
869,-1215.056,-525.8472
870,-1193.027,-574.0225
871,-1169.041,-621.1917
872,-1143.154,-667.392
873,-1115.396,-712.5609
874,-1085.99,-756.6851
875,-1054.991,-799.734
876,-1022.255,-841.474
877,-987.8162,-881.689
878,-951.801,-920.4102
879,-914.2396,-957.6593
880,-875.2012,-993.3252
881,-834.7644,-1027.385
882,-792.9438,-1059.84
883,-749.7945,-1090.626
884,-705.5309,-1119.811
885,-660.2144,-1147.386
886,-613.7886,-1173.067
887,-566.3616,-1196.661
888,-518.046,-1218.242
889,-468.8613,-1237.873
890,-418.8708,-1255.526
891,-368.257,-1271.33
892,-317.081,-1285.297
893,-265.3777,-1297.153
894,-213.3097,-1306.753
895,-160.9562,-1314.199
896,-108.3269,-1319.529
897,-55.54507,-1322.7
898,-2.686616,-1323.741
899,50.238452,-1322.666
900,103.14634,-1319.456
901,155.91367,-1314.302
902,208.4865,-1307.233
903,260.73081,-1297.995
904,312.43996,-1286.503
905,363.5739,-1272.889
906,414.1573,-1257.212
907,464.12253,-1239.49
908,513.40995,-1219.938
909,561.97892,-1198.602
910,609.63128,-1175.271
911,656.146,-1149.923
912,701.5204,-1122.693
913,745.79488,-1093.631
914,788.90802,-1062.73
915,830.86811,-1030.255
916,871.70495,-996.4742
917,911.25478,-961.2726
918,949.11878,-924.3054
919,985.04472,-885.5208
920,1019.2368,-845.1758
921,1051.9662,-803.602
922,1083.2037,-760.8459
923,1112.7254,-716.8354
924,1140.4423,-671.6201
925,1166.466,-625.4129
926,1190.8035,-578.2731
927,1213.1734,-530.1622
928,1233.4044,-481.2252
929,1251.5982,-431.566
930,1267.7939,-381.1549
931,1281.8529,-329.9835
932,1293.7816,-278.1646
933,1303.3638,-225.4716
934,1310.4792,-171.3619
935,1314.4082,-114.4362
936,1317.2412,-54.65824
937,1306.27,5.3904261
938,1284.7323,61.07229
939,1251.575,173.7206
940,1243.6479,245.15672
941,1235.3541,305.34134
942,1223.1301,359.30819
943,1207.467,409.30552
944,1189.8842,457.80719
945,1170.3719,505.22773
946,1149.1833,551.801
947,1126.3747,597.58054
948,1101.7792,642.38159
949,1075.3133,685.95282
950,1047.0682,728.30616
951,1017.1043,769.49057
952,985.47401,809.41218
953,952.21006,848.00495
954,917.38567,885.24881
955,881.10111,921.14743
956,843.51915,955.72316
957,804.70798,988.98093
958,764.58495,1020.6513
959,723.15287,1050.4342
960,680.49299,1078.3583
961,636.70819,1104.5291
962,591.89817,1128.9939
963,546.2118,1151.8255
964,499.7113,1173.0492
965,452.39034,1192.384
966,404.33381,1209.5426
967,355.61168,1224.5753
968,306.2938,1237.6119
969,256.46327,1248.7257
970,206.24431,1258.0284
971,155.6936,1265.5641
972,104.89787,1271.0785
973,54.028744,1274.3562
974,3.1345245,1275.4783
975,-47.7881,1274.5219
976,-98.63126,1271.4761
977,-149.3218,1266.3301
978,-199.8011,1259.1322
979,-250.0147,1249.9669
980,-299.8875,1238.9802
981,-349.3844,1226.2308
982,-398.332,1211.4966
983,-446.483,1194.6079
984,-493.8144,1175.6479
985,-540.3533,1154.7613
986,-586.0813,1132.0574
987,-630.9722,1107.7013
988,-675.0096,1081.7628
989,-717.9661,1054.0989
990,-759.5728,1024.6501
991,-799.8431,993.50983
992,-838.828,960.73589
993,-876.437,926.38775
994,-912.6062,890.50286
995,-947.3205,853.15576
996,-980.5907,814.44626
997,-1012.45,774.53518
998,-1042.909,733.49024
999,-1071.693,691.24779
1000,-1098.501,647.83159
1001,-1123.37,603.32071
1002,-1146.411,557.81043
1003,-1167.678,511.39689
1004,-1187.255,464.22352
1005,-1205.171,416.35059
1006,-1221.145,367.7913
1007,-1234.896,318.64999
1008,-1246.479,268.99179
1009,-1256.025,218.8734
1010,-1263.585,168.34375
1011,-1269.315,117.54604
1012,-1273.396,66.584708
1013,-1275.642,15.56967
1014,-1275.578,-35.34219
1015,-1273.006,-86.06496
1016,-1268.151,-136.6475
1017,-1261.351,-187.1219
1018,-1252.7,-237.4298
1019,-1242.058,-287.4021
1020,-1229.408,-336.8967
1021,-1214.956,-385.8969
1022,-1198.77,-434.3874
1023,-1180.643,-482.1866
1024,-1160.424,-529.0384
1025,-1138.195,-574.9269
1026,-1114.101,-619.8897
1027,-1088.251,-663.9163
1028,-1060.811,-706.992
1029,-1031.852,-749.1054
1030,-1001.248,-790.0198
1031,-968.9581,-829.4627
1032,-935.0742,-867.4539
1033,-899.6506,-904.0487
1034,-862.7529,-939.1605
1035,-824.4232,-972.7286
1036,-784.7366,-1004.743
1037,-743.7921,-1035.221
1038,-701.7478,-1064.209
1039,-658.6705,-1091.719
