,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,1.0005865,1.0008825,1.0020006,1.00321,1.004376,1.0054891,1.006549,1.0075551,1.0085077,1.0094055,1.0102482,1.0110343,1.0117643,1.0124425,1.0130515,1.0135871,1.0140431,1.0144285,1.0147401,1.0149764,1.0151346,1.0152122,1.0152028,1.0151124,1.014934,1.014667,1.014311,1.0138652,1.0133283,1.0127008,1.0119822,1.0111734,1.0102731,1.0092804,1.0081925,1.0070015,1.0056876,1.0044074,1.0030217,1.0015173,0.9998903,0.9981532,0.9963025,0.99432945,0.99221784,0.98994887,0.9875035,0.98485976,0.9819907,0.97886914,0.9754684,0.97177494,0.96797955,0.96382886,0.9592664,0.95424855,0.94872886,0.9426594,0.93599004,0.92867243,0.9206694,0.91193515,0.9024242,0.89209026,0.8808857,0.8687575,0.8556632,0.8415608,0.82640433,0.8101222,0.792562,0.7733245,0.753052,0.7318949,0.70988804,0.6870863,0.66357654,0.63945454,0.6147487,0.5895102,0.56381154,0.5377391,0.51138824,0.48486257,0.4582703,0.431727,0.4053629,0.37929603,0.35364166,0.32851222,0.3040151,0.28025135,0.2573145,0.2352888,0.21424828,0.19425614,0.17536354,0.15760906,0.14101872,0.12560552,0.111369476,0.098297395,0.086362176,0.075520426,0.06572041,0.056944598,0.049150515,0.042277,0.036253564,0.031004898,0.026453493,0.022521492,0.019131597,0.01620592,0.01366119,0.011391832,0.009450021,0.007812826,0.0064654783,0.0053910874
1,0.99815816,0.9968876,0.9964545,0.9965278,0.99689496,0.99748665,0.9982401,0.9991053,1.0000418,1.001019,1.002012,1.0030018,1.0039713,1.0049036,1.0058045,1.0066694,1.0074974,1.0082742,1.0089958,1.0096601,1.0102646,1.0108055,1.0112801,1.0116854,1.0120184,1.0122757,1.0124549,1.012554,1.0125543,1.0124842,1.0123191,1.0120618,1.0117102,1.0112609,1.0107094,1.0100507,1.0092747,1.008365,1.0073568,1.0062277,1.0049235,1.0036905,1.0023488,1.0009046,0.99927694,0.99745685,0.9954374,0.9932045,0.9907076,0.9879195,0.98479104,0.98120254,0.9772654,0.9729382,0.96816885,0.9629064,0.9571001,0.9506983,0.94364434,0.93586296,0.92750865,0.91842276,0.90857315,0.89791304,0.8863898,0.8738317,0.86028814,0.8457393,0.83017486,0.81362325,0.7962108,0.7783361,0.7591931,0.738794,0.7172302,0.6946391,0.67128366,0.6478302,0.6234347,0.5981994,0.57228243,0.5458378,0.51901513,0.49195728,0.4647931,0.43761513,0.41079614,0.38433343,0.35834798,0.33296183,0.30828777,0.2844273,0.2614692,0.23948917,0.21854892,0.19869582,0.17996322,0.16237085,0.14592554,0.13062213,0.11644411,0.10336416,0.091342404,0.08031983,0.06993711,0.060698085,0.05251088,0.04526059,0.03884795,0.0331875,0.028204778,0.023834279,0.02001855,0.016709581,0.013874005,0.011516315,0.009502377,0.0077981264,0.006385817,0.005344691
2,0.999157,0.9982189,0.9981388,0.9982531,0.99851924,0.9989126,0.9994175,1.0000198,1.0007044,1.0014566,1.0022612,1.0031037,1.003972,1.0048554,1.0057449,1.0066302,1.0075014,1.0083488,1.0091628,1.0099363,1.0106608,1.011327,1.0119294,1.012464,1.0129262,1.0133097,1.0136094,1.0138215,1.0139405,1.0139627,1.0139092,1.0137447,1.0134761,1.0131015,1.0126171,1.012019,1.0113015,1.0104585,1.0094857,1.0083758,1.0071222,1.0057263,1.0041664,1.0024002,1.0004883,0.998429,0.99623686,0.9939927,0.9911308,0.9880331,0.9847167,0.981199,0.97721744,0.97272116,0.9676857,0.96208715,0.95589966,0.9491022,0.9416835,0.93364924,0.9250138,0.9157516,0.90611583,0.8958134,0.88430274,0.8718566,0.85847014,0.84412515,0.82881105,0.81253046,0.7953037,0.7771704,0.75812083,0.738146,0.71723986,0.69537425,0.6724148,0.6478647,0.6227625,0.597205,0.5712449,0.54495233,0.5184139,0.4917276,0.46499965,0.43834263,0.41188493,0.38574454,0.36003608,0.33487022,0.31035227,0.28657976,0.26364163,0.24161674,0.2205728,0.20056576,0.18163937,0.16382487,0.1471415,0.13159652,0.117185906,0.103895366,0.09170003,0.08056184,0.0704099,0.061204866,0.05291402,0.04549911,0.03891241,0.033100348,0.028003562,0.02356078,0.01971075,0.016403977,0.013590173,0.011218195,0.009232867,0.007588487,0.0062586693,0.0052579273
3,0.99891007,0.99863106,0.999066,0.9995726,1.0000255,1.0004568,1.0008929,1.0013536,1.0018504,1.0023855,1.0029573,1.0035602,1.0041862,1.0048234,1.0054569,1.0060737,1.0066586,1.0071961,1.0076708,1.0080665,1.0083699,1.008568,1.008655,1.0086405,1.0085114,1.0082448,1.0078498,1.0073339,1.006702,1.0059596,1.005114,1.0041698,1.0031334,1.0020107,1.0008049,0.99952024,0.9981575,0.9967167,0.99519587,0.9935911,0.99189734,0.9901073,0.9882109,0.9861962,0.98405623,0.9817817,0.97936344,0.9767914,0.97403556,0.97111034,0.9680567,0.96493506,0.960533,0.95570475,0.9504862,0.9448525,0.9387803,0.9322647,0.9253469,0.9181796,0.9111859,0.90267956,0.89302564,0.8826062,0.8713712,0.859273,0.84627354,0.83234155,0.81745464,0.8015994,0.7847718,0.7669781,0.74822944,0.7285421,0.7079364,0.68643135,0.6640425,0.6407857,0.6167599,0.5920742,0.56683767,0.5411605,0.5151561,0.48894075,0.4626326,0.43635184,0.4102197,0.38435668,0.35888067,0.33390525,0.30953828,0.2858806,0.26302442,0.24105233,0.22003631,0.20003696,0.18110287,0.1632703,0.14656332,0.13099438,0.11656582,0.103273176,0.091114394,0.080116056,0.0704143,0.061501175,0.053366154,0.046011884,0.039420318,0.033584,0.02843627,0.02391109,0.019892897,0.016497945,0.013645042,0.011254224,0.009259307,0.007608541,0.0062758494,0.0052751806
4,0.99597496,0.99420947,0.9931926,0.9924564,0.991874,0.99144673,0.9911814,0.9911045,0.9912138,0.99148035,0.9919006,0.9924602,0.9931358,0.9938976,0.99471015,0.99553466,0.99632996,0.9970563,0.997674,0.9981483,0.9984504,0.9985554,0.99847955,0.99817985,0.99766755,0.9969495,0.99603623,0.99494183,0.99368256,0.992275,0.99073684,0.9890845,0.98733294,0.9854959,0.9835853,0.98161006,0.9795784,0.9774944,0.97536063,0.9731768,0.9709396,0.968644,0.9662835,0.96385086,0.96133745,0.95873344,0.9560252,0.95321566,0.9503407,0.9475016,0.9449658,0.940521,0.93568826,0.9305856,0.9252089,0.919536,0.9135346,0.9071957,0.90056205,0.89377344,0.8871443,0.8788655,0.86973137,0.85977685,0.8489755,0.83729637,0.82471156,0.8111961,0.79673,0.7812999,0.76490116,0.7475366,0.72921836,0.7099668,0.6898107,0.66878784,0.6469426,0.6243292,0.60101527,0.577081,0.55261713,0.52772266,0.5025038,0.47707152,0.45154008,0.4260273,0.40065014,0.37552497,0.35076532,0.3264807,0.30277488,0.27974495,0.25748006,0.23606023,0.21555573,0.19602628,0.1775204,0.16007517,0.14371596,0.12845704,0.11430214,0.10124547,0.08927333,0.07836622,0.068496674,0.059599116,0.05161026,0.04447133,0.038126316,0.032522026,0.027607687,0.023345713,0.019743716,0.016574895,0.01381232,0.011428762,0.009404175,0.0076798527,0.0063083046,0.005294248
5,0.9952929,0.9922685,0.9898885,0.9879184,0.9862506,0.984898,0.98387873,0.9832062,0.98287904,0.9829239,0.98326004,0.983876,0.984724,0.98573434,0.98682237,0.9878936,0.98885804,0.989647,0.99018764,0.99043405,0.9903632,0.98995954,0.9892289,0.9881908,0.98687243,0.98530495,0.98352057,0.9815512,0.9794258,0.9771708,0.9748076,0.97235525,0.96982735,0.96723455,0.9645849,0.9618834,0.95913315,0.9563361,0.9534896,0.9505872,0.9476158,0.9445697,0.9414516,0.9382731,0.93503654,0.93173426,0.9282425,0.9246228,0.9210658,0.9177162,0.9124991,0.9070177,0.9014151,0.8956967,0.88986826,0.8839059,0.8776014,0.8709771,0.864169,0.85758513,0.8515949,0.84283036,0.83329815,0.8230957,0.8121802,0.8005085,0.7880421,0.7747477,0.7605993,0.7455785,0.7296742,0.71288437,0.6952161,0.67668563,0.65731937,0.6371534,0.61623347,0.59461534,0.57236445,0.54955554,0.52627224,0.50260633,0.4786552,0.454522,0.43031317,0.4061373,0.3821027,0.3583168,0.33488426,0.31190506,0.2894736,0.26767763,0.24659738,0.22630449,0.20686167,0.18832201,0.1707291,0.15411691,0.13850981,0.12392253,0.11036045,0.09781996,0.08628912,0.07574811,0.06616915,0.057515606,0.049743585,0.04280415,0.03664515,0.031212412,0.026451062,0.022306819,0.018726047,0.015645247,0.01300724,0.010762518,0.008870923,0.007307863,0.006015058,0.0050544306
6,0.9965803,0.99279344,0.98972785,0.9871432,0.9849071,0.98304397,0.98159474,0.9805991,0.98008853,0.9800813,0.98041177,0.9812136,0.98233336,0.98361635,0.9848692,0.98588365,0.98646927,0.9864303,0.985879,0.9847517,0.9830679,0.9809035,0.9783501,0.97549766,0.9724279,0.9692086,0.96589464,0.9625286,0.95914024,0.9557477,0.95236063,0.9489804,0.945603,0.9422186,0.93881327,0.93538,0.9319226,0.9284307,0.9248899,0.9212733,0.91744626,0.9134646,0.909411,0.9054547,0.90155894,0.8982092,0.89278954,0.88715875,0.8813567,0.8755362,0.86958337,0.86354333,0.8576095,0.85160136,0.8457987,0.84107274,0.83389646,0.82626384,0.818235,0.80961263,0.80067706,0.7912347,0.78123313,0.77064246,0.7594336,0.74757874,0.7350507,0.721826,0.70788425,0.69321007,0.67779404,0.6616329,0.64473087,0.6271007,0.6087634,0.5897492,0.5700973,0.5498561,0.52908283,0.5078436,0.48621243,0.4642703,0.4421048,0.41980797,0.39747542,0.37520486,0.35309386,0.3312388,0.3097333,0.28866667,0.2681221,0.24817598,0.22889711,0.2103456,0.19257274,0.17562072,0.1595228,0.14430338,0.12997875,0.11655738,0.10404063,0.092423454,0.08169507,0.0718396,0.06283634,0.054660074,0.047280904,0.04066476,0.034773454,0.029564591,0.024992185,0.02100763,0.01756061,0.014599791,0.01207445,0.009936372,0.008142089,0.006656672,0.005462954,0.004587949
7,0.99950695,0.99582416,0.99299943,0.9905857,0.98842883,0.98658204,0.9851275,0.98414814,0.9837223,0.9838014,0.98440456,0.9855604,0.98700625,0.98837185,0.98913145,0.9890417,0.98801893,0.98577845,0.98240066,0.9781872,0.97344637,0.9684137,0.96326053,0.9581028,0.9530142,0.9480378,0.9432005,0.9385037,0.93392897,0.9294505,0.9250396,0.92065614,0.91627246,0.9118582,0.9072737,0.9026132,0.8980636,0.8934911,0.8888659,0.8845654,0.87806076,0.8717893,0.86560804,0.8595313,0.8541306,0.8503694,0.8443098,0.8379253,0.8313532,0.8245967,0.81763184,0.81039923,0.80273,0.7949115,0.78697944,0.7789396,0.7706036,0.7619376,0.7529223,0.74353087,0.7337537,0.7235673,0.7129457,0.7018633,0.6902953,0.67821866,0.6656125,0.65245837,0.6387414,0.62445015,0.60957843,0.5941252,0.57809544,0.56150025,0.54435796,0.5266942,0.50854194,0.48994175,0.47094166,0.4515972,0.43197063,0.4121303,0.39215,0.3721081,0.35208642,0.33216858,0.31243894,0.29298133,0.27387732,0.25520468,0.23703623,0.2194384,0.20246994,0.1861815,0.17061459,0.15580124,0.14176397,0.12851596,0.11606162,0.10439735,0.09351245,0.08339063,0.074011356,0.065351926,0.057389338,0.050100744,0.043459356,0.037443597,0.032037392,0.027219864,0.022964288,0.019238451,0.016005654,0.013225867,0.010857204,0.008857638,0.007187249,0.0058120396,0.00471247,0.0039093676
8,1.0034391,1.0003481,0.9983146,0.9967067,0.9953143,0.9941797,0.99332774,0.99276984,0.99250495,0.99252325,0.99281657,0.9933736,0.9934007,0.9925755,0.9892562,0.98445916,0.97861856,0.97129476,0.963528,0.9558799,0.9485939,0.94173706,0.93527824,0.92913586,0.9232098,0.9174151,0.9119375,0.90649766,0.9010174,0.895474,0.8898948,0.8840506,0.8781379,0.8726365,0.8647212,0.85717154,0.85051376,0.8463374,0.83980304,0.8330916,0.8261422,0.8187482,0.81121546,0.8036055,0.7959876,0.7884096,0.7806921,0.7728074,0.764748,0.7565076,0.7480756,0.7394355,0.730568,0.72147495,0.7121601,0.70262104,0.6928423,0.68280554,0.6724942,0.6618916,0.6509829,0.6397536,0.62818986,0.6162795,0.6040102,0.59137225,0.5783572,0.5649594,0.55117565,0.53700596,0.5224535,0.5075257,0.49223372,0.47659388,0.46062672,0.44435748,0.42781657,0.4110392,0.39406514,0.3769389,0.35970896,0.34242755,0.32515025,0.3079354,0.29084274,0.2739334,0.25726908,0.2409106,0.22491731,0.20934635,0.19425136,0.17968184,0.16568218,0.15229085,0.13953972,0.12745334,0.11604853,0.105334,0.095310025,0.0859686,0.07729339,0.069260314,0.061838474,0.05499292,0.048694633,0.04293297,0.037582245,0.032598298,0.028016826,0.023858797,0.02013014,0.016825525,0.013931033,0.011425899,0.009284097,0.0074759996,0.005970623,0.0047393222,0.0037638224,0.0030603944
9,1.0094099,1.0079875,1.0076948,1.0078071,1.008275,1.0090492,1.0099216,1.0107139,1.0109774,1.0107175,1.0089071,1.004758,0.996763,0.9792147,0.9474579,0.9377197,0.92899895,0.92133933,0.9141247,0.90708226,0.9000412,0.89288133,0.8855105,0.87783104,0.86966187,0.86002696,0.8551328,0.84721345,0.83900654,0.8307203,0.8223383,0.8141172,0.80593866,0.7975356,0.78895956,0.7803093,0.77171075,0.7632829,0.75484586,0.74636906,0.7378283,0.7291945,0.72046494,0.7116441,0.7027398,0.69375765,0.68468934,0.6755225,0.6662458,0.65684754,0.6473156,0.6376378,0.62780267,0.6177998,0.60762054,0.59725696,0.5867012,0.5759459,0.5649825,0.55380386,0.54240364,0.5307758,0.51891583,0.5068205,0.49448815,0.48191926,0.4691159,0.45608258,0.44282594,0.42935547,0.41568312,0.40182415,0.3877962,0.37362042,0.35932034,0.344923,0.3304579,0.31595728,0.30145594,0.2869907,0.27259997,0.2583237,0.24420278,0.23027858,0.21659207,0.20318389,0.19009335,0.17735805,0.16501343,0.1530923,0.14162436,0.13063586,0.12014937,0.11018352,0.10075295,0.09186811,0.08353539,0.075757034,0.06853138,0.06185302,0.055712786,0.0500979,0.04499147,0.040368956,0.036173653,0.03302182,0.029655397,0.026233766,0.022823682,0.01951806,0.016412131,0.013582064,0.011075213,0.008909608,0.0070792767,0.005561763,0.004325707,0.0033379842,0.0025721006,0.0020272627
