time,H1_1_2
0.3831380695111,0.5102199713E-12
0.7854330424977,0.2526453000E-12
1.207842764134,0.1869957645E-12
1.651372971851,0.1538719842E-12
2.117079689955,0.1329464845E-12
2.606071743964,0.1181407982E-12
3.119513400673,0.1069191284E-12
3.658627140218,0.9801113122E-13
4.224696566740,0.9070069909E-13
4.819069464588,0.8454922468E-13
5.443161007328,0.7927095635E-13
6.098457127206,0.7467060893E-13
6.786518053077,0.7060953034E-13
7.508982025242,0.6698615864E-13
8.267569196015,0.6372414183E-13
9.064085725327,0.6076480427E-13
9.900428081105,0.5806219632E-13
10.77858755467,0.5557974130E-13
11.70065500192,0.5328790385E-13
12.66882582152,0.5116253122E-13
13.68540518211,0.4918364895E-13
14.75281351073,0.4733457097E-13
15.87359225577,0.4560123113E-13
17.05040993807,0.4397167403E-13
18.28606850449,0.4243566199E-13
19.58350999922,0.4098436803E-13
20.94582356870,0.3961013356E-13
22.37625281664,0.3830627511E-13
23.87820352698,0.3706692887E-13
25.45525177285,0.3588692452E-13
27.11115243100,0.3476168207E-13
28.84984812206,0.3368712690E-13
30.67547859767,0.3265961930E-13
32.59239059707,0.3167589569E-13
34.60514819643,0.3073301929E-13
36.71854367577,0.2982833850E-13
38.93760892907,0.2895945154E-13
41.26762744503,0.2812417637E-13
43.71414688679,0.2732052491E-13
46.28299230064,0.2654668078E-13
48.98027998519,0.2580098019E-13
51.81243205396,0.2508189513E-13
54.78619172617,0.2438801882E-13
57.90863938198,0.2371805275E-13
61.18720942059,0.2307079517E-13
64.62970796114,0.2244513067E-13
68.24433142870,0.2184002057E-13
72.03968606965,0.2125449391E-13
76.02480844264,0.2068763882E-13
80.20918693429,0.2013859399E-13
84.60278435051,0.1960654027E-13
89.21606163755,0.1909069211E-13
94.06000278894,0.1859028889E-13
99.14614099789,0.1810458627E-13
104.4865861173,0.1763284754E-13
110.0940534927,0.1717433526E-13
115.9818942368,0.1672830359E-13
122.1641270182,0.1629399144E-13
128.6554714386,0.1587061700E-13
135.4713830800,0.1545737408E-13
142.6280903035,0.1505343038E-13
150.1426328882,0.1465792823E-13
158.0329026022,0.1426998783E-13
166.3176858018,0.1388871312E-13
175.0167081614,0.1351320013E-13
184.1506816390,0.1314254757E-13
193.7413537904,0.1277586942E-13
203.8115595494,0.1241230879E-13
214.3852755964,0.1205105275E-13
225.4876774458,0.1169134723E-13
237.1451993876,0.1133251161E-13
249.3855974265,0.1097395221E-13
262.2380153673,0.1061517421E-13
275.7330542052,0.1025579159E-13
289.9028449849,0.9895534643E-14
304.7811253037,0.9534255009E-14
320.4033196384,0.9171927993E-14
336.8066236898,0.8808652312E-14
354.0300929438,0.8444647372E-14
372.1147356605,0.8080248301E-14
391.1036105131,0.7715899021E-14
411.0419291082,0.7352143670E-14
431.9771636331,0.6989616692E-14
453.9591598843,0.6629031895E-14
477.0402559480,0.6271170749E-14
501.2754068149,0.5916870154E-14
526.7223152252,0.5567009859E-14
553.4415690560,0.5222499671E-14
581.4967855783,0.4884266568E-14
610.9547629267,0.4553241775E-14
641.8856391426,0.4230347888E-14
674.3630591692,0.3916486093E-14
708.4643501972,0.3612523572E-14
744.2707057765,0.3319281172E-14
781.8673791349,0.3037521479E-14
821.3438861611,0.2767937437E-14
862.7942185387,0.2511141703E-14
906.3170675351,0.2267656936E-14
952.0160589814,0.2037907254E-14
1000.000000000,0.1822211080E-14
