,0
0,65.613029
1,72.488609
2,81.424789
3,35.85041
4,75.02739
5,90.88752
6,77.565651
7,74.860397
8,120.44695
9,112.31332
10,109.00368
11,91.234566
12,67.486
13,24.603355
14,97.547943
15,104.97595
16,8.9454498
17,92.638367
