,0,1,2,3
0,1,2,-1.7752622993616896,328.065145
1,2,17,-0.156522843912279,362.443045
2,3,32,2.0540086959230632,407.12394500000005
3,4,33,-2.9987189106792216,179.25205
4,5,48,-4.552045477440214,375.13694999999996
5,6,63,-3.5533064847112596,454.4376
6,7,64,-10.705839240994788,387.828255
7,8,79,-9.848504187285036,374.30198500000006
8,9,129,17.50686900658991,602.23475
9,10,130,12.00124943346156,561.5666
10,11,131,8.437440405388342,545.0184
11,12,132,4.588622543634281,456.17283
12,13,117,5.757453227176243,337.43
13,14,118,1.0163539182254129,123.016775
14,15,103,6.208826749463415,487.73971500000005
15,16,104,4.503468340386609,524.87975
16,17,105,0.0,44.727249
17,18,90,0.0,463.191835
