,parent,child,top_bot,idomainp,ncpp,ncppl,p0,p1,p2,c0,c1,c2
295,"(1, 8, 8)","(4, 6, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,8,4,6,17
296,"(1, 8, 1)","(4, 7, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,4,7,0
297,"(1, 8, 8)","(4, 7, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,8,4,7,17
298,"(1, 8, 1)","(4, 8, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,4,8,0
299,"(1, 8, 8)","(4, 8, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,8,4,8,17
300,"(1, 9, 1)","(4, 9, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,1,4,9,0
301,"(1, 9, 8)","(4, 9, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,8,4,9,17
302,"(1, 9, 1)","(4, 10, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,1,4,10,0
303,"(1, 9, 8)","(4, 10, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,8,4,10,17
304,"(1, 9, 1)","(4, 11, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,1,4,11,0
305,"(1, 9, 8)","(4, 11, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,8,4,11,17
306,"(1, 10, 1)","(4, 12, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,1,4,12,0
307,"(1, 10, 8)","(4, 12, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,8,4,12,17
308,"(1, 10, 1)","(4, 13, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,1,4,13,0
309,"(1, 10, 8)","(4, 13, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,8,4,13,17
310,"(1, 10, 1)","(4, 14, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,1,4,14,0
311,"(1, 11, 2)","(4, 14, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,2,4,14,0
312,"(1, 11, 2)","(4, 14, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,2,4,14,1
313,"(1, 11, 2)","(4, 14, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,2,4,14,2
314,"(1, 11, 3)","(4, 14, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,3,4,14,3
315,"(1, 11, 3)","(4, 14, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,3,4,14,4
316,"(1, 11, 3)","(4, 14, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,3,4,14,5
317,"(1, 11, 4)","(4, 14, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,4,4,14,6
318,"(1, 11, 4)","(4, 14, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,4,4,14,7
319,"(1, 11, 4)","(4, 14, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,4,4,14,8
320,"(1, 11, 5)","(4, 14, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,5,4,14,9
321,"(1, 11, 5)","(4, 14, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,5,4,14,10
322,"(1, 11, 5)","(4, 14, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,5,4,14,11
323,"(1, 11, 6)","(4, 14, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,6,4,14,12
324,"(1, 11, 6)","(4, 14, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,6,4,14,13
325,"(1, 11, 6)","(4, 14, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,6,4,14,14
326,"(1, 11, 7)","(4, 14, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,7,4,14,15
327,"(1, 11, 7)","(4, 14, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,7,4,14,16
328,"(1, 10, 8)","(4, 14, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,8,4,14,17
329,"(1, 11, 7)","(4, 14, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,7,4,14,17
330,"(1, 6, 1)","(5, 0, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,5,0,0
331,"(1, 5, 2)","(5, 0, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,5,0,0
332,"(2, 6, 2)","(5, 0, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,0,0
333,"(1, 5, 2)","(5, 0, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,5,0,1
334,"(2, 6, 2)","(5, 0, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,0,1
335,"(1, 5, 2)","(5, 0, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,5,0,2
336,"(2, 6, 2)","(5, 0, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,0,2
337,"(1, 5, 3)","(5, 0, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,5,0,3
338,"(2, 6, 3)","(5, 0, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,0,3
339,"(1, 5, 3)","(5, 0, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,5,0,4
340,"(2, 6, 3)","(5, 0, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,0,4
341,"(1, 5, 3)","(5, 0, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,5,0,5
342,"(2, 6, 3)","(5, 0, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,0,5
343,"(1, 5, 4)","(5, 0, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,5,0,6
344,"(2, 6, 4)","(5, 0, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,0,6
345,"(1, 5, 4)","(5, 0, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,5,0,7
346,"(2, 6, 4)","(5, 0, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,0,7
347,"(1, 5, 4)","(5, 0, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,5,0,8
348,"(2, 6, 4)","(5, 0, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,0,8
349,"(1, 5, 5)","(5, 0, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,5,0,9
350,"(2, 6, 5)","(5, 0, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,0,9
351,"(1, 5, 5)","(5, 0, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,5,0,10
352,"(2, 6, 5)","(5, 0, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,0,10
353,"(1, 5, 5)","(5, 0, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,5,0,11
354,"(2, 6, 5)","(5, 0, 11)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,0,11
355,"(1, 5, 6)","(5, 0, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,5,0,12
356,"(2, 6, 6)","(5, 0, 12)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,0,12
357,"(1, 5, 6)","(5, 0, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,5,0,13
358,"(2, 6, 6)","(5, 0, 13)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,0,13
359,"(1, 5, 6)","(5, 0, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,5,0,14
360,"(2, 6, 6)","(5, 0, 14)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,0,14
361,"(1, 5, 7)","(5, 0, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,5,0,15
362,"(2, 6, 7)","(5, 0, 15)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,0,15
363,"(1, 5, 7)","(5, 0, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,5,0,16
364,"(2, 6, 7)","(5, 0, 16)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,0,16
365,"(1, 6, 8)","(5, 0, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,5,0,17
366,"(1, 5, 7)","(5, 0, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,5,0,17
367,"(2, 6, 7)","(5, 0, 17)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,0,17
368,"(1, 6, 1)","(5, 1, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,5,1,0
369,"(2, 6, 2)","(5, 1, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,1,0
370,"(2, 6, 2)","(5, 1, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,1,1
371,"(2, 6, 2)","(5, 1, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,1,2
372,"(2, 6, 3)","(5, 1, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,1,3
373,"(2, 6, 3)","(5, 1, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,1,4
374,"(2, 6, 3)","(5, 1, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,1,5
375,"(2, 6, 4)","(5, 1, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,1,6
376,"(2, 6, 4)","(5, 1, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,1,7
377,"(2, 6, 4)","(5, 1, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,1,8
378,"(2, 6, 5)","(5, 1, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,1,9
379,"(2, 6, 5)","(5, 1, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,1,10
380,"(2, 6, 5)","(5, 1, 11)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,1,11
381,"(2, 6, 6)","(5, 1, 12)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,1,12
382,"(2, 6, 6)","(5, 1, 13)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,1,13
383,"(2, 6, 6)","(5, 1, 14)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,1,14
384,"(2, 6, 7)","(5, 1, 15)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,1,15
385,"(2, 6, 7)","(5, 1, 16)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,1,16
386,"(1, 6, 8)","(5, 1, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,5,1,17
387,"(2, 6, 7)","(5, 1, 17)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,1,17
388,"(1, 6, 1)","(5, 2, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,5,2,0
389,"(2, 6, 2)","(5, 2, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,2,0
390,"(2, 6, 2)","(5, 2, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,2,1
391,"(2, 6, 2)","(5, 2, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,6,2,5,2,2
392,"(2, 6, 3)","(5, 2, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,2,3
393,"(2, 6, 3)","(5, 2, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,2,4
394,"(2, 6, 3)","(5, 2, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,6,3,5,2,5
395,"(2, 6, 4)","(5, 2, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,2,6
396,"(2, 6, 4)","(5, 2, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,2,7
397,"(2, 6, 4)","(5, 2, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,6,4,5,2,8
398,"(2, 6, 5)","(5, 2, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,2,9
399,"(2, 6, 5)","(5, 2, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,2,10
400,"(2, 6, 5)","(5, 2, 11)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,6,5,5,2,11
401,"(2, 6, 6)","(5, 2, 12)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,2,12
402,"(2, 6, 6)","(5, 2, 13)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,2,13
403,"(2, 6, 6)","(5, 2, 14)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,6,6,5,2,14
404,"(2, 6, 7)","(5, 2, 15)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,2,15
405,"(2, 6, 7)","(5, 2, 16)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,2,16
406,"(1, 6, 8)","(5, 2, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,5,2,17
407,"(2, 6, 7)","(5, 2, 17)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,6,7,5,2,17
408,"(1, 7, 1)","(5, 3, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,5,3,0
409,"(2, 7, 2)","(5, 3, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,3,0
410,"(2, 7, 2)","(5, 3, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,3,1
411,"(2, 7, 2)","(5, 3, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,3,2
412,"(2, 7, 3)","(5, 3, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,3,3
413,"(2, 7, 3)","(5, 3, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,3,4
414,"(2, 7, 3)","(5, 3, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,3,5
415,"(2, 7, 4)","(5, 3, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,3,6
416,"(2, 7, 4)","(5, 3, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,3,7
417,"(2, 7, 4)","(5, 3, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,3,8
418,"(2, 7, 5)","(5, 3, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,3,9
419,"(2, 7, 5)","(5, 3, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,3,10
420,"(2, 7, 5)","(5, 3, 11)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,3,11
421,"(2, 7, 6)","(5, 3, 12)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,3,12
422,"(2, 7, 6)","(5, 3, 13)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,3,13
423,"(2, 7, 6)","(5, 3, 14)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,3,14
424,"(2, 7, 7)","(5, 3, 15)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,3,15
425,"(2, 7, 7)","(5, 3, 16)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,3,16
426,"(1, 7, 8)","(5, 3, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,5,3,17
427,"(2, 7, 7)","(5, 3, 17)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,3,17
428,"(1, 7, 1)","(5, 4, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,5,4,0
429,"(2, 7, 2)","(5, 4, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,4,0
430,"(2, 7, 2)","(5, 4, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,4,1
431,"(2, 7, 2)","(5, 4, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,4,2
432,"(2, 7, 3)","(5, 4, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,4,3
433,"(2, 7, 3)","(5, 4, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,4,4
434,"(2, 7, 3)","(5, 4, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,4,5
435,"(2, 7, 4)","(5, 4, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,4,6
436,"(2, 7, 4)","(5, 4, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,4,7
437,"(2, 7, 4)","(5, 4, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,4,8
438,"(2, 7, 5)","(5, 4, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,4,9
439,"(2, 7, 5)","(5, 4, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,4,10
440,"(2, 7, 5)","(5, 4, 11)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,4,11
441,"(2, 7, 6)","(5, 4, 12)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,4,12
442,"(2, 7, 6)","(5, 4, 13)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,4,13
443,"(2, 7, 6)","(5, 4, 14)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,4,14
444,"(2, 7, 7)","(5, 4, 15)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,4,15
445,"(2, 7, 7)","(5, 4, 16)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,4,16
446,"(1, 7, 8)","(5, 4, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,5,4,17
447,"(2, 7, 7)","(5, 4, 17)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,4,17
448,"(1, 7, 1)","(5, 5, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,5,5,0
449,"(2, 7, 2)","(5, 5, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,5,0
450,"(2, 7, 2)","(5, 5, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,5,1
451,"(2, 7, 2)","(5, 5, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,7,2,5,5,2
452,"(2, 7, 3)","(5, 5, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,5,3
453,"(2, 7, 3)","(5, 5, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,5,4
454,"(2, 7, 3)","(5, 5, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,7,3,5,5,5
455,"(2, 7, 4)","(5, 5, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,5,6
456,"(2, 7, 4)","(5, 5, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,5,7
457,"(2, 7, 4)","(5, 5, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,7,4,5,5,8
458,"(2, 7, 5)","(5, 5, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,5,9
459,"(2, 7, 5)","(5, 5, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,5,10
460,"(2, 7, 5)","(5, 5, 11)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,7,5,5,5,11
461,"(2, 7, 6)","(5, 5, 12)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,5,12
462,"(2, 7, 6)","(5, 5, 13)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,5,13
463,"(2, 7, 6)","(5, 5, 14)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,7,6,5,5,14
464,"(2, 7, 7)","(5, 5, 15)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,5,15
465,"(2, 7, 7)","(5, 5, 16)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,5,16
466,"(1, 7, 8)","(5, 5, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,5,5,17
467,"(2, 7, 7)","(5, 5, 17)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,7,7,5,5,17
468,"(1, 8, 1)","(5, 6, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,5,6,0
469,"(2, 8, 2)","(5, 6, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,8,2,5,6,0
470,"(2, 8, 2)","(5, 6, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,8,2,5,6,1
471,"(2, 8, 2)","(5, 6, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,8,2,5,6,2
472,"(2, 8, 3)","(5, 6, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,8,3,5,6,3
473,"(2, 8, 3)","(5, 6, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,8,3,5,6,4
474,"(2, 8, 3)","(5, 6, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,8,3,5,6,5
475,"(2, 8, 4)","(5, 6, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,8,4,5,6,6
476,"(2, 8, 4)","(5, 6, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,8,4,5,6,7
477,"(2, 8, 4)","(5, 6, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,8,4,5,6,8
478,"(2, 8, 5)","(5, 6, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,8,5,5,6,9
479,"(2, 8, 5)","(5, 6, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,8,5,5,6,10
480,"(2, 8, 5)","(5, 6, 11)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,8,5,5,6,11
481,"(2, 8, 6)","(5, 6, 12)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,8,6,5,6,12
482,"(2, 8, 6)","(5, 6, 13)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,8,6,5,6,13
483,"(2, 8, 6)","(5, 6, 14)",0,8.333500027656555,2.7776667277018223,784.9365420197653,2,8,6,5,6,14
484,"(2, 8, 7)","(5, 6, 15)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,8,7,5,6,15
485,"(2, 8, 7)","(5, 6, 16)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,8,7,5,6,16
486,"(1, 8, 8)","(5, 6, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,8,5,6,17
487,"(2, 8, 7)","(5, 6, 17)",0,8.333499908447266,2.7776667277018223,784.9365420197653,2,8,7,5,6,17
488,"(1, 8, 1)","(5, 7, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,5,7,0
489,"(2, 8, 2)","(5, 7, 0)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,8,2,5,7,0
490,"(2, 8, 2)","(5, 7, 1)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,8,2,5,7,1
491,"(2, 8, 2)","(5, 7, 2)",0,8.333500027656555,2.7776665687561035,784.9365420197653,2,8,2,5,7,2
492,"(2, 8, 3)","(5, 7, 3)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,8,3,5,7,3
493,"(2, 8, 3)","(5, 7, 4)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,8,3,5,7,4
494,"(2, 8, 3)","(5, 7, 5)",0,8.33349984884262,2.777666886647543,784.9365420197653,2,8,3,5,7,5
495,"(2, 8, 4)","(5, 7, 6)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,8,4,5,7,6
496,"(2, 8, 4)","(5, 7, 7)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,8,4,5,7,7
497,"(2, 8, 4)","(5, 7, 8)",0,8.33349996805191,2.7776665687561035,784.9365420197653,2,8,4,5,7,8
498,"(2, 8, 5)","(5, 7, 9)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,8,5,5,7,9
499,"(2, 8, 5)","(5, 7, 10)",0,8.333499789237976,2.777666886647543,784.9365420197653,2,8,5,5,7,10
