,0,1,2
0,1,1,0.0
1,2,2,0.0
2,3,3,0.0
3,4,4,0.0
4,5,5,0.0
5,6,6,0.0
6,7,7,0.0
7,8,8,0.0
8,9,9,150.5355626433466
9,10,10,0.0
10,11,11,0.0
11,12,12,0.0
12,13,13,0.0
13,14,14,0.0
14,15,15,0.0
15,16,16,0.0
16,17,17,0.0
17,18,18,0.0
