time,H1_1_2
0.3831380695111,0.1275549928E-10
0.7854330424977,0.6316132496E-11
1.207842764134,0.4674894091E-11
1.651372971851,0.3846799563E-11
2.117079689955,0.3323662046E-11
2.606071743964,0.2953519861E-11
3.119513400673,0.2672978086E-11
3.658627140218,0.2450278125E-11
4.224696566740,0.2267517288E-11
4.819069464588,0.2113730392E-11
5.443161007328,0.1981773646E-11
6.098457127206,0.1866764922E-11
6.786518053077,0.1765237917E-11
7.508982025242,0.1674653584E-11
8.267569196015,0.1593103121E-11
9.064085725327,0.1519119639E-11
9.900428081105,0.1451554395E-11
10.77858755467,0.1389492974E-11
11.70065500192,0.1332196992E-11
12.66882582152,0.1279062629E-11
13.68540518211,0.1229590524E-11
14.75281351073,0.1183363525E-11
15.87359225577,0.1140029979E-11
17.05040993807,0.1099291001E-11
18.28606850449,0.1060890648E-11
19.58350999922,0.1024608246E-11
20.94582356870,0.9902523310E-12
22.37625281664,0.9576558154E-12
23.87820352698,0.9266721041E-12
25.45525177285,0.8971719392E-12
27.11115243100,0.8690408208E-12
28.84984812206,0.8421768834E-12
30.67547859767,0.8164891343E-12
32.59239059707,0.7918959841E-12
34.60514819643,0.7683240133E-12
36.71854367577,0.7457069315E-12
38.93760892907,0.7239846945E-12
41.26762744503,0.7031027512E-12
43.71414688679,0.6830113993E-12
46.28299230064,0.6636652300E-12
48.98027998519,0.6450226476E-12
51.81243205396,0.6270454525E-12
54.78619172617,0.6096984748E-12
57.90863938198,0.5929492519E-12
61.18720942059,0.5767677400E-12
64.62970796114,0.5611260538E-12
68.24433142870,0.5459982263E-12
72.03968606965,0.5313599834E-12
76.02480844264,0.5171885283E-12
80.20918693429,0.5034623284E-12
84.60278435051,0.4901609052E-12
89.21606163755,0.4772646195E-12
94.06000278894,0.4647544564E-12
99.14614099789,0.4526118075E-12
104.4865861173,0.4408182550E-12
110.0940534927,0.4293553637E-12
115.9818942368,0.4182044878E-12
122.1641270182,0.4073466003E-12
128.6554714386,0.3967621575E-12
135.4713830800,0.3864310047E-12
142.6280903035,0.3763323354E-12
150.1426328882,0.3664447087E-12
158.0329026022,0.3567461308E-12
166.3176858018,0.3472142010E-12
175.0167081614,0.3378263206E-12
184.1506816390,0.3285599586E-12
193.7413537904,0.3193929645E-12
203.8115595494,0.3103039167E-12
214.3852755964,0.3012724915E-12
225.4876774458,0.2922798371E-12
237.1451993876,0.2833089374E-12
249.3855974265,0.2743449494E-12
262.2380153673,0.2653755017E-12
275.7330542052,0.2563909426E-12
289.9028449849,0.2473845283E-12
304.7811253037,0.2383525482E-12
320.4033196384,0.2292943838E-12
336.8066236898,0.2202125017E-12
354.0300929438,0.2111123858E-12
372.1147356605,0.2020024132E-12
391.1036105131,0.1928936806E-12
411.0419291082,0.1837997907E-12
431.9771636331,0.1747366034E-12
453.9591598843,0.1657219630E-12
477.0402559480,0.1567754053E-12
501.2754068149,0.1479178518E-12
526.7223152252,0.1391712951E-12
553.4415690560,0.1305584794E-12
581.4967855783,0.1221025777E-12
610.9547629267,0.1138268693E-12
641.8856391426,0.1057544175E-12
674.3630591692,0.9790775018E-13
708.4643501972,0.9030854464E-13
744.2707057765,0.8297731955E-13
781.8673791349,0.7593313658E-13
821.3438861611,0.6919331584E-13
862.7942185387,0.6277316959E-13
906.3170675351,0.5668575935E-13
952.0160589814,0.5094168212E-13
1000.000000000,0.4554889136E-13
